Timestep;Time span;Sum [VA]
86;01:26:00;2184,9323258842983
87;01:27:00;2181,082318341662
88;01:28:00;2166,3609397370938
89;01:29:00;2164,469318407192
90;01:30:00;2164,217928926467
91;01:31:00;2160,1700852290305
92;01:32:00;2153,323127792494
93;01:33:00;2147,240851330603
94;01:34:00;2146,2724427168805
95;01:35:00;2144,9309458525804
96;01:36:00;2137,9706638648518
97;01:37:00;2137,673123341888
98;01:38:00;2137,1227566693415
99;01:39:00;2136,452739661648
100;01:40:00;2132,607040502233
101;01:41:00;2131,8154917116335
102;01:42:00;2130,2501761331164
103;01:43:00;2128,2172897326277
104;01:44:00;2117,9484963949444
105;01:45:00;2114,971051437662
106;01:46:00;2112,042658022963
107;01:47:00;2110,0782153071127
108;01:48:00;2108,4653256792985
109;01:49:00;2103,5287710515345
110;01:50:00;2102,481297247984
111;01:51:00;2100,203464825111
112;01:52:00;2080,25413379426
113;01:53:00;2076,5132749406525
114;01:54:00;2073,3961091974033
115;01:55:00;2070,1628834752223
116;01:56:00;2068,931937364309
117;01:57:00;2065,690196868431
118;01:58:00;2064,555720622906
119;01:59:00;2063,6624087615164
120;02:00:00;2049,790295271009
121;02:01:00;2047,5726811216036
122;02:02:00;2043,9697462487825
123;02:03:00;2040,7750123881913
124;02:04:00;2040,3734680476655
125;02:05:00;2036,9315637120244
126;02:06:00;2036,2106235895128
127;02:07:00;2031,1523668006541
128;02:08:00;2030,25375693399
129;02:09:00;2028,3022768655978
130;02:10:00;2004,245552807964
131;02:11:00;1996,8367657954502
132;02:12:00;1994,8437194701044
133;02:13:00;1993,6207161658838
134;02:14:00;1991,5564454011273
135;02:15:00;1990,3589755000532
136;02:16:00;1976,4397981354753
137;02:17:00;1971,130956329841
138;02:18:00;1970,2558872703646
139;02:19:00;1969,7291071234567
140;02:20:00;1967,8116351325184
141;02:21:00;1964,8238692809718
142;02:22:00;1960,5924411506394
143;02:23:00;1953,191069034878
144;02:24:00;1933,756030847274
145;02:25:00;1916,7880803963285
146;02:26:00;1905,4805666125337
147;02:27:00;1902,4693317131319
148;02:28:00;1900,7274269597758
149;02:29:00;1895,5696531670426
150;02:30:00;1892,739996447627
151;02:31:00;1890,288219601476
152;02:32:00;1883,2105078750164
153;02:33:00;1878,8368523661263
154;02:34:00;1875,9980580273022
155;02:35:00;1872,2959376816523
156;02:36:00;1864,3154807105025
157;02:37:00;1858,1768104654689
158;02:38:00;1854,7642095827516
159;02:39:00;1852,6132465470018
160;02:40:00;1844,887972504556
161;02:41:00;1844,7671368973404
162;02:42:00;1841,4348087184776
163;02:43:00;1836,4554436864753
164;02:44:00;1833,57508575399
165;02:45:00;1833,1511854949497
166;02:46:00;1831,223710411267
167;02:47:00;1820,0366260234305
168;02:48:00;1815,102824790041
169;02:49:00;1809,3837392405037
170;02:50:00;1807,2172928648347
171;02:51:00;1807,1089767515523
172;02:52:00;1806,63065442436
173;02:53:00;1796,129283837367
174;02:54:00;1795,8871694763927
175;02:55:00;1795,013839857258
176;02:56:00;1793,7545843494202
177;02:57:00;1790,024676585294
178;02:58:00;1776,2890843356197
179;02:59:00;1776,0658796177997
180;03:00:00;1768,1899621186433
181;03:01:00;1763,385005159752
182;03:02:00;1752,047329321342
183;03:03:00;1751,059225052657
184;03:04:00;1748,1358524046539
185;03:05:00;1746,238690667276
186;03:06:00;1745,5536318170973
187;03:07:00;1734,4078289459442
188;03:08:00;1728,9059817968534
189;03:09:00;1728,748566274781
190;03:10:00;1723,1424010845203
191;03:11:00;1708,9226639398576
192;03:12:00;1705,475153372375
193;03:13:00;1702,4950643537027
194;03:14:00;1702,2247782470738
195;03:15:00;1692,404667989863
196;03:16:00;1689,8106356152978
197;03:17:00;1681,9697113391185
198;03:18:00;1681,2914632506108
199;03:19:00;1681,1027520322168
200;03:20:00;1678,360892554671
201;03:21:00;1677,895024778255
202;03:22:00;1674,1127138442778
203;03:23:00;1672,9177720938576
204;03:24:00;1672,229176291722
205;03:25:00;1661,689404864619
206;03:26:00;1657,7932418591606
207;03:27:00;1657,6105355847646
208;03:28:00;1656,7593945200392
209;03:29:00;1656,3093034569858
210;03:30:00;1655,7138370441025
211;03:31:00;1653,8308770608235
212;03:32:00;1651,867092771133
213;03:33:00;1650,1702056826978
214;03:34:00;1649,3483286063092
215;03:35:00;1649,2972544152738
216;03:36:00;1647,2679848183184
217;03:37:00;1646,6745824026327
218;03:38:00;1646,2949722063365
219;03:39:00;1645,2678891219527
220;03:40:00;1644,6743764498067
221;03:41:00;1643,322441784314
222;03:42:00;1642,1001774670672
223;03:43:00;1641,923144745584
224;03:44:00;1641,153084438357
225;03:45:00;1638,9783050465646
226;03:46:00;1636,0408603248268
227;03:47:00;1635,6441583247777
228;03:48:00;1633,5566352261178
229;03:49:00;1631,2767320942676
230;03:50:00;1627,7563719668792
231;03:51:00;1623,6768123636198
232;03:52:00;1621,2863180980771
233;03:53:00;1611,19497422884
234;03:54:00;1609,112591025411
235;03:55:00;1608,9318517331085
236;03:56:00;1608,7507962632249
237;03:57:00;1608,7249476383313
238;03:58:00;1608,644075840979
239;03:59:00;1608,5976091115008
240;04:00:00;1607,5486547074486
241;04:01:00;1607,4952154677017
242;04:02:00;1606,2762860723622
243;04:03:00;1606,0157689044302
244;04:04:00;1605,8169922775628
245;04:05:00;1605,5195150631002
246;04:06:00;1604,7758015849408
247;04:07:00;1604,597853678458
248;04:08:00;1604,2945452215838
249;04:09:00;1604,1581362643878
250;04:10:00;1603,8330344105793
251;04:11:00;1603,4402207820124
252;04:12:00;1601,6711528537385
253;04:13:00;1598,4118981066408
254;04:14:00;1591,4855258401033
255;04:15:00;1591,2695259274071
256;04:16:00;1587,5329501941621
257;04:17:00;1585,8591082484386
258;04:18:00;1581,5308685699642
259;04:19:00;1581,3237337199891
260;04:20:00;1580,61625114307
261;04:21:00;1576,9525236040595
262;04:22:00;1576,4363719842172
263;04:23:00;1575,8444937250242
264;04:24:00;1575,826095952352
265;04:25:00;1575,6507435965045
266;04:26:00;1575,0071097351054
267;04:27:00;1574,9546118378723
268;04:28:00;1574,9178823888074
269;04:29:00;1574,6104844058498
270;04:30:00;1574,300496502682
271;04:31:00;1574,0091830058489
272;04:32:00;1573,9082675090817
273;04:33:00;1573,4145524950757
274;04:34:00;1573,193809729309
275;04:35:00;1572,4167175475213
276;04:36:00;1571,7772510579614
277;04:37:00;1571,0117870740708
278;04:38:00;1570,6158492958034
279;04:39:00;1569,2951701404447
280;04:40:00;1569,23459960945
281;04:41:00;1567,6366333583787
282;04:42:00;1566,0796907716203
283;04:43:00;1565,5324377982067
284;04:44:00;1565,4523228222515
285;04:45:00;1564,9472432000257
286;04:46:00;1564,3608098903
287;04:47:00;1563,9190111166874
288;04:48:00;1560,5221497180419
289;04:49:00;1560,0167848338406
290;04:50:00;1559,5022819326637
291;04:51:00;1556,1222508567105
292;04:52:00;1555,7852438657337
293;04:53:00;1554,5204786942152
294;04:54:00;1554,298583159267
295;04:55:00;1553,5625232104107
296;04:56:00;1553,1493902645434
297;04:57:00;1552,9741417043645
298;04:58:00;1547,9940622914837
299;04:59:00;1547,3872363557819
300;05:00:00;1543,4776939403741
301;05:01:00;1533,6045147470047
302;05:02:00;1533,3948115513847
303;05:03:00;1533,1327854974447
304;05:04:00;1532,909451975629
305;05:05:00;1532,8002697389338
306;05:06:00;1531,8936521725109
307;05:07:00;1531,4391647208079
308;05:08:00;1531,315273440763
309;05:09:00;1529,537571590926
310;05:10:00;1525,1239751577828
311;05:11:00;1524,2077205260866
312;05:12:00;1522,7929398592162
313;05:13:00;1516,7777061014895
314;05:14:00;1516,715325736118
315;05:15:00;1515,8413983350613
316;05:16:00;1515,31255154383
317;05:17:00;1515,3070690170018
318;05:18:00;1514,085881060594
319;05:19:00;1513,3635410206273
320;05:20:00;1512,285416761943
321;05:21:00;1511,083296588134
322;05:22:00;1510,8422210103752
323;05:23:00;1510,8126019739873
324;05:24:00;1509,4128952381127
325;05:25:00;1509,2359885226704
326;05:26:00;1508,7666811672345
327;05:27:00;1508,5452984643857
328;05:28:00;1507,9477382136747
329;05:29:00;1507,6120189971573
330;05:30:00;1506,3253408435148
331;05:31:00;1505,9583247592366
332;05:32:00;1502,8256192884978
333;05:33:00;1502,157544867368
334;05:34:00;1500,707308227496
335;05:35:00;1500,0803880845845
336;05:36:00;1499,5610275851686
337;05:37:00;1499,4249683375679
338;05:38:00;1499,3735740994002
339;05:39:00;1497,908345527983
340;05:40:00;1496,6159414609597
341;05:41:00;1496,584159127812
342;05:42:00;1496,3470094354898
343;05:43:00;1496,3287770417571
344;05:44:00;1496,1065956402344
345;05:45:00;1495,2358525663537
346;05:46:00;1494,993222215654
347;05:47:00;1494,3194186279547
348;05:48:00;1493,4579800227273
349;05:49:00;1489,9581083509433
350;05:50:00;1487,6834079667046
351;05:51:00;1483,741424383601
352;05:52:00;1478,98605667492
353;05:53:00;1470,573464488665
354;05:54:00;1467,7248475462275
355;05:55:00;1458,3043263868476
356;05:56:00;1457,0111000346133
357;05:57:00;1456,0586996212792
358;05:58:00;1456,0218172362095
359;05:59:00;1451,034596743262
360;06:00:00;1450,5270092851138
361;06:01:00;1450,0870203210977
362;06:02:00;1440,198820015716
363;06:03:00;1434,7099714414337
364;06:04:00;1434,1818726984175
365;06:05:00;1426,4011432110053
366;06:06:00;1404,796969430792
367;06:07:00;1402,9816914741289
368;06:08:00;1400,335014598119
369;06:09:00;1395,9766541246772
370;06:10:00;1391,3483679681058
371;06:11:00;1390,5138259771481
372;06:12:00;1390,3037569343692
373;06:13:00;1387,571923537436
374;06:14:00;1382,323689687932
375;06:15:00;1379,4935038797223
376;06:16:00;1377,823912563519
377;06:17:00;1377,0645883427067
378;06:18:00;1376,347390046002
379;06:19:00;1375,2519683203614
380;06:20:00;1374,136920333061
381;06:21:00;1373,335745498602
382;06:22:00;1373,279513754586
383;06:23:00;1373,0691217102026
384;06:24:00;1373,0504109824476
385;06:25:00;1371,7860240372104
386;06:26:00;1370,4990240142922
387;06:27:00;1368,520821866902
388;06:28:00;1367,3871112682057
389;06:29:00;1365,4690014772107
390;06:30:00;1364,438451293574
391;06:31:00;1360,712026112929
392;06:32:00;1359,7663115901162
393;06:33:00;1358,8868320925815
394;06:34:00;1358,1477557582116
395;06:35:00;1356,972678924585
396;06:36:00;1353,138531691484
397;06:37:00;1349,1475746450826
398;06:38:00;1347,2864878836701
399;06:39:00;1346,6448748418075
400;06:40:00;1342,0192079684045
401;06:41:00;1337,4664441197403
402;06:42:00;1336,8492537236732
403;06:43:00;1334,8370792478386
404;06:44:00;1332,9492521450568
405;06:45:00;1332,5976614295794
406;06:46:00;1332,468246181209
407;06:47:00;1328,247275201922
408;06:48:00;1324,240064352663
409;06:49:00;1324,2144767347556
410;06:50:00;1308,0562433255652
411;06:51:00;1307,6199961049367
412;06:52:00;1298,8133218615505
413;06:53:00;1296,7681392836967
414;06:54:00;1293,7846683940104
415;06:55:00;1293,3366112391088
416;06:56:00;1272,8671749978391
417;06:57:00;1246,7164973036997
418;06:58:00;1240,3390075552775
419;06:59:00;1216,5035077178986
420;07:00:00;1214,634004849998
421;07:01:00;1214,2824473560222
422;07:02:00;1213,93289180093
423;07:03:00;1213,2417791748462
424;07:04:00;1212,5857884054553
425;07:05:00;1193,4634333215402
426;07:06:00;1193,122850542981
427;07:07:00;1190,0856157865283
428;07:08:00;1189,6294216946403
429;07:09:00;1183,8178773771288
430;07:10:00;1181,1749113211652
431;07:11:00;1173,8438974340636
432;07:12:00;1172,3229401457381
433;07:13:00;1144,795165335213
434;07:14:00;1143,1228393649017
435;07:15:00;1141,1156090733325
436;07:16:00;1134,3693561896075
437;07:17:00;1132,6990804230138
438;07:18:00;1124,9518769559043
439;07:19:00;1124,635465381895
440;07:20:00;1124,1466732136948
441;07:21:00;1123,547764748694
442;07:22:00;1121,4388172235035
443;07:23:00;1121,3561918412342
444;07:24:00;1121,231424545716
445;07:25:00;1118,5398012184435
446;07:26:00;1106,9345050034817
447;07:27:00;1089,1209957612632
448;07:28:00;1081,631990322867
449;07:29:00;1080,7131558439055
450;07:30:00;1079,7715025774392
451;07:31:00;1078,5715504107743
452;07:32:00;1078,511489103852
453;07:33:00;1078,1969185839312
454;07:34:00;1077,1459224999228
455;07:35:00;1077,0174486672906
456;07:36:00;1076,219899627677
457;07:37:00;1075,1151756573765
458;07:38:00;1074,9667488539467
459;07:39:00;1074,3873496680767
460;07:40:00;1073,1290665081037
461;07:41:00;1071,2846387902823
462;07:42:00;1066,6080833478914
463;07:43:00;1061,7871087763103
464;07:44:00;1051,2502191204599
465;07:45:00;1051,1755278783717
466;07:46:00;1045,254486654785
467;07:47:00;1005,0591546851336
468;07:48:00;1004,9806034117431
469;07:49:00;996,5742072230844
470;07:50:00;994,975373931288
471;07:51:00;993,9734717259233
472;07:52:00;983,3669827045862
473;07:53:00;982,2659150034787
474;07:54:00;981,7911470555972
475;07:55:00;981,0910739963197
476;07:56:00;980,8072603691346
477;07:57:00;980,2819614251723
478;07:58:00;980,1356578523947
479;07:59:00;979,7689715365146
480;08:00:00;979,517617543833
481;08:01:00;978,3808738726175
482;08:02:00;972,9239689015045
483;08:03:00;967,6971429550089
484;08:04:00;952,9394106868181
485;08:05:00;949,050459751534
486;08:06:00;936,8537228965292
487;08:07:00;928,3998777533824
488;08:08:00;927,6876487922453
489;08:09:00;926,1871933219111
490;08:10:00;923,397820361262
491;08:11:00;923,2254218835501
492;08:12:00;923,0384257530534
493;08:13:00;917,6883284543994
494;08:14:00;915,3235708860583
495;08:15:00;907,4734790014514
496;08:16:00;907,4124239966378
497;08:17:00;906,9595128462773
498;08:18:00;905,2855587088629
499;08:19:00;903,4754999563096
500;08:20:00;899,3272175285686
501;08:21:00;898,8134623308529
502;08:22:00;892,9558101396148
503;08:23:00;892,2421486229679
504;08:24:00;890,4288795930775
505;08:25:00;887,2957671903398
506;08:26:00;884,0703324731644
507;08:27:00;876,9483486131976
508;08:28:00;863,4351375291573
509;08:29:00;861,7200228344389
510;08:30:00;860,4976762963456
511;08:31:00;860,2827201980333
512;08:32:00;859,5804629406534
513;08:33:00;857,5824764468767
514;08:34:00;857,4916363303407
515;08:35:00;857,1639269497572
516;08:36:00;856,8074245169034
517;08:37:00;855,7684982914616
518;08:38:00;855,2913159565901
519;08:39:00;855,272384698827
520;08:40:00;852,9359507830666
521;08:41:00;850,9918716400028
522;08:42:00;849,3526351378435
523;08:43:00;847,201955602954
524;08:44:00;842,6723197154503
525;08:45:00;842,5502328586937
526;08:46:00;833,8899832960701
527;08:47:00;833,6571038333138
528;08:48:00;823,5651314544675
529;08:49:00;818,8927309914721
530;08:50:00;818,4749328067198
531;08:51:00;817,8968161076926
532;08:52:00;814,7468276662393
533;08:53:00;813,5743660493309
534;08:54:00;807,3289066396819
535;08:55:00;805,7472568385916
536;08:56:00;803,1041934685853
537;08:57:00;802,7554333646934
538;08:58:00;802,3280731213893
539;08:59:00;800,1248120803456
540;09:00:00;796,4235818875518
541;09:01:00;796,3085175056991
542;09:02:00;795,4965588754361
543;09:03:00;794,3262626888912
544;09:04:00;794,099371998696
545;09:05:00;793,8256647185849
546;09:06:00;791,9473710851726
547;09:07:00;791,7594483800228
548;09:08:00;791,5754064778395
549;09:09:00;791,5299031026593
550;09:10:00;791,1652549886464
551;09:11:00;791,0191595631252
552;09:12:00;790,8923449406659
553;09:13:00;790,3168134147393
554;09:14:00;789,7723414989
555;09:15:00;789,6163974477846
556;09:16:00;789,4886272325211
557;09:17:00;789,3996703650812
558;09:18:00;789,2193569955854
559;09:19:00;789,0645550337148
560;09:20:00;788,3161711852966
561;09:21:00;787,9358991633906
562;09:22:00;787,8222981014396
563;09:23:00;787,6990898108112
564;09:24:00;786,7506739527271
565;09:25:00;783,2453078155249
566;09:26:00;781,60046656611
567;09:27:00;779,8082300883719
568;09:28:00;773,8705996035081
569;09:29:00;772,4449140768371
570;09:30:00;772,2585176014799
571;09:31:00;769,908542990059
572;09:32:00;767,7567223474211
573;09:33:00;765,592979520236
574;09:34:00;765,2335171115413
575;09:35:00;765,0951116573069
576;09:36:00;764,7682337929898
577;09:37:00;764,1484946267112
578;09:38:00;763,8246047730836
579;09:39:00;763,3846300147657
580;09:40:00;763,3520608025522
581;09:41:00;763,3226064187986
582;09:42:00;763,1932794315544
583;09:43:00;763,1156211011216
584;09:44:00;762,2431708574513
585;09:45:00;761,3564067171907
586;09:46:00;760,8356136978655
587;09:47:00;759,9652206592881
588;09:48:00;755,4438893055998
589;09:49:00;755,1204007500191
590;09:50:00;748,0132783191088
591;09:51:00;747,153007542005
592;09:52:00;742,344659782612
593;09:53:00;740,171913824362
594;09:54:00;738,8839178076062
595;09:55:00;732,4052599276587
596;09:56:00;731,3257590030291
597;09:57:00;731,3196473234009
598;09:58:00;728,3536393455984
599;09:59:00;724,0937389315599
600;10:00:00;713,8879839023758
601;10:01:00;712,8471631871718
602;10:02:00;708,1157486131452
603;10:03:00;706,4418291125601
604;10:04:00;701,7299605280497
605;10:05:00;700,8300636786444
606;10:06:00;699,7754560668996
607;10:07:00;698,3494652655288
608;10:08:00;696,7340830374745
609;10:09:00;687,9549608080674
610;10:10:00;687,5455180879987
611;10:11:00;686,9006399771398
612;10:12:00;681,7925645385776
613;10:13:00;681,3556571384484
614;10:14:00;681,3339298578222
615;10:15:00;669,8462344212439
616;10:16:00;668,3856201619762
617;10:17:00;668,3254271099851
618;10:18:00;667,8240611508335
619;10:19:00;663,7258482258285
620;10:20:00;659,8580311925638
621;10:21:00;657,1175718979619
622;10:22:00;653,530190458679
623;10:23:00;652,0252302311258
624;10:24:00;647,2934032544275
625;10:25:00;646,8363123218195
626;10:26:00;642,5585438351708
627;10:27:00;641,206996014608
628;10:28:00;637,7433528743549
629;10:29:00;637,5250687678679
630;10:30:00;636,8700555741606
631;10:31:00;635,9484204067355
632;10:32:00;635,0196014134187
633;10:33:00;631,6172031974141
634;10:34:00;629,9062709911623
635;10:35:00;628,2218646540382
636;10:36:00;627,6472499884696
637;10:37:00;627,2511315492447
638;10:38:00;626,6860158589864
639;10:39:00;626,0691782296459
640;10:40:00;623,5407506153925
641;10:41:00;622,3857957386704
642;10:42:00;621,5905089402959
643;10:43:00;620,7616779836051
644;10:44:00;620,4739869745823
645;10:45:00;616,1905421309623
646;10:46:00;615,1979653065723
647;10:47:00;608,9404142090679
648;10:48:00;607,7084997703369
649;10:49:00;607,6913828408427
650;10:50:00;607,2771158313933
651;10:51:00;604,7528576482233
652;10:52:00;604,0564737690391
653;10:53:00;603,9717903824735
654;10:54:00;603,7122520713401
655;10:55:00;603,3272085467792
656;10:56:00;602,8999153989234
657;10:57:00;596,151222946605
658;10:58:00;588,0594188287445
659;10:59:00;587,6515058453072
660;11:00:00;587,3546449861564
661;11:01:00;587,0747379081101
662;11:02:00;585,5190539809736
663;11:03:00;584,8538878274418
664;11:04:00;584,5814103321152
665;11:05:00;578,3714003669073
666;11:06:00;577,9366386739481
667;11:07:00;576,4518688119506
668;11:08:00;573,876189451269
669;11:09:00;571,7799484513943
670;11:10:00;571,7707517046717
671;11:11:00;569,5799112499146
672;11:12:00;566,9604776960039
673;11:13:00;566,6458156466116
674;11:14:00;566,1813918700797
675;11:15:00;565,9908696449112
676;11:16:00;565,668951541771
677;11:17:00;565,3694142961476
678;11:18:00;565,1820950294536
679;11:19:00;565,1365494301667
680;11:20:00;565,0381827252896
681;11:21:00;564,9737121353887
682;11:22:00;564,9708893076482
683;11:23:00;564,4664398751374
684;11:24:00;563,756499530659
685;11:25:00;562,7902996307191
686;11:26:00;562,6746830209847
687;11:27:00;562,6021779772418
688;11:28:00;562,1605116528634
689;11:29:00;562,1529198740362
690;11:30:00;562,1014744952913
691;11:31:00;561,993707082519
692;11:32:00;561,7460896336654
693;11:33:00;561,5267151948651
694;11:34:00;561,281759349028
695;11:35:00;561,1063168315831
696;11:36:00;560,964164517818
697;11:37:00;560,7759139153682
698;11:38:00;560,164333606167
699;11:39:00;559,9970123973524
700;11:40:00;559,6313926083559
701;11:41:00;559,5292022113466
702;11:42:00;558,4732957914196
703;11:43:00;543,1699261166887
704;11:44:00;540,2380405876331
705;11:45:00;540,1678736443396
706;11:46:00;537,339460508592
707;11:47:00;534,3633705979172
708;11:48:00;530,0987763279078
709;11:49:00;528,4097999603548
710;11:50:00;526,7859692879503
711;11:51:00;517,8203014522298
712;11:52:00;511,08340040403834
713;11:53:00;507,1100149373387
714;11:54:00;506,4616619078046
715;11:55:00;506,31323626093126
716;11:56:00;506,20538458932606
717;11:57:00;504,75883317795734
718;11:58:00;504,07448746966895
719;11:59:00;503,91492670454204
720;12:00:00;503,1873219875295
721;12:01:00;501,69181492453066
722;12:02:00;500,7494909689013
723;12:03:00;500,311916307153
724;12:04:00;500,0859840195119
725;12:05:00;499,8423468760287
726;12:06:00;499,4407121612429
727;12:07:00;499,31947616505795
728;12:08:00;498,32771518050544
729;12:09:00;498,19219496694893
730;12:10:00;498,0338521056273
731;12:11:00;497,7903665320287
732;12:12:00;497,6149512553059
733;12:13:00;497,461000839
734;12:14:00;497,18169737167005
735;12:15:00;497,15607856601866
736;12:16:00;496,3556044430794
737;12:17:00;495,97004613766705
738;12:18:00;495,2120575995415
739;12:19:00;494,87243388446257
740;12:20:00;494,56293340949765
741;12:21:00;494,09221260574674
742;12:22:00;494,03701352359354
743;12:23:00;494,02865495709926
744;12:24:00;493,82259785113894
745;12:25:00;493,77780568489584
746;12:26:00;493,49471396229467
747;12:27:00;493,3171050177481
748;12:28:00;493,09364658542114
749;12:29:00;492,9698609247981
750;12:30:00;492,96445058295126
751;12:31:00;492,9324678889135
752;12:32:00;492,89022773274394
753;12:33:00;492,59646921438497
754;12:34:00;492,4967009356611
755;12:35:00;492,48188211110636
756;12:36:00;492,4377971543849
757;12:37:00;492,3285361409246
758;12:38:00;492,0127995987929
759;12:39:00;491,7536011624558
760;12:40:00;491,6061422796477
761;12:41:00;491,106056529183
762;12:42:00;489,43089518627437
763;12:43:00;481,3143259031714
764;12:44:00;469,80773759167295
765;12:45:00;466,2772094134877
766;12:46:00;465,47335464192156
767;12:47:00;460,6595248575097
768;12:48:00;458,66036709935753
769;12:49:00;457,6588095434162
770;12:50:00;456,91819407844446
771;12:51:00;456,61523912870297
772;12:52:00;456,1187818689287
773;12:53:00;449,7871685800824
774;12:54:00;446,55223530490537
775;12:55:00;443,1430165520333
776;12:56:00;436,51765485922726
777;12:57:00;433,9500732941106
778;12:58:00;432,19931043891654
779;12:59:00;432,0165879503627
780;13:00:00;431,99448639135693
781;13:01:00;431,1655794277819
782;13:02:00;430,92434540505855
783;13:03:00;430,7607973203214
784;13:04:00;430,701258831265
785;13:05:00;429,64324609778134
786;13:06:00;429,4639559070494
787;13:07:00;429,44393825595483
788;13:08:00;429,3166262976771
789;13:09:00;428,81246650158124
790;13:10:00;428,7976927050081
791;13:11:00;428,6757673413318
792;13:12:00;428,4912220728837
793;13:13:00;428,4891330546943
794;13:14:00;428,46724396909246
795;13:15:00;428,45458066250825
796;13:16:00;428,35199561675154
797;13:17:00;428,1304664122547
798;13:18:00;428,01505927615784
799;13:19:00;427,6658012430159
800;13:20:00;427,6435623025435
801;13:21:00;427,63778450959336
802;13:22:00;427,58277127091253
803;13:23:00;427,54554388563827
804;13:24:00;427,4855315827248
805;13:25:00;427,44355468301035
806;13:26:00;427,36161286177463
807;13:27:00;427,3537879733534
808;13:28:00;426,9842269046353
809;13:29:00;426,9265987783025
810;13:30:00;426,898316945208
811;13:31:00;426,85167297948783
812;13:32:00;426,8495087565881
813;13:33:00;426,79999103603876
814;13:34:00;426,7990469824428
815;13:35:00;426,7379225901744
816;13:36:00;426,7126109780576
817;13:37:00;426,6817769776367
818;13:38:00;426,6732251203325
819;13:39:00;426,65558884193774
820;13:40:00;426,61547264018867
821;13:41:00;426,6139340213666
822;13:42:00;426,56724840983384
823;13:43:00;426,55815047823984
824;13:44:00;426,55463079242253
825;13:45:00;426,51210732141413
826;13:46:00;426,48231949179853
827;13:47:00;426,48099279900634
828;13:48:00;426,4404871547576
829;13:49:00;426,4318085749225
830;13:50:00;426,3512237072714
831;13:51:00;426,34296538033686
832;13:52:00;426,3310089956253
833;13:53:00;426,3282918796766
834;13:54:00;426,2829456392972
835;13:55:00;426,28066854370024
836;13:56:00;426,2677156227861
837;13:57:00;426,26310566895205
838;13:58:00;426,0430704190579
839;13:59:00;426,02384041180983
840;14:00:00;425,9527410191421
841;14:01:00;425,93944950805815
842;14:02:00;425,8948125789532
843;14:03:00;425,8639942373424
844;14:04:00;425,86102692934986
845;14:05:00;425,8336717927422
846;14:06:00;425,7349375042943
847;14:07:00;425,73429882899205
848;14:08:00;425,6969347549853
849;14:09:00;425,68947421203256
850;14:10:00;425,6745277759081
851;14:11:00;425,6172108046299
852;14:12:00;425,57311175218905
853;14:13:00;425,5165189831361
