Apparent.Time;Time span;Bathroom Light (60W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Children Room Light Device (20W) [VA];Living Room Light (60W) [VA];Bedroom Light (200W) [VA];Kitchen Light (20W) [VA];Electric Kettle / Petra WK288 1.5L [VA];CD/DVD Player / Philips DVDR 725 H [VA];Phillips 32-9615 [VA];SAT Receiver / Kathrein UFS913 [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Moulinex electronic 833 [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Coffee Machine / Braun KF 580E [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster / Tefal Vario [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [VA];Microwave / Panasonic NN-CD757W [VA];Miele H 5241 B [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Laptop Sony Vaio SVE151G11M [VA];Washing Machine / Bosch WFS 8000 [VA];Hair Dryer / Braun Satin Pro 2200 Ion Care [VA];LED Lamp Globe E 14 Ambient 3W matt [VA];Vacuum Cleaner FiF [VA];Yamaha RX-V667 [VA];Liebherr CBP 4056-20A [VA];Electric Tooth Brush / Phillips HX9332 [VA];Phone Siemens Gigaset C320 [VA];Router / AVM FRITZ! Box Fon WLAN 7390 [VA];
26;00:26:00;0;-58,26203203686118;0;0;0;0;0;0,8311242305847804;2,5290617399540567;1,0477415466839795;0;0;1,0369238890564894;0;0;0;0;0;0;18,312910482862172;0;0;0;3,8000000000000003;0;0;0;0;9,292010083758662;0;1,5551380635855092;4,31627770491803;6,198608501924681;
27;00:27:00;0;-55,77378450978401;0;0;0;0;0;0,8317669779932176;2,5297656955462715;1,0485231310518077;0;0;1,041664122153482;0;0;0;0;0;0;18,34881800033945;0;0;0;3,8000000000000003;0;0;0;0;9,298100829715995;0;1,5584135519825368;4,31627770491803;6,2021881681312765;
28;00:28:00;0;-55,7455978404341;0;0;0;0;0;0,8354810195434773;2,5347210108642835;1,0485382475104332;0;0;1,043738901506462;0;0;0;0;0;0;18,363529397980905;0;0;0;3,8000000000000003;0;0;0;0;9,352260901439909;0;1,561973252669781;4,31627770491803;6,204669243478821;
29;00:29:00;0;-45,87965584722462;0;0;0;0;0;0,8371048213064891;2,541752255107562;1,048940659295888;0;0;1,0460227272418006;0;0;0;0;0;0;18,380426294744247;0;0;0;3,8000000000000003;0;0;0;0;9,354306649877065;0;1,5628596728510575;4,31627770491803;6,2248726380277715;
30;00:30:00;0;-45,66542225676301;0;0;0;0;0;0,8394617108887273;2,549239332437631;1,0489917017271297;0;0;1,0475485168455714;0;0;0;0;0;0;18,40524125882885;0;0;0;3,8000000000000003;0;0;0;0;9,361077947552495;0;1,5718332365983234;4,31627770491803;6,228650343226123;
31;00:31:00;0;-42,547638899485705;0;0;0;0;0;0,8398542383581371;2,551041632784399;1,050508352039564;0;0;1,0492842779222957;0;0;0;0;0;0;18,43126897707208;0;0;0;3,8000000000000003;0;0;0;0;9,368799205912252;0;1,5732532342390082;4,31627770491803;6,253182302416197;
32;00:32:00;0;-39,5939206373323;0;0;0;0;0;0,8403081400759682;2,564117738490183;1,053758935333394;0;0;1,0561637222534044;0;0;0;0;0;0;18,513921497034303;0;0;0;3,8000000000000003;0;0;0;0;9,369086385107275;0;1,5747960986659815;4,31627770491803;6,2544051798166915;
33;00:33:00;0;-34,56365407912417;0;0;0;0;0;0,8410720499997877;2,565546129923604;1,0538135737693552;0;0;1,0584162299118929;0;0;0;0;0;0;18,521778915008202;0;0;0;3,8000000000000003;0;0;0;0;9,382369888862463;0;1,5789435275483226;4,31627770491803;6,25526095108697;
34;00:34:00;0;-34,48699878148814;0;0;0;0;0;0,8410760010507097;2,5709131949500827;1,054904720043564;0;0;1,0584734648724914;0;0;0;0;0;0;18,60029849448254;0;0;0;3,8000000000000003;0;0;0;0;9,403492945713213;0;1,5792021521889372;4,31627770491803;6,259564452313027;
35;00:35:00;0;-34,37141448423563;0;0;0;0;0;0,8430174007524479;2,57767197429734;1,055193770208824;0;0;1,0588208772112049;0;0;0;0;0;0;18,61388421325626;0;0;0;3,8000000000000003;0;0;0;0;9,403889447095093;0;1,579685912133017;4,31627770491803;6,259814005998562;
36;00:36:00;0;-32,45092476297844;0;0;0;0;0;0,843249777411459;2,5817372164945644;1,0554528293661731;0;0;1,0623583507326806;0;0;0;0;0;0;18,660049975571084;0;0;0;3,8000000000000003;0;0;0;0;9,404458213578163;0;1,580751261883805;4,31627770491803;6,264473368883956;
37;00:37:00;0;-31,764047769504867;0;0;0;0;0;0,8444993430471043;2,58296678623304;1,0574383673541972;0;0;1,06244023106955;0;0;0;0;0;0;18,662475634259835;0;0;0;3,8000000000000003;0;0;0;0;9,407443966015366;0;1,5810275189712797;4,31627770491803;6,270662904847908;
38;00:38:00;0;-31,420519749481507;0;0;0;0;0;0,8447388886530233;2,5891493359115176;1,0579974862994785;0;0;1,0627216229833083;0;0;0;0;0;0;18,69061315278235;0;0;0;3,8000000000000003;0;0;0;0;9,439580888216861;0;1,589970322252151;4,31627770491803;6,298888712686646;
39;00:39:00;0;-29,504064453029663;0;0;0;0;0;0,8453535205498216;2,5918157640551227;1,0586459486812878;0;0;1,0642168653301964;0;0;0;0;0;0;18,720575964959416;0;0;0;3,8000000000000003;0;0;0;0;9,465279657020478;0;1,5922588108883111;4,31627770491803;6,304621841175176;
40;00:40:00;0;-27,07094544847989;0;0;0;0;0;0,845894249765205;2,5921368506033673;1,06126532835488;0;0;1,0643405057619988;0;0;0;0;0;0;18,73058351579696;0;0;0;3,8000000000000003;0;0;0;0;9,47000354587143;0;1,5925069215169132;4,31627770491803;6,312467497091536;
41;00:41:00;0;-25,518375124381127;0;0;0;0;0;0,846761422750242;2,599580772998585;1,0617718255109312;0;0;1,0656608849883813;0;0;0;0;0;0;18,750958432166094;0;0;0;3,8000000000000003;0;0;0;0;9,47687170941052;0;1,5964825121118233;4,31627770491803;6,312693146881804;
42;00:42:00;0;-19,529759420379474;0;0;0;0;0;0,8471267670213846;2,6002935743825875;1,0629049735694558;0;0;1,0665061556744617;0;0;0;0;0;0;18,75861003145241;0;0;0;3,8000000000000003;0;0;0;0;9,479598381557732;0;1,5968168911558405;4,31627770491803;6,324907513354633;
43;00:43:00;0;-17,892393689196666;0;0;0;0;0;0,8474940761622941;2,6045143512718743;1,0648428069456481;0;0;1,0674353978635431;0;0;0;0;0;0;18,760275211319538;0;0;0;3,8000000000000003;0;0;0;0;9,4983966169437;0;1,5968395303836762;4,31627770491803;6,329705300734581;
44;00:44:00;0;-16,563839131661084;0;0;0;0;0;0,8495088986564111;2,6081529245699198;1,0659929690306569;0;0;1,0680833471878537;0;0;0;0;0;0;18,776651775341577;0;0;0;3,8000000000000003;0;0;0;0;9,498565262162826;0;1,5979511603035026;4,31627770491803;6,337418333054295;
45;00:45:00;0;-15,782233863279899;0;0;0;0;0;0,8509040415314226;2,6087782828087285;1,0665761320213443;0;0;1,0708225838995387;0;0;0;0;0;0;18,783713684753955;0;0;0;3,8000000000000003;0;0;0;0;9,53412754087928;0;1,5984576653572347;4,31627770491803;6,342748840184515;
46;00:46:00;0;-13,601395401514383;0;0;0;0;0;0,8516381404375154;2,6107417644664426;1,0666082752410224;0;0;1,0725340921389173;0;0;0;0;0;0;18,804847690809893;0;0;0;3,8000000000000003;0;0;0;0;9,544980065257715;0;1,6001534921961167;4,31627770491803;6,346456225916537;
47;00:47:00;0;-10,854128493418177;0;0;0;0;0;0,8524385533618981;2,6158467514489327;1,066708873004105;0;0;1,073706485736768;0;0;0;0;0;0;18,81331366465048;0;0;0;3,8000000000000003;0;0;0;0;9,55140587287881;0;1,6021142345370885;4,31627770491803;6,34774421233113;
48;00:48:00;0;-10,703541010806587;0;0;0;0;0;0,8531764486011708;2,618059195790732;1,06742569859874;0;0;1,0743057140596501;0;0;0;0;0;0;18,824182654827275;0;0;0;3,8000000000000003;0;0;0;0;9,55349187325503;0;1,6040339741679561;4,31627770491803;6,348700866959292;
49;00:49:00;0;-9,311210134583547;0;0;0;0;0;0,8532946607925076;2,622654275790079;1,0686152027970437;0;0;1,0754862455857408;0;0;0;0;0;0;18,839314835918792;0;0;0;3,8000000000000003;0;0;0;0;9,562605658030959;0;1,609331874289423;4,31627770491803;6,355232713648038;
50;00:50:00;0;-7,665060326419461;0;0;0;0;0;0,8535381356660917;2,6244489738735264;1,0686484833951289;0;0;1,0774264452255737;0;0;0;0;0;0;18,90487951293406;0;0;0;3,8000000000000003;0;0;0;0;9,564908880047946;0;1,609953896763599;4,31627770491803;6,361565462229422;
51;00:51:00;0;-6,653234866005191;0;0;0;0;0;0,8542135248144964;2,6262537702606243;1,0687736251514937;0;0;1,0785727268951713;0;0;0;0;0;0;18,92772322987866;0;0;0;3,8000000000000003;0;0;0;0;9,571734049177437;0;1,6110176604268547;4,31627770491803;6,368430088715798;
52;00:52:00;0;-4,021336898333926;0;0;0;0;0;0,8555100729684801;2,6263010272539966;1,0705691247639606;0;0;1,0825110845864703;0;0;0;0;0;0;18,942692742184523;0;0;0;3,8000000000000003;0;0;0;0;9,58659237575034;0;1,611087377659917;4,31627770491803;6,381036647977858;
53;00:53:00;0;-1,4019618926082402;0;0;0;0;0;0,8568592816964383;2,6294821651958533;1,0713202840464984;0;0;1,0832571825516442;0;0;0;0;0;0;18,94850204038934;0;0;0;3,8000000000000003;0;0;0;0;9,588209917227433;0;1,6139987305357142;4,31627770491803;6,381072107467534;
54;00:54:00;0;-0,650505741729108;0;0;0;0;0;0,8570176111510334;2,6302321570661826;1,0715639221934357;0;0;1,0840345893596492;0;0;0;0;0;0;18,969911348254513;0;0;0;3,8000000000000003;0;0;0;0;9,597348930879843;0;1,6150810837396754;4,31627770491803;6,383615386898174;
55;00:55:00;0;0;0;0;0;0;0;0,8580058132084394;2,631836283993383;1,0718423616555837;0;0;1,0845624195128143;0;0;0;0;0;0;19,00540583936687;0;0;0;3,8000000000000003;0;0;0;0;9,603399112406624;0;1,6158346180049619;4,31627770491803;6,385367666318445;
56;00:56:00;0;0;0;0;0;0;0;0,8584676197493296;2,632162491778991;1,0723843571981213;0;0;1,0853346518096574;0;0;0;0;0;0;19,007538998994782;0;0;0;3,8000000000000003;0;0;0;0;9,614410282672987;0;1,6171319714198793;4,31627770491803;6,387360927676105;
57;00:57:00;0;0;0;0;0;0;0;0,8598931415933078;2,6336729061380266;1,0729027434332339;0;0;1,0857444700008394;0;0;0;0;0;0;19,03199832523144;0;0;0;3,8000000000000003;0;0;0;0;9,628820218103778;0;1,6186548502266715;4,31627770491803;6,38754183856879;
58;00:58:00;0;0;0;0;0;0;0;0,8604308896567489;2,639370656212328;1,0738811791679952;0;0;1,0871252627821417;0;0;0;0;0;0;19,041516603923935;0;0;0;3,8000000000000003;0;0;0;0;9,634092369833613;0;1,6220292466755115;4,31627770491803;6,387833618761119;
59;00:59:00;0;0;0;0;0;0;0;0,861095976287527;2,640048490608116;1,0740793551499397;0;0;1,0874113207168898;0;0;0;0;0;0;19,063356386847527;0;0;0;3,8000000000000003;0;0;0;0;9,639278353564487;0;1,6230373703251628;4,31627770491803;6,388209059886537;
60;01:00:00;0;0;0;0;0;0;0;0,8627510892132992;2,6422111054923128;1,0745216317682518;0;0;1,0880718337354336;0;0;0;0;0;0;19,120116833010687;0;0;0;3,8000000000000003;0;0;0;0;9,647434290114147;0;1,6239705609397628;4,31627770491803;6,388787866997176;
61;01:01:00;0;0;0;0;0;0;0;0,8646900906995906;2,642875862214195;1,0775450541741916;0;0;1,0881423126914502;0;0;0;0;0;0;19,14075742656669;0;0;0;3,8000000000000003;0;0;0;0;9,648274845063916;0;1,6291044330450344;4,31627770491803;6,389062063617486;
62;01:02:00;0;0;0;0;0;0;0;0,8649636691658651;2,6462667736733962;1,0779226869184835;0;0;1,0884942982680155;0;0;0;0;0;0;19,153470814229607;0;0;0;3,8000000000000003;0;0;0;0;9,650105080270247;0;1,6294533955250046;4,31627770491803;6,389551843237545;
63;01:03:00;0;0;0;0;0;0;0;0,8656536335360482;2,6471241239095815;1,0782649939209665;0;0;1,0885989444793043;0;0;0;0;0;0;19,166952322781658;0;0;0;3,8000000000000003;0;0;0;0;9,654800666204672;0;1,629596184558837;4,31627770491803;6,39073992245064;
64;01:04:00;0;0;0;0;0;0;0;0,8657615432441089;2,6471826438649892;1,0792928946738944;0;0;1,0887524470206686;0;0;0;0;0;0;19,195502477781467;0;0;0;3,8000000000000003;0;0;0;0;9,658060419460819;0;1,6301772034878732;4,31627770491803;6,391892082757792;
65;01:05:00;0;0;0;0;0;0;0;0,8658086013285559;2,6476670144590493;1,0800623639357028;0;0;1,0892842599001094;0;0;0;0;0;0;19,21884909348864;0;0;0;3,8000000000000003;0;0;0;0;9,660652042909637;0;1,6309286335574158;4,31627770491803;6,396100244542852;
66;01:06:00;0;0;0;0;0;0;0;0,8662704116991303;2,653732690897039;1,0809491858211864;0;0;1,089622557103727;0;0;0;0;0;0;19,230634304338597;0;0;0;3,8000000000000003;0;0;0;0;9,66976566690385;0;1,6314791225014151;4,31627770491803;6,3975020141339645;
67;01:07:00;0;0;0;0;0;0;0;0,8666823826168086;2,6539843546396744;1,0823421738776737;0;0;1,0900255831363206;0;0;0;0;0;0;19,24342786560685;0;0;0;3,8000000000000003;0;0;0;0;9,689784446621946;0;1,632690772191784;4,31627770491803;6,4014837185987385;
68;01:08:00;0;0;0;0;0;0;0;0,8678564219756987;2,656592324840634;1,0833666154309856;0;0;1,0902517457801275;0;0;0;0;0;0;19,275805799540603;0;0;0;3,8000000000000003;0;0;0;0;9,691740097988777;0;1,6330920967405917;4,31627770491803;6,405981030179961;
69;01:09:00;0;0;0;0;0;0;0;0,8684732133412362;2,6567587563611594;1,0835231509779844;0;0;1,0904529292247938;0;0;0;0;0;0;19,30247081924242;0;0;0;3,8000000000000003;0;0;0;0;9,699143910906797;0;1,6332398782727968;4,31627770491803;6,41015688503559;
70;01:10:00;0;0;0;0;0;0;0;0,869593754874958;2,6582583994902733;1,0844623275162733;0;0;1,091295312066843;0;0;0;0;0;0;19,308906568742874;0;0;0;3,8000000000000003;0;0;0;0;9,699991427554437;0;1,6345333662737083;4,31627770491803;6,410550186990242;
71;01:11:00;0;0;0;0;0;0;0;0,871074838780747;2,6657948860534253;1,0874324542232303;0;0;1,093861856881327;0;0;0;0;0;0;19,318285366466846;0;0;0;3,8000000000000003;0;0;0;0;9,701943534480634;0;1,6354858882460934;4,31627770491803;6,419726842256466;
72;01:12:00;0;0;0;0;0;0;0;0,8723956890464468;2,6659536539209228;1,0877993517336018;0;0;1,094613106221245;0;0;0;0;0;0;19,329777712319324;0;0;0;3,8000000000000003;0;0;0;0;9,718308631787092;0;1,6355721885707812;4,31627770491803;6,421902282989654;
73;01:13:00;0;0;0;0;0;0;0;0,8741091999395071;2,6695474270409427;1,0889345637754342;0;0;1,0954334282676752;0;0;0;0;0;0;19,331473473701948;0;0;0;3,8000000000000003;0;0;0;0;9,736474893595146;0;1,6365483159084544;4,31627770491803;6,423812935694635;
74;01:14:00;0;0;0;0;0;0;0;0,875197546695377;2,6704021455207387;1,0895630678452508;0;0;1,0954863000068016;0;0;0;0;0;0;19,341410467400905;0;0;0;3,8000000000000003;0;0;0;0;9,744144188995172;0;1,6375064124808103;4,31627770491803;6,4279728651910215;
75;01:15:00;0;0;0;0;0;0;0;0,8762295697492231;2,671491085260893;1,0921999381194476;0;0;1,0962669782074728;0;0;0;0;0;0;19,347859948654943;0;0;0;3,8000000000000003;0;0;0;0;9,764966811337361;0;1,637542317454775;4,31627770491803;6,431936494720084;
76;01:16:00;0;0;0;0;0;0;0;0,8765320352331232;2,6728815300953364;1,093957242200709;0;0;1,0963603833856017;0;0;0;0;0;0;19,34895728861203;0;0;0;3,8000000000000003;0;0;0;0;9,768534326730016;0;1,6387485449789745;4,31627770491803;6,432627709531154;
77;01:17:00;0;0;0;0;0;0;0;0,8766698519560585;2,6749040180569432;1,0948229062672996;0;0;1,096543723410459;0;0;0;0;0;0;19,365042560510666;0;0;0;3,8000000000000003;0;0;0;0;9,76989136285119;0;1,6390084466027128;4,31627770491803;6,444548157824442;
78;01:18:00;0;0;0;0;0;0;0;0,8769449026789038;2,676188609056872;1,0955444670135532;0;0;1,0971075198934113;0;0;0;0;0;0;19,375040817706733;0;0;0;3,8000000000000003;0;0;0;0;9,777869136713718;0;1,6390173320293044;4,31627770491803;6,450981504621622;
79;01:19:00;0;0;0;0;0;0;0;0,8773959561365362;2,6776815651522075;1,0964315276205623;0;0;1,0971262253781893;0;0;0;0;0;0;19,394545769951716;0;0;0;3,8000000000000003;0;0;0;0;9,782074527278263;0;1,6398483060026312;4,31627770491803;6,456313895775736;
80;01:20:00;0;0;0;0;0;0;0;0,8789043703319924;2,677977200993311;1,0972355701154195;0;0;1,098572693567738;0;0;0;0;0;0;19,411939323253012;0;0;0;3,8000000000000003;0;0;0;0;9,785795256753332;0;1,640360388763883;4,31627770491803;6,459105505092345;
81;01:21:00;0;0;0;0;0;0;0;0,8790892121251094;2,677982557301533;1,0989675790557247;0;0;1,098897666307759;0;0;0;0;0;0;19,455665482800143;0;0;0;3,8000000000000003;0;0;0;0;9,786092886137435;0;1,642097138368829;4,31627770491803;6,459547637881082;
82;01:22:00;0;0;0;0;0;0;0;0,8791326233056018;2,6782470545426196;1,0998078216934475;0;0;1,0997794253770876;0;0;0;0;0;0;19,47168691622516;0;0;0;3,8000000000000003;0;0;0;0;9,787141345807385;0;1,6429599973494904;4,31627770491803;6,471713705468637;
83;01:23:00;0;0;0;0;0;0;0;0,8794290212482991;2,678998262073934;1,1025023860712235;0;0;1,1009673901576564;0;0;0;0;0;0;19,477108131298618;0;0;0;3,8000000000000003;0;0;0;0;9,78862857764261;0;1,6436516946195108;4,31627770491803;6,475981899669718;
84;01:24:00;0;0;0;0;0;0;0;0,8801693858569895;2,680749814162411;1,1032344672856524;0;0;1,1011521174322156;0;0;0;0;0;0;19,512193586931936;0;0;0;3,8000000000000003;0;0;0;0;9,789394310089616;0;1,6441279760964262;4,31627770491803;6,478568779279067;
85;01:25:00;0;0;0;0;0;0;0;0,880175846405988;2,680956433968254;1,1037169066007513;0;0;1,1020076552474327;0;0;0;0;0;0;19,512733063512623;0;0;0;3,8000000000000003;0;0;0;0;9,790284390570502;0;1,6442145687094616;4,31627770491803;6,481662718280618;
86;01:26:00;0;0;0;0;0;0;0;0,8806914649443685;2,6821657775013534;1,1041163746466927;0;0;1,1030586335823853;0;0;0;0;0;0;19,5132400327351;0;0;0;3,8000000000000003;0;0;0;0;9,79979926223248;0;1,6442252321614692;4,31627770491803;6,482226168785241;
