Inner Device Heat Gains.Time;Calender;Bathroom Light (60W);Bathroom Mirror Light 100W (Conventional);Children Room Light Device (20W);Living Room Light (60W);Bedroom Light (200W);Kitchen Light (20W);Electric Kettle / Petra WK288 1.5L;CD/DVD Player / Philips DVDR 725 H;Phillips 32-9615;SAT Receiver / Kathrein UFS913;Egg Cooker / Russell Hobbs 14048-56 Stylo;Moulinex electronic 833;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Coffee Machine / Braun KF 580E;Food Slicer / DOMO Schneidemaschine DO521S;Toaster / Tefal Vario;Extractor Hood / Miele DA 429-4;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power;Microwave / Panasonic NN-CD757W;Miele H 5241 B;Miele DA 61;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Laptop Sony Vaio SVE151G11M;Washing Machine / Bosch WFS 8000;Hair Dryer / Braun Satin Pro 2200 Ion Care;LED Lamp Globe E 14 Ambient 3W matt;Vacuum Cleaner FiF;Yamaha RX-V667;Liebherr CBP 4056-20A;Electric Tooth Brush / Phillips HX9332;Phone Siemens Gigaset C320;Router / AVM FRITZ! Box Fon WLAN 7390;
14;00:14:00;0;0;0;12;40;0;0;1,06279586515477;3,5237969831013487;1,4386450082003235;0;0;1,3599257089670236;0;0;0;0;0;0;24,11276070003985;0;0;0;2,8377578523273157;0;0;0;0;11,96496234004077;19,72085574683539;2,09563619039769;2,7853148852458998;8,071972787178744;
15;00:15:00;0;0;0;12;40;0;0;1,040505478796324;3,211711824457935;1,3452069499018828;0;0;1,3528040032369628;0;0;0;0;0;0;24,90786939175878;0;0;0;2,891800997170079;0;0;0;0;13,0406334466261;22,634238786148323;2,151768433597164;2,794690918032786;7,830952616522302;
16;00:16:00;0;0;0;12;40;0;0;1,0602478756367477;3,3692238199726416;1,3817312698203197;0;0;1,347537137006492;0;0;0;0;0;0;22,750519812204587;0;0;0;2,762594900598478;0;0;0;0;12,069312221975718;24,94102264852;2,0472226487362484;2,790670918032788;8,326850033137195;
17;00:17:00;0;0;0;12;40;0;0;1,0920284750243159;3,5891609186026763;1,3341201406541683;0;0;1,3480870249794505;0;0;0;0;0;0;25,213747098363612;0;0;0;2,7677141812885213;0;0;0;0;11,340534475738876;28,54999986298872;2,0017118066514397;2,78382137704918;8,04545279238903;
18;00:18:00;0;0;0;12;40;0;0;1,082159980646965;3,2992599239629277;1,3761167126092206;0;0;1,3757198232367513;0;0;0;0;0;0;23,600962008183167;0;0;0;2,5903608228847212;0;0;0;0;12,625279408000143;24,816608046226932;1,9702287531307114;2,7719468852459;8,118791800327505;
19;00:19:00;0;0;0;12;40;0;0;1,0560884980911802;3,155888695681728;1,4466573359738686;0;0;1,3426247660269142;0;0;0;0;0;0;22,95367167377092;0;0;0;2,7549878444908575;0;0;0;0;12,752797360715022;24,457781211259736;2,049576774987883;2,789586852459016;8,595275440931042;
20;00:20:00;0;0;0;12;40;0;0;1,0362976433349478;3,356439660919662;1,3972747204228588;0;0;1,4380543687510179;0;0;0;0;0;0;22,692101405382534;0;0;0;2,688736684031005;0;0;0;0;11,68204865516579;20,492974395996693;1,984197437442934;2,7819921639344236;7,506210592044684;
21;00:21:00;0;0;0;12;40;0;0;1,0407946305712386;3,2301431333226907;1,2971731789052847;0;0;1,3852059368836582;0;0;0;0;0;0;22,84235116778316;0;0;0;2,8338131470482724;0;0;0;0;11,423876081432315;27,44023167935496;2,0234686957233494;2,779335704918032;7,744202591218453;
22;00:22:00;0;0;0;12;40;0;0;1,2051491923099822;3,2771087735879005;1,3830378665369598;0;0;1,3063126594830698;0;0;0;0;0;0;22,43937080305201;0;0;0;2,7534960221297;0;0;0;0;11,165463522015179;26,96569822427413;1,9368354326352986;2,7860195836065578;8,71762445272986;
23;00:23:00;0;0;0;12;40;0;0;1,0856023105850074;3,1708641468775816;1,538840343245904;0;0;1,2191907998987035;0;0;0;0;0;0;22,086675757395433;0;0;0;2,984044360883123;0;0;0;0;12,257823838591019;22,229435756556178;1,961697822120619;2,760609836065572;7,125832050310207;
24;00:24:00;0;0;0;12;40;0;0;1,1173407529350727;3,2294672394060635;1,2901884804593067;0;0;1,3695716807432212;0;0;0;0;0;0;22,92462130895133;0;0;0;3,0017688385990793;0;0;0;0;11,61720777116809;24,318471605636557;1,9489593261599794;2,762418196721314;8,32244588406592;
25;00:25:00;0;0;0;12;40;0;0;1,076856831165634;3,372415776038897;1,3764489253378953;0;0;1,4247100236099541;0;0;0;0;0;0;24,912856336770755;0;0;0;2,823911765487196;0;0;0;0;12,044232910377234;21,327735176162584;1,9681020254971275;2,772560032786884;8,428928660047436;
26;00:26:00;0;0;0;12;40;0;0;1,0691877014999827;3,4492769904217466;1,3813876701577514;0;0;1,372715992992507;0;0;0;0;0;0;24,001020105589642;0;0;0;2,9591448056139114;0;0;0;0;11,356015480706954;22,168073860783895;2,0100546401271253;2,803206229508196;8,022914805831194;
27;00:27:00;0;0;0;12;40;0;0;1,1796612108626672;3,356349394834884;1,3597935868693622;0;0;1,3389793843792122;0;0;0;0;0;0;24,3472201482284;0;0;0;2,787710601607859;0;0;0;0;11,909036356754626;23,307744131918785;2,0290337659304685;2,789831836065574;8,286489218748576;
28;00:28:00;0;0;0;12;40;0;0;1,1932346997027306;3,1466349068534223;1,2502107967091765;0;0;1,334961044007181;0;0;0;0;0;0;24,43276410599346;0;0;0;2,5702760095510344;0;0;0;0;12,074854783747336;24,09508521208238;2,073473979239627;2,7908520983606544;7,571580062256702;
29;00:29:00;0;0;0;12;40;0;0;1,1280190342780234;3,331111169211277;1,4581912385186588;0;0;1,2864716121689161;0;0;0;0;0;0;24,565153472270076;0;0;0;2,8417410542470782;0;0;0;0;12,048946789363363;22,812472101178326;2,0469431206792663;2,786128459016394;7,549280881681261;
30;00:30:00;0;0;0;12;40;0;0;1,092099417987947;3,025560882772825;1,4115174832647612;0;0;1,2527685402738584;0;0;0;0;0;0;22,697723940101326;0;0;0;2,834351669348911;0;0;0;0;12,61697549518299;25,80620872557152;2,1002038929954896;2,765743770491804;7,603278702146338;
31;00:31:00;0;0;0;12;40;0;0;1,1213050985766582;3,4618548243853837;1,2608311993160453;0;0;1,362389091255876;0;0;0;0;0;0;22,9968576118666;0;0;0;2,9784553625135266;0;0;0;0;12,208729339200692;24,63370754640593;2,0213795658044633;2,7611362295081983;7,844060445680279;
32;00:32:00;0;0;0;12;40;0;0;1,1435297782742495;3,2788784007086846;1,3444092306983926;0;0;1,4059246227803794;0;0;0;0;0;0;24,35350514276069;0;0;0;2,810990039943314;0;0;0;0;12,295116683249365;18,655084195443504;1,9147493763613617;2,764464098360654;7,9568412245292865;
33;00:33:00;0;0;0;12;40;0;0;1,1204389995932387;3,4428444690156503;1,3214915342525315;0;0;1,4058141218600164;0;0;0;0;0;0;22,399325635535018;0;0;0;2,8479059258767725;0;0;0;0;11,85021737609237;23,35427561868139;1,9894281152368714;2,770715704918032;7,659857176081211;
34;00:34:00;0;0;0;12;40;0;0;1,0159896648968505;3,38838017591072;1,3716024265073161;0;0;1,4562511172027608;0;0;0;0;0;0;25,059304650408194;0;0;0;2,885860835908411;0;0;0;0;12,062928541696323;20,618405917435776;1,9495808287124377;2,774968918032784;7,659378476312414;
35;00:35:00;0;0;0;12;40;0;0;1,0669917116308842;3,3501263373641263;1,4346851650345105;0;0;1,3282502089976969;0;0;0;0;0;0;23,64661477032526;0;0;0;2,5553628251956817;0;0;0;0;12,505969673321124;21,523249875473997;1,9914520720697546;2,7759913770491798;7,647818668494118;
36;00:36:00;0;0;0;12;40;0;0;1,055206518181316;3,084386666075416;1,3671957949284796;0;0;1,293547182273635;0;0;0;0;0;0;23,193206105015804;0;0;0;2,8607179336655872;0;0;0;0;11,44058212686849;20,25028964326771;1,9719937282834696;2,7705072131147537;8,428447149926598;
37;00:37:00;0;0;0;12;40;0;0;1,113957467231357;3,2278561109573234;1,3961342043949194;0;0;1,3268059003066695;0;0;0;0;0;0;23,469674110114426;0;0;0;2,8292532496164813;0;0;0;0;12,559178190755187;29,39228681641678;1,9043937329259577;2,767937049180328;7,535177830727821;
38;00:38:00;0;0;0;12;40;0;0;1,0927079829468709;3,36380460431418;1,3294846412646888;0;0;1,3806089641085992;0;0;0;0;0;0;25,535596336032093;0;0;0;2,916817885104885;0;0;0;0;11,953708214323203;24,69091479513943;1,914047273809759;2,7842771803278703;8,565063907076436;
39;00:39:00;0;0;0;12;40;0;0;1,0936204067672741;3,273959470736817;1,3406963579740756;0;0;1,411365328608774;0;0;0;0;0;0;22,51506813253305;0;0;0;2,789594708124277;0;0;0;0;10,561121919614058;26,450402877422608;2,1168326586304893;2,782630524590162;7,505859833513048;
40;00:40:00;0;0;0;12;40;0;0;1,1001511136667694;3,227093904506418;1,258672145719751;0;0;1,4183762101033777;0;0;0;0;0;0;23,773720663050817;0;0;0;2,735145208981893;0;0;0;0;12,445946627271624;25,95550246213204;1,8641206727163913;2,776338721311474;7,592629063878678;
41;00:41:00;0;0;0;12;40;0;0;1,0978562218132024;3,5214819023256103;1,280592234018076;0;0;1,3185704888869885;0;0;0;0;0;0;25,077821745841025;0;0;0;2,733331822992714;0;0;0;0;12,000524892074171;23,014875180105502;1,8882058956382992;2,78209337704918;8,27367445761489;
42;00:42:00;0;0;0;12;40;0;0;1,0950140024475283;3,5102358292106444;1,3645198668358318;0;0;1,3279899596287135;0;0;0;0;0;0;23,673513777117527;0;0;0;2,817713811139021;0;0;0;0;13,225916678499871;21,67888015523868;1,8696419539216547;2,7797075409836074;7,238573524004046;
43;00:43:00;0;0;0;12;40;0;0;1,033774144617931;3,4612141546667017;1,4553514901055151;0;0;1,230940395751509;0;0;0;0;0;0;22,02953990097654;0;0;0;3,1369132369620787;0;0;0;0;11,730044691417334;23,264026911411854;2,083954353890835;2,788167967213114;8,441173940047449;
44;00:44:00;0;0;0;12;40;0;0;1,0234408286284364;3,314121784233264;1,2983294960445593;0;0;1,3045238535941526;0;0;0;0;0;0;25,220030551042186;0;0;0;2,905689356998453;0;0;0;0;12,512310059482479;25,84739805331871;2,0053782684048675;2,78916593442623;8,232188133604057;
45;00:45:00;0;0;0;12;40;0;0;1,1524780049173313;2,8796534297031475;1,3552807633245358;0;0;1,312747085730695;0;0;0;0;0;0;24,43861698282712;0;0;0;2,6829453176605886;0;0;0;0;11,875508826794317;24,3738912533097;2,098023996412824;2,80156563934426;8,785861446966706;
46;00:46:00;0;0;0;12;40;0;0;1,0363647489869476;3,5230635794019696;1,3103791944063738;0;0;1,2853092532008943;0;0;0;0;0;0;24,200675941197613;0;0;0;2,878096845798321;0;0;0;0;12,19395815772147;24,730444885409675;1,8506002287645025;2,8072081737704937;8,194714670968414;
47;00:47:00;0;0;0;12;40;0;0;0,9974934409371258;3,424001879480353;1,3463523612133759;0;0;1,3247701315906855;0;0;0;0;0;0;23,45491857114139;0;0;0;2,871016156516771;0;0;0;0;11,767024722392247;49,89141328434381;2,013012371223862;2,7676122295081957;7,989049906461474;
48;00:48:00;0;0;0;12;40;0;0;1,0720855057445864;3,4221060768526796;1,340467538524919;0;0;1,4420939591070738;0;0;0;0;0;0;22,329278522887382;0;0;0;2,8612321554501112;0;0;0;0;11,230016526255426;45,78401776944295;2,031483066269474;2,761423409836066;7,949453597885953;
49;00:49:00;0;0;0;12;40;0;0;1,0949435199861952;3,0258486545191507;1,3425518804543186;0;0;1,4164945925256032;0;0;0;0;0;0;24,354987467439546;0;0;0;2,6297004079293416;0;0;0;0;12,925392848504426;41,10878033115536;1,9816895764266529;2,7702080327868837;7,905688539479819;
50;00:50:00;0;0;0;12;40;0;0;0,9886735488355646;3,431359441812483;1,4847953467956463;0;0;1,3502533499239497;0;0;0;0;0;0;23,91364272707359;0;0;0;2,936468581587931;0;0;0;0;12,328002576935772;47,476494204598865;1,9991715966855785;2,7828189508196717;8,054912272928423;
51;00:51:00;0;0;0;12;40;0;0;1,0388081317034952;3,295930482995915;1,371350258692774;0;0;1,384417763156407;0;0;0;0;0;0;23,908815411202532;0;0;0;2,9220150290941325;0;0;0;0;10,971367055958291;45,908750878139614;2,025059635527694;2,792516098360656;7,886227263069313;
52;00:52:00;0;0;0;12;40;0;0;1,03323589934678;3,1008749964242943;1,2971785853589384;0;0;1,383799012124441;0;0;0;0;0;0;22,313445436982093;0;0;0;2,922441590733972;0;0;0;0;12,03005073842292;49,57887258398188;1,99305729898105;2,777582524590164;8,490974960468707;
53;00:53:00;0;0;0;12;40;0;0;1,052427076902837;3,407870315607611;1,3443308469076962;0;0;1,3062939370103863;0;0;0;0;0;0;24,29386734841298;0;0;0;2,8586015467998322;0;0;0;0;13,020162613375254;45,30875563459059;1,9944619902956169;2,7875939344262277;7,5736055220521745;
54;00:54:00;0;0;0;12;40;0;0;1,0852590778814464;3,3691485280681284;1,3319078270033269;0;0;1,365814741746419;0;0;0;0;0;0;25,562884288842113;0;0;0;2,6819127507290146;0;0;0;0;11,745422816874825;47,80098371820996;1,8174865411196806;2,786706918032786;8,277830396216626;
55;00:55:00;0;0;0;12;40;0;0;1,1494903710138673;3,308809047602729;1,3985416481398927;0;0;1,2798713451802124;0;0;0;0;0;0;26,899592275699064;0;0;0;2,6225511371355594;0;0;0;0;12,145226868457803;47,03694256576706;2,1331103424828965;2,772205606557378;7,8669146966423185;
56;00:56:00;0;0;0;12;40;0;0;1,1425813045189368;3,1345532321189595;1,2727109752755967;0;0;1,3594335195294458;0;0;0;0;0;0;23,467485222043955;0;0;0;2,736191589516318;0;0;0;0;12,624078524242355;44,301885728873046;2,1445923117503933;2,76676150819672;7,884149735703437;
57;00:57:00;0;0;0;12;40;0;0;1,096143599355111;3,301222864885171;1,2797181684112526;0;0;1,3809786794925292;0;0;0;0;0;0;25,159001037954873;0;0;0;2,922219216538366;0;0;0;0;12,86691015374899;42,482381458093826;1,8534875563571567;2,759575934426228;7,5088435107783456;
58;00:58:00;0;0;0;12;40;0;0;1,013481727434698;3,3743034970169203;1,351676399544407;0;0;1,369328522141714;0;0;0;0;0;0;23,405241563896112;0;0;0;2,586683521716136;0;0;0;0;12,12545886895322;51,500796808117435;1,9625170450217435;2,761951475409836;7,770870689165855;
59;00:59:00;0;0;0;12;40;0;0;1,0988494579881833;2,8794039514171472;1,2872853937839046;0;0;1,361520180667338;0;0;0;0;0;0;23,479850370316033;0;0;0;2,808275375765819;0;0;0;0;12,564365730740553;43,91757261247322;1,9499645987731167;2,769831803278686;8,504698769139647;
60;01:00:00;0;0;0;12;40;0;0;1,1078014577705069;3,1892158096749075;1,4821539392844332;0;0;1,3341933061314453;0;0;0;0;0;0;25,6463212782868;0;0;0;2,8311027933262927;0;0;0;0;11,534194439786978;21,01221197939241;2,0786535477672414;2,770172852459018;8,837052443362303;
61;01:01:00;0;0;0;12;40;0;0;1,0745126052289986;3,425502597144964;1,3463368542636729;0;0;1,420049431812777;0;0;0;0;0;0;23,962719124316596;0;0;0;2,7227742473171777;0;0;0;0;12,35703320728717;20,953930320801298;2,0415461894788756;2,775806327868854;7,895290793062401;
62;01:02:00;0;0;0;12;40;0;0;1,143083897006273;3,0876571817457057;1,3093452477047691;0;0;1,2194027661412026;0;0;0;0;0;0;24,443291514451477;0;0;0;2,858920462984544;0;0;0;0;12,437321395335594;25,955582535606702;2,0990818917850147;2,798984983606556;8,176751917227609;
63;01:03:00;0;0;0;12;40;0;0;1,1544422093031927;3,358438594851915;1,437401549730288;0;0;1,367304277031058;0;0;0;0;0;0;23,46274456509499;0;0;0;2,901589503233142;0;0;0;0;11,72343265785517;20,76202129995928;1,8741240236066488;2,795681672131144;8,256952979594768;
64;01:04:00;0;0;0;12;40;0;0;1,0749932873685943;3,5489360539174455;1,2849152550851044;0;0;1,3452216604318143;0;0;0;0;0;0;23,121686217026983;0;0;0;2,900686344783167;0;0;0;0;11,384401931812288;24,464057890769915;1,8321319675734629;2,771093311475412;8,017187185348288;
65;01:05:00;0;0;0;12;40;0;0;1,061651847364619;3,4801349575533855;1,359295249769327;0;0;1,378216786847534;0;0;0;0;0;0;23,576422211664756;0;0;0;2,7339820814838385;0;0;0;0;12,46510800999355;25,15723917658729;2,1971427466100137;2,782464622950818;6,768472047697327;
66;01:06:00;0;0;0;12;40;0;0;1,0117943783133976;3,230449495149667;1,3740459347697769;0;0;1,3655455248740116;0;0;0;0;0;0;23,750773633815403;0;0;0;2,757794881939518;0;0;0;0;12,185650521083364;22,635873382137824;1,9320762758790928;2,781085321311478;7,733490505220141;
67;01:07:00;0;0;0;12;40;0;0;1,0150324661687091;3,1412048907917773;1,340718661563622;0;0;1,297296148249925;0;0;0;0;0;0;23,014390594872193;0;0;0;2,7816548600743016;0;0;0;0;11,17711722600517;24,8432548116565;1,8866485392793415;2,7816653770491775;8,022330074709478;
68;01:08:00;0;0;0;12;40;0;0;1,0366879539017866;3,5214664213437437;1,403612279531479;0;0;1,3343048830869049;0;0;0;0;0;0;22,886932510461854;0;0;0;2,7291381964431816;0;0;0;0;12,08873737198515;20,14375973376462;2,1279636133178808;2,779944786885246;8,16870912155247;
69;01:09:00;0;0;0;12;40;0;0;1,0757095001172572;3,2483768415891143;1,4625900296009555;0;0;1,35779465406935;0;0;0;0;0;0;24,82988134463691;0;0;0;2,794383685456003;0;0;0;0;12,259279442781425;21,519161712912823;2,000766276702708;2,785873901639346;8,055153416312448;
70;01:10:00;0;0;0;12;40;0;0;1,098200552602214;3,0710559486302165;1,4281236970844915;0;0;1,3960524259378961;0;0;0;0;0;0;21,494772532930806;0;0;0;2,8930507055372323;0;0;0;0;11,835965700942037;25,003540099687257;2,042214910458404;2,7894219344262297;8,753899561074553;
71;01:11:00;0;0;0;12;40;0;0;1,0960814360510835;3,4205095234073175;1,2918928076918401;0;0;1,276030589051498;0;0;0;0;0;0;23,66586028229883;0;0;0;2,8788444799299127;0;0;0;0;12,022388557917006;24,024392153283383;1,9638553720251815;2,7884961311475402;7,868653952047391;
72;01:12:00;0;0;0;12;40;0;0;1,0614530088554348;3,3466955457438834;1,3582385938725612;0;0;1,3880174820970637;0;0;0;0;0;0;23,125506375088136;0;0;0;2,720434678452494;0;0;0;0;12,069365735078007;19,825012382151776;1,9252415526085673;2,785433409836066;7,8614922686528335;
73;01:13:00;0;0;0;12;40;0;0;1,1048698233341738;3,411296081456867;1,413985203751632;0;0;1,2950194391432805;0;0;0;0;0;0;20,715788292153906;0;0;0;2,679533931577478;0;0;0;0;13,291102194125079;27,27382503037105;1,99049760539735;2,78151170491803;7,89676568020081;
74;01:14:00;0;0;0;12;40;0;0;1,0823802032874976;3,420017878047708;1,3753450547231654;0;0;1,3916202834092501;0;0;0;0;0;0;22,23475450170695;0;0;0;2,650185959559864;0;0;0;0;11,930784120195307;26,3902950728288;2,018362958912376;2,770615081967212;7,548584303052967;
75;01:15:00;0;0;0;12;40;0;0;1,0111454469947891;3,624126085896364;1,367656318474412;0;0;1,3534154506827711;0;0;0;0;0;0;21,678001242139377;0;0;0;2,6815854447205836;0;0;0;0;12,319772896067079;23,407254861805704;1,9952547148780746;2,7660129836065583;8,446140293568991;
76;01:16:00;0;0;0;12;40;0;0;1,1277000806314024;3,3087808369945484;1,3069062623456156;0;0;1,3336457216570674;0;0;0;0;0;0;21,69244901915919;0;0;0;3,027392451953827;0;0;0;0;12,01769894202929;22,137936430159424;2,129229187079525;2,7656698360655705;8,012271309862218;
77;01:17:00;0;0;0;12;40;0;0;0,9706784087912418;3,4776372081641798;1,3023378723169914;0;0;1,3686209820962705;0;0;0;0;0;0;22,85323771953377;0;0;0;2,720888653233119;0;0;0;0;11,869765177083687;24,369530038068568;2,02107877976625;2,770142819672132;7,660157005417449;
78;01:18:00;0;0;0;12;40;0;0;1,1467391020598927;3,424214203951906;1,4389641998466784;0;0;1,3988339865414705;0;0;0;0;0;0;23,42132071002829;0;0;0;3,128639014649713;0;0;0;0;12,557101827940517;26,54992680361363;2,0969397580754703;2,77575206557377;7,822445622000046;
79;01:19:00;0;0;0;12;40;0;0;1,1241463967478362;2,930883672704385;1,3183015835347844;0;0;1,3682931239473057;0;0;0;0;0;0;23,35945837304171;0;0;0;2,746298859317872;0;0;0;0;11,472831408713025;21,388762910357638;2,0861350130710776;2,7800787540983602;8,372290853616523;
80;01:20:00;0;0;0;12;40;0;0;1,0975416898681198;3,1346333307482963;1,3270433573970142;0;0;1,327154250865267;0;0;0;0;0;0;22,94554195419008;0;0;0;2,94844013049434;0;0;0;0;11,63456398431354;24,54526268385088;2,00721855794067;2,784549836065576;8,120497062032998;
81;01:21:00;0;0;0;12;40;0;0;1,056011888488265;3,111778427807995;1,5213907894513115;0;0;1,3522680223266748;0;0;0;0;0;0;25,455754605796393;0;0;0;2,9722693188340608;0;0;0;0;12,603598463497605;21,187708651628157;2,0029367160975644;2,7960293770491775;7,954993549883483;
82;01:22:00;0;0;0;12;40;0;0;1,0815197086472277;3,3582914470058194;1,3960221276151459;0;0;1,4032567530319842;0;0;0;0;0;0;25,25493643362205;0;0;0;2,7847399059323856;0;0;0;0;11,901559015492966;22,99207248916771;2,0986434878982445;2,797753245901638;8,130773907304002;
83;01:23:00;0;0;0;12;40;0;0;1,0883912282894586;3,406664018008744;1,360661799002316;0;0;1,266813449858951;0;0;0;0;0;0;24,01394254764646;0;0;0;2,9261857143199284;0;0;0;0;11,831708793410112;27,80241602370314;2,1254979684885917;2,788557180327868;8,985408262049441;
84;01:24:00;0;0;0;12;40;0;0;1,0639135514363265;3,4743752114782573;1,4289752559313162;0;0;1,4160650557827275;0;0;0;0;0;0;24,12937460149899;0;0;0;3,0494576335320476;0;0;0;0;12,053562430581275;27,232572649315408;2,030286121253607;2,79540102622951;7,739461850406708;
85;01:25:00;0;0;0;12;40;0;0;1,0457886367308884;3,182690166881056;1,3994576063263255;0;0;1,3046938648965756;0;0;0;0;0;0;23,159360943142275;0;0;0;2,702032229948318;0;0;0;0;11,752001987523727;23,47743527770421;1,9460076366412529;2,784568173770492;8,422263871743331;
86;01:26:00;0;0;0;12;40;0;0;1,0364025581560483;3,266826782208965;1,2864781189588705;0;0;1,3082084865557158;0;0;0;0;0;0;23,543625382283324;0;0;0;2,798922338904577;0;0;0;0;11,309021217870535;26,062058369297592;2,0207474685182727;2,7467399016393457;8,389930329611877;
87;01:27:00;0;0;0;12;40;0;0;1,1063373843617625;3,376690661375231;1,3410443185590837;0;0;1,3575397270470542;0;0;0;0;0;0;24,126766430909832;0;0;0;2,839176150852358;0;0;0;0;12,755611333018797;20,99710576515124;1,911278341212488;2,7603324590163916;7,9239375326146995;
