Reactive.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
62;01:02:00;'01:02:00;21,63142373615962;;;52,94666045062772;20,83399676622345;64,84196363989156;21,283814824851405;
63;01:03:00;'01:03:00;20,77875428987026;;;53,086366875787206;21,566881365646918;55,29341270932548;19,997984215509742;
64;01:04:00;'01:04:00;20,08002615429403;;;53,403565274614735;20,637405613924223;60,34162380733262;20,141311004137737;
65;01:05:00;'01:05:00;21,06375254011348;;;52,31425082171864;20,885285463559043;62,28113611968625;21,47899299353586;
66;01:06:00;'01:06:00;22,08562018297526;;;53,01403412811444;19,820377160230162;57,86209736640691;20,677384312891498;
67;01:07:00;'01:07:00;20,52447035490115;;;53,3673993477692;19,621805054883684;61,058040229035626;19,71382663334368;
68;01:08:00;'01:08:00;21,311056337840494;;;53,425977745997834;21,059887167290483;53,5203173995774;19,877416558667903;
69;01:09:00;'01:09:00;20,89099703187185;;;53,49351869290687;21,49005387914808;57,18906811780259;21,221571195186133;
70;01:10:00;'01:10:00;19,662053842245335;;;53,228896921651646;19,73715550535916;63,87852908745122;18,579013108003593;
71;01:11:00;'01:11:00;20,791121709871938;;;53,19753800817717;19,079662739162917;60,67244954454694;22,201542793190605;
72;01:12:00;'01:12:00;19,79884672497039;;;53,08207090881999;19,64706534595531;54,84694577148629;20,967710185086464;
73;01:13:00;'01:13:00;20,724853734509168;;;53,22197029318808;19,75067996804061;65,26317248908211;19,758366381644116;
74;01:14:00;'01:14:00;19,78399246552144;;;53,367737495819036;20,71743818491364;64,17498174530608;18,81474529120101;
75;01:15:00;'01:15:00;20,40090702596678;;;53,514147514810574;20,13138831415447;57,16012442072786;21,831237400799374;
76;01:16:00;'01:16:00;19,99120827325208;;;53,552752305622846;18,672755751721787;56,51784647225207;20,735050360183948;
77;01:17:00;'01:17:00;20,409787185476677;;;53,62658368785265;19,622702853001776;60,05143784071476;20,360211143031695;
78;01:18:00;'01:18:00;19,483140767395223;;;52,73282162793258;22,12527421761376;65,91370853981344;21,26620159481255;
79;01:19:00;'01:19:00;20,13165725906214;;;52,318738596626055;21,776126726107883;56,21504737563788;20,939737048197824;
80;01:20:00;'01:20:00;19,92304721094734;;;52,56234600390419;22,687171857738928;60,77374508476058;19,70860858537663;
81;01:21:00;'01:21:00;20,257087384101872;;;53,09803197347416;21,975974627112915;57,52588859256132;22,509410462001703;
82;01:22:00;'01:22:00;21,196287349917036;;;53,09915413651862;23,157207158357245;59,73625525652686;20,428989049289974;
83;01:23:00;'01:23:00;22,416411462979084;;;53,30000458640235;22,589958177860186;67,12941088169998;18,91826183664845;
84;01:24:00;'01:24:00;21,010763542951548;;;53,244622695648715;20,474671854161684;65,95330036951172;21,432297916532434;
85;01:25:00;'01:25:00;20,049576537731713;;;53,131313150081496;21,716473699653548;58,66212858827867;20,663641998753565;
86;01:26:00;'01:26:00;21,615490113021504;;;52,5236803775951;20,8493930591041;63,32287062348342;20,65947766850428;
87;01:27:00;'01:27:00;21,614363215949478;;;53,726968101327486;21,033966548928273;54,82866696724821;21,1760949531815;
88;01:28:00;'01:28:00;20,511884297494106;;;53,480181883007326;21,08782604705262;52,701350569488774;21,789663427333142;
89;01:29:00;'01:29:00;19,767454323474173;;;53,413309968169614;20,02882372775325;64,00046117953508;20,611683473294274;
90;01:30:00;'01:30:00;21,000357554106596;;;54,31694128711662;21,621546600796417;61,727283727957236;20,922726437354704;
91;01:31:00;'01:31:00;19,664245410065206;;;52,1698963274017;20,978200433036495;66,02394464540893;21,18064853724848;
92;01:32:00;'01:32:00;19,152037301340933;;;52,345115332893904;21,30255472109453;68,1638612736279;20,582718078708808;
93;01:33:00;'01:33:00;19,55996869176927;;;53,00227398871711;20,859088159837473;62,721801481241336;21,14137710216452;
94;01:34:00;'01:34:00;21,65960024419428;;;53,88139367228429;21,28325368398133;63,45448532141691;21,40099221817413;
95;01:35:00;'01:35:00;21,483088265122834;;;52,67623699276425;21,383132489160197;55,96018895720845;21,535392094621017;
96;01:36:00;'01:36:00;21,401834480041696;;;53,449175689090545;20,691045795451352;55,115354047167806;21,178167226058225;
97;01:37:00;'01:37:00;21,981700276617428;;;53,54042875348759;21,597700478043084;68,79086826470554;21,720735129515628;
98;01:38:00;'01:38:00;20,300592394515384;;;52,71413430650729;21,352956913876994;58,00095914207711;20,23963582907449;
99;01:39:00;'01:39:00;20,66217835551569;;;53,237649424897;22,30243790754671;61,45847972216739;21,93124690390308;
100;01:40:00;'01:40:00;20,593699873760713;;;52,89003787170963;20,722800790817377;62,626973420813314;21,83592701170153;
101;01:41:00;'01:41:00;21,285550294514113;;;54,005190542470984;21,270519355322698;60,60421500902591;21,050457735747585;
102;01:42:00;'01:42:00;20,719620622495277;;;53,77035566890461;20,84690766931608;58,03718681765689;21,189506907306956;
103;01:43:00;'01:43:00;20,999825020075836;;;53,547544111418915;20,170526708140716;63,80339719265551;21,144968588022444;
104;01:44:00;'01:44:00;21,93954505707373;;;53,72609795107562;20,38289034568876;63,56259495804636;20,659058912182168;
105;01:45:00;'01:45:00;21,178470230427894;;;53,214899966137445;21,866726965070193;20,90976862386623;20,44848398198446;
106;01:46:00;'01:46:00;21,389625289384153;;;53,249948658365454;20,93241801160511;23,056727953890125;22,040535924810314;
107;01:47:00;'01:47:00;20,446229445294435;;;53,550822141901264;20,804449478582768;19,785008909296963;20,828732599010678;
108;01:48:00;'01:48:00;20,731102162409073;;;53,34478041297236;22,82176452634275;22,474351851733328;19,480136458090147;
109;01:49:00;'01:49:00;21,436195867893925;;;53,77728819394236;20,140431368011637;20,795543034214486;20,42098259079515;
110;01:50:00;'01:50:00;19,27704945595633;;;53,563203692599465;21,308473845364706;20,265643588722167;56,223048979705624;
111;01:51:00;'01:51:00;20,054405482332694;;;52,842417987302625;21,27886976214564;23,16684844881289;62,28067474199973;
112;01:52:00;'01:52:00;21,94693070269118;;;53,17845121642853;20,931160747383235;19,89775796083991;51,93291569969309;
113;01:53:00;'01:53:00;21,935924390946596;;;46,12296696862108;19,52902620821964;20,67364882256353;58,79001011904461;
114;01:54:00;'01:54:00;19,217781754722406;;;46,62323037788832;20,51446848966074;22,0521201226839;56,596867687298946;
115;01:55:00;'01:55:00;21,75697252731269;;;46,26692989097751;21,2656610702129;21,275543307455344;61,516571653040415;
116;01:56:00;'01:56:00;22,321765274168865;;;47,06507945637645;22,563739389756503;21,16641077978049;62,42559431582579;
117;01:57:00;'01:57:00;19,883116025938673;;;46,89070736649243;20,873076006788754;21,80533791254258;56,2124661116104;
118;01:58:00;'01:58:00;19,672633081173203;;;47,55326490076919;21,675702572099205;20,822454473905307;60,24683924587625;
119;01:59:00;'01:59:00;20,161690117475334;;;12,472082673752562;21,24315282591867;20,435444146013012;65,44446438810878;
120;02:00:00;'02:00:00;22,22162447688232;;;12,392776377361638;19,680115315939773;21,481670054564713;64,96282719971624;
121;02:01:00;'02:01:00;22,123704555524053;;;12,545674623113626;21,092220814673983;23,50771928269582;54,10816278003807;
122;02:02:00;'02:02:00;21,662244203834412;;;11,63313856365709;21,493193449183178;19,58598068841077;59,15326408526303;
123;02:03:00;'02:03:00;19,697456222315637;;;12,387044131541952;22,106164138079976;22,51007562786254;57,33451082259782;
124;02:04:00;'02:04:00;21,383775029421322;;;11,822196872573766;21,23654654384729;21,765634656005453;62,84880059380908;
125;02:05:00;'02:05:00;21,207808315214034;;;11,391613486560113;20,020666225709103;21,741817896707936;63,883769494514624;
126;02:06:00;'02:06:00;21,910070064867252;;;10,887114226528068;20,86768727882343;21,639726462343017;64,35963155803789;
127;02:07:00;'02:07:00;21,642854764169268;;;10,776319148387739;62,419557309264086;18,95150253530149;68,27585926214483;
128;02:08:00;'02:08:00;19,06792537074132;;;11,550848250490864;62,31094036997788;20,780766329979024;64,55345464266648;
129;02:09:00;'02:09:00;19,10355532275182;;;11,311193789328922;62,65164491095099;20,91047046013789;65,01672523898934;
130;02:10:00;'02:10:00;20,512811237277262;;;11,807503417890523;62,03948491309482;18,81383876088935;58,959820539535635;
131;02:11:00;'02:11:00;20,158341472658016;;;13,05649404115036;61,16273581641788;20,378410269951946;60,34701607230726;
132;02:12:00;'02:12:00;20,49424111021785;;;12,821809160840978;63,05014867621364;20,70852891143488;62,78830772031777;
133;02:13:00;'02:13:00;21,372890814886947;;;12,421311466799049;52,361868205910554;20,965990820375733;61,00575433675609;
134;02:14:00;'02:14:00;20,91570194765764;;;11,972449961133014;60,07675805129019;20,937092035995157;56,552316641913094;
135;02:15:00;'02:15:00;21,483790811244447;;;13,404621990664701;53,53578872455354;21,685542837377042;54,10450924000931;
136;02:16:00;'02:16:00;21,582419819442364;;;12,644194518514304;57,387010417145355;20,57178947449944;66,80224784846608;
137;02:17:00;'02:17:00;63,48306080687594;;;12,25511200127779;67,25923746930505;20,822387770666587;58,115806791520356;
138;02:18:00;'02:18:00;59,10209312200914;;;12,964345097902065;60,79844799372404;20,722106025346022;55,51269836114678;
139;02:19:00;'02:19:00;60,02714079015;;;12,28147580386903;53,39646709395967;21,58110269536887;53,500309294675425;
140;02:20:00;'02:20:00;60,12939807625556;;;12,216513815869355;65,25103711042244;20,4382156519204;55,961439409811014;
141;02:21:00;'02:21:00;62,52565199004592;;;12,656617821204946;63,131746137041915;22,20718595691824;53,428915989036355;
142;02:22:00;'02:22:00;64,63761812816544;;;12,777600708139019;58,959903736265225;21,920693002910333;59,17372945898437;
143;02:23:00;'02:23:00;59,59080062229294;;;12,541164398659857;67,83933513640774;22,109573062162497;54,79447118924304;
144;02:24:00;'02:24:00;53,31014988653559;;;12,43089690580926;56,89943027608755;20,590372272902588;63,88381643127467;
145;02:25:00;'02:25:00;59,84021251898763;;;11,870994407324037;63,81040047190677;22,319269697585618;55,07094831057022;
146;02:26:00;'02:26:00;65,2726425103633;;;12,137380100575047;59,55809959648637;20,784550879693743;64,28030397913325;
147;02:27:00;'02:27:00;56,857964193641436;;;13,171266908217293;63,14928101182828;20,852982170062845;61,187675149133696;
148;02:28:00;'02:28:00;55,245108973641656;;;11,819155085184226;60,9518758316594;23,384223755671112;56,67915505439705;
149;02:29:00;'02:29:00;62,47520158472443;;;11,716752573177667;62,20645934313369;21,024159764768115;61,3222445833251;
150;02:30:00;'02:30:00;60,33880257724457;;;12,031602619589204;62,57686254711;20,172467401401374;62,53844273221016;
151;02:31:00;'02:31:00;56,53669308224151;;;12,118621695321611;56,727740984860624;22,217609704870206;62,10519763766516;
152;02:32:00;'02:32:00;59,24164369874411;;;13,17531115425072;63,062594726525354;19,58327446700346;54,853895534330995;
153;02:33:00;'02:33:00;63,335209194741864;;;13,434249885437339;65,82277554373567;20,381936125965336;66,55188853958275;
154;02:34:00;'02:34:00;58,81587569563486;;;13,090468729667807;60,28244538576267;22,118268514353435;61,075888758759376;
155;02:35:00;'02:35:00;61,4584494728147;;;12,244472209105794;58,89974506024883;20,29232051646394;61,51782245898912;
156;02:36:00;'02:36:00;62,93867769624635;;;12,33809579139173;62,408045568920016;22,570669038198368;53,82891611800891;
157;02:37:00;'02:37:00;54,259289169080375;;;12,410970719601414;54,54892854625265;21,449710965291672;61,91746825141839;
158;02:38:00;'02:38:00;61,8331587334745;;;11,300542364598796;61,326755816140235;21,681602210303858;52,660376238910445;
159;02:39:00;'02:39:00;61,18107520937095;;;11,416067186887222;66,4106052680616;21,80099256874013;63,989097594167475;
160;02:40:00;'02:40:00;50,17835494649481;;;11,189216783478054;60,495738262134594;22,944665219273006;52,78338695578487;
161;02:41:00;'02:41:00;63,751582829882665;;;11,119146215125436;62,48229633061825;20,639438350932913;56,464695255099656;
162;02:42:00;'02:42:00;67,41084026867026;;;10,218153255678601;57,15301756649538;21,143673510844856;57,95659260194686;
163;02:43:00;'02:43:00;60,122450172663505;;;11,182709948224856;57,92016490213895;23,75371606944877;61,32156684934125;
164;02:44:00;'02:44:00;52,33473421368082;;;11,957433633174228;69,4546810137949;22,46599582010809;55,90725923834486;
165;02:45:00;'02:45:00;61,089740528470045;;;12,413905127871052;55,061956437023596;20,23740365395805;67,03863163394018;
166;02:46:00;'02:46:00;62,363707843471445;;;12,887817011698955;57,89852709252334;20,81041811550393;58,37046963539472;
167;02:47:00;'02:47:00;62,971344181678695;;;12,980997365240725;59,01845532064605;20,03009768865984;58,9713711662129;
168;02:48:00;'02:48:00;57,14361507509656;;;13,048559412701643;58,84169744403515;19,603442573942797;59,987311175704896;
169;02:49:00;'02:49:00;60,49356970340992;;;12,430500280017533;62,255741966986605;21,662310250895853;65,92515129020849;
170;02:50:00;'02:50:00;52,46010935802247;;;12,595794088250884;63,385679054751655;21,01362274944651;62,734933836611546;
171;02:51:00;'02:51:00;61,09212709456572;;;13,389988697832331;54,45226188371121;20,620160724589233;59,33266788325385;
172;02:52:00;'02:52:00;58,25704008766611;;;12,340786048623302;67,0527042858098;21,11381678443192;62,25382291877398;
173;02:53:00;'02:53:00;65,73115900375166;;;12,890324149318685;58,951450451352564;21,149903166852898;62,773441053473725;
174;02:54:00;'02:54:00;63,75226199012938;;;12,296429844455275;55,06262203576266;19,571075000969095;65,9658309473198;
175;02:55:00;'02:55:00;58,28079820436167;;;12,538077812937201;65,54972450196243;21,712183307034252;23,18785286359695;
176;02:56:00;'02:56:00;63,74517741164354;;;11,661153801081905;67,5808179033064;21,595028497673898;20,561851466365482;
177;02:57:00;'02:57:00;60,92180785620277;;;11,874900238433753;54,800641463235735;21,423451549581955;19,649982792773077;
178;02:58:00;'02:58:00;54,606206605037684;;;13,315925716288953;60,372068989860104;20,713490598935046;22,88498376992263;
179;02:59:00;'02:59:00;63,56661616585575;;;12,556199065679568;54,187729773218095;20,890465931976237;20,821374399563734;
180;03:00:00;'03:00:00;61,3402058935634;;;23,29891746791604;65,15111814789434;21,3130565410305;20,58260803662489;
181;03:01:00;'03:01:00;71,4036911018;;;46,73642447836005;62,833968956847166;20,09543447491029;22,51790264298013;
182;03:02:00;'03:02:00;55,863014535583346;;;46,42182246694043;57,985594659299345;19,462779107973997;20,014200358346994;
183;03:03:00;'03:03:00;63,93521358423293;;;46,72934250464427;65,09824979899173;20,3976040431365;20,285735432439203;
184;03:04:00;'03:04:00;62,49385841767515;;;46,670999673374304;63,13430430970533;20,469720981445658;18,97371139591214;
185;03:05:00;'03:05:00;60,57742809143733;;;46,08799136829656;64,32952109045245;22,135394605832143;21,971575681144618;
186;03:06:00;'03:06:00;61,74613665162363;;;46,62775908452036;64,33206457535847;21,333270420081426;20,69479774972156;
187;03:07:00;'03:07:00;58,009700980306796;;;46,48970887715089;66,67737858281716;22,009022233755076;19,713544993581074;
188;03:08:00;'03:08:00;58,42100029574871;;;46,19967615205905;59,16307606760477;21,8495129241694;22,351165421497612;
189;03:09:00;'03:09:00;68,34017499769028;;;46,54788802625348;59,801921879154904;23,240379707916293;21,52007266890425;
190;03:10:00;'03:10:00;63,436870485794934;;;47,02710541859271;57,69519581723867;19,92928645471891;21,94314469286179;
191;03:11:00;'03:11:00;61,12974719233689;;;46,103611102556656;56,254651872442146;20,528484176532004;19,99125022349525;
192;03:12:00;'03:12:00;53,837987984126336;;;46,231619978228224;60,52634180305946;20,50512689355997;20,735322139613107;
193;03:13:00;'03:13:00;55,89681620348753;;;46,2504400462944;19,645187696570268;20,56785866708544;20,208401936839774;
194;03:14:00;'03:14:00;58,27940932915571;;;46,92643015155938;20,556931247532734;19,96329844806101;20,935813621453807;
195;03:15:00;'03:15:00;22,08131452304913;;;45,802577214198955;20,268686580423633;21,101581500187702;21,4708090476799;
196;03:16:00;'03:16:00;21,573164430470563;;;46,28298121520751;18,91250399019752;21,194947735966046;22,042583218075983;
197;03:17:00;'03:17:00;21,613927174153893;;;46,29336953200053;21,341545990443734;21,395094287388925;20,17450705061042;
198;03:18:00;'03:18:00;20,554982915906514;;;46,52697558673243;21,752688593403082;20,311414665417587;21,556062957182057;
199;03:19:00;'03:19:00;23,337986894220315;;;46,38178423993396;20,32294755936297;19,800473367756975;20,851210719897615;
200;03:20:00;'03:20:00;20,971212712957744;;;47,04679268223727;21,109924532578752;21,30996741288613;20,036782541186803;
201;03:21:00;'03:21:00;20,159067147896568;;;45,75387818187162;21,087302737371193;22,14997688304901;22,697055398670052;
202;03:22:00;'03:22:00;22,497370564571618;;;46,48959816312674;18,91259547152829;19,86858666653976;20,56544694224862;
203;03:23:00;'03:23:00;20,426665174444715;;;45,85622834969488;22,802927592027554;19,78571872965119;21,160033764007828;
204;03:24:00;'03:24:00;20,78836942784894;;;46,008401021979196;20,27159635572135;21,308795659075003;20,08094394464772;
205;03:25:00;'03:25:00;21,034833772581386;;;46,34430123707108;21,03248838157687;21,66090894216333;22,520586449571358;
206;03:26:00;'03:26:00;21,466888457541323;;;46,453653926164684;20,933332334070887;19,852628014791463;20,57981510696252;
207;03:27:00;'03:27:00;22,22742656174891;;;46,23762531681951;22,46157008145193;20,893652756241707;21,921830801184996;
208;03:28:00;'03:28:00;21,167547129553096;;;47,46996533246563;20,906493302423183;20,598993014676843;20,241282678576287;
209;03:29:00;'03:29:00;21,80557207133889;;;46,45396992560609;19,88629069758535;21,03436129528477;20,245003861344408;
210;03:30:00;'03:30:00;19,263258820343058;;;45,91785375445571;21,132521154446078;22,038714522204366;20,40744079978689;
211;03:31:00;'03:31:00;21,695792465168395;;;46,81700522654665;22,095093172983912;21,275962263590703;19,339533097016833;
212;03:32:00;'03:32:00;20,866719321605636;;;46,80623104645651;21,296549820976846;21,123907137662016;22,478059263458256;
213;03:33:00;'03:33:00;20,930401531147638;;;46,33638571278876;19,78822842145148;19,895229671883225;21,67073448082116;
214;03:34:00;'03:34:00;21,1488182722223;;;45,526026789526426;21,93489247601111;21,52395714916516;20,578917808886196;
215;03:35:00;'03:35:00;20,704327618168747;;;46,44598063883356;19,802132223660877;21,147414612917704;20,90735157260916;
216;03:36:00;'03:36:00;21,244294774817305;;;46,26298687369316;22,113006555017574;22,21828987509576;22,303314009319493;
217;03:37:00;'03:37:00;20,546072597422327;;;46,23323853338675;20,739594500900793;20,84071595065972;22,415070523071574;
218;03:38:00;'03:38:00;22,611045493172266;;;45,686726246577024;22,13407346689908;22,014940423214185;20,951206644271174;
219;03:39:00;'03:39:00;18,855676165757504;;;47,30596305847999;21,172411141535154;20,616633667316492;20,691344623790645;
220;03:40:00;'03:40:00;18,350800409554374;;;45,708663079754096;20,969567132901176;21,94183077872569;22,518755720248752;
221;03:41:00;'03:41:00;20,971556101938425;;;46,36379264783816;22,134582415254506;22,72339797064807;20,75252694017172;
222;03:42:00;'03:42:00;19,18478522801525;;;46,5680095277508;20,37717055706413;21,221735473515604;21,581032173175153;
223;03:43:00;'03:43:00;20,950744695105755;;;45,87385548361682;20,340393128138373;20,349095539208847;22,019377295208372;
224;03:44:00;'03:44:00;21,006938006068456;;;46,75532062910246;22,841593579025293;19,912210024412964;21,89699905867076;
225;03:45:00;'03:45:00;22,196719162828632;;;47,20332081835623;21,880167769578684;22,13859571776657;20,859892559320773;
226;03:46:00;'03:46:00;20,428910703224073;;;46,54518579476505;22,125201705285328;21,910051550711287;20,843388998833284;
227;03:47:00;'03:47:00;20,71333170431131;;;45,76868444201917;21,127657578124033;20,365651501118453;21,752148613346915;
228;03:48:00;'03:48:00;21,631442457420977;;;46,931465870616755;20,104171699827255;21,47737540294445;21,643261794347925;
229;03:49:00;'03:49:00;19,88927026945915;;;46,37290001202076;21,580308103630113;20,541741630120654;20,64207122960307;
230;03:50:00;'03:50:00;20,819169284281514;;;45,95888593453289;22,569086446528914;21,72773866491147;21,34033180013857;
231;03:51:00;'03:51:00;21,774693296836226;;;47,164818008485305;20,064129058917594;21,406821090718648;21,00016504885435;
232;03:52:00;'03:52:00;21,224079515520074;;;46,813409080551715;21,77870235395819;19,556809572756233;21,23548260183003;
233;03:53:00;'03:53:00;21,622631941760858;;;45,72488550157488;20,511872028215915;20,695512631033047;22,40315742867607;
234;03:54:00;'03:54:00;21,223343113200897;;;46,226677622804694;22,185982354461093;18,823950225713677;22,490498332059882;
235;03:55:00;'03:55:00;21,954219907551014;;;46,029324547945784;21,143706784855866;20,57616838621278;21,587926521713488;
236;03:56:00;'03:56:00;20,30837720745518;;;46,22137304324268;20,036711270244478;20,86897575678996;20,46077288862613;
237;03:57:00;'03:57:00;21,171342160666676;;;46,662560815703216;20,070158581801138;20,669067856382455;19,052891152687412;
238;03:58:00;'03:58:00;20,21217255123662;;;46,97835611083667;21,4188234141451;22,68862430535463;20,118928738222813;
