Reactive.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
30;00:30:00;'00:30:00;178,12592725725298;;;116,73161617032056;146,95305770144208;20,334113073172276;146,2813311799564;
31;00:31:00;'00:31:00;176,20844685305363;;;118,27107254783553;147,55490538164668;21,580328944789883;146,34877192472555;
32;00:32:00;'00:32:00;146,7172585487275;;;149,28217076638828;146,5349654846541;20,950518433528096;146,00990513013141;
33;00:33:00;'00:33:00;148,28792863748635;;;145,71202373090432;146,45343447993358;20,662481761479853;146,23423108109097;
34;00:34:00;'00:34:00;147,58273654784418;;;145,78338772981513;147,14095941831198;20,814242557564413;145,39995357150468;
35;00:35:00;'00:35:00;148,6295185452352;;;144,1852308126229;146,22026311293752;20,623698720458215;147,80600741757868;
36;00:36:00;'00:36:00;146,52216798759443;;;146,19387032228374;145,7151345787365;20,513882128735347;147,1849401665998;
37;00:37:00;'00:37:00;145,19092185934323;;;146,19891722544602;146,58342864484445;20,46499903493331;145,43553323424837;
38;00:38:00;'00:38:00;146,49772903238608;;;143,17310889447646;146,5671554094403;21,69069493469773;146,44162403491913;
39;00:39:00;'00:39:00;146,12968989397783;;;142,25642266399885;146,86186018695557;19,793392981841066;145,53111353047296;
40;00:40:00;'00:40:00;146,4578622810412;;;143,9032165493874;146,05318714258374;21,004743685659648;145,11869210265783;
41;00:41:00;'00:41:00;145,7295880088611;;;146,02682236762493;145,4115730521432;20,489107915803082;145,75389448575135;
42;00:42:00;'00:42:00;146,4599719330284;;;145,40793058588503;145,96485299380018;81,98467826596134;147,38611647472575;
43;00:43:00;'00:43:00;146,9895339518839;;;146,74273943054598;146,06560987539135;169,7389203231576;145,7308917036962;
44;00:44:00;'00:44:00;147,07453290372325;;;140,46233056229588;145,77681387662295;169,04955517952422;146,60213128761197;
45;00:45:00;'00:45:00;146,13104888905264;;;142,32777049074372;146,7882078181827;167,64821599109536;147,61175730073091;
46;00:46:00;'00:46:00;145,9711806751394;;;143,86257577227127;145,88513496145077;164,13400310980367;146,3890425162041;
47;00:47:00;'00:47:00;146,28203145691938;;;141,2601323307387;146,0088412837192;162,35422117285768;146,89336460828744;
48;00:48:00;'00:48:00;145,08981715903002;;;140,56614733294754;146,40928827326172;161,98467290733942;145,60003823548556;
49;00:49:00;'00:49:00;145,11785050594804;;;146,1600684709978;146,43637660867748;162,06185686468004;145,88270428107805;
50;00:50:00;'00:50:00;146,01758573740383;;;207,8769183564817;147,1640408088684;158,6463069269923;146,48912413646977;
51;00:51:00;'00:51:00;146,81919145916532;;;155,6814553916886;146,06459207112653;166,45551947582294;145,56128394344563;
52;00:52:00;'00:52:00;145,86235870628448;;;201,70890338966467;145,77006415068163;162,84134684930854;145,5072759791612;
53;00:53:00;'00:53:00;147,0907581171701;;;197,15139933593338;145,97417844897805;167,46671646294007;146,96393880725142;
54;00:54:00;'00:54:00;146,0351724166199;;;187,87520210035208;146,92423931265552;165,53611028638642;147,454115541534;
55;00:55:00;'00:55:00;146,614909230694;;;174,1770567113247;146,60050706328883;164,62486213478581;147,08570201856014;
56;00:56:00;'00:56:00;146,01083060469665;;;178,7419606387803;146,18552199543075;165,65452128618344;147,41637539934374;
57;00:57:00;'00:57:00;145,37907741766233;;;177,97099066936667;146,7302773924054;165,4878645379848;146,28571829742484;
58;00:58:00;'00:58:00;145,6783257549688;;;184,37286632527744;147,01859276701782;162,87068756833122;146,2863321128039;
59;00:59:00;'00:59:00;146,64585274741708;;;118,46366881946334;146,21696060515913;172,02807569760543;146,34794421447853;
60;01:00:00;'01:00:00;145,50187662194458;;;117,94800038044826;146,3387363264485;167,3611573378119;146,44705520638732;
61;01:01:00;'01:01:00;145,3296886740774;;;103,7545772560857;145,9232222971964;55,08096173934392;146,76924624930732;
62;01:02:00;'01:02:00;145,7979531718591;;;103,07027674343402;146,46974908723269;56,76373164228194;21,779515152718833;
63;01:03:00;'01:03:00;145,53702561338227;;;105,59829331357017;146,23844039830774;49,13602225309299;20,324808294109516;
64;01:04:00;'01:04:00;146,71519099423918;;;103,84749812437744;146,71180121225345;50,80980858569028;20,949534222902475;
65;01:05:00;'01:05:00;146,06820484391773;;;102,45483384332545;145,91742294779905;52,178791034267135;20,430029046498486;
66;01:06:00;'01:06:00;146,71992953707857;;;102,30973894806357;146,43127489624973;53,67376746210531;21,72779470271117;
67;01:07:00;'01:07:00;146,9444499966055;;;106,8699402761591;146,82834976549864;48,11948430168069;21,024576250103564;
68;01:08:00;'01:08:00;146,5737267449694;;;101,6908726677994;147,2296266698238;52,04416999910976;20,485296995495258;
69;01:09:00;'01:09:00;147,06042554303073;;;105,88161018610306;146,32836232558046;50,93683941811457;21,766262633708152;
70;01:10:00;'01:10:00;146,16855003759224;;;101,86709818956028;146,19650903067327;50,64991795597075;20,74366540801403;
71;01:11:00;'01:11:00;147,60635256359367;;;103,3443568110219;146,16209500755278;48,20367054003558;21,62801838569808;
72;01:12:00;'01:12:00;145,04962645159657;;;102,91083303603888;146,00534671414803;51,69879698395297;22,31628230248171;
73;01:13:00;'01:13:00;148,027621639819;;;105,14504513862627;145,99773804632312;50,834573823991754;21,551973952253668;
74;01:14:00;'01:14:00;145,45105281699685;;;104,67276900637243;146,1223887554358;46,63677539106476;21,22680775433136;
75;01:15:00;'01:15:00;147,72015426224925;;;104,95450911356768;145,23062275072962;48,2051459404472;21,600241890028876;
76;01:16:00;'01:16:00;145,61758771153524;;;102,80197578303674;147,75060676036452;53,11501986424537;21,393482544172606;
77;01:17:00;'01:17:00;147,08993192063744;;;103,96014884328795;147,60585387741583;55,16400413557671;20,381302202682132;
78;01:18:00;'01:18:00;146,272010323506;;;101,68721053771226;147,75404161240263;45,48160485063853;22,182527748915703;
79;01:19:00;'01:19:00;146,96879704546166;;;102,3597404289413;146,8079767089413;55,339671697136225;20,979871482755435;
80;01:20:00;'01:20:00;146,86392163460994;;;102,28260871192651;21,21296357532739;53,688245652343824;20,436030680947635;
81;01:21:00;'01:21:00;146,40406133452723;;;102,28102400717442;21,902111195045638;49,04363116170011;20,24524524142716;
82;01:22:00;'01:22:00;146,51034972829189;;;105,46153938670619;20,82949929966686;57,463005921933565;20,560958465580555;
83;01:23:00;'01:23:00;146,47282193116246;;;104,01033084729123;21,419138970985255;54,26825578739227;21,546522990044387;
84;01:24:00;'01:24:00;145,3914696858339;;;103,05046223968402;21,023023122136536;50,25223297270699;20,47671724948667;
85;01:25:00;'01:25:00;145,92642470891047;;;102,26591063988954;21,08396210174339;49,504677396219165;21,609292351630423;
86;01:26:00;'01:26:00;145,7441289042286;;;114,73655783352638;20,225290220895637;53,13199768612729;20,20883709666861;
87;01:27:00;'01:27:00;144,89961727221214;;;115,97035890786941;21,416022740784097;50,322193705444455;20,635076746875537;
88;01:28:00;'01:28:00;146,87303090707593;;;164,2648500629007;20,538638964273154;45,57273889874422;81,55675357276677;
89;01:29:00;'01:29:00;146,0518172372412;;;162,44195512754237;22,405044411576682;51,3444337872768;144,38583743201556;
90;01:30:00;'01:30:00;146,8090829989843;;;161,67545488995086;21,406501952601005;54,09772104293522;137,42712691958903;
91;01:31:00;'01:31:00;146,20125429870868;;;161,2131775965307;20,291481654545386;48,376093557475386;135,23968623378698;
92;01:32:00;'01:32:00;146,27888607509783;;;160,45989938332434;19,49282707430546;54,65506017093273;134,60114114068378;
93;01:33:00;'01:33:00;145,97827447288446;;;158,37682288221612;22,721592047389073;79,1575075633446;134,8676532460176;
94;01:34:00;'01:34:00;145,64808276444813;;;160,11004412641222;21,954873750290435;169,33939734232106;135,65930476683516;
95;01:35:00;'01:35:00;146,03263081985784;;;160,95133010238027;21,453752604449207;166,18257264383013;134,55523016281145;
96;01:36:00;'01:36:00;148,39943768383202;;;159,93444357981073;21,31905995736203;160,86345340578032;133,6295787894212;
97;01:37:00;'01:37:00;146,43740459299326;;;158,59982755194366;21,463474337508607;163,12860973689268;133,2439323667849;
98;01:38:00;'01:38:00;145,44073324222987;;;157,77244887395645;21,655520122833636;163,02476231673796;135,2775335630783;
99;01:39:00;'01:39:00;148,26719243719862;;;156,57095565720238;22,462428902758504;166,9321258052788;134,18296850042154;
100;01:40:00;'01:40:00;146,88770143479465;;;155,98515813897492;20,99910039495318;164,82478769755508;134,30679003231728;
101;01:41:00;'01:41:00;22,097012088731923;;;159,16055945313403;81,70383817242916;162,7143794281005;133,92356216590701;
102;01:42:00;'01:42:00;20,43143038396174;;;159,35483229156657;144,67988020436877;159,83645249865222;133,4467166065142;
103;01:43:00;'01:43:00;22,26548923583063;;;157,21557655002442;137,60324081124145;165,05328849602304;134,47139174503204;
104;01:44:00;'01:44:00;20,826862756068795;;;159,50786701813783;134,75228893698122;155,12534255394797;135,49640908624124;
105;01:45:00;'01:45:00;21,63738163244569;;;156,96096620441375;135,82800567171546;155,0003505477478;25,77721598736178;
106;01:46:00;'01:46:00;21,22385733580426;;;160,24305118353507;133,9183925591341;162,08938519022678;20,07702257207698;
107;01:47:00;'01:47:00;21,102207667549365;;;115,07047657213617;135,34471390051658;165,5968214180226;21,821954330811053;
108;01:48:00;'01:48:00;22,25437600205792;;;90,4740297636898;133,73119603573056;131,91259730137205;21,24804434136577;
109;01:49:00;'01:49:00;22,33280384125349;;;90,09026441399743;133,7823726660023;134,24310851450096;20,947811415506738;
110;01:50:00;'01:50:00;22,39615155238843;;;90,17999141278285;134,86189951679316;133,1542454022318;20,32515087862008;
111;01:51:00;'01:51:00;20,412859550000878;;;90,78049710586731;133,9234269765394;71,76509118957686;21,193934248373527;
112;01:52:00;'01:52:00;21,054899301549284;;;91,44406770247514;133,37945834546568;21,55762839238362;20,991756752887397;
113;01:53:00;'01:53:00;20,938445875254065;;;89,93319857490954;134,3141123668799;19,998393693952398;21,47904458816601;
114;01:54:00;'01:54:00;21,182251979990074;;;90,15465005396901;136,90685813376507;21,333718787153405;21,894764349924987;
115;01:55:00;'01:55:00;20,371036780782077;;;89,82510821522035;24,6741053099294;20,48623407599391;22,078805796648805;
116;01:56:00;'01:56:00;21,916448850159448;;;90,58396082774023;20,604338113031748;20,76733153165518;21,401949452673033;
117;01:57:00;'01:57:00;20,74137043614386;;;90,77918186720744;20,94496743297877;21,282113193759468;20,756882014313952;
118;01:58:00;'01:58:00;20,63284438917541;;;90,62155525130585;20,496429150029613;20,184715619620082;20,216531084378;
119;01:59:00;'01:59:00;20,957348714951724;;;96,01617406579618;20,900971939427127;21,11587668193579;21,590466504557494;
120;02:00:00;'02:00:00;21,70846626778163;;;96,13633984657412;22,252528665868944;20,518741406616236;20,53595080642538;
121;02:01:00;'02:01:00;21,0840411212589;;;95,62197138047551;22,567261634948203;21,40734108637455;20,864415445543354;
122;02:02:00;'02:02:00;21,84751357025638;;;96,47961190166389;19,935622023230355;21,372583107948998;20,74039811382857;
123;02:03:00;'02:03:00;21,222049754319954;;;95,8356311751625;22,02292501092171;20,400352504679383;20,621316148898767;
124;02:04:00;'02:04:00;20,523820417255813;;;95,5695299646047;21,228419972486265;22,235356212940996;21,171219097531903;
125;02:05:00;'02:05:00;21,082168211144918;;;96,46459305864632;21,326994635844798;21,046522100076544;20,32275258041956;
126;02:06:00;'02:06:00;20,704969546776308;;;95,5684697958452;22,51964326268773;19,8770900199812;21,59968964692033;
127;02:07:00;'02:07:00;21,490066218936022;;;96,4807880697831;20,19781802116988;21,88193933609894;21,942810596137654;
128;02:08:00;'02:08:00;83,20641464737061;;;96,26844966558649;21,024701042374943;20,87979111946783;21,90235894506995;
129;02:09:00;'02:09:00;144,1707324685144;;;96,64244683662471;20,171764953136528;20,672057021758295;20,882006704497503;
130;02:10:00;'02:10:00;137,55309288308842;;;97,35358729058417;20,21049914077168;21,270250374650956;20,300264378160353;
131;02:11:00;'02:11:00;138,49011685275357;;;96,35680780518656;20,962188042647607;21,851302276667035;21,018429863590793;
132;02:12:00;'02:12:00;134,8811256073837;;;97,10192865202843;20,480832230968417;21,639080027054213;21,509095629361536;
133;02:13:00;'02:13:00;135,3160186799988;;;97,47218010961753;44,656138040748054;20,93131182525461;19,241665031929198;
134;02:14:00;'02:14:00;137,35930305778174;;;98,26853189414852;55,66184649973025;20,40718214954048;19,997504278291363;
135;02:15:00;'02:15:00;135,57378485940308;;;97,3567908543801;44,08604326395403;22,109165917486244;44,4319391213892;
136;02:16:00;'02:16:00;135,78472666255098;;;97,5371733377197;55,7034935344274;21,194167768285904;144,676327494382;
137;02:17:00;'02:17:00;133,9578458235757;;;95,54783689839068;56,089770575110116;21,03321879801308;138,02337760534024;
138;02:18:00;'02:18:00;135,38117491887218;;;95,62793770297675;54,63592757261194;21,269337333550943;135,96960719682784;
139;02:19:00;'02:19:00;134,16279932031176;;;96,15490768227662;136,2433604520992;20,0706380969525;136,13079718960338;
140;02:20:00;'02:20:00;132,72451267854473;;;95,780880504268;112,83248973514941;21,25909414909209;135,32074299027755;
141;02:21:00;'02:21:00;136,0445046003305;;;95,64641223114013;229,14812378985224;21,04680978093277;135,20388553743138;
142;02:22:00;'02:22:00;133,93730033845037;;;95,63010662021178;216,93647861729585;20,48534637458437;135,04639570653154;
143;02:23:00;'02:23:00;135,1613585640851;;;104,52641533953545;292,9714542896437;20,790407485052402;134,94610644056428;
144;02:24:00;'02:24:00;135,15900918398228;;;104,77390251926359;194,28537099338538;38,926533087107394;133,4014334121301;
145;02:25:00;'02:25:00;136,60089242384544;;;158,75375148977412;187,27020671442665;146,05788990808662;130,6098213859027;
146;02:26:00;'02:26:00;138,17148589314803;;;154,99229289360946;189,48504994819737;138,59034659628387;131,84769020872326;
147;02:27:00;'02:27:00;23,882302229625264;;;152,2640843079948;187,10562347094785;135,210885373521;131,4367466227061;
148;02:28:00;'02:28:00;22,188470237551407;;;152,3333875675521;191,17749459540906;135,61456633915293;131,95387338667203;
149;02:29:00;'02:29:00;21,152189295278312;;;153,38692016271506;191,76640604521228;135,8377827399147;131,50308705589947;
150;02:30:00;'02:30:00;21,16940195972235;;;152,90441604692248;191,8480521466637;133,8243779694958;135,07936193949095;
151;02:31:00;'02:31:00;20,77623076226811;;;152,7468781005939;186,41604296849144;134,07801238735863;131,9572396561543;
152;02:32:00;'02:32:00;20,89971738309435;;;151,7844432368017;189,62955343936426;133,35860001324215;71,33792459932425;
153;02:33:00;'02:33:00;20,008504034471517;;;152,1608753129129;186,72246420979033;134,62342402005547;20,705238912983543;
154;02:34:00;'02:34:00;22,867690923936294;;;151,98050618535453;130,62628395874142;132,9505401593859;21,410615686055298;
155;02:35:00;'02:35:00;20,734801816817093;;;151,341938149795;77,41601305359461;134,12110976804377;20,283378963421438;
156;02:36:00;'02:36:00;19,692485549293657;;;151,67771052912377;78,44184944887463;134,88609601003657;19,95780841419834;
157;02:37:00;'02:37:00;21,93531709005169;;;217,47123614232058;76,83439011380209;133,7230485507342;21,796112417440508;
158;02:38:00;'02:38:00;22,024035644487377;;;221,9113603107681;77,29076281622966;133,33122096674057;20,526136220953234;
159;02:39:00;'02:39:00;20,39415258348676;;;219,90528335335213;71,55310621556276;132,91782982900384;21,20089135616076;
160;02:40:00;'02:40:00;20,642179615668805;;;213,45365552029074;79,47858877978526;134,56534383221756;21,6606616423407;
161;02:41:00;'02:41:00;20,788104490693406;;;217,83815311923757;77,04902169562129;133,69080394901533;19,92835802146879;
162;02:42:00;'02:42:00;20,35492599165531;;;222,53604358709518;79,0610061802236;133,40916799665752;21,429481829242444;
163;02:43:00;'02:43:00;22,52861966344951;;;223,642283215839;76,47295328451644;28,23090899425654;21,703644767307054;
164;02:44:00;'02:44:00;20,423900476700588;;;250,40207923815035;78,1216964090739;20,483829330851414;20,28852754762448;
165;02:45:00;'02:45:00;20,04989063525819;;;183,54975281428582;77,59175063843463;19,299193929710473;21,566126064488543;
166;02:46:00;'02:46:00;21,940206325899545;;;196,17498963351917;73,61897850823122;20,384212643886272;21,925291501225942;
167;02:47:00;'02:47:00;20,674665858808755;;;111,94342297266337;73,06778506347453;21,327812868938473;21,94279527009015;
168;02:48:00;'02:48:00;21,364433029132424;;;115,23783861546906;73,9764835524128;20,40015740316038;21,8543393847391;
169;02:49:00;'02:49:00;20,405311631538105;;;112,06667733148356;79,50901160268367;21,168456004309746;21,30780595152607;
170;02:50:00;'02:50:00;22,011628981157784;;;115,77192048775231;75,59907492580058;21,92510333088662;20,449439924356746;
171;02:51:00;'02:51:00;21,786610580284858;;;113,02963895394913;75,47080682728097;20,682401577061807;21,628332486709596;
172;02:52:00;'02:52:00;21,26766533295128;;;112,93984468739015;74,92491519370837;20,82904287149769;20,417732858202108;
173;02:53:00;'02:53:00;20,61096336534061;;;115,2298586093321;77,52606112957965;20,515850484856823;20,36891750004894;
174;02:54:00;'02:54:00;20,911057755278723;;;113,69898313758956;80,6832817877151;22,003520462213032;21,167659296704873;
175;02:55:00;'02:55:00;22,025295571379342;;;115,77842498282932;72,26280182704178;20,994208756055972;21,3026555269096;
176;02:56:00;'02:56:00;20,54886217050296;;;114,30944888536385;77,74626720546298;20,06763908124682;21,65098295538201;
177;02:57:00;'02:57:00;20,962346274609512;;;114,35472908755712;80,37459655600765;20,998455746881657;20,662293275783934;
178;02:58:00;'02:58:00;20,773545937107183;;;114,00445645270419;81,78397049197464;21,842834066216277;21,876489163763207;
179;02:59:00;'02:59:00;45,63130451847142;;;115,41675726638874;78,58770190211524;21,365781403827626;21,554815925006032;
180;03:00:00;'03:00:00;145,05699520255516;;;116,2877351382935;98,0982755856964;22,42192370824779;20,677583499546124;
181;03:01:00;'03:01:00;137,7013240890731;;;116,32107038657124;202,85991059768548;21,94788655570098;20,779238233255747;
182;03:02:00;'03:02:00;135,14669916544167;;;112,6802024370688;189,98018957851284;21,241166059215693;21,185345981003973;
183;03:03:00;'03:03:00;135,1498059815257;;;114,61423964908101;195,06162385136014;20,315948680918197;39,1792602946991;
184;03:04:00;'03:04:00;134,46840042743685;;;114,17887428346407;190,65590117112583;21,404505396268767;145,599580152421;
185;03:05:00;'03:05:00;132,42974828999536;;;112,87892893132546;161,57147966575695;21,115620140870988;137,8810324780597;
186;03:06:00;'03:06:00;134,99312283309436;;;115,29253665440041;161,3828329418421;21,17832544018151;134,62203264822503;
187;03:07:00;'03:07:00;134,61029646724853;;;113,576042537171;163,010444832007;20,31908552589745;135,98398085670095;
188;03:08:00;'03:08:00;132,48238290375102;;;117,51975766624489;159,6956175840893;21,844638342155374;133,81843384182417;
189;03:09:00;'03:09:00;132,04843315260092;;;115,52927307529002;160,525016060623;20,411216964906604;134,55759745108742;
190;03:10:00;'03:10:00;130,7075935570584;;;113,09018639729688;160,70578665905435;33,61866099844096;133,7171764470008;
191;03:11:00;'03:11:00;130,8503390275871;;;116,0524037218056;161,10000398755054;25,78669105942595;134,14782095984637;
192;03:12:00;'03:12:00;131,43780739265014;;;114,04979806126677;160,59535366840944;20,288848531257756;132,66297174347105;
193;03:13:00;'03:13:00;132,1470597597824;;;116,88870729464013;160,01454074893368;21,130591919869815;133,31692245795668;
194;03:14:00;'03:14:00;132,0513212462057;;;113,82575729923961;161,7525913594229;20,49601234754319;284,01537418235654;
195;03:15:00;'03:15:00;133,35991676265087;;;120,12807684410092;55,14476493926812;152,38718340127508;178,76803121894162;
196;03:16:00;'03:16:00;133,6536461174953;;;116,4198502167158;47,924982633182964;147,546254549501;180,82029370092292;
197;03:17:00;'03:17:00;71,71133679962799;;;115,73534433496945;47,780380919860136;146,4215427493853;185,1315022468496;
198;03:18:00;'03:18:00;20,98846499019029;;;114,03758527831022;48,3297826406476;148,24714336293835;263,4828078397197;
199;03:19:00;'03:19:00;21,738340517477745;;;116,89369129216972;48,36875488739716;148,8439340074942;181,59491802321875;
200;03:20:00;'03:20:00;21,807143774237762;;;115,05128530539406;49,82899360781775;149,15035957646126;182,20575683714745;
201;03:21:00;'03:21:00;20,48330357049506;;;182,42046230682217;48,34940546587276;148,01720375721405;75,41828617838819;
202;03:22:00;'03:22:00;21,15724420906816;;;176,85157837212202;47,459564878313316;146,80122646788206;69,28346114844972;
203;03:23:00;'03:23:00;20,87014404574782;;;177,2382081672306;45,932330468245226;147,27791696872671;70,38149626884083;
204;03:24:00;'03:24:00;21,334125232876723;;;176,07427104305722;46,966200382285265;148,28990401072485;71,31387576784029;
205;03:25:00;'03:25:00;21,161870809382936;;;175,34164689593212;46,632899771995056;146,1266166064156;70,44675996196247;
206;03:26:00;'03:26:00;23,049738130189198;;;175,1954517882718;47,53597098089418;147,44653443923713;71,50931042707289;
207;03:27:00;'03:27:00;21,83950160766648;;;181,83710426338027;46,49669432558538;145,71198155235192;62,997294456351234;
208;03:28:00;'03:28:00;100,04172421388913;;;174,66105790176246;49,965419188511625;148,07381487660788;67,22543712328068;
209;03:29:00;'03:29:00;63,38546775381941;;;179,39135596847711;50,79652047066415;146,75689403526235;69,44283668257194;
210;03:30:00;'03:30:00;158,34318494612975;;;176,21020577435192;47,08447174780815;146,58174747237766;71,56095527802829;
211;03:31:00;'03:31:00;32,179290812803366;;;171,91466824393265;46,71374885059024;146,41982482060104;67,61978475117365;
212;03:32:00;'03:32:00;68,59391146598021;;;175,0016975900236;50,16635774402316;145,68502435639508;70,87160237358782;
213;03:33:00;'03:33:00;41,00223099128582;;;172,89936210037646;50,58627204767432;146,16510311347298;69,34188787842122;
214;03:34:00;'03:34:00;40,00349384380402;;;169,57116876551365;47,35895533485764;146,48875581912577;67,68674453101984;
215;03:35:00;'03:35:00;40,7185144760369;;;169,3111628540652;47,935913115397625;147,17028808131255;67,70788549982443;
216;03:36:00;'03:36:00;42,59152982938299;;;170,10293026643805;52,104092666592116;145,90162203172434;71,08137251233991;
217;03:37:00;'03:37:00;40,59142080953375;;;171,52404703143597;48,893675144056054;147,2479509559756;67,28956449226084;
218;03:38:00;'03:38:00;41,01954308045999;;;169,1520633276363;48,60429817268967;144,67817927195605;69,06361482262055;
219;03:39:00;'03:39:00;39,36583113949033;;;168,48149378175268;47,26282807611696;146,65745190545604;70,77401940429098;
220;03:40:00;'03:40:00;39,94305553093405;;;171,40672366039826;180,68124261253107;145,88140614743543;65,4065186810334;
221;03:41:00;'03:41:00;40,863338148582116;;;169,06252911104255;175,18628366362685;146,11033381835202;69,66038475833352;
222;03:42:00;'03:42:00;40,018952994645396;;;171,14248203196613;174,21423330479513;146,40930388681213;63,13435420473756;
223;03:43:00;'03:43:00;39,51000947131114;;;169,79533658871264;174,08133350727195;146,56707295141265;73,9674779443466;
224;03:44:00;'03:44:00;41,626116650608985;;;139,6205859643258;176,04988656694607;147,1239185587158;69,49095518585587;
225;03:45:00;'03:45:00;40,26533659935163;;;140,0038460776964;174,87407928636904;145,86529402578296;74,7562289102055;
226;03:46:00;'03:46:00;41,14807157174029;;;139,80698890209322;176,24160539660315;146,52911823676845;86,50687620748813;
227;03:47:00;'03:47:00;41,69769909626568;;;140,04439502342473;174,25099670370082;146,66771251568682;73,12229994921523;
228;03:48:00;'03:48:00;72,47878575931705;;;142,64754887689597;174,7969610943606;146,34644687601863;73,35923090963357;
229;03:49:00;'03:49:00;69,99100983923032;;;138,99814943910664;171,84441102546916;145,53753309969684;69,59634165667745;
230;03:50:00;'03:50:00;87,95235082013782;;;138,1896111206096;171,98219402516705;145,7340422871255;72,18079351155524;
231;03:51:00;'03:51:00;193,2622303010344;;;140,07176251924633;174,24681935662372;145,49271314870572;206,2933818549472;
232;03:52:00;'03:52:00;190,99281446667706;;;143,21726073215632;172,39299419375257;145,30560082408;191,6776602017008;
233;03:53:00;'03:53:00;187,1890873560479;;;142,2547063631434;174,61592302103514;146,8091714711067;195,6313271713294;
234;03:54:00;'03:54:00;183,13574840657003;;;140,54576850223054;173,0028596959761;147,34587659427797;196,98985138439994;
235;03:55:00;'03:55:00;183,2805199622095;;;139,2938883484466;172,09293574527052;145,68468746768013;194,15360074494524;
236;03:56:00;'03:56:00;184,08926490361458;;;137,23756060937498;174,21827628229383;146,0442935453399;202,7497562939411;
237;03:57:00;'03:57:00;186,11921826585285;;;139,79341721894417;169,79027835224954;146,70030751502256;200,20254349656568;
238;03:58:00;'03:58:00;189,68383085450765;;;142,0686911429737;172,45894137479226;146,0203898342935;199,5175400525959;
