Electricity.Timestep;Time;Sum [kWh]
186;16/04/2025 03:06;0.000679692947744746
187;16/04/2025 03:07;0.0007216568926726116
188;16/04/2025 03:08;0.000689399049019554
189;16/04/2025 03:09;0.0007133241339824122
190;16/04/2025 03:10;0.0007271523516815564
191;16/04/2025 03:11;0.0006765951182898195
192;16/04/2025 03:12;0.0006925866570457399
193;16/04/2025 03:13;0.0006644664555766668
194;16/04/2025 03:14;0.0007007052700338127
195;16/04/2025 03:15;0.0006734490485024882
196;16/04/2025 03:16;0.0007362155615540051
197;16/04/2025 03:17;0.000729682057634541
198;16/04/2025 03:18;0.0007108351676173393
199;16/04/2025 03:19;0.0007103565736302945
200;16/04/2025 03:20;0.0007234100799050678
201;16/04/2025 03:21;0.0007179590503972328
202;16/04/2025 03:22;0.0007001921806210632
203;16/04/2025 03:23;0.0007063748734241583
204;16/04/2025 03:24;0.000752327625600669
205;16/04/2025 03:25;0.0007087229005882745
206;16/04/2025 03:26;0.0007271621795866416
207;16/04/2025 03:27;0.0007229815628465866
208;16/04/2025 03:28;0.0007240779061760849
209;16/04/2025 03:29;0.0007402673196934994
210;16/04/2025 03:30;0.0007236968621276784
211;16/04/2025 03:31;0.0007024746722560956
212;16/04/2025 03:32;0.0007310031311275409
213;16/04/2025 03:33;0.000728816754831438
214;16/04/2025 03:34;0.0007137953492100746
215;16/04/2025 03:35;0.0007089242099530792
216;16/04/2025 03:36;0.0006985379302839011
217;16/04/2025 03:37;0.0007283771307713361
218;16/04/2025 03:38;0.0007027796963819191
219;16/04/2025 03:39;0.000711707190088294
220;16/04/2025 03:40;0.0006945557185787794
221;16/04/2025 03:41;0.0007199326799721164
222;16/04/2025 03:42;0.0007343670054023468
223;16/04/2025 03:43;0.0007186802850587097
224;16/04/2025 03:44;0.0007282206376500772
225;16/04/2025 03:45;0.0007132588624142792
226;16/04/2025 03:46;0.0007537291000260683
227;16/04/2025 03:47;0.0007112283418218567
228;16/04/2025 03:48;0.0007352312085790021
229;16/04/2025 03:49;0.0021073241601299725
230;16/04/2025 03:50;0.001910132483269799
231;16/04/2025 03:51;0.001818746524895812
232;16/04/2025 03:52;0.0018265849360738404
233;16/04/2025 03:53;0.0018816571122112194
234;16/04/2025 03:54;0.0017911870825642327
235;16/04/2025 03:55;0.0018881778203505728
236;16/04/2025 03:56;0.0019838243675271237
237;16/04/2025 03:57;0.001971624934182175
238;16/04/2025 03:58;0.0019643264318205222
239;16/04/2025 03:59;0.001945228291518446
240;16/04/2025 04:00;0.0019423011363616381
241;16/04/2025 04:01;0.0016650310242324361
242;16/04/2025 04:02;0.0021502597167116374
243;16/04/2025 04:03;0.001795815270419486
244;16/04/2025 04:04;0.0017437272463143234
245;16/04/2025 04:05;0.001618225144169114
246;16/04/2025 04:06;0.0017773226763112217
247;16/04/2025 04:07;0.0016888875287150759
248;16/04/2025 04:08;0.002044424824344935
249;16/04/2025 04:09;0.0018180467242526722
250;16/04/2025 04:10;0.001846752724286564
251;16/04/2025 04:11;0.0020818417322447155
252;16/04/2025 04:12;0.0018908234204107577
253;16/04/2025 04:13;0.001893342875120706
254;16/04/2025 04:14;0.001700455203884256
255;16/04/2025 04:15;0.001892874293523826
256;16/04/2025 04:16;0.0018123296938962064
257;16/04/2025 04:17;0.0018496201791969654
258;16/04/2025 04:18;0.0016848625405001228
259;16/04/2025 04:19;0.0018261052530163854
260;16/04/2025 04:20;0.0018920248658718267
261;16/04/2025 04:21;0.0021453668211782457
262;16/04/2025 04:22;0.0017117436269473527
263;16/04/2025 04:23;0.0017528819279028843
264;16/04/2025 04:24;0.0019155910897729485
265;16/04/2025 04:25;0.0019313985498745807
266;16/04/2025 04:26;0.0019629762930634693
267;16/04/2025 04:27;0.0017649987425982611
268;16/04/2025 04:28;0.0018428723967133978
269;16/04/2025 04:29;0.001800711706645022
270;16/04/2025 04:30;0.0019504866292626916
271;16/04/2025 04:31;0.0018437506094839693
272;16/04/2025 04:32;0.0017707806130944118
273;16/04/2025 04:33;0.0018168757546140064
274;16/04/2025 04:34;0.0018460947010081779
275;16/04/2025 04:35;0.0019128343193230664
276;16/04/2025 04:36;0.0019454566920488524
277;16/04/2025 04:37;0.0019581377671507617
278;16/04/2025 04:38;0.0020109564107746764
279;16/04/2025 04:39;0.0018901997799044253
280;16/04/2025 04:40;0.0017888120024078687
281;16/04/2025 04:41;0.0020053930654192888
282;16/04/2025 04:42;0.0020551741483925473
283;16/04/2025 04:43;0.0017305050513155458
284;16/04/2025 04:44;0.002003239600843129
285;16/04/2025 04:45;0.0018771423959195385
286;16/04/2025 04:46;0.0019943633876057204
287;16/04/2025 04:47;0.0019122879299605215
288;16/04/2025 04:48;0.0018773685403922177
289;16/04/2025 04:49;0.0020015708041656896
290;16/04/2025 04:50;0.0019639383528146006
291;16/04/2025 04:51;0.0018267937692289173
292;16/04/2025 04:52;0.000679489573206926
293;16/04/2025 04:53;0.0007098780714336142
294;16/04/2025 04:54;0.0006912493125239439
295;16/04/2025 04:55;0.0007163290887357997
296;16/04/2025 04:56;0.0007104741401696126
297;16/04/2025 04:57;0.0006764779658074611
298;16/04/2025 04:58;0.0007197787124223802
299;16/04/2025 04:59;0.0007426316518372243
300;16/04/2025 05:00;0.0007265602164356377
301;16/04/2025 05:01;0.0007281231686596046
302;16/04/2025 05:02;0.0007051221202505641
303;16/04/2025 05:03;0.0007117618858674826
304;16/04/2025 05:04;0.0007365050188548964
305;16/04/2025 05:05;0.0007230033449633654
306;16/04/2025 05:06;0.0007319965686962376
307;16/04/2025 05:07;0.0007041905526806914
308;16/04/2025 05:08;0.0007353021323673835
309;16/04/2025 05:09;0.0007024016499895815
310;16/04/2025 05:10;0.0007350516059523267
311;16/04/2025 05:11;0.0006800975409696122
312;16/04/2025 05:12;0.0006924321052488537
313;16/04/2025 05:13;0.0007124152208109861
314;16/04/2025 05:14;0.0007255387339258646
315;16/04/2025 05:15;0.000737690187940576
316;16/04/2025 05:16;0.0007159833611904719
317;16/04/2025 05:17;0.0007194692018208343
318;16/04/2025 05:18;0.0006889513091891332
319;16/04/2025 05:19;0.0006871967322114241
320;16/04/2025 05:20;0.0007259860377372029
321;16/04/2025 05:21;0.0007550188454509131
322;16/04/2025 05:22;0.0007321640313828538
323;16/04/2025 05:23;0.00070493828701531
324;16/04/2025 05:24;0.0007158123188878793
325;16/04/2025 05:25;0.0007196121342535272
326;16/04/2025 05:26;0.0007444417322485915
327;16/04/2025 05:27;0.0006893279136432739
328;16/04/2025 05:28;0.0007213421903936629
329;16/04/2025 05:29;0.0007300446305110317
330;16/04/2025 05:30;0.0007103463757461249
331;16/04/2025 05:31;0.000721264780739614
332;16/04/2025 05:32;0.0007313472270602558
333;16/04/2025 05:33;0.0007451054752240561
334;16/04/2025 05:34;0.0007167376303241316
335;16/04/2025 05:35;0.0007505182054752016
336;16/04/2025 05:36;0.0006896048314715286
337;16/04/2025 05:37;0.0006971270023001918
338;16/04/2025 05:38;0.0006964178495646936
339;16/04/2025 05:39;0.0007057125612880665
340;16/04/2025 05:40;0.0007522427009869986
341;16/04/2025 05:41;0.0007535869132310847
342;16/04/2025 05:42;0.0007037228136073389
343;16/04/2025 05:43;0.0007427799089886647
344;16/04/2025 05:44;0.0007079767813151351
345;16/04/2025 05:45;0.0007146512147594465
346;16/04/2025 05:46;0.0007183189768878233
347;16/04/2025 05:47;0.0006942989419245533
348;16/04/2025 05:48;0.0007184123103192327
349;16/04/2025 05:49;0.0007223672064219115
350;16/04/2025 05:50;0.0007052614568524965
351;16/04/2025 05:51;0.0006804900325604487
352;16/04/2025 05:52;0.0007313818990831756
353;16/04/2025 05:53;0.0007553109220838657
354;16/04/2025 05:54;0.0007041753204695032
355;16/04/2025 05:55;0.0007142617747941323
356;16/04/2025 05:56;0.0006749896838815447
357;16/04/2025 05:57;0.0006834404166558444
358;16/04/2025 05:58;0.0006994477420423686
359;16/04/2025 05:59;0.0007171741693191053
360;16/04/2025 06:00;0.0007223372509994233
361;16/04/2025 06:01;0.004059997765037812
362;16/04/2025 06:02;0.008098463558635494
363;16/04/2025 06:03;0.003877152655241369
364;16/04/2025 06:04;0.005329086921989525
365;16/04/2025 06:05;0.00419021471912074
366;16/04/2025 06:06;0.0042159947542482635
367;16/04/2025 06:07;0.0049961357611758
368;16/04/2025 06:08;0.004616791397698355
369;16/04/2025 06:09;0.004802244994673137
370;16/04/2025 06:10;0.0007174825477318454
371;16/04/2025 06:11;0.0007015497611704748
372;16/04/2025 06:12;0.0007271410616701729
373;16/04/2025 06:13;0.0006899504664725176
374;16/04/2025 06:14;0.014166932991308494
375;16/04/2025 06:15;0.0637857719279681
376;16/04/2025 06:16;0.07043642789379434
377;16/04/2025 06:17;0.06970164878805359
378;16/04/2025 06:18;0.055294805463482616
379;16/04/2025 06:19;0.04235014455480704
380;16/04/2025 06:20;0.004507844866578069
381;16/04/2025 06:21;0.0045201525176256935
382;16/04/2025 06:22;0.004567412827367612
383;16/04/2025 06:23;0.004576345035172285
384;16/04/2025 06:24;0.004567803483046197
385;16/04/2025 06:25;0.004590315719637988
386;16/04/2025 06:26;0.004550367710248569
387;16/04/2025 06:27;0.004564255251636175
388;16/04/2025 06:28;0.004558113559617508
389;16/04/2025 06:29;0.004605040898141917
390;16/04/2025 06:30;0.004568208607783941
391;16/04/2025 06:31;0.004601826586925432
392;16/04/2025 06:32;0.004603361834819105
393;16/04/2025 06:33;0.004615528034113793
394;16/04/2025 06:34;0.016117207479963116
395;16/04/2025 06:35;0.026526217403660415
396;16/04/2025 06:36;0.025774226363232188
397;16/04/2025 06:37;0.025301871761523043
398;16/04/2025 06:38;0.024978600371106933
399;16/04/2025 06:39;0.024749000913078998
400;16/04/2025 06:40;0.014088836129478794
401;16/04/2025 06:41;0.01294607973494201
402;16/04/2025 06:42;0.012941689960542629
403;16/04/2025 06:43;0.012953394430149192
404;16/04/2025 06:44;0.01299256199333607
405;16/04/2025 06:45;0.012500922923815504
406;16/04/2025 06:46;0.0035153123198233844
407;16/04/2025 06:47;0.0035739727564553197
408;16/04/2025 06:48;0.0035544130460744465
409;16/04/2025 06:49;0.0035768350319251765
410;16/04/2025 06:50;0.01703052265432409
411;16/04/2025 06:51;0.06379562686090191
412;16/04/2025 06:52;0.07043369921855025
413;16/04/2025 06:53;0.06969589115013101
414;16/04/2025 06:54;0.05527578424193744
415;16/04/2025 06:55;0.042358454810804066
416;16/04/2025 06:56;0.004527917402264226
417;16/04/2025 06:57;0.004553404771300697
418;16/04/2025 06:58;0.0045415588071916185
419;16/04/2025 06:59;0.004553067958498516
420;16/04/2025 07:00;0.004555192036850647
421;16/04/2025 07:01;0.004576591247253147
422;16/04/2025 07:02;0.004580966253477521
423;16/04/2025 07:03;0.0045671439867182645
424;16/04/2025 07:04;0.004590653363841692
425;16/04/2025 07:05;0.004603456025325456
426;16/04/2025 07:06;0.006167235708474307
427;16/04/2025 07:07;0.006601636238622451
428;16/04/2025 07:08;0.006204105532488009
429;16/04/2025 07:09;0.017636333974120157
430;16/04/2025 07:10;0.028278915153874026
431;16/04/2025 07:11;0.027591539034304106
432;16/04/2025 07:12;0.027206429523718524
433;16/04/2025 07:13;0.026826063151282793
434;16/04/2025 07:14;0.026475934296662798
435;16/04/2025 07:15;0.015855841687869895
436;16/04/2025 07:16;0.015032899258725304
437;16/04/2025 07:17;0.014557037072342167
438;16/04/2025 07:18;0.014728465561152333
439;16/04/2025 07:19;0.014158344140520926
440;16/04/2025 07:20;0.005423612418829827
441;16/04/2025 07:21;0.005134084440982959
442;16/04/2025 07:22;0.005312316141414885
443;16/04/2025 07:23;0.0054088939194440536
444;16/04/2025 07:24;0.0053732887407827125
445;16/04/2025 07:25;0.005274092199972559
446;16/04/2025 07:26;0.002534376940158685
447;16/04/2025 07:27;0.016392804999146828
448;16/04/2025 07:28;0.07231466932440216
449;16/04/2025 07:29;0.07151668937625012
450;16/04/2025 07:30;0.057166118277051925
451;16/04/2025 07:31;0.044197598280111
452;16/04/2025 07:32;0.006574850701859007
453;16/04/2025 07:33;0.006294938415497761
454;16/04/2025 07:34;0.006593383801176058
455;16/04/2025 07:35;0.006328347347663971
456;16/04/2025 07:36;0.0063892742845468335
457;16/04/2025 07:37;0.006439159308796187
458;16/04/2025 07:38;0.0063712712164218244
459;16/04/2025 07:39;0.006345770624095899
460;16/04/2025 07:40;0.006195062626018843
461;16/04/2025 07:41;0.006184500397462987
462;16/04/2025 07:42;0.006583809260407063
463;16/04/2025 07:43;0.01791765137722781
464;16/04/2025 07:44;0.02844036269532023
465;16/04/2025 07:45;0.02741675542716335
466;16/04/2025 07:46;0.027025411035211593
467;16/04/2025 07:47;0.026758818198822424
468;16/04/2025 07:48;0.026430042952213826
469;16/04/2025 07:49;0.015824229595312714
470;16/04/2025 07:50;0.014576194187860608
471;16/04/2025 07:51;0.028897126257415313
472;16/04/2025 07:52;0.02816414727076422
473;16/04/2025 07:53;0.029896876269407947
474;16/04/2025 07:54;0.020062344467726936
475;16/04/2025 07:55;0.021662593766810553
476;16/04/2025 07:56;0.020833630188947596
477;16/04/2025 07:57;0.02170285910284576
478;16/04/2025 07:58;0.016945071913116963
479;16/04/2025 07:59;0.016414647913682665
480;16/04/2025 08:00;0.020066313089382233
481;16/04/2025 08:01;0.017875595953704897
482;16/04/2025 08:02;0.019197202448791563
483;16/04/2025 08:03;0.01894236190573579
484;16/04/2025 08:04;0.01812634375925403
485;16/04/2025 08:05;0.017282958556631506
486;16/04/2025 08:06;0.018257166023706722
487;16/04/2025 08:07;0.01890131436479993
488;16/04/2025 08:08;0.015126468498416349
489;16/04/2025 08:09;0.016498598421084962
490;16/04/2025 08:10;0.01818923754783278
491;16/04/2025 08:11;0.015254213171095128
492;16/04/2025 08:12;0.017806948997461557
493;16/04/2025 08:13;0.01848479595906852
494;16/04/2025 08:14;0.017924659433842985
495;16/04/2025 08:15;0.01649399231331488
496;16/04/2025 08:16;0.017531599284547894
497;16/04/2025 08:17;0.015032953002493927
498;16/04/2025 08:18;0.002521163199450764
499;16/04/2025 08:19;0.002476337955194652
500;16/04/2025 08:20;0.00253786512547463
501;16/04/2025 08:21;0.0023744842152402766
502;16/04/2025 08:22;0.002247089357877175
503;16/04/2025 08:23;0.0024356035915611596
504;16/04/2025 08:24;0.002741981001770661
505;16/04/2025 08:25;0.002400719163491525
506;16/04/2025 08:26;0.0024660903167438653
507;16/04/2025 08:27;0.0022924686000499106
508;16/04/2025 08:28;0.002349399857509714
509;16/04/2025 08:29;0.002624899291758038
510;16/04/2025 08:30;0.0027542664330522286
511;16/04/2025 08:31;0.0025017668895901293
512;16/04/2025 08:32;0.0024547134521121805
513;16/04/2025 08:33;0.002687843241810721
514;16/04/2025 08:34;0.002516885155461323
515;16/04/2025 08:35;0.002455004951228036
516;16/04/2025 08:36;0.0023074978400404182
517;16/04/2025 08:37;0.002582169888813528
518;16/04/2025 08:38;0.002486308496554242
519;16/04/2025 08:39;0.002378362022597304
520;16/04/2025 08:40;0.0024292348607793464
521;16/04/2025 08:41;0.002753546634032423
522;16/04/2025 08:42;0.0024551523185277284
523;16/04/2025 08:43;0.0025204448021391244
524;16/04/2025 08:44;0.00217535113783234
525;16/04/2025 08:45;0.0023751009835917777
526;16/04/2025 08:46;0.002361091247828661
527;16/04/2025 08:47;0.0025695266261221332
528;16/04/2025 08:48;0.0024440189905765783
529;16/04/2025 08:49;0.0024848127217550146
530;16/04/2025 08:50;0.002242019401602592
531;16/04/2025 08:51;0.0024693934063464494
532;16/04/2025 08:52;0.002555812712270529
533;16/04/2025 08:53;0.002490687101232305
534;16/04/2025 08:54;0.002582859442567964
535;16/04/2025 08:55;0.002480375461881333
536;16/04/2025 08:56;0.002223764508612051
537;16/04/2025 08:57;0.0025818365006141848
538;16/04/2025 08:58;0.0025346869870573603
539;16/04/2025 08:59;0.0026389737075737207
540;16/04/2025 09:00;0.0026325200165567084
541;16/04/2025 09:01;0.0026018982368160772
542;16/04/2025 09:02;0.002435884231569636
543;16/04/2025 09:03;0.0023477689740525596
544;16/04/2025 09:04;0.0028612548628366872
545;16/04/2025 09:05;0.0026219728062113275
546;16/04/2025 09:06;0.0021664794277666912
547;16/04/2025 09:07;0.003688261775638316
548;16/04/2025 09:08;0.0033133443194270588
549;16/04/2025 09:09;0.003741866062008509
550;16/04/2025 09:10;0.0038479682327709113
551;16/04/2025 09:11;0.0036039908463533976
552;16/04/2025 09:12;0.003527288094787337
553;16/04/2025 09:13;0.003735614434029634
554;16/04/2025 09:14;0.003789712208222412
555;16/04/2025 09:15;0.003749992262948023
556;16/04/2025 09:16;0.0035730665314780453
557;16/04/2025 09:17;0.0036102693286989237
558;16/04/2025 09:18;0.003584876595875338
559;16/04/2025 09:19;0.0038123456508469874
560;16/04/2025 09:20;0.0034839863413426426
561;16/04/2025 09:21;0.003652917722743645
562;16/04/2025 09:22;0.003686462904065777
563;16/04/2025 09:23;0.0036834023361008873
564;16/04/2025 09:24;0.003789916929958855
565;16/04/2025 09:25;0.0037080355272998476
566;16/04/2025 09:26;0.00186605496688316
567;16/04/2025 09:27;0.0018738379579414431
568;16/04/2025 09:28;0.0019339675602514153
569;16/04/2025 09:29;0.002002970379982001
570;16/04/2025 09:30;0.0016539815213225573
571;16/04/2025 09:31;0.002025162829579718
572;16/04/2025 09:32;0.0018272200985628962
573;16/04/2025 09:33;0.0018384092615447041
574;16/04/2025 09:34;0.0019108923206809629
575;16/04/2025 09:35;0.0019293489143491582
576;16/04/2025 09:36;0.0017853317066971446
577;16/04/2025 09:37;0.0019889327792746284
578;16/04/2025 09:38;0.001788653048885643
579;16/04/2025 09:39;0.0019049965833888426
580;16/04/2025 09:40;0.0018613581358369368
581;16/04/2025 09:41;0.0020688726781222582
582;16/04/2025 09:42;0.001736454618255618
583;16/04/2025 09:43;0.0019155355508994898
584;16/04/2025 09:44;0.0019300694565395015
585;16/04/2025 09:45;0.0019503189831286175
586;16/04/2025 09:46;0.001889344141907919
587;16/04/2025 09:47;0.001900679780714135
588;16/04/2025 09:48;0.0017763676663275225
589;16/04/2025 09:49;0.001848297720060485
590;16/04/2025 09:50;0.0018161048735201542
591;16/04/2025 09:51;0.0017863991698545503
592;16/04/2025 09:52;0.001856255094470749
593;16/04/2025 09:53;0.0018954232068699112
594;16/04/2025 09:54;0.001758076936515205
595;16/04/2025 09:55;0.0019705839345317212
596;16/04/2025 09:56;0.0018208898411990937
597;16/04/2025 09:57;0.0017915618630546532
598;16/04/2025 09:58;0.0015891669829298963
599;16/04/2025 09:59;0.0019830913282702896
600;16/04/2025 10:00;0.0019076223887609363
601;16/04/2025 10:01;0.0019246675290196767
602;16/04/2025 10:02;0.0018074230955711357
603;16/04/2025 10:03;0.0016509676762204533
604;16/04/2025 10:04;0.0020724911819606957
605;16/04/2025 10:05;0.0017501121213900504
606;16/04/2025 10:06;0.002158316053058262
607;16/04/2025 10:07;0.002046610245573276
608;16/04/2025 10:08;0.001973392825843531
609;16/04/2025 10:09;0.0019359527161479577
610;16/04/2025 10:10;0.0007065378242349126
611;16/04/2025 10:11;0.0007186780685118599
612;16/04/2025 10:12;0.0007035403505624402
613;16/04/2025 10:13;0.0006811099612119903
614;16/04/2025 10:14;0.0007418858977650102
615;16/04/2025 10:15;0.0007143482298115519
