Electricity.Time;Time span;Bathroom Light (20W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Kitchen Light (20W) [Watt];Living Room Light (Energy Saving Lamp, 20W) [Watt];Bedroom Light (20W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];Electric Kettle / Petra WK288 1.5L [Watt];PC / Acer 8400 [Watt];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [Watt];Epson Stylus Color 860 [Watt];TASKalfa 180 [Watt];Canon CanoScan LIDE 110 [Watt];External Harddrive Iomega 3.5" [Watt];Miele DA 61 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [Watt];Christopeit Treadmill TM 2 Pro [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Lawn Mower / Sabo 32-EL [Watt];Hair Dryer Braun Silencio 1250 [Watt];Laptop Sony Vaio SVE151G11M [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Blender Vitamix Moulinex [Watt];AFK BM-2N [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Clatronic MS 3249 Milk Foamer [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Dryer / Miele T 8626 WP [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];Sony PlayStation 3 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Router O2 Box 6431 [Watt];Phone Siemens Gigaset C320 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];Electric Razor Braun Cruzer 5 [Watt];
10;00:10:00;0;0;0;0;0;0;0;0,9623084552877088;0;0;0;0;0;1,1495411798666497;0,8830822488373354;0,1713073355036048;1,8125979682123552;0;0;0;0;0;0;0;0;0;1,97271160775711;0;0,7520488444856097;0,19771118843776284;0,9498714627735466;0;0;0;0;0;0;0;0;0;3,248737832676108;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
11;00:11:00;0;0;0;0;0;0;0;0,9625411985865584;0;0;0;0;0;1,1514649815832498;0,8840371259858195;0,17154985905445308;1,8171873324145922;0;0;0;0;0;0;0;0;0;1,9739386608389176;0;0,7533842456758442;0,19873368800919286;0,951809922456175;0;0;0;0;0;0;0;0;0;3,2646454193834837;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
12;00:12:00;0;0;0;0;0;0;0;0,964706405900935;0;0;0;0;0;1,155614622735746;0,8863213266046985;0,17198488444013166;1,8172732776972604;0;0;0;0;0;0;0;0;0;1,9741649812382496;0;0,7545349775889646;0,1991265926572934;0,95420738822819;0;0;0;0;0;0;0;0;0;3,2782149537608936;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
13;00:13:00;0;0;0;0;0;0;0;0,9647777574521664;0;0;0;0;0;1,1590716615202834;0,8972665253457529;0,17223471771335352;1,827980171804439;0;0;0;0;0;0;0;0;0;1,982274225619695;0;0,7550448526062561;0,19919589483150385;0,9557932480924417;0;0;0;0;0;0;0;0;0;3,281009201413545;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
14;00:14:00;0;0;0;0;0;0;0;0,9655024137526116;0;0;0;0;0;1,160163923918131;0,8988118208646562;0,1732007252605871;1,8348779906515913;0;0;0;0;0;0;0;0;0;1,9833454848687913;0;0,756157110310808;0,20013719715434877;0,956550663709426;0;0;0;0;0;0;0;0;0;3,287560610769572;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
15;00:15:00;0;0;0;0;0;0;0;0,9655132163010486;0;0;0;0;0;1,1665176943262254;0,9016952992008067;0,17322134882783843;1,8371955929135597;0;0;0;0;0;0;0;0;0;1,985082371077311;0;0,7587265214293586;0,2003320725997435;0,9590533619799434;0;0;0;0;0;0;0;0;0;3,292643197876253;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
16;00:16:00;0;0;0;0;0;0;0;0,9671952710435394;0;0;0;0;0;1,1691649385418992;0,9034465440708525;0,17344536975869113;1,849209911877977;0;0;0;0;0;0;0;0;0;2,00006234693447;0;0,7594102248622129;0,20400576503448556;0,963012559139198;0;0;0;0;0;0;0;0;0;3,3222254840109304;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
17;00:17:00;0;0;0;0;0;0;0;0,9674909001876171;0;0;0;0;0;1,177101776190899;0,9093722791344333;0,17374500443929158;1,8539896569840582;0;0;0;0;0;0;0;0;0;2,0011208202802804;0;0,760008621455804;0,20437164911241004;0,9638797582322591;0;0;0;0;0;0;0;0;0;3,3245483853801137;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
18;00:18:00;0;0;0;0;0;0;0;0,9705904259676812;0;0;0;0;0;1,1788905346321294;0,9119125790569196;0,17395626360170194;1,855659493569976;0;0;0;0;0;0;0;0;0;2,012975731431429;0;0,7602133128304739;0,20438175638383435;0,9645241916442938;0;0;0;0;0;0;0;0;0;3,3263074206410534;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
19;00:19:00;0;0;0;0;0;0;0;0,9709804117528303;0;0;0;0;0;1,1840224040905611;0,9147758409689166;0,17450709175579154;1,855800416789618;0;0;0;0;0;0;0;0;0;2,0155869636740813;0;0,7610010548589057;0,2044726483555794;0,9651302742336306;0;0;0;0;0;0;0;0;0;3,3315878802659142;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
20;00:20:00;0;0;0;0;0;0;0;0,9743810153174294;0;0;0;0;0;1,185470049393249;0,9177791384681028;0,17466722880072028;1,8587323179424786;0;0;0;0;0;0;0;0;0;2,045206758219666;0;0,7615159339338611;0,20458362553575235;0,9668725320931065;0;0;0;0;0;0;0;0;0;3,336944523226321;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
21;00:21:00;0;0;0;0;0;0;0;0,9760880650688217;0;0;0;0;0;1,1871079340494244;0,9178841248500251;0,17481567376528517;1,8592296057996864;0;0;0;0;0;0;0;0;0;2,045330377434634;0;0,7626294478293327;0,20483774043810601;0,9737912637342359;0;0;0;0;0;0;0;0;0;3,3407853189143624;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
22;00:22:00;0;0;0;0;0;0;0;0,9794920734275149;0;0;0;0;0;1,1871416121645364;0,9192983549434741;0,17495649574420905;1,8631783194973794;0;0;0;0;0;0;0;0;0;2,0456113233154736;0;0,7648049095649204;0,2051499038502196;0,9747534935367902;0;0;0;0;0;0;0;0;0;3,34671475031005;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
23;00:23:00;0;0;0;0;0;0;0;0,9836393259369469;0;0;0;0;0;1,1887303466374757;0,9203293304646633;0,17508855540214024;1,8739286539896027;0;0;0;0;0;0;0;0;0;2,050140637335128;0;0,764952564601984;0,20520124840089174;0,9751379098627911;0;0;0;0;0;0;0;0;0;3,3724073992606747;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
24;00:24:00;0;0;0;0;0;0;0;0,9837754002579573;0;0;0;0;0;1,1888329835560587;0,9208085300106668;0,1751214145977115;1,8760991898520114;0;0;0;0;0;0;0;0;0;2,0541332190490995;0;0,7665766617611017;0,20545932390657473;0,9759708108518739;0;0;0;0;0;0;0;0;0;3,3795079852017467;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
25;00:25:00;0;0;0;0;0;0;0;0,9846000934530774;0;0;0;0;0;1,1942491438996579;0,9212605550419293;0,17517271048747268;1,8763923260607314;0;0;0;0;0;0;0;0;0;2,0569174707097417;0;0,7699488314400129;0,2056374877088814;0,9765709106428457;0;0;0;0;0;0;0;0;0;3,383708527276877;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
26;00:26:00;0;0;0;0;0;0;0;0,9880005036391589;0;0;0;0;0;1,1944405473711819;0,9226642605237115;0,17588890530577656;1,8775728377496437;0;0;0;0;0;0;0;0;0;2,059658095457514;0;0,7744957626097458;0,20630581938071998;0,9781874797821845;0;0;0;0;0;0;0;0;0;3,3859146214230353;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
27;00:27:00;0;0;0;0;0;0;0;0,9885530521781662;0;0;0;0;0;1,1954658410174523;0,9231295453833553;0,17622491079975952;1,8790247875371844;0;0;0;0;0;0;0;0;0;2,0610908659562703;0;0,7764297831785381;0,20649953490106435;0,9793692367887967;0;0;0;0;0;0;0;0;0;3,3903822332489173;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
28;00:28:00;0;0;0;0;0;0;0;0,9901788405761801;0;0;0;0;0;1,1956007822528953;0,923785850937777;0,17633537836887916;1,8793438898107333;0;0;0;0;0;0;0;0;0;2,063470440269429;0;0,7766003456049989;0,20679246886882938;0,9797039134807638;0;0;0;0;0;0;0;0;0;3,3929628714511626;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
29;00:29:00;0;0;0;0;0;0;0;0,9909053019139955;0;0;0;0;0;1,1967427362809915;0,9242872237455912;0,1767592941782987;1,8843592237859565;0;0;0;0;0;0;0;0;0;2,0764980119185483;0;0,7772716163533172;0,20687154828387358;0,9804227138841648;0;0;0;0;0;0;0;0;0;3,393750729605718;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
30;00:30:00;0;0;0;0;0;0;0;0,9911711377118212;0;0;0;0;0;1,1974033729379816;0,924917525097625;0,17711657917421778;1,8844544488074095;0;0;0;0;0;0;0;0;0;2,085164965852136;0;0,7781124473237169;0,2074386260129197;0,98207382534648;0;0;0;0;0;0;0;0;0;3,3985615213428906;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
31;00:31:00;0;0;0;0;0;0;0;0,9934953107221614;0;0;0;0;0;1,198196796409468;0,9269636759491086;0,17722681930333517;1,885844295094681;0;0;0;0;0;0;0;0;0;2,086055802004366;0;0,7851761537474242;0,20752447128511406;0,9836353557682591;0;0;0;0;0;0;0;0;0;3,408160496503657;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
32;00:32:00;0;0;0;0;0;0;0;0,9948145415278936;0;0;0;0;0;1,200401391643646;0,9272009205169662;0,17733165758725436;1,8970280712230856;0;0;0;0;0;0;0;0;0;2,088006501235822;0;0,7867034521740939;0,2078462010630686;0,986284323906312;0;0;0;0;0;0;0;0;0;3,4090769168626207;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
33;00:33:00;0;0;0;0;0;0;0;0,9980644499890634;0;0;0;0;0;1,2016852177049961;0,9281258566355772;0,17765603545985126;1,8977486723238306;0;0;0;0;0;0;0;0;0;2,092426886307703;0;0,7867813867921062;0,20807097629079027;0,9880533504387775;0;0;0;0;0;0;0;0;0;3,409184711842515;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
34;00:34:00;0;0;0;0;0;0;0;0,9999571059904472;0;0;0;0;0;1,205259449642977;0,9283070763816695;0,17812630176729008;1,898793939143781;0;0;0;0;0;0;0;0;0;2,0930319667969286;0;0,7893772118463228;0,2082506481214143;0,9891627832597113;0;0;0;0;0;0;0;0;0;3,4092650118697145;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
35;00:35:00;0;0;0;0;0;0;0;1,0003747868921695;0;0;0;0;0;1,206922532190263;0,9283488536334655;0,17847498199615527;1,8997256528188253;0;0;0;0;0;0;0;0;0;2,0947478695542374;0;0,7932984015330555;0,20843775740753623;0,9927010684234013;0;0;0;0;0;0;0;0;0;3,419544942858969;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
36;00:36:00;0;0;0;0;0;0;0;1,0016540958528772;0;0;0;0;0;1,2072831611221995;0,929422339887662;0,17861292988489877;1,899939458805881;0;0;0;0;0;0;0;0;0;2,09544941019938;0;0,7964689118262478;0,20914825800796968;0,9940589873606045;0;0;0;0;0;0;0;0;0;3,4262124660470574;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
37;00:37:00;0;0;0;0;0;0;0;1,0035686702517774;0;0;0;0;0;1,2077974983618984;0,9300835309622673;0,17877148218446365;1,9055451612819392;0;0;0;0;0;0;0;0;0;2,1010983564595196;0;0,7974301450658038;0,21030104705579758;0,9942634054230345;0;0;0;0;0;0;0;0;0;3,426644367590201;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
38;00:38:00;0;0;0;0;0;0;0;1,003649063188357;0;0;0;0;0;1,2078313185132081;0,9309822811221196;0,1791690590010541;1,9061095420139058;0;0;0;0;0;0;0;0;0;2,1056136295516037;0;0,7983359178381547;0,21047324535591874;0,9945243359546155;0;0;0;0;0;0;0;0;0;3,4279237756648406;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
39;00:39:00;0;0;0;0;0;0;0;1,0040798313977282;0;0;0;0;0;1,2082467768230893;0,9327675254889191;0,17936776155480888;1,9104548785288065;0;0;0;0;0;0;0;0;0;2,105787950031325;0;0,7987313836413586;0,21072356880068482;0,9976293002481521;0;0;0;0;0;0;0;0;0;3,4320850488844528;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
40;00:40:00;0;0;0;0;0;0;0;1,0044958317633337;0;0;0;0;0;1,2101031394550177;0,9346429913757981;0,17956443952992737;1,9112333041695835;0;0;0;0;0;0;0;0;0;2,1070670635833926;0;0,7990894570504268;0,21090814321489637;0,9984576527678606;0;0;0;0;0;0;0;0;0;3,432362714195164;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
41;00:41:00;0;0;0;0;0;0;0;1,004790792572928;0;0;0;0;0;1,2107235177565216;0,935609028398797;0,17970801794976413;1,9184643212179417;0;0;0;0;0;0;0;0;0;2,1118301099589987;0;0,8010882116184723;0,2109226303738603;0,9987436062542844;0;0;0;0;0;0;0;0;0;3,4376394449739647;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
42;00:42:00;0;0;0;0;0;0;0;1,0059782251278928;0;0;0;0;0;1,2107974311522345;0,9363710547477148;0,17988934773028728;1,9224800571644858;0;0;0;0;0;0;0;0;0;2,1121352164155858;0;0,8034458702355548;0,2109410172465765;0,9995228570787941;0;0;0;0;0;0;0;0;0;3,440948036376027;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
43;00:43:00;0;0;0;0;0;0;0;1,0076929553759173;0;0;0;0;0;1,2154445363899535;0,9370216122777588;0,18007528944814422;1,925547350712589;0;0;0;0;0;0;0;0;0;2,1154080840573104;0;0,8046359943944954;0,21130027209212857;0,99957034551229;0;0;0;0;0;0;0;0;0;3,445746176394614;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
44;00:44:00;0;0;0;0;0;0;0;1,0101701852804315;0;0;0;0;0;1,2169949827911415;0,9374796197596794;0,1805233396343816;1,9276665483192372;0;0;0;0;0;0;0;0;0;2,1169876846086266;0;0,8055960940609631;0,2113834906681102;1,0037528332415773;0;0;0;0;0;0;0;0;0;3,464891060215002;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
45;00:45:00;0;0;0;0;0;0;0;1,0105144838889228;0;0;0;0;0;1,2187849744924826;0,9381942753950215;0,18056386771750454;1,9309722847666484;0;0;0;0;0;0;0;0;0;2,1206332404861405;0;0,8064419338427412;0,21171490601017856;1,0043584805260997;0;0;0;0;0;0;0;0;0;3,472922919052902;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
46;00:46:00;0;0;0;0;0;0;0;1,012833989883182;0;0;0;0;0;1,219728432704379;0,939785236579406;0,18058280513482655;1,9343890391255647;0;0;0;0;0;0;0;0;0;2,124247327943593;0;0,8069202287653822;0,21171883272768605;1,0048868807669191;0;0;0;0;0;0;0;0;0;3,4739813877789616;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
47;00:47:00;0;0;0;0;0;0;0;1,0134240661969667;0;0;0;0;0;1,2197873251150915;0,9403453640510953;0,18088801353396636;1,935595690812471;0;0;0;0;0;0;0;0;0;2,1304824084165976;0;0,8074187216087007;0,211727989564558;1,0075474190579425;0;0;0;0;0;0;0;0;0;3,485628098089961;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
48;00:48:00;0;0;0;0;0;0;0;1,01405079155513;0;0;0;0;0;1,2221679441486204;0,9434351141997428;0,18091374388452738;1,9362642966550876;0;0;0;0;0;0;0;0;0;2,130595996264065;0;0,8093400789566155;0,21195264745292317;1,008024248616678;0;0;0;0;0;0;0;0;0;3,4857018971019023;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
49;00:49:00;0;0;0;0;0;0;0;1,0145285942903752;0;0;0;0;0;1,2235954067047994;0,9435852138174887;0,18115586083892182;1,937565157165497;0;0;0;0;0;0;0;0;0;2,1318037023659246;0;0,8098882467910387;0,2122131663666604;1,0093484007357374;0;0;0;0;0;0;0;0;0;3,495975594967457;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
50;00:50:00;0;0;0;0;0;0;0;1,0153126834990336;0;0;0;0;0;1,2241312321303994;0,9449220289700603;0,18123693855719736;1,9402567447844405;0;0;0;0;0;0;0;0;0;2,1321198740852454;0;0,8104811213767058;0,21246345960641516;1,0101277872115142;0;0;0;0;0;0;0;0;0;3,5011433098664835;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
51;00:51:00;0;0;0;0;0;0;0;1,0168085483383142;0;0;0;0;0;1,225004235075251;0,9461519456151222;0,1814288917453303;1,9414834570279735;0;0;0;0;0;0;0;0;0;2,133924691005718;0;0,8111103335177102;0,21283870986640294;1,0115556095900087;0;0;0;0;0;0;0;0;0;3,504708697949267;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
52;00:52:00;0;0;0;0;0;0;0;1,0169609461241724;0;0;0;0;0;1,2253391227084158;0,9479568879849144;0,18146429197208402;1,942411731936194;0;0;0;0;0;0;0;0;0;2,1360010710603183;0;0,8112512033612966;0,21285994654678642;1,0146817609304866;0;0;0;0;0;0;0;0;0;3,5057070322256934;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
53;00:53:00;0;0;0;0;0;0;0;1,0169660022585285;0;0;0;0;0;1,2269247711731925;0,948022083591508;0,18170318824341689;1,9472419459227603;0;0;0;0;0;0;0;0;0;2,1376962063572837;0;0,811796494436383;0,21306936474346896;1,0151331138614574;0;0;0;0;0;0;0;0;0;3,507802462469661;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
54;00:54:00;0;0;0;0;0;0;0;1,0175733321666496;0;0;0;0;0;1,2271263770098104;0,9517611121082188;0,18171986424784967;1,9483645582391635;0;0;0;0;0;0;0;0;0;2,138900216532676;0;0,8156569808018077;0,21312242764950934;1,0159532678429766;0;0;0;0;0;0;0;0;0;3,511418456056951;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
55;00:55:00;0;0;0;0;0;0;0;1,0175976518662682;0;0;0;0;0;1,2275558401317272;0,9521659230824826;0,1818630478350322;1,948396476332098;0;0;0;0;0;0;0;0;0;2,1478466261320146;0;0,8156753575160011;0,21313954554316059;1,0168473339041908;0;0;0;0;0;0;0;0;0;3,511689811948653;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
56;00:56:00;0;0;0;0;0;0;0;1,0183238687388474;0;0;0;0;0;1,2294234830430728;0,9522973496161617;0,18192732291580332;1,9521293332323233;0;0;0;0;0;0;0;0;0;2,148038159455909;0;0,8158919624396271;0,21355849374658148;1,0184379644045765;0;0;0;0;0;0;0;0;0;3,512200158606103;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
57;00:57:00;0;0;0;0;0;0;0;1,0189973157769456;0;0;0;0;0;1,2296793282814482;0,9523057098058524;0,18206544650088072;1,9530034472050848;0;0;0;0;0;0;0;0;0;2,1488173650036924;0;0,8161056926220308;0,21364839052828913;1,0186124369150689;0;0;0;0;0;0;0;0;0;3,5136207920244433;0;0;6,11708049180328;2,72044196721312;0,16089737704918;0,926795163934426;
58;00:58:00;0;0;0;0;0;0;0;1,0216446910215464;0;0;0;0;0;1,231100303539155;0,952565040777129;0,18246591978237142;1,956526240595977;0;0;0;0;0;0;0;0;0;2,1494757299820098;0;0,81613606147604;0,21379089319385258;1,0186448405780462;0;0;0;0;0;0;0;0;0;3,514006946665278;0;0;6,31525704918033;2,72044196721312;0,16089737704918;0,926795163934426;
59;00:59:00;0;0;0;0;0;0;0;1,0232587992873652;0;0;0;0;0;1,231354933033013;0,9543288049510368;0,1825745729107534;1,9581902291137605;0;0;0;0;0;0;0;0;0;2,153075368881691;0;0,8162162925258569;0,21380433328869602;1,019088174540152;0;0;0;0;0;0;0;0;0;3,5145799630965775;0;0;6,31525704918033;2,72044196721312;0,16089737704918;0,926795163934426;
60;01:00:00;0;0;0;0;0;0;0;1,0233576580838346;0;0;0;0;0;1,2342731524489228;0,9554091271058279;0,18261182876937349;1,9585001638541684;0;0;0;0;0;0;0;0;0;2,160191897433503;0;0,8174248845454334;0,2142494703664827;1,0206862322529655;0;0;0;0;0;0;0;0;0;3,515437584130232;0;0;6,31525704918033;2,72044196721312;0,16089737704918;0,926795163934426;
