Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;
AFK BM-2N;0;0;8;0;Kitchen equipment / Breadmaker;
Miele DG 1450;0;0;62;0;Kitchen equipment / Baking oven / Normal sized Baking oven;
Handmixer / Phillips Robust HR 1581;0;0;1;0;Kitchen equipment / Handmixer;
Clatronic MS 3249 Milk Foamer;0,029540910144644255;5,391216101397577;4;1,3478040253493941;Kitchen equipment / Coffee equipment / Cappucino creamer;
Dishwasher NEFF SD6P1F (2011);-0,19182791584699446;-35,00859464207649;0;0;Kitchen equipment / Dishwashers;
Dryer / Miele T 8626 WP;0,5373274859221925;98,06226618080012;349;0,2809807053891121;Appliances / Dryer;
Steam Iron / Phillips GC 4410;0;0;31;0;Appliances / Steam iron;
Washing Machine / Bosch WAE 28143;0,25102694859629243;45,812418118823366;184;0,2489805332544748;Appliances / Washing machine;
Sony PlayStation 3;0,06328253734247276;11,549063065001278;57;0,20261514149125048;Education and Entertainment equipment / Video game console / Playstation 3;
Canister vacuum cleaner / Siemens VS 06 G 1831;0;0;48;0;Appliances / Vacuum cleaner / Canister vacuum cleaner;
Siemens Kl 20 LA 65 (A+);1,1219095888166613;204,74849995904069;0;0;(no category);
Kitchen radio / AEG KRC 4323 CD;0,049742926100892766;9,07808401341293;0;0;Education and Entertainment equipment / Hifi devices / Kitchen radio;
PC / Acer 8400;0,047087268314726476;8,593426467437581;0;0;Computers and Components / Computer / PC;
Router O2 Box 6431;-1,1787479399945369;-215,12149904900298;0;0;(no category);
PC Monitor / Fujitsu Siemens Scaleoview D19-1;0,036498388655856966;6,6609559296938965;0;0;Computers and Components / Monitor / TFT display;
Epson Stylus Color 860;0,009380461494485716;1,7119342227436432;0;0;Computers and Components / Printer / Ink jet printer;
TASKalfa 180;0,09954690151122929;18,167309525799347;0;0;Computers and Components / Computer component / Photocopier;
Phone Siemens Gigaset C320;0,41071467403660766;74,9554280116809;0;0;(no category);
Laptop Sony Vaio SVE151G11M;0,009941666666667784;1,8143541666668705;0;0;Computers and Components / Computer / Laptop;
Electric Toothbrush Dondodent Professional Clean;-0,4932726091092842;-90,02225116244436;0;0;(no category);
CD/DVD Player / Philips DVDR 725 H;0,04251747264124848;7,759438757027847;0;0;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
SAT Receiver / Kathrein UFS913;0,05320162882906236;9,709297261303881;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
TV Medion MD20123_DE_A;0,001187666666666659;0,21674916666666524;0;0;Education and Entertainment equipment / Entertainment device / Television set;
Electric Razor Braun Cruzer 5;0,26058689203961427;47,557107797229605;0;0;(no category);
Sony PlayStation 3;0,17888451058916327;32,6464231825223;0;0;Education and Entertainment equipment / Video game console / Playstation 3;
Sums;2,4718439472703064;451,111520376831;1440
