Reactive.Time;Calender;Bathroom Light (20W);Bathroom Mirror Light 10 W (LED);Kitchen Light (20W);Living Room Light (Energy Saving Lamp, 20W);Bedroom Light (20W);Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Nespresso Coffee Machine, Single Cup;Food Slicer / DOMO Schneidemaschine DO521S;Toaster Salco MT 400;Electric Kettle / Petra WK288 1.5L;PC / Acer 8400;PC Monitor / Fujitsu Siemens Scaleoview D19-1;Epson Stylus Color 860;TASKalfa 180;Canon CanoScan LIDE 110;External Harddrive Iomega 3.5";Miele DA 61;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Christopeit Treadmill TM 2 Pro;Hedge Trimmer / Bosch AHS 550-24 ST;Atika LH 2500 G;Lawn Mower / Sabo 32-EL;Hair Dryer Braun Silencio 1250;Laptop Sony Vaio SVE151G11M;Energy Saving Lamp / EL-REF 11 E27;CD/DVD Player / Philips DVDR 725 H;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Blender Vitamix Moulinex;AFK BM-2N;Miele DG 1450;Handmixer / Phillips Robust HR 1581;Clatronic MS 3249 Milk Foamer;Dishwasher NEFF SD6P1F (2011);Dryer / Miele T 8626 WP;Steam Iron / Phillips GC 4410;Washing Machine / Bosch WAE 28143;Sony PlayStation 3;Canister vacuum cleaner / Siemens VS 06 G 1831;Siemens Kl 20 LA 65 (A+);Router O2 Box 6431;Phone Siemens Gigaset C320;Electric Toothbrush Dondodent Professional Clean;Electric Razor Braun Cruzer 5;
23;00:23:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,45369783469955527;0;0;0;0;0;1,190141263893969;0,948310466582359;0,5146066569840182;0,8077339033576377;0;0;0;0;0;0;0;0;0;0,1;0;0,33699439696297967;0,01;0,4505016126053792;0;0;0;0;0;0;0;0;0;1,5245356617772363;0;15,456112;-9,786771278688526;3,415189573770492;-4,062805508196722;2,6172611147540996;
24;00:24:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,45707389165690254;0;0;0;0;0;1,0804484369516945;0,9407992267106465;0,6277996753932008;0,865868727812291;0;0;0;0;0;0;0;0;0;0,1;0;0,3411881898356421;0,01;0,4537740327636487;0;0;0;0;0;0;0;0;0;1,5461563291989864;0;15,299910200000003;-9,808059901639345;3,427807967213114;-4,118202393442622;2,601732098360658;
25;00:25:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,46095401894942667;0;0;0;0;0;1,205364346947279;0,8666026502299005;0,55196034359522;0,8033748023805878;0;0;0;0;0;0;0;0;0;0,1;0;0,37034985675347076;0,01;0,4272292179975503;0;0;0;0;0;0;0;0;0;1,647644609523104;0;15,42968;-9,832835967213112;3,4044424918032776;-4,116012655737706;2,6927659344262302;
26;00:26:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,40202602249617725;0;0;0;0;0;1,2828106297189854;0,8428141918237486;0,5328533789940761;0,864561625584258;0;0;0;0;0;0;0;0;0;0,1;0;0,3656182031727295;0,01;0,43946760793702977;0;0;0;0;0;0;0;0;0;1,4850666637094823;0;15,109248;-9,831675639344265;3,4205947213114754;-4,11722993442623;2,639184786885246;
27;00:27:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,44981757908872344;0;0;0;0;0;1,1898108573446626;0,9437883194548533;0,5604144182725338;0,883212774409091;0;0;0;0;0;0;0;0;0;0,1;0;0,3586109185157576;0,01;0,42883675350176736;0;0;0;0;0;0;0;0;0;1,5130479454255634;0;15,122183999999999;-9,826210754098362;3,4371338032786882;-4,119799770491802;2,6380200983606543;
28;00:28:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,43511201671539457;0;0;0;0;0;1,4103003541335988;1,044894737640496;0,6615186470860792;0,8513075282880731;0;0;0;0;0;0;0;0;0;0,1;0;0,3841620361607011;0,01;0,4596917160130055;0;0;0;0;0;0;0;0;0;1,426549399763975;0;15,186600000000002;-9,82027836065574;3,421992360655736;-4,115925114754097;2,621073672131148;
29;00:29:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,40221412006708085;0;0;0;0;0;1,1658667496659196;0,9660984175737537;0,5604016505750595;0,8933771850051688;0;0;0;0;0;0;0;0;0;0,1;0;0,3966602463130727;0,01;0,4140713440208015;0;0;0;0;0;0;0;0;0;1,5613086949071469;0;15,835664;-9,830796983606556;3,4262224918032778;-4,114233737704916;2,5276797049180337;
30;00:30:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,43097181678979357;0;0;0;0;0;1,155987210099458;1,0150031632172456;0,69738028362001;29,24094727892028;0;0;0;0;0;0;0;0;0;0,1;0;0,3586824013778684;0,01;0,4729267810259323;0;0;0;0;0;0;0;0;0;1,5041782342852625;0;4,346752;-9,85539668852459;3,4094007540983626;-4,120354590163936;2,6071900327868844;
31;00:31:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,44277907696859653;0;0;0;0;0;1,1885638878478175;0,95677865805732;0,0824788256098136;23,349048167135876;0;0;0;0;0;0;0;0;0;0,1;0;0,36247095211200336;0,01;0,44586275467091036;0;0;0;0;0;0;0;0;0;1,4304078342994981;0;0;-9,832631901639344;3,408750885245902;-4,110678327868852;2,500361672131148;
32;00:32:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4318063391847854;0;0;0;0;0;1,1919999791223224;0,9446655409545748;0,08452677828311142;26,01893080405187;0;0;0;0;0;0;0;0;0;0,1;0;0,3520146959874561;0,01;0,46740663665528787;0;0;0;0;0;0;0;0;0;1,4721091448946129;0;0;-9,82908593442623;3,4070349508196722;-4,111634032786886;2,387238622950818;
33;00:33:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,48171414274408236;0;0;0;0;0;1,2458558977923655;0,9248047894816164;0,07543161507282198;25,62043125230371;0;0;0;0;0;0;0;0;0;0,1;0;0,33718314277349953;0,01;0,44409350042259826;0;0;0;0;0;0;0;0;0;1,5355590095535596;0;0;-9,857163475409838;3,42529580327869;-4,118284295081966;2,44518118032787;
34;00:34:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,45343705028091363;0;0;0;0;0;1,3481833290829877;0,9470905646335256;0,08340877720558626;30,947109688297438;0;0;0;0;0;0;0;0;0;0,1;0;0,35806510870628727;0,01;0,4668598965586438;0;0;0;0;0;0;0;0;0;1,4444926659346067;0;0;-9,842238065573772;3,424883999999998;-4,115187377049177;2,313063409836062;
35;00:35:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4291627164647994;0;0;0;0;0;1,1349232597484982;0,7640568436422356;0,0754395454065853;29,188295268749677;0;0;0;0;0;0;0;0;0;0,1;0;0,34777268623438407;0,01;0,44291097936874235;0;0;0;0;0;0;0;0;0;1,3823356643860814;0;0,1494192;-9,848586426229508;3,409754262295082;-4,116767737704917;2,531817180327868;
36;00:36:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4656123421415578;0;0;0;0;0;1,4618728812741089;0,9977449793567332;0,07628996036581756;27,311517747752738;0;0;0;0;0;0;0;0;0;0,1;0;0,3521960231262926;0,01;0,4688027771662123;0;0;0;0;0;0;0;0;0;1,6000665956983091;0;16,697118;-9,82918324590164;3,393700590163936;-4,130820196721309;2,346307278688524;
37;00:37:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4558201125546428;0;0;0;0;0;1,2012473231804583;0,929661674730656;0,0746917954242644;26,28718682292465;0;0;0;0;0;0;0;0;0;0,1;0;0,34651990417303197;0,01;0,43287146885276123;0;0;0;0;0;0;0;0;0;1,449655959475793;0;15,42968;-9,827732426229511;3,4017349180327883;-4,118463573770492;2,2155360655737697;
38;00:38:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,43097495031946575;0;0;0;0;0;1,1544757716580027;0,9173576607000987;0,08239403847900768;24,247845333905982;0;0;0;0;0;0;0;0;0;0,1;0;0,34692262906576116;0,01;0,4514358638100203;0;0;0;0;0;0;0;0;0;1,4288272322220719;0;15,109248;-9,86259331147541;3,4183110163934414;-4,101491803278686;2,360852688524588;
39;00:39:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,44844091313086026;0;0;0;0;0;1,2607076839809812;0,9536625776379678;0,0791191767954118;29,149618897496897;0;0;0;0;0;0;0;0;0;0,1;0;0,36383019891569013;0,01;0,43920511335605694;0;0;0;0;0;0;0;0;0;1,5129436399662848;0;15,122183999999999;-9,855381049180327;3,4201567540983597;-4,102509344262293;2,4127771147541;
40;00:40:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4488131170519944;0;0;0;0;0;1,3435995979425452;0,9071015828227565;0,08191475814705615;26,811866816575098;0;0;0;0;0;0;0;0;0;0,1;0;0,36333644161983986;0,01;0,48862201026614;0;0;0;0;0;0;0;0;0;1,6400311133139092;0;15,186600000000002;-9,846826590163934;3,43193373770492;-4,090017934426228;2,2663247868852463;
41;00:41:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4548306309209374;0;0;0;0;0;1,2971253339533495;0,9302819672301066;0,08098683592237146;0,8160565839069183;0;0;0;0;0;0;0;0;0;0,1;0;0,3392484006966667;0,01;0,46762559845091356;0;0;0;0;0;0;0;0;0;1,561404751869161;0;15,456112;-9,818937508196722;3,421881016393442;-4,0835296393442615;2,213088295081968;
42;00:42:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4409102619701989;0;0;0;0;0;1,151088293686835;0,9551627673763253;0,07846773423493394;0,8192847037805941;0;0;0;0;0;0;0;0;0;0,1;0;0,3357228389569654;0,01;0,4259264922118489;0;0;0;0;0;0;0;0;0;1,4579141678823844;0;15,167339000000002;-9,822841737704923;3,416244622950818;-4,10953331147541;2,1377693114754104;
43;00:43:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,43603356791694037;0;0;0;0;0;1,0623601085041618;0,9316602678020818;0,0779978325969408;0,8265685614774345;0;0;0;0;0;0;0;0;0;0,1;0;0,3680900544222611;0,01;0,41967851289090363;0;0;0;0;0;0;0;0;0;1,50453736396666;0;4,346752;-9,864721606557378;3,414812918032788;-4,116185934426228;2,336708950819672;
44;00:44:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4410787968147073;0;0;0;0;0;1,215585617585808;0,9417668671977466;0,0832271389973581;0,7884008082099511;0;0;0;0;0;0;0;0;0;0,1;0;0,3579400095292673;0,01;0,4041232664026758;0;0;0;0;0;0;0;0;0;1,381174246047004;0;0;-9,859683180327867;3,3982773114754097;-4,118804032786886;2,12951737704918;
45;00:45:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4560439630104122;0;0;0;0;0;1,1495809775689712;0,9793675570621557;0,08027624016352965;0,8361819159272269;0;0;0;0;0;0;0;0;0;0,1;0;0,3723890773542053;0,01;0,45181140140290504;0;0;0;0;0;0;0;0;0;1,4822574655434955;0;0,8008962000000001;-9,822110393442625;3,3952124262295102;-4,112623901639343;2,13365531147541;
46;00:46:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,42607032453030047;0;0;0;0;0;1,1949093410235545;0,7940363659141425;0,07457815071256567;0,8630132812014274;0;0;0;0;0;0;0;0;0;0,1;0;0,3744222782954769;0,01;0,43159758196428727;0;0;0;0;0;0;0;0;0;1,5019040428050652;0;16,697118;-9,823401901639345;3,39499438032787;-4,11468386885246;2,225831934426228;
47;00:47:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4213107629550733;0;0;0;0;0;1,2758704166135906;1,0356412515113957;0,07036683270366892;0,829873615400573;0;0;0;0;0;0;0;0;0;0,1;0;0,35520786845786617;0,01;0,4076855605958599;0;0;0;0;0;0;0;0;0;1,5484564396756177;0;15,42968;-9,824634622950818;3,44265737704918;-4,118660885245902;2,1076149180327883;
48;00:48:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,41870123315950886;0;0;0;0;0;1,2410349230629734;0,8910315692111095;0,08221183267799004;0,8920840177793918;0;0;0;0;0;0;0;0;0;0,1;0;0,35378742790888207;0,01;0,42396615438532964;0;0;0;0;0;0;0;0;0;1,5225441331014278;0;15,109248;-9,843913409836068;3,432694524590164;-4,11940557377049;2,13410636065574;
49;00:49:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,46111195803303506;0;0;0;0;0;1,238840459621711;0,9217248842347608;0,0811853908023493;0,8538172432389212;0;0;0;0;0;0;0;0;0;0,1;0;0,34926519286566615;0,01;0,4332693285832493;0;0;0;0;0;0;0;0;0;1,5277646402743232;0;15,126095999999999;-9,837784655737705;3,433245901639342;-4,122793803278688;2,1170701311475417;
50;00:50:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4110378064447799;0;0;0;0;0;1,203533477767322;0,9400350927874193;0,07945276363736854;0,8194283709801944;0,16816640898745364;0;0;0;0;0;0;0;0;0,1;0;0,34799991049359574;0,01;0,42413807043171836;0;0;0;0;0;0;0;0;0;1,4196532309218082;0;15,790508999999997;-9,827953344262294;3,4661735409836063;-4,123446262295081;2,125436229508196;
51;00:51:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,43246927489629056;0;0;0;0;0;1,0761547839083707;0,9272260105644181;0,08413116748897849;0,7976638578080604;0,16857164433298977;0;0;0;0;0;0;0;0;0,1;0;0,37454235366503735;0,01;0,4099549011161193;0;0;0;0;0;0;0;0;0;1,5793119555170008;0;15,186600000000002;-9,802281114754098;3,4751836393442637;-4,129274819672129;2,3011420327868857;
52;00:52:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4244093263573391;0;0;0;0;0;1,2816074341425394;0,9451978675234048;0,08073429194650918;0,8701944161025035;0,16200361189583562;0;0;0;0;0;0;0;0;0,1;0;0,34180688209289156;0,01;0,4176218358029157;0;0;0;0;0;0;0;0;0;1,5201301377641296;0;15,456112;-9,814036557377051;3,453361967213118;-4,112923573770494;1,9738148196721297;
53;00:53:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,4314537460169081;0;0;0;0;0;1,23758883326335;0,9903052701499633;0,07798242098028123;0,9091624154044;0,16099796406102024;0;0;0;0;0;0;0;0;0,1;0;0,34163686756209344;0,01;0,4274546601265641;0;0;0;0;0;0;0;0;0;1,563559407152869;0;15,167339000000002;-9,876003836065575;3,4422035409836083;-4,108060721311474;1,9845244590163922;
54;00:54:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,48559158165014615;0;0;0;0;0;1,1941987328707817;0,9165038636575253;0,07106001090450115;0,7675419381557514;0,15076151980179434;0;0;0;0;0;0;0;0;0,1;0;0,37395461544430497;0,01;0,4732447662869208;0;0;0;0;0;0;0;0;0;1,441895490637704;0;4,346752;-9,823995213114756;3,419522524590164;-4,111287836065574;1,909214360655738;
55;00:55:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,41246166314558463;0;0;0;0;0;1,3411619466885825;0,9576503635997057;0,07949759877503551;0,84986631399021;0,1731219041826119;0;0;0;0;0;0;0;0;0,1;0;0,31106281184390905;0,01;0,4742573551701302;0;0;0;0;0;0;0;0;0;1,5565138975970947;0;0;-9,805898459016394;3,4279127540983616;-4,12163619672131;1,6768384590163934;
56;00:56:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,48313733859629276;0;0;0;0;0;1,2616550128919712;0,9921248263710758;0,0782812362739982;0,8462557320843065;0,1409012640114065;0;0;0;0;0;0;0;0;0,1;0;0,35035733135479163;0,01;0,4526901146376846;0;0;0;0;0;0;0;0;0;1,4407262375719228;0;16,697118;-9,834005868852461;3,42419593442623;-4,131818032786884;1,613524065573769;
57;00:57:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,48071476388891377;0;0;0;0;0;1,3218082677530156;0,9559998056231382;0,082815333715086;0,8746953859006936;0,17043622444373796;0;0;0;0;0;0;0;0;0,1;0;0,36123582319747066;0,01;0,4597540617292187;0;0;0;0;0;0;0;0;0;1,5198199557533842;0;15,42968;-9,841872786885244;3,421019475409836;-4,134513081967214;1,521819606557375;
58;00:58:00;0;0;0;1,3147364207154537;1,3147364207154537;0;0;0,42698008406888766;0;0;0;0;0;1,1911132155801272;1,0655663836050304;0,08240222608655381;0,8086640809539715;0,15020717747320994;0;0;0;0;0;0;0;0;0,1;0;0,3343605379817461;0,01;0,4332115242637486;0;0;0;0;0;0;0;0;0;1,4863964645704084;0;15,109248;-9,861311540983607;3,4107829180327855;-4,133432622950818;1,8688681639344282;
