Electricity.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
18;00:18:00;'00:18:00;27,924134489041666;;;43,17976575404308;28,374231415975544;25,947159135145128;26,788528317736294;
19;00:19:00;'00:19:00;27,63348866489546;;;41,77373848033247;110,12540168118974;27,4034987494891;25,892729016969472;
20;00:20:00;'00:20:00;28,401515027867156;;;47,1204738564647;104,59125812684712;27,01149701122801;28,28515738908009;
21;00:21:00;'00:21:00;29,066705981263667;;;46,93493575618996;103,08067465308274;27,26137828759185;27,255213202555638;
22;00:22:00;'00:22:00;27,509619836429145;;;47,18226838255729;103,72827420857251;28,00566867222183;27,25480482901121;
23;00:23:00;'00:23:00;27,01040485397158;;;46,64495383152454;103,62921499831427;27,363463422111575;27,40329821193621;
24;00:24:00;'00:24:00;27,270523201078344;;;46,95382504636045;103,76596206871174;27,352931317461277;27,156133531518904;
25;00:25:00;'00:25:00;28,709117252668854;;;85,31034948784355;27,941216282330593;26,81929662814312;26,90248473736976;
26;00:26:00;'00:26:00;28,250483588626008;;;83,50408187121356;27,727451358898758;27,3564189314016;27,216702465634167;
27;00:27:00;'00:27:00;26,223979423702446;;;84,58682211314445;27,779927388599155;27,320255635786154;27,29717708221665;
28;00:28:00;'00:28:00;27,52099321676433;;;87,96489565407359;27,200019257198342;26,001767663123047;27,762415412929236;
29;00:29:00;'00:29:00;27,672518055488727;;;84,62356013666911;27,898471531769573;30,288822460395167;27,045767012181017;
30;00:30:00;'00:30:00;27,070854714430638;;;274,3563488527647;27,27613449805002;26,944837305544965;27,701284432322005;
31;00:31:00;'00:31:00;28,134083922849044;;;213,8036169154351;26,565657889092602;27,543534218829738;26,664021625283638;
32;00:32:00;'00:32:00;28,244871617305165;;;234,30154453199327;27,56093903229118;26,478806378310882;27,107641921806824;
33;00:33:00;'00:33:00;28,419205402294708;;;231,25318043988236;28,52302060520495;27,35707451572464;27,618967380405387;
34;00:34:00;'00:34:00;27,515628511917463;;;273,0642049155957;27,08253278075279;28,209903211991122;27,936353818303694;
35;00:35:00;'00:35:00;26,90739608202436;;;256,2817267378328;27,327153945901987;28,15881698900695;27,089971014600906;
36;00:36:00;'00:36:00;110,42682705018895;;;246,82042564727513;28,174148130913096;26,943186619629532;28,59793656296761;
37;00:37:00;'00:37:00;104,25004810640051;;;236,03787489835898;28,011545701662918;26,896592799039936;27,595418734891382;
38;00:38:00;'00:38:00;101,18487648108135;;;219,8482640796737;26,612510350156935;28,408343142734473;28,05134915793969;
39;00:39:00;'00:39:00;102,8836754451801;;;258,5937531542427;27,881897284712792;27,74901351319235;27,142280364652972;
40;00:40:00;'00:40:00;104,09630851738586;;;241,33608514200515;27,584196196278384;28,009025974501647;27,971645232189317;
41;00:41:00;'00:41:00;104,81793928228066;;;43,49832070838372;28,496370811259926;26,829462331505447;28,008078757887276;
42;00:42:00;'00:42:00;102,9509879454919;;;42,0727144107646;26,959869753912173;28,104376535577007;26,764482025458832;
43;00:43:00;'00:43:00;49,01457751395181;;;41,7144225260593;25,29722882547356;27,889184791746402;28,07406429674708;
44;00:44:00;'00:44:00;26,49342519110659;;;42,89807834803816;26,856670955919604;26,89909579758799;27,258347224615306;
45;00:45:00;'00:45:00;27,089951706151407;;;42,762088391441225;31,19038854038731;27,32568719810883;27,656326009798292;
46;00:46:00;'00:46:00;27,846951056727733;;;41,59552345056262;27,837865364924873;27,68616363143489;110,45905121072101;
47;00:47:00;'00:47:00;28,132493710370753;;;43,87789803285929;26,826466180592796;27,826042600435933;104,42191310046448;
48;00:48:00;'00:48:00;27,236413997895497;;;43,04256222479606;28,183904056402163;27,15368651630348;102,18981671059186;
49;00:49:00;'00:49:00;27,360971049389686;;;43,3216641575598;27,97491457152831;27,751176776859275;102,908858296602;
50;00:50:00;'00:50:00;27,68031820472174;;;44,98096177860438;25,890352437347396;27,291438260270898;103,27077429199218;
51;00:51:00;'00:51:00;28,31962146119037;;;43,24190946477249;26,88950134968831;26,135874754354194;103,41541533014862;
52;00:52:00;'00:52:00;27,510699119623595;;;44,645312902228284;27,495442818993055;27,596330433628257;104,87530625359268;
53;00:53:00;'00:53:00;28,120246061739355;;;44,49406764713741;28,198537521810948;28,061211199918883;102,58596996481668;
54;00:54:00;'00:54:00;26,979766763757873;;;43,7157093750502;27,556498867164333;27,950652033720814;48,50649991061943;
55;00:55:00;'00:55:00;27,816191849748098;;;44,885618174297285;26,847070526948308;27,914719714174947;28,518146958677995;
56;00:56:00;'00:56:00;27,229639525872187;;;44,90042847540311;26,3066079655182;111,30491819748885;27,425766732391995;
57;00:57:00;'00:57:00;28,837142579156378;;;45,06486670171155;27,809838114131203;105,09493848676505;26,40463658389624;
58;00:58:00;'00:58:00;27,067148987797513;;;45,23040443661815;26,9479108877212;103,14356952063554;26,25617370447052;
59;00:59:00;'00:59:00;27,708218549021986;;;43,430305817292485;28,073903861132287;101,88686644687135;28,454535659747044;
60;01:00:00;'01:00:00;28,098712311021604;;;43,55001188140319;28,259843962604748;104,09637503817675;27,409836291086624;
61;01:01:00;'01:01:00;28,33768741056297;;;43,4210817814945;27,676492818171226;104,07101196067426;28,25024423770931;
62;01:02:00;'01:02:00;28,15462178738781;;;42,09453305368314;27,037702058155745;103,8631254736694;27,074663077078842;
63;01:03:00;'01:03:00;28,26212879261761;;;42,7515896585621;28,186508898658975;49,539825443731324;26,510583480182806;
64;01:04:00;'01:04:00;27,42130202906235;;;42,13263656933304;27,125925309035285;28,058516149455173;26,92353772980997;
65;01:05:00;'01:05:00;27,51722080225172;;;42,916604583198904;27,322211639431455;27,929878093469917;27,404629166897635;
66;01:06:00;'01:06:00;27,43082245075874;;;42,383595252552595;27,676668677428793;27,456536267124342;28,24661898374351;
67;01:07:00;'01:07:00;31,28435656592996;;;43,220765558186656;28,250491026938263;28,067474878374906;27,588415461828365;
68;01:08:00;'01:08:00;27,49579691950472;;;42,570266208575674;27,415453287437877;27,315482996202068;27,79379198553361;
69;01:09:00;'01:09:00;28,502015631305106;;;42,366999958692965;27,448359151489726;27,406569734773527;28,580099186070505;
70;01:10:00;'01:10:00;27,34583327474992;;;42,979068126946466;27,68886933718113;26,842540009516966;26,56997209235601;
71;01:11:00;'01:11:00;27,77626486704934;;;42,18573584815587;27,364771321456825;27,163484985973938;27,597304514295455;
72;01:12:00;'01:12:00;27,391519540660422;;;42,29826862958725;27,513705309735307;27,36808840737532;25,740502084780246;
73;01:13:00;'01:13:00;27,248291200465303;;;42,92707253187804;27,458804913061027;27,327549924827412;27,460734591240232;
74;01:14:00;'01:14:00;27,412551593625942;;;43,18791095444816;27,683510541080008;27,59210019319282;27,460768382639944;
75;01:15:00;'01:15:00;25,89857210490258;;;43,38006554612868;109,82465875785411;25,74038712588831;27,299090339795764;
76;01:16:00;'01:16:00;27,17535600579666;;;43,04743255628667;103,35039930272413;27,48939051789882;27,87029318438079;
77;01:17:00;'01:17:00;28,02490941482297;;;42,95464803981147;103,58663007985344;26,18514254321136;29,934015864247794;
78;01:18:00;'01:18:00;27,999220774065257;;;43,41089922494822;102,91177822494221;27,816749849313553;28,000802255150308;
79;01:19:00;'01:19:00;29,137699758160863;;;44,62454660638707;103,79485850151848;27,925088766942963;29,399367056022626;
80;01:20:00;'01:20:00;28,35145496880635;;;42,98289728813711;103,82237965269132;27,993868679253648;27,622587952329017;
81;01:21:00;'01:21:00;27,433315276081018;;;41,87671630819655;105,18465283407411;27,748383399541286;26,542908235715178;
82;01:22:00;'01:22:00;27,77438458580322;;;84,7024882138405;103,16374559223206;27,088946302042554;28,138416190682236;
83;01:23:00;'01:23:00;26,167383369826783;;;80,14639691608197;49,01893275350822;31,132332930531906;27,578534719169447;
84;01:24:00;'01:24:00;26,807440591889154;;;80,67740291223664;26,959306543476536;26,800608884888163;27,765220281336713;
85;01:25:00;'01:25:00;27,736819523691835;;;80,20809279266008;26,692822167546872;26,463115746555747;27,756120551301514;
86;01:26:00;'01:26:00;27,451748736986584;;;81,90448886616478;28,30045148194048;26,34571416052045;27,56169562338003;
87;01:27:00;'01:27:00;27,596027115258877;;;80,21602716672588;28,23455139301249;27,448828637807644;27,843660199163697;
88;01:28:00;'01:28:00;28,441713506676948;;;79,9562363922227;27,030061536737197;26,481354971048315;28,19852046078996;
89;01:29:00;'01:29:00;27,96867819319819;;;81,43053287394018;26,407775520630402;26,917649064823294;28,10627791868734;
90;01:30:00;'01:30:00;28,440639068791874;;;52,91561221868453;26,821495366690677;27,578749333974045;27,57077568453698;
91;01:31:00;'01:31:00;26,599564068587565;;;42,31178469522179;26,62945197847883;27,662599463892597;27,220033948384955;
92;01:32:00;'01:32:00;26,95242181883668;;;43,493429568918685;27,20191075198133;28,275753494553907;27,212117649397737;
93;01:33:00;'01:33:00;27,770317127529367;;;44,751380209398796;26,046921991706014;28,01467248296908;28,090273505625483;
94;01:34:00;'01:34:00;26,673628099857353;;;43,17511235173697;27,69900679093873;26,850469908673904;27,483542800412163;
95;01:35:00;'01:35:00;26,324088372317732;;;43,02287239680986;27,626923027724665;28,04195491503194;26,4537822170767;
96;01:36:00;'01:36:00;26,446943016287204;;;42,94980723236657;27,84609415882366;27,617381579280938;27,276868173662137;
97;01:37:00;'01:37:00;27,561380856829523;;;42,32979353426156;27,320884420229646;27,282279286160524;26,732742255625304;
98;01:38:00;'01:38:00;29,109565921367683;;;44,017531918652644;27,613118699117756;26,8814214712952;26,743044387122808;
99;01:39:00;'01:39:00;27,787591280847803;;;41,121627541377954;28,27282899212443;27,951875106340466;26,972187995135076;
100;01:40:00;'01:40:00;27,95419291683294;;;43,36498065109664;26,099067269609673;28,32369281826233;26,818749278148957;
101;01:41:00;'01:41:00;27,321396613554974;;;44,27662264735505;25,84203717581925;28,07453162636847;27,232901369594046;
102;01:42:00;'01:42:00;29,634894278951904;;;43,27956216600169;26,859137796250128;27,43118396589862;28,017201616827858;
103;01:43:00;'01:43:00;109,68858484551427;;;43,165446310785214;27,237303196288263;26,86293182624935;28,83177163416877;
104;01:44:00;'01:44:00;103,69270746513764;;;43,157470551580275;26,384057708754447;27,347620552244315;27,039907274731934;
105;01:45:00;'01:45:00;102,88563112077914;;;42,96743489652208;27,016747500953063;27,22915431068051;28,817000498834183;
106;01:46:00;'01:46:00;103,12492800972191;;;44,06527754874483;30,639620356269766;27,75324627171879;28,15005745714272;
107;01:47:00;'01:47:00;102,47012858414;;;42,20854368037813;26,335114973374594;27,478465632831874;110,60895860964173;
108;01:48:00;'01:48:00;102,76147996265411;;;43,14055059864709;27,1105916815325;27,680253876099663;104,34454307121949;
109;01:49:00;'01:49:00;105,64683525969886;;;44,36039849076959;27,959675701677167;27,30607541447739;103,03742011698738;
110;01:50:00;'01:50:00;102,44668137365392;;;42,78810102868831;27,745447005268247;27,316842142895133;103,10418719805159;
111;01:51:00;'01:51:00;49,09936827282347;;;41,309237960363944;27,605709914851573;28,29122445255973;104,29962662518801;
112;01:52:00;'01:52:00;48,58704990646095;;;43,953300228036284;27,04803192777721;29,000590178151093;104,92805672696709;
113;01:53:00;'01:53:00;27,916285220128657;;;42,50298936729302;27,177880817476904;111,09312034027647;103,4756907469362;
114;01:54:00;'01:54:00;27,85842798382411;;;40,58264156173751;27,039106215134066;105,77078547996817;48,817466100591005;
115;01:55:00;'01:55:00;27,95187394351466;;;44,45412114131571;28,99623120908856;102,68881664690913;26,962761608539257;
116;01:56:00;'01:56:00;26,703241228543675;;;44,60749863406434;27,782466425870524;102,26097389138512;27,518528424183636;
117;01:57:00;'01:57:00;25,588539038054485;;;44,30463146064926;27,56511883435308;103,70354576407284;26,270058828500385;
118;01:58:00;'01:58:00;27,143240680934145;;;42,99220503591051;27,47106995731781;104,34551976486469;26,954574372991075;
119;01:59:00;'01:59:00;27,506083614506828;;;38,850680718913566;27,157645409347097;101,99431639559339;27,500612071500434;
120;02:00:00;'02:00:00;27,490727844951124;;;39,62077019550502;28,253114221091415;49,73886491011483;26,426721799671313;
121;02:01:00;'02:01:00;27,426796391217692;;;43,923818493274254;28,56663539043053;27,536730039769846;27,396629334566782;
122;02:02:00;'02:02:00;27,780863779186603;;;41,86930777233486;27,957014417766892;26,346805212561012;27,970424953277238;
123;02:03:00;'02:03:00;28,197630735584895;;;42,54013126457914;27,039015380021;27,89419706592135;26,50669235887117;
124;02:04:00;'02:04:00;26,90932332250403;;;44,24797147896703;27,877592991058137;27,323174011871206;28,109470979108195;
125;02:05:00;'02:05:00;27,45670098716573;;;40,23493314455909;27,98284082105514;27,242537737009037;27,075847342140463;
126;02:06:00;'02:06:00;26,596144959391193;;;40,535919433013625;26,928538386837243;27,717690157514113;28,4112047366686;
127;02:07:00;'02:07:00;26,53178192206496;;;44,907719732551776;27,370728666594786;27,56249893477024;27,004749837125587;
128;02:08:00;'02:08:00;26,63542781993755;;;44,4095523594578;28,2902515336648;26,31221078089581;27,84550230613584;
129;02:09:00;'02:09:00;27,458036528089707;;;42,099452308253454;28,000017512981614;27,20655231101817;27,850578319115854;
130;02:10:00;'02:10:00;27,054588337406102;;;45,04876279204295;26,41137072397209;27,372483637722986;27,960600735223522;
131;02:11:00;'02:11:00;27,132583130405983;;;41,458676359713365;29,45080682132471;27,685304981904636;27,836508655506517;
132;02:12:00;'02:12:00;28,80903437803223;;;41,26478278861103;27,087676979707982;28,20535037268575;27,18657045255427;
133;02:13:00;'02:13:00;28,531652273853954;;;38,820483381600205;27,455220150661496;27,019708884777163;27,909187125788876;
134;02:14:00;'02:14:00;27,067474116861895;;;39,176241449254356;26,433733869599003;28,230749069228512;27,548932949130553;
135;02:15:00;'02:15:00;27,267343994135185;;;39,57191666913873;27,331218404006506;28,242917854372635;27,32964999632885;
136;02:16:00;'02:16:00;27,437487452827277;;;40,76233161774141;110,6249945732045;28,77841930450019;29,329962321913776;
137;02:17:00;'02:17:00;28,035706965821078;;;41,248043754937136;104,60375602209083;28,040772390126186;30,71950336395246;
138;02:18:00;'02:18:00;27,149545205873554;;;41,18728210672564;101,95757571260542;28,616816652388813;27,67826041126783;
139;02:19:00;'02:19:00;30,55345657108923;;;41,784892847192545;102,906791500549;27,94555933000573;26,3205957186209;
140;02:20:00;'02:20:00;26,932882070364467;;;41,56172562790228;102,9008767956693;28,33611777650558;27,48445438655408;
141;02:21:00;'02:21:00;26,691358066813383;;;40,75680915267269;104,22658748617438;27,183854990499892;26,857103100625167;
142;02:22:00;'02:22:00;28,717193989318567;;;39,78297021348815;103,19994605958856;27,868438334421402;27,22037600551424;
143;02:23:00;'02:23:00;28,18677578812708;;;41,14609255531908;49,550521254276646;27,127749958930877;27,67430240864231;
144;02:24:00;'02:24:00;27,50187981306597;;;37,11553147799552;27,917530963417757;31,007333037087957;27,28456677879412;
145;02:25:00;'02:25:00;28,006086874690272;;;40,851939242546294;27,095286065921066;27,709522041030144;27,6936036171795;
146;02:26:00;'02:26:00;27,07386552310376;;;40,543392227489875;27,50031252012102;26,647328444453866;28,350719221202684;
147;02:27:00;'02:27:00;27,97466563710691;;;80,67175904347903;27,38616464040391;27,846870241870874;26,960530624282825;
148;02:28:00;'02:28:00;26,73544156356913;;;83,51462990765263;27,87848078336445;26,575690895830377;27,095991755856517;
149;02:29:00;'02:29:00;27,47534126655193;;;83,3291817211484;28,084793988598765;27,405682536181153;26,400988374553226;
150;02:30:00;'02:30:00;27,177706704445082;;;84,6077612742735;27,913693382997913;27,114464829290334;28,439288973484384;
151;02:31:00;'02:31:00;27,252777563007225;;;81,55778632114317;26,729314203200815;26,413083760713103;27,676053157343475;
152;02:32:00;'02:32:00;27,24472591680594;;;81,88961446626915;28,198162190428057;27,00391859002149;27,275017228969947;
153;02:33:00;'02:33:00;27,7877055247817;;;83,78328936845877;27,11217711574455;27,311882567174493;26,51823492325667;
154;02:34:00;'02:34:00;27,4067992988777;;;82,80226898215821;27,06532916649917;27,44150087170021;27,858960179911044;
155;02:35:00;'02:35:00;28,03967512722344;;;54,661142618790365;26,59944039120765;27,953189067086896;26,665109585840444;
156;02:36:00;'02:36:00;27,50995621185976;;;45,30499252710032;26,312994232067048;27,55511197627947;27,878149356817236;
157;02:37:00;'02:37:00;27,219389065351976;;;44,13769053426846;28,66949902170105;26,901146621033185;28,48424971108377;
158;02:38:00;'02:38:00;27,16401856346708;;;43,80468526039467;26,544173194701433;27,503614060902766;27,398145315454443;
159;02:39:00;'02:39:00;27,078828222247353;;;42,597760362481075;27,495565293943923;28,229563005426975;29,06859955274519;
160;02:40:00;'02:40:00;26,89561365560168;;;41,38372488095732;27,78376138294969;27,437825149518137;26,5607510699321;
161;02:41:00;'02:41:00;27,064180023523527;;;48,10886649995367;27,75668698018652;27,322140535690362;28,075974050701856;
162;02:42:00;'02:42:00;27,30615801003934;;;43,39295536194263;28,05742522660868;27,9920385325669;28,20629320785391;
163;02:43:00;'02:43:00;26,493746814444908;;;42,51700735815636;27,187152047671713;27,541248008286423;26,597019274497534;
164;02:44:00;'02:44:00;28,26813192691032;;;41,09679707925352;27,169428944139327;27,669282217390936;26,789943527796616;
165;02:45:00;'02:45:00;28,001704949060187;;;40,651385688498834;27,454752004768014;28,463772820684834;27,492450278623426;
166;02:46:00;'02:46:00;27,66437091410686;;;39,65168030410312;31,103677762872213;27,739359084899114;28,196969803647075;
167;02:47:00;'02:47:00;26,87613790392225;;;39,52643570108023;28,12455584485668;27,333481946889396;26,944537148602794;
168;02:48:00;'02:48:00;27,83304443659656;;;42,1327812103292;27,363706595790493;27,986253053158073;27,586314111404054;
169;02:49:00;'02:49:00;109,83965022560737;;;42,50843356947114;27,13750015461214;28,114237532404605;29,43778186608986;
170;02:50:00;'02:50:00;104,37044785969552;;;39,157927567150935;28,24118828694254;27,660978404830203;110,85073650045068;
171;02:51:00;'02:51:00;103,029998197125;;;39,406801989747144;27,41700742758344;28,409008831389194;104,79378084404186;
172;02:52:00;'02:52:00;103,53368888188501;;;41,58624755138057;28,110716598129347;27,987934929437635;102,37824095168682;
173;02:53:00;'02:53:00;103,37315085295317;;;40,59778328005016;27,535816497726998;27,02295860920771;102,69107556649674;
174;02:54:00;'02:54:00;104,13904581515027;;;40,22049563101268;27,253948955072982;27,21641347392415;102,52054189254409;
175;02:55:00;'02:55:00;103,53342624612863;;;40,05244091811626;28,19249299119304;27,797909878268637;102,93966351205832;
176;02:56:00;'02:56:00;48,72061822365549;;;39,49532481249363;27,07318509478693;26,72369036664334;104,64796148509585;
177;02:57:00;'02:57:00;27,543356106326094;;;39,3520593798412;28,032788896873654;28,106266824609285;104,01045757274079;
178;02:58:00;'02:58:00;26,887534994246938;;;191,12485482408638;27,50763389366031;27,228142818587827;48,33257447089559;
179;02:59:00;'02:59:00;26,691272110267235;;;255,53081852276281;28,447497057770175;25,93013208322064;27,97976994477748;
180;03:00:00;'03:00:00;27,45307752627672;;;245,53284955610513;28,499721690108814;27,78844908611089;29,014924403550935;
181;03:01:00;'03:01:00;27,4802432354371;;;255,52592182735953;26,67161386440732;28,38837875680053;26,201486552517906;
182;03:02:00;'03:02:00;26,20260492995822;;;248,7434892826529;26,361346273646994;111,03093758175163;28,014050528501937;
183;03:03:00;'03:03:00;26,665646305560784;;;276,7002546932705;27,890447885061473;105,54953625887008;27,22628528633462;
184;03:04:00;'03:04:00;27,23955779237177;;;264,87997177059583;27,15173941409192;103,89417282558558;26,73697188129426;
185;03:05:00;'03:05:00;27,387866636630157;;;303,98932150608573;27,33067222205096;101,78986568404362;27,34758617517317;
186;03:06:00;'03:06:00;27,42774537044425;;;262,3308636249485;26,822942658643516;102,96039942513171;27,503828006457212;
187;03:07:00;'03:07:00;27,375429266780415;;;43,91677835548247;26,645644403053616;102,35374460990903;27,771482052286146;
188;03:08:00;'03:08:00;27,131764834373712;;;47,634782567186484;28,07234816015397;105,17454270532684;27,969191232685535;
189;03:09:00;'03:09:00;27,93808987826965;;;45,65075286614902;27,600360767127853;102,90119112193744;27,34880783045078;
190;03:10:00;'03:10:00;28,511566088619134;;;42,39386965006056;27,052248516657112;50,38716126212303;26,84189215990747;
191;03:11:00;'03:11:00;27,98871410707195;;;44,601319777171206;26,899282146091558;49,32888344244767;28,4914145990343;
192;03:12:00;'03:12:00;27,187826796605208;;;45,2603028452077;27,445709549933547;27,781568378442813;27,272035807324635;
193;03:13:00;'03:13:00;27,838818352999468;;;39,287159855706314;27,400624877333055;27,384302250162005;27,150337146541244;
194;03:14:00;'03:14:00;26,796444958842603;;;41,21615020409442;27,66636556429508;29,362098489177527;25,936375124442694;
195;03:15:00;'03:15:00;28,412121509601725;;;40,39921391383619;27,47744566666435;26,34221418687509;27,39226389768878;
196;03:16:00;'03:16:00;26,924798979444592;;;41,034810382942034;110,81555223460927;28,544434768708555;27,18664193052262;
197;03:17:00;'03:17:00;26,705372914873294;;;41,69068084345785;104,87858970244434;27,47439474004275;28,518540752359225;
198;03:18:00;'03:18:00;26,57568367578331;;;40,47367675570188;101,78213867580476;27,78963445528305;28,28714536345075;
199;03:19:00;'03:19:00;30,0679242100675;;;40,422783537109;103,30137992845765;27,317499977993737;28,506763631933367;
200;03:20:00;'03:20:00;28,03784179755153;;;40,42012611837726;103,248322802588;27,138777353599533;26,696578823577305;
201;03:21:00;'03:21:00;27,359083670256776;;;41,28634225962518;105,42325675898059;26,99239749487652;26,963907937252728;
202;03:22:00;'03:22:00;27,33408443824009;;;40,342515197802406;103,82524231280654;27,356012989618606;27,025598961219238;
203;03:23:00;'03:23:00;27,479733480231438;;;40,20144166514104;48,66720575940569;26,135617461920425;27,165574593769854;
204;03:24:00;'03:24:00;26,23234688495549;;;40,42865346321555;27,10604607266702;27,519020966836667;28,58436057232399;
205;03:25:00;'03:25:00;27,447609705516616;;;40,0938353457418;27,63822227729979;27,17050070537828;29,735323496681893;
206;03:26:00;'03:26:00;27,325590423206112;;;41,726254664373826;28,314077450467554;26,915586576020402;27,464543440477065;
207;03:27:00;'03:27:00;28,193514190639096;;;41,11078982143723;26,5419506615345;27,82547323499795;27,703774313197865;
208;03:28:00;'03:28:00;28,246938884769726;;;40,31290066847203;28,114419408331;27,13768467622605;27,07953552727092;
209;03:29:00;'03:29:00;26,822452436839352;;;39,92675714255853;27,442562372775104;28,021455962894827;28,71782632283586;
210;03:30:00;'03:30:00;26,68439613379156;;;42,000482029214915;28,001038062433047;26,316579068832752;25,90819863565117;
211;03:31:00;'03:31:00;27,173846723717762;;;81,84062984635047;26,76275849888111;26,38888279758743;27,357170931905312;
212;03:32:00;'03:32:00;27,65357658648207;;;79,1157266449714;27,403344228590854;28,868537576028235;27,702715027196007;
213;03:33:00;'03:33:00;27,833943674096073;;;79,66765823888205;27,0281178254428;27,068589190860628;27,09031146886397;
214;03:34:00;'03:34:00;28,346933667330077;;;82,39329282755686;27,18607056291443;28,172439693243035;27,221804018983015;
215;03:35:00;'03:35:00;28,074382641138556;;;80,25993198337574;26,754688408011248;27,019764622354828;27,915063477050545;
216;03:36:00;'03:36:00;27,913788224035073;;;80,92252752805126;27,851331470065784;27,655517558670322;27,245074748865207;
217;03:37:00;'03:37:00;26,95625421855;;;80,11334864241978;27,054536413145197;28,088221828600293;27,841183543593765;
218;03:38:00;'03:38:00;27,094510770459113;;;51,52260680813676;27,337180878841533;27,606330646547562;27,101615999948503;
219;03:39:00;'03:39:00;27,02301003255787;;;39,11548874803179;27,20422689809369;30,034458958372447;27,16020180424411;
220;03:40:00;'03:40:00;26,995286472070966;;;39,13227690841162;28,309607719124347;27,17211719816302;27,094813324559603;
221;03:41:00;'03:41:00;28,19317231260358;;;41,68406286285197;28,31592526387155;27,48718753074602;28,0474166919549;
222;03:42:00;'03:42:00;26,462027182048402;;;40,93743553307134;26,90033457289664;27,791277220081813;26,172460608385407;
223;03:43:00;'03:43:00;27,75949854496514;;;41,515763563785775;26,957543776996687;27,60474319537339;26,835407040228606;
224;03:44:00;'03:44:00;27,639838303551166;;;45,4219745403249;27,637260135641455;27,23722803672195;26,653503945603887;
225;03:45:00;'03:45:00;27,061905483860865;;;43,51727562376971;27,188033321033465;28,153859302348124;27,275503673196248;
226;03:46:00;'03:46:00;26,622757593204664;;;43,92410154497095;29,8471790361803;26,913689416499253;26,43397981123245;
227;03:47:00;'03:47:00;27,846479906656334;;;43,48079252228365;27,781251364292114;27,570855896251953;27,661941003051602;
228;03:48:00;'03:48:00;28,08521718851594;;;46,773650646727766;26,613083371631333;26,654691806581617;27,674239458509383;
229;03:49:00;'03:49:00;111,21521962738163;;;43,83192438472198;27,192963279149055;27,797497945368274;28,182935989792444;
230;03:50:00;'03:50:00;104,98624913435214;;;44,09972811357564;27,42396224373867;29,050534529482505;27,03821098282387;
231;03:51:00;'03:51:00;103,82352578498758;;;44,686067614882546;26,957063257447224;27,679093016485993;27,77770144116368;
232;03:52:00;'03:52:00;103,46358715509074;;;42,828329929028996;27,516086396306342;27,37773115511181;28,461264772722934;
233;03:53:00;'03:53:00;103,13667159031951;;;41,207336920024;27,196297822575062;27,712710166620234;28,09294949341782;
234;03:54:00;'03:54:00;105,3538936780393;;;40,543982182371;27,048370472294117;28,067470370579066;27,2298783149784;
235;03:55:00;'03:55:00;103,75118831394049;;;41,10970276101892;27,000275336108828;26,26697669377686;27,218435595397292;
236;03:56:00;'03:56:00;50,090102426415086;;;41,28923794961992;28,436080837261976;27,731373790763207;27,466468853747017;
237;03:57:00;'03:57:00;27,682730656406253;;;40,24178286841523;28,48180112465129;27,74158795618773;27,29555107098696;
238;03:58:00;'03:58:00;28,438245198355357;;;40,940377528217795;26,531691223982175;28,155842021824366;27,783671147709768;
