Apparent.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
19;00:19:00;'00:19:00;42,51941240599465;;;50,82210919252417;183,12456004881076;42,2352377185359;41,62464775988169;
20;00:20:00;'00:20:00;43,367362074603086;;;56,03575147752312;180,22729250845055;41,59330331247862;43,29493755980401;
21;00:21:00;'00:21:00;43,934333654254274;;;56,21792330862309;180,0238115108686;41,95523862515878;42,13109185493164;
22;00:22:00;'00:22:00;42,299044191963624;;;56,09528775724138;180,46762732894464;42,60936097449232;41,90591437287259;
23;00:23:00;'00:23:00;42,00397035422103;;;55,82199551844568;179,2338999922378;42,28281054822703;42,32569902547877;
24;00:24:00;'00:24:00;42,49096317734835;;;72,17601585642429;180,5443740611669;42,58556165020212;42,21014360924952;
25;00:25:00;'00:25:00;43,50519873795169;;;124,74119068606846;42,78915040038205;41,9121613020862;41,51704385793148;
26;00:26:00;'00:26:00;42,564527999728604;;;123,62520276368555;42,76241932589822;42,15306824121623;42,267662511669776;
27;00:27:00;'00:27:00;41,46958477608507;;;125,01362210948906;42,677575700690454;42,42999262780241;42,391713963669865;
28;00:28:00;'00:28:00;42,25490176444371;;;128,07389551763305;42,51145055021089;41,43142480121246;42,661451560477424;
29;00:29:00;'00:29:00;42,538163959587195;;;124,98244583949112;43,07396267983782;47,76249640151396;42,3895828660172;
30;00:30:00;'00:30:00;42,398312223604776;;;321,7414716432599;42,627291607147285;42,17858110380529;42,925010009701694;
31;00:31:00;'00:31:00;43,1829381425451;;;231,6775907482989;41,47782917285948;42,543071466823214;41,96555691691684;
32;00:32:00;'00:32:00;42,84656113885082;;;253,59625935550247;42,136038907691805;41,689448730944505;41,94925928971937;
33;00:33:00;'00:33:00;42,91211842885854;;;250,14090010472992;43,26688276675133;42,27835213754626;42,613695341879925;
34;00:34:00;'00:34:00;42,13590115801037;;;294,0761763025812;42,05904282338535;42,47120934337926;42,663697156516996;
35;00:35:00;'00:35:00;74,27436437469194;;;276,9575623449228;42,14763519680017;42,62700289564523;41,89613267326034;
36;00:36:00;'00:36:00;183,8366285914026;;;266,6224644312057;43,24235758256146;42,21545568398637;43,12454386172039;
37;00:37:00;'00:37:00;179,3605747682989;;;255,08753239769024;42,78521211838198;42,1692704729195;42,4925453330196;
38;00:38:00;'00:38:00;178,42682455198516;;;238,41233835336334;41,60456070348119;43,06543449235025;42,881432630720155;
39;00:39:00;'00:39:00;179,85494092513767;;;278,8926201426012;42,609137694433905;42,83949241258214;42,22866046921538;
40;00:40:00;'00:40:00;181,2430152977802;;;260,5702980224234;42,89002346664793;43,11165575101274;43,51091212010063;
41;00:41:00;'00:41:00;180,5002731906953;;;52,574580156511516;42,94117953340276;42,05916006084919;42,45269818245709;
42;00:42:00;'00:42:00;179,71616779721106;;;51,13188652375044;41,512992924087776;42,95860041487149;42,1280088787712;
43;00:43:00;'00:43:00;117,38515739968953;;;50,62769228847561;40,61759498855034;42,90504484458011;43,05708335440396;
44;00:44:00;'00:44:00;41,19421945528296;;;51,87356930909114;41,547273681478785;41,95924227911936;41,473707768513904;
45;00:45:00;'00:45:00;41,880354308174205;;;51,538836103558516;48,87288358764081;42,29657030901888;75,72926251245804;
46;00:46:00;'00:46:00;42,920232879358004;;;50,45407122638968;42,411301655286486;42,47028037058437;183,39859150998458;
47;00:47:00;'00:47:00;42,58536227872383;;;52,926191054542066;42,154821168305055;42,780886467604915;179,72123796287983;
48;00:48:00;'00:48:00;42,621960099999214;;;52,12482469856959;43,21133893218339;41,33758052971427;179,37773514656666;
49;00:49:00;'00:49:00;43,037430154289574;;;52,240137554873684;43,08575166619864;42,27415454000972;179,53761842624408;
50;00:50:00;'00:50:00;42,73868737222438;;;55,26261318594643;41,1102942074007;42,47908350715807;179,87983680529402;
51;00:51:00;'00:51:00;43,133391269211145;;;52,16948784481831;41,927963275572424;41,36361477176399;181,2514738129273;
52;00:52:00;'00:52:00;42,40709764674086;;;53,73648528857803;42,24908418041812;42,07163455133198;180,7358803023118;
53;00:53:00;'00:53:00;43,237859103942604;;;53,72964943641755;43,30424939191886;42,71363779168721;179,81758422672638;
54;00:54:00;'00:54:00;42,07660881018251;;;52,84310417238575;42,36056770009759;42,44038234312163;116,45703657395713;
55;00:55:00;'00:55:00;42,228748686830535;;;53,988130988707745;42,106959368810976;43,024117815967564;43,27480179085479;
56;00:56:00;'00:56:00;42,4815682604719;;;54,12255768502815;41,18124828555182;184,27359300271905;42,31800079128999;
57;00:57:00;'00:57:00;44,286084469583066;;;54,21540394867739;43,04780080250246;180,43993278585376;41,48236889945056;
58;00:58:00;'00:58:00;42,16353317644189;;;54,37791723399974;41,97887354881466;179,52582310731358;40,8454490184453;
59;00:59:00;'00:59:00;42,290765250278504;;;52,325770827463245;43,001643188081765;179,05480191121214;43,206038447481326;
60;01:00:00;'01:00:00;42,96775797330571;;;52,44446275232898;42,4941285630865;180,9973263494306;43,349058288866836;
61;01:01:00;'01:01:00;43,2893175416302;;;52,59773552816257;42,390569068867926;179,90608156679744;42,88663848214914;
62;01:02:00;'01:02:00;42,92979608589353;;;51,18022363101987;41,68096083707839;180,58250896694156;41,66902954048713;
63;01:03:00;'01:03:00;42,349232945413384;;;51,923592492926936;42,640017248998475;118,11748479748552;41,3935374066392;
64;01:04:00;'01:04:00;42,331485722294154;;;50,98110558180804;42,293095950758214;43,18389992700983;41,93497224721647;
65;01:05:00;'01:05:00;42,51749920360549;;;52,160416865105034;42,37108345633901;42,564544475677124;42,247088034593126;
66;01:06:00;'01:06:00;42,39997833964147;;;51,30578882697373;42,41880641762774;42,38860595477492;43,27533731544554;
67;01:07:00;'01:07:00;48,83998759441421;;;52,11025433510872;43,05146252826191;43,09776214164973;42,58727902989951;
68;01:08:00;'01:08:00;42,01235800178391;;;51,55921638230921;42,49595836505112;42,964994369026414;42,21734671049748;
69;01:09:00;'01:09:00;43,237459256377406;;;51,13877700925718;42,45018516880515;41,757909289365784;43,64600371409397;
70;01:10:00;'01:10:00;42,13654827335989;;;51,9844189847514;42,7012067883108;41,53338844301354;41,64547580396838;
71;01:11:00;'01:11:00;42,70694106749487;;;51,20129393150513;41,97912195328619;41,95769410858859;42,5052929645242;
72;01:12:00;'01:12:00;41,875400799583645;;;51,12356152767545;42,43094220229334;41,93064939151962;40,6599615539011;
73;01:13:00;'01:13:00;42,0807309783798;;;52,065230576029506;42,62493105425478;41,71626514613457;42,264008654087505;
74;01:14:00;'01:14:00;42,32101338055821;;;52,056336895905645;75,33422096988394;42,125550046000754;42,15809134485464;
75;01:15:00;'01:15:00;41,225763966108175;;;52,44571970808138;182,24817404031484;40,88550510726549;42,299592877436254;
76;01:16:00;'01:16:00;42,15639167493214;;;51,84554815850172;178,9137118754112;42,2956201487346;42,589260310119776;
77;01:17:00;'01:17:00;42,80078331338553;;;52,17868746910898;180,12595137510016;40,84782665818454;46,67183581525667;
78;01:18:00;'01:18:00;42,69715794450387;;;52,43156872515663;179,06086473148346;42,28807017858427;42,87222469589508;
79;01:19:00;'01:19:00;43,66237976480943;;;53,612852724242536;180,6220737609657;42,58945675586539;43,981230067667376;
80;01:20:00;'01:20:00;42,82179231728387;;;51,5328592286292;181,06316396030542;42,231721259433115;42,04622097838087;
81;01:21:00;'01:21:00;42,41069416285003;;;67,29962853133881;180,50405693648287;42,865086326114366;41,366573700718;
82;01:22:00;'01:22:00;42,616115982413326;;;122,68230400834798;180,10893485585265;41,68926921434461;42,738680079786334;
83;01:23:00;'01:23:00;40,554467451266525;;;119,3193901572102;116,99479821973823;48,2630087515657;42,84726748060403;
84;01:24:00;'01:24:00;41,444249750541005;;;120,71714086021925;41,32095150896033;41,66563968497523;42,6289209365502;
85;01:25:00;'01:25:00;42,2879174529937;;;120,23166578117426;41,47866821901488;41,34425380457301;42,23650374175152;
86;01:26:00;'01:26:00;42,340601470839374;;;121,8800963658177;42,988000106855885;41,17320153034157;42,47632865381448;
87;01:27:00;'01:27:00;42,07510264221861;;;119,22666531269552;43,15813825061916;42,25263745836585;42,43782267402435;
88;01:28:00;'01:28:00;43,27196783562177;;;119,89657828992988;42,22672436828456;41,46315586223256;42,84666183034703;
89;01:29:00;'01:29:00;42,97060104016231;;;121,23084734381618;42,242178188818464;42,410678941986326;43,12625497281226;
90;01:30:00;'01:30:00;43,40657700014366;;;88,50668272735878;41,672138421859565;42,80894877138795;42,17857103925652;
91;01:31:00;'01:31:00;41,76901111804539;;;51,39997461485825;41,926571424860164;42,5450673271028;41,913634840032515;
92;01:32:00;'01:32:00;41,90402888311467;;;52,35241431624977;41,8339687394172;43,30380414589523;42,1131939880799;
93;01:33:00;'01:33:00;42,359544233569224;;;53,78115671938846;41,348486020017006;43,02759139777544;42,87631504902836;
94;01:34:00;'01:34:00;41,455805415959034;;;52,40173578912965;42,37504489464921;41,81200510156996;42,446550441216075;
95;01:35:00;'01:35:00;40,76598670908665;;;52,07403445995802;42,15177849495079;43,47539652534667;41,64838757899692;
96;01:36:00;'01:36:00;41,62710833543594;;;52,479604703691194;42,390909951894436;42,58093419183039;42,29060603124294;
97;01:37:00;'01:37:00;42,613837211659664;;;51,48855169341142;42,312925799273415;42,40419546352493;41,69005863208189;
98;01:38:00;'01:38:00;43,94892328547142;;;53,3703696660528;42,28007650819834;42,291800399058644;41,70406410140566;
99;01:39:00;'01:39:00;42,860891650632304;;;49,9117014396297;43,09057455147325;42,49962374742624;41,49644605095594;
100;01:40:00;'01:40:00;43,091722319077796;;;52,56691171751912;41,261031233089305;43,16793568433253;41,57138320141326;
101;01:41:00;'01:41:00;42,23077288999866;;;53,09122404340641;40,80603198976054;42,63901545309366;42,297464777679856;
102;01:42:00;'01:42:00;76,51450529912566;;;52,05955631902679;41,76188322324249;42,33957466800554;43,05310804308136;
103;01:43:00;'01:43:00;183,2688807682671;;;51,8544164983069;41,86697307384598;41,39154899335209;43,463980658877844;
104;01:44:00;'01:44:00;179,2051650065345;;;52,26634563866936;41,01531689852389;42,236648767157426;41,93397421530974;
105;01:45:00;'01:45:00;179,28085089397368;;;51,880392810995154;41,451411419151654;42,466339365908055;43,82401814250837;
106;01:46:00;'01:46:00;179,356688443939;;;53,157521501328944;48,32695460796739;41,95886656442722;75,22367357813583;
107;01:47:00;'01:47:00;179,09362978160885;;;51,45629775203016;41,138844837434334;42,7219874507008;183,36667052114413;
108;01:48:00;'01:48:00;179,43819948424792;;;52,226231260072666;42,14451596032928;42,36795957927555;179,94627144401687;
109;01:49:00;'01:49:00;181,25587664828527;;;53,2849649940325;42,9495255491985;42,06474677047683;179,90892212837022;
110;01:50:00;'01:50:00;179,47498241961844;;;51,66304000540302;42,932155808556075;42,190845996416826;180,024092250672;
111;01:51:00;'01:51:00;117,1839403221599;;;50,271696479122895;41,93107038736266;43,535293677690674;181,10577247055195;
112;01:52:00;'01:52:00;116,60923410227015;;;53,27517849330393;41,73257195792048;76,5634102871737;180,32052546299042;
113;01:53:00;'01:53:00;42,7002584336316;;;51,80544611209741;42,1747795031562;183,6115328273927;180,71759577069344;
114;01:54:00;'01:54:00;42,63291250282732;;;49,88830532652896;42,29116741748769;181,223328755269;117,33480835249753;
115;01:55:00;'01:55:00;42,77191248454116;;;54,70157896209854;44,185694643509834;179,93987811876772;41,93298394347314;
116;01:56:00;'01:56:00;41,577087381120506;;;53,7424294113793;42,369874323299165;179,16846302569098;42,5439657856549;
117;01:57:00;'01:57:00;40,94537940522372;;;53,35193765962623;42,57771634029953;180,91173300630086;41,23450752392044;
118;01:58:00;'01:58:00;41,76837819722152;;;52,09103423934983;42,811927359303745;180,2196339911987;42,04783689055501;
119;01:59:00;'01:59:00;43,26272461249215;;;52,66724257515643;42,1678139304822;178,82152029908502;42,204353130751386;
120;02:00:00;'02:00:00;42,65688411398992;;;53,50992833399097;43,24472562975327;117,48026395955196;42,173781909042674;
121;02:01:00;'02:01:00;42,131485733122744;;;55,58693531389447;43,110348494492975;42,23680171557505;42,339866175869304;
122;02:02:00;'02:02:00;42,85361933125185;;;53,84271710079045;42,83676665503692;41,689102594985535;43,20254079791386;
123;02:03:00;'02:03:00;42,65861999317082;;;54,68077515625719;42,78072632223208;42,620612241769905;41,223012038790905;
124;02:04:00;'02:04:00;41,5840992164773;;;56,91167202440093;42,944433435735085;41,87167157796653;42,50933298739606;
125;02:05:00;'02:05:00;42,42175952253483;;;54,388610970340615;42,56383705624231;42,16153541451515;41,78714222598711;
126;02:06:00;'02:06:00;41,21150512130477;;;54,99532838728187;41,35850147076518;43,703309932461096;42,91649648777612;
127;02:07:00;'02:07:00;41,585081902866804;;;57,37950231872002;42,31328819875981;42,2899929364433;41,64043401066274;
128;02:08:00;'02:08:00;41,48813221707595;;;58,788252369479366;43,164999517228146;41,450453629915174;42,577005041724384;
129;02:09:00;'02:09:00;42,09195079856257;;;54,379369682828454;43,119331045251464;41,98550743462434;42,71931135747787;
130;02:10:00;'02:10:00;41,74083848555338;;;56,48669129500196;41,5245528267979;42,44326930694794;42,45874401665615;
131;02:11:00;'02:11:00;41,81464402076472;;;54,78015571524784;44,45982127121683;42,073824588292034;42,38479743048776;
132;02:12:00;'02:12:00;43,3267633034092;;;52,93456859132047;41,95911029895849;43,65056139247093;41,50844564380765;
133;02:13:00;'02:13:00;43,37706951146874;;;52,530769695898336;42,328008926290046;41,919384667205904;42,85662309625666;
134;02:14:00;'02:14:00;41,937211125738415;;;52,79095416738753;41,281087512030076;42,729272764627325;42,69066587914974;
135;02:15:00;'02:15:00;42,03205736351007;;;53,33442991660519;74,49949443973742;42,71399611125985;42,46173580949047;
136;02:16:00;'02:16:00;42,48791212612645;;;54,96746407395177;183,2826427574149;43,52271311847514;44,104378896499355;
137;02:17:00;'02:17:00;42,71122898117913;;;55,03146989437864;180,25808539957222;42,66868108524412;48,12685092439606;
138;02:18:00;'02:18:00;42,07436760943506;;;54,786704073649474;178,8012955026098;43,737531814263676;42,342510080512206;
139;02:19:00;'02:19:00;48,034370948788435;;;53,51940653492666;180,11753827420037;42,56592339273472;41,51985443723359;
140;02:20:00;'02:20:00;41,9589145339958;;;54,221821019310156;179,82694986137616;42,79747520540264;42,489027540655876;
141;02:21:00;'02:21:00;41,700305749243185;;;54,20940568729676;179,81254193576098;42,05943277688051;42,35558461210189;
142;02:22:00;'02:22:00;42,866850914429705;;;54,08918667469652;180,10164647758774;42,4499935310681;41,99820584731872;
143;02:23:00;'02:23:00;42,49133013973528;;;54,31176883154024;117,50444083638438;42,07357048455975;42,827190017048025;
144;02:24:00;'02:24:00;42,35993755662924;;;52,87046357202129;42,58742735939964;48,16004619035405;42,33383913192433;
145;02:25:00;'02:25:00;42,87665436152673;;;54,28336534284897;42,04636241236052;42,67041797422695;43,063764743600004;
146;02:26:00;'02:26:00;42,651085033283465;;;69,3039996348106;42,14517976298347;41,40595536143306;42,95259779629859;
147;02:27:00;'02:27:00;42,942936616473084;;;123,49764608353716;42,432565437058564;42,71584658405704;42,12204452156129;
148;02:28:00;'02:28:00;41,8736974380889;;;127,64084797833014;43,21286188320777;41,48415322090712;42,42501983567988;
149;02:29:00;'02:29:00;42,44514878711543;;;128,87578849913706;43,50759421900425;42,43690872522169;41,27654542725074;
150;02:30:00;'02:30:00;42,101361681626365;;;128,61856611539395;42,06391163442907;42,52902976718178;43,12053752773839;
151;02:31:00;'02:31:00;42,463512246610364;;;126,39573169511334;41,5111053019354;41,48400388082006;42,3159065176191;
152;02:32:00;'02:32:00;42,24152318240701;;;125,82646222170203;42,252594633989204;41,91602164398273;42,38393404923974;
153;02:33:00;'02:33:00;42,75350301319298;;;128,29534777734528;41,63334263268812;42,402633703584314;41,577305307892615;
154;02:34:00;'02:34:00;42,32518719335613;;;127,18807762532315;42,30063262890151;42,37118814977894;42,42178575892044;
155;02:35:00;'02:35:00;42,953207782978986;;;94,8031125375535;41,74713123205937;42,65908857767628;41,403170704745236;
156;02:36:00;'02:36:00;42,51846173499099;;;59,39775140455069;41,366962827399526;43,29317193140017;42,63351437118908;
157;02:37:00;'02:37:00;42,22770911646153;;;56,768810619557485;42,94445769488161;41,71712422095179;43,50528138599352;
158;02:38:00;'02:38:00;41,75723155934814;;;55,68605284372844;41,6858249513715;42,34656371504689;42,52538686623254;
159;02:39:00;'02:39:00;42,201718204777215;;;55,205272953144046;41,7729117696494;43,27971002208017;43,67301659054015;
160;02:40:00;'02:40:00;41,96334162287122;;;54,91082160920067;41,813676146567225;42,0257543097516;41,60253848634695;
161;02:41:00;'02:41:00;42,1316142586835;;;59,602260306001796;42,619880342236286;42,105300309714416;42,91123883543054;
162;02:42:00;'02:42:00;41,683109591448456;;;57,64910836590249;42,336222916535775;42,761675217686744;42,50288437733146;
163;02:43:00;'02:43:00;41,29494054026935;;;55,80499514888358;42,46788956912821;42,19394783718053;41,863191795071046;
164;02:44:00;'02:44:00;42,91131670501133;;;54,657717371513286;42,44386043501129;42,76662961353298;41,43889759744621;
165;02:45:00;'02:45:00;42,91597028391056;;;53,61086202630304;41,96017784869925;42,87533626780818;42,35468217127532;
166;02:46:00;'02:46:00;41,9195370043127;;;53,80161651768201;48,68634619081234;42,808761446014;42,604999540252706;
167;02:47:00;'02:47:00;42,086672427038565;;;53,176837635624636;42,489699856638275;42,58653465941742;41,851480822719324;
168;02:48:00;'02:48:00;75,33773121586958;;;54,23749410365236;42,254859685450825;42,799511709013245;42,41509674394009;
169;02:49:00;'02:49:00;183,04260925831187;;;54,428869835372346;42,17525752754935;43,118953194651176;76,80836712883885;
170;02:50:00;'02:50:00;180,20192223092755;;;53,45140871423624;43,54309811248528;42,429914427490026;183,98229308292122;
171;02:51:00;'02:51:00;179,44536428639213;;;53,214107336498074;42,33086250873006;43,45809245802832;180,52476993756395;
172;02:52:00;'02:52:00;180,2348601231254;;;52,93438140852993;42,945408527947976;43,41215408268541;179,4509685916837;
173;02:53:00;'02:53:00;180,72158475948012;;;54,27509772984168;42,57735558024302;42,28311474912686;179,33443586904173;
174;02:54:00;'02:54:00;179,97597658053206;;;53,74584991431828;42,14330256054186;42,3453386295855;179,56841893474038;
175;02:55:00;'02:55:00;180,23457963779018;;;53,9837324842612;42,90410984533938;42,87441827277063;180,0581044959388;
176;02:56:00;'02:56:00;116,51881835486319;;;54,390653645644605;41,98477039357264;41,15954634047389;180,5287860540875;
177;02:57:00;'02:57:00;42,406382648992675;;;54,00170594338801;42,24506893394205;42,98647109311894;180,81252029741404;
178;02:58:00;'02:58:00;41,91339229727422;;;207,6053599935622;42,427742601865155;41,880768643315314;116,78638486540491;
179;02:59:00;'02:59:00;41,272191964382365;;;280,2266001594429;43,18116366311358;40,85393506255721;42,79691574604455;
180;03:00:00;'03:00:00;41,83541468365749;;;268,4324324800337;42,999367975685416;75,44659423073628;43,45398498560513;
181;03:01:00;'03:01:00;42,25030019536426;;;281,1039203292944;41,44829004975718;75,76848405386883;41,220302911545836;
182;03:02:00;'03:02:00;41,354392912697264;;;272,3581826746706;41,446242222963775;183,9529527788421;43,06264223756676;
183;03:03:00;'03:03:00;41,502343776132435;;;300,6019686620674;43,11195500728821;181,32924079010212;42,08445845048596;
184;03:04:00;'03:04:00;42,16212128108813;;;290,408649250937;42,055533770514074;180,34475729370314;41,51725313818987;
185;03:05:00;'03:05:00;42,237772928898174;;;331,35839942467493;42,29303282928544;178,8275751298484;42,99289789006619;
186;03:06:00;'03:06:00;42,46468984761377;;;288,2446714657086;41,771887452893;179,0479738331692;42,58403171673315;
187;03:07:00;'03:07:00;41,98076831301954;;;55,72260942206307;41,572601486700194;179,75666064253792;42,56917397973584;
188;03:08:00;'03:08:00;42,202210854356;;;59,11879492130505;43,25165486327512;181,1138113705;42,24536729794414;
189;03:09:00;'03:09:00;42,87007839035516;;;59,13950469004006;42,2306133393122;179,836698371783;42,23041737317588;
190;03:10:00;'03:10:00;43,5963411673585;;;56,62938251193198;42,26516790760086;118,02409068815993;42,57912575902585;
191;03:11:00;'03:11:00;42,581943616917606;;;57,05625329861199;41,5782062101856;117,22160745211018;43,072220308305766;
192;03:12:00;'03:12:00;42,0147164344947;;;56,39645609537182;42,735224402927884;42,105575857078094;42,143496180643304;
193;03:13:00;'03:13:00;43,049548196416936;;;53,74078646695433;42,27390793447564;42,54176335882273;41,56854220193031;
194;03:14:00;'03:14:00;41,52971986241699;;;54,63981394827472;42,56913143492444;43,413037962201265;40,98991378869874;
195;03:15:00;'03:15:00;43,0358307201843;;;54,568617396371316;74,61810662422552;41,43263305527919;42,33671573517615;
196;03:16:00;'03:16:00;41,7022608534625;;;53,873937340051285;183,55323793018673;43,02157566470165;41,99086940922338;
197;03:17:00;'03:17:00;41,35538732916398;;;54,4173180266652;180,3546437264469;42,15268662102595;43,1007104492066;
198;03:18:00;'03:18:00;41,525881282315396;;;54,208763691391106;178,91679819114285;43,541293806152595;42,950396456191825;
199;03:19:00;'03:19:00;47,40944703407339;;;53,90416752213296;179,52891401727464;41,671009106470734;43,06270702866474;
200;03:20:00;'03:20:00;43,13190025211797;;;54,140816642219626;180,38245760965347;42,21462027574696;41,59907476972697;
201;03:21:00;'03:21:00;42,37465195779011;;;54,503481296804345;180,79946865525827;41,749940581754636;42,271223283697196;
202;03:22:00;'03:22:00;42,056368668911894;;;54,28307301232874;180,7289355318933;42,28272750387872;42,09859422346906;
203;03:23:00;'03:23:00;42,650881458395006;;;54,63183950506498;116,89365087826812;40,83636407397477;42,202747305283225;
204;03:24:00;'03:24:00;41,01136469588691;;;54,02300140936861;41,4108276421937;41,953707370100254;42,88295472370031;
205;03:25:00;'03:25:00;42,56707794314022;;;54,190629680315254;42,370543020910645;42,21631629399237;47,118874561257286;
206;03:26:00;'03:26:00;42,38683230528083;;;54,221172597035476;42,61409689025083;42,05987837595922;42,72600368047665;
207;03:27:00;'03:27:00;42,98690752936355;;;54,198154698729965;41,686962495410995;42,859781311372814;42,32839472487888;
208;03:28:00;'03:28:00;43,52924533485564;;;54,31606189248015;42,61242239228224;41,94305574911326;42,19875569844611;
209;03:29:00;'03:29:00;41,85332377841969;;;54,08678639701478;42,9824588599861;43,061751382466824;43,02962942611249;
210;03:30:00;'03:30:00;41,91799618862484;;;70,82586544012705;42,81229271657303;41,28277169964899;40,63277755125079;
211;03:31:00;'03:31:00;41,925445504101475;;;125,09213669886523;41,665607115706756;41,39721727060684;42,051719050368774;
212;03:32:00;'03:32:00;42,24195781207744;;;122,94682279318747;42,30350555830588;43,76383618172996;42,70883542670451;
213;03:33:00;'03:33:00;42,67922177444288;;;122,93084215968437;41,83381771223237;42,201927856820205;41,72195396181657;
214;03:34:00;'03:34:00;43,04636394345439;;;124,97286709528106;41,884785976165034;42,89884385811025;41,86839737318706;
215;03:35:00;'03:35:00;42,64740228477049;;;126,1797292248696;41,25615321683693;42,20670299881976;42,5338401424526;
216;03:36:00;'03:36:00;42,96240907872823;;;124,34474177127908;42,61410819374555;42,45516798137282;42,06902873083755;
217;03:37:00;'03:37:00;41,73436873025197;;;123,07335595162816;41,620968865523466;42,714908337051334;42,27833313660108;
218;03:38:00;'03:38:00;41,72331794836351;;;91,51542071353616;42,42304232128035;42,56229380624903;41,78887154893914;
219;03:39:00;'03:39:00;42,024078144349254;;;54,82503259063316;42,29595833363726;47,925193692047316;41,790095312259986;
220;03:40:00;'03:40:00;42,115134348429436;;;54,56332907672145;42,956199341241074;42,236842731347465;42,13970461437965;
221;03:41:00;'03:41:00;42,966442378449365;;;54,71621919220798;42,605655665751385;42,341781375518465;42,322737143407;
222;03:42:00;'03:42:00;41,33499493153836;;;55,712840425153416;41,81557793192043;42,35632485536786;41,0002969358433;
223;03:43:00;'03:43:00;43,19461174505457;;;56,996384677739506;42,02208453104725;42,398151444816534;41,54170486045679;
224;03:44:00;'03:44:00;42,304343970802876;;;57,06674457598306;42,66520657897987;42,57648543408313;41,8124214633746;
225;03:45:00;'03:45:00;42,05046141675724;;;57,43795887150767;41,930078868627966;42,6942748702313;42,28166127420533;
226;03:46:00;'03:46:00;41,4290618323209;;;56,50131549155706;47,51806886158484;41,72918643118412;41,82067171354182;
227;03:47:00;'03:47:00;43,01681466660687;;;57,29412586305201;42,655511741963885;42,56032843975737;42,370984072450085;
228;03:48:00;'03:48:00;75,851930200597;;;59,22596987002577;41,66193386250062;41,652854160130985;42,23189938220377;
229;03:49:00;'03:49:00;184,07570508750018;;;57,602415279053744;42,42309481043811;42,98345849321792;42,87788194285834;
230;03:50:00;'03:50:00;180,2910967250933;;;56,491356952717624;42,6723341867828;43,935743694186;41,778337422231175;
231;03:51:00;'03:51:00;180,23287009414904;;;56,5070560488346;41,595207991016416;42,86116199013349;42,445430434439686;
232;03:52:00;'03:52:00;180,96753605371342;;;56,21587085116481;43,07224847133937;41,84895425043308;43,018135759622034;
233;03:53:00;'03:53:00;179,7737423230018;;;54,313704250849796;41,70437493044797;42,440455751936085;43,06253610056553;
234;03:54:00;'03:54:00;180,74695468426046;;;54,36466706175908;42,051277897077625;42,81610202243717;41,63367308306077;
235;03:55:00;'03:55:00;180,36346236693083;;;54,29767266124137;41,787059339946296;41,22053027071554;41,79973634804804;
236;03:56:00;'03:56:00;117,67576775132368;;;53,60829022342896;43,28250269395802;42,34748663501963;42,25181887913701;
237;03:57:00;'03:57:00;42,16948833730763;;;53,57068804804244;42,92690000933664;42,12951467596752;42,3550642523695;
238;03:58:00;'03:58:00;43,40629142014408;;;54,15916929031213;41,20180180326386;42,983927038820596;75,57210955478091;
