Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;
Kitchen radio / AEG KRC 4323 CD;0,15133961550657785;27,619479829950457;0;0;Education and Entertainment equipment / Hifi devices / Kitchen radio;
PC / Acer 8400;0,1432599495162762;26,144940786720408;0;0;Computers and Components / Computer / PC;
Router O2 Box 6431;0,7692394185163823;140,38619387923978;0;0;(no category);
PC Monitor / Fujitsu Siemens Scaleoview D19-1;0,1110439722541357;20,265524936379766;0;0;Computers and Components / Monitor / TFT display;
Epson Stylus Color 860;0,02853944363808238;5,208448463950035;0;0;Computers and Components / Printer / Ink jet printer;
TASKalfa 180;0,3028649695641899;55,27285694546465;0;0;Computers and Components / Computer component / Photocopier;
Phone Siemens Gigaset C320;0,3333741089786968;60,84077488861217;0;0;(no category);
Laptop Sony Vaio SVE151G11M;0,2788728573640946;50,89429646894727;0;0;Computers and Components / Computer / Laptop;
Electric Toothbrush Dondodent Professional Clean;0,02657616544371608;4,850150193478185;0;0;(no category);
CD/DVD Player / Philips DVDR 725 H;0,12935664357152787;23,607587451803838;0;0;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
SAT Receiver / Kathrein UFS913;0,16186249347260365;29,539905058750165;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
TV Medion MD20123_DE_A;0,03319744662235899;6,058534008580516;0;0;Education and Entertainment equipment / Entertainment device / Television set;
Electric Razor Braun Cruzer 5;0,11413936156529787;20,830433485666862;0;0;(no category);
Sony PlayStation 3;0,5442444820744176;99,3246179785812;0;0;Education and Entertainment equipment / Video game console / Playstation 3;
Sums;17,917941637018856;3270,0243487559414;0
