Apparent.Timestep;Time;Sum [kWh]
131;16/04/2025 02:11;0.0016731178840061157
132;16/04/2025 02:12;0.0016421832456589042
133;16/04/2025 02:13;0.0017445182037434598
134;16/04/2025 02:14;0.001665175679635487
135;16/04/2025 02:15;0.0017461115309374347
136;16/04/2025 02:16;0.0016881870053582202
137;16/04/2025 02:17;0.0017579513324001135
138;16/04/2025 02:18;0.0017079222989595535
139;16/04/2025 02:19;0.0017678533039371229
140;16/04/2025 02:20;0.0016762977602117603
141;16/04/2025 02:21;0.001611861688282413
142;16/04/2025 02:22;0.0017233755642884106
143;16/04/2025 02:23;0.0016540754990535982
144;16/04/2025 02:24;0.0016399541888365715
145;16/04/2025 02:25;0.001668778100534524
146;16/04/2025 02:26;0.0016563456635801629
147;16/04/2025 02:27;0.0016282068838969785
148;16/04/2025 02:28;0.001726649038119969
149;16/04/2025 02:29;0.0017725649814201649
150;16/04/2025 02:30;0.00174092096788473
151;16/04/2025 02:31;0.0016272355465839217
152;16/04/2025 02:32;0.001705387528354413
153;16/04/2025 02:33;0.0016243407043794184
154;16/04/2025 02:34;0.0016373540519613833
155;16/04/2025 02:35;0.0016380941276118984
156;16/04/2025 02:36;0.001733272542947178
157;16/04/2025 02:37;0.0016614044642349896
158;16/04/2025 02:38;0.0017529782450656042
159;16/04/2025 02:39;0.0017927333550498159
160;16/04/2025 02:40;0.001746321771649048
161;16/04/2025 02:41;0.0016217094631393145
162;16/04/2025 02:42;0.0017026331202807717
163;16/04/2025 02:43;0.001629397650810903
164;16/04/2025 02:44;0.0017547185985753169
165;16/04/2025 02:45;0.0017329632467540184
166;16/04/2025 02:46;0.0017662242778346848
167;16/04/2025 02:47;0.001660648488823166
168;16/04/2025 02:48;0.0016627746092722977
169;16/04/2025 02:49;0.001688440995731941
170;16/04/2025 02:50;0.0015959931778374177
171;16/04/2025 02:51;0.0016500294730570763
172;16/04/2025 02:52;0.0016602718757501643
173;16/04/2025 02:53;0.001663659773436105
174;16/04/2025 02:54;0.0016437702948157939
175;16/04/2025 02:55;0.0017184031911842885
176;16/04/2025 02:56;0.001582674905110454
177;16/04/2025 02:57;0.0017933657155632559
178;16/04/2025 02:58;0.0017505397647239677
179;16/04/2025 02:59;0.001779751141271789
180;16/04/2025 03:00;0.0016445832286280735
181;16/04/2025 03:01;0.001596187674606538
182;16/04/2025 03:02;0.0016305958975534817
183;16/04/2025 03:03;0.001731275967059934
184;16/04/2025 03:04;0.0014996008194194726
185;16/04/2025 03:05;0.001722915732531932
186;16/04/2025 03:06;0.001582837587630724
187;16/04/2025 03:07;0.0015913502067252136
188;16/04/2025 03:08;0.0016509690648530404
189;16/04/2025 03:09;0.0016600229023311843
190;16/04/2025 03:10;0.0017487466415054397
191;16/04/2025 03:11;0.0018123143276112192
192;16/04/2025 03:12;0.0017427383661978496
193;16/04/2025 03:13;0.001709471756111572
194;16/04/2025 03:14;0.0016245678430826392
195;16/04/2025 03:15;0.0018290183689731684
196;16/04/2025 03:16;0.0017398216748243324
197;16/04/2025 03:17;0.00168715300253602
198;16/04/2025 03:18;0.0015849405186931648
199;16/04/2025 03:19;0.0017085126728369113
200;16/04/2025 03:20;0.0016851472196731524
201;16/04/2025 03:21;0.001671812065178968
202;16/04/2025 03:22;0.0017664799729647845
203;16/04/2025 03:23;0.0016740961344949936
204;16/04/2025 03:24;0.0016705750653071064
205;16/04/2025 03:25;0.0017351513712218342
206;16/04/2025 03:26;0.0016894812937178903
207;16/04/2025 03:27;0.0016617111469941
208;16/04/2025 03:28;0.0017404748293365331
209;16/04/2025 03:29;0.0016824836449399238
210;16/04/2025 03:30;0.0016476037232039718
211;16/04/2025 03:31;0.0016200830605200029
212;16/04/2025 03:32;0.0016120785203271248
213;16/04/2025 03:33;0.0017011867514562422
214;16/04/2025 03:34;0.001679347231862841
215;16/04/2025 03:35;0.0017397095932000228
216;16/04/2025 03:36;0.001607133965327478
217;16/04/2025 03:37;0.0016844978598521295
218;16/04/2025 03:38;0.0016880286327046192
219;16/04/2025 03:39;0.0017002354942937847
220;16/04/2025 03:40;0.001711537875925226
221;16/04/2025 03:41;0.001671719571077649
222;16/04/2025 03:42;0.0017075391389207383
223;16/04/2025 03:43;0.0016417162950769094
224;16/04/2025 03:44;0.0016950971914578017
225;16/04/2025 03:45;0.0015884342305445896
226;16/04/2025 03:46;0.0016840303464464837
227;16/04/2025 03:47;0.0016632060110598926
228;16/04/2025 03:48;0.0016977878507200097
229;16/04/2025 03:49;0.0017039113178684317
230;16/04/2025 03:50;0.0016789339203933066
231;16/04/2025 03:51;0.001712692629254628
232;16/04/2025 03:52;0.0017100988193140712
233;16/04/2025 03:53;0.0016449493266015918
234;16/04/2025 03:54;0.0016939938510403918
235;16/04/2025 03:55;0.0016716133140077247
236;16/04/2025 03:56;0.0016304966037451673
237;16/04/2025 03:57;0.0016105582879321141
238;16/04/2025 03:58;0.001660557263352981
239;16/04/2025 03:59;0.0016725673224758891
240;16/04/2025 04:00;0.0015946332469387017
241;16/04/2025 04:01;0.0016582813443986163
242;16/04/2025 04:02;0.0016569650603833776
243;16/04/2025 04:03;0.0016332867999777913
244;16/04/2025 04:04;0.0017782687616538701
245;16/04/2025 04:05;0.0016792311900903324
246;16/04/2025 04:06;0.0017182622042320181
247;16/04/2025 04:07;0.0017384827977087135
248;16/04/2025 04:08;0.003609636931031019
249;16/04/2025 04:09;0.0037215028986537966
250;16/04/2025 04:10;0.0036805296532216626
251;16/04/2025 04:11;0.003612149068839898
252;16/04/2025 04:12;0.0036946695608386145
253;16/04/2025 04:13;0.003182004428322085
254;16/04/2025 04:14;0.0030484657016035493
255;16/04/2025 04:15;0.0030407152487880364
256;16/04/2025 04:16;0.003190463946214673
257;16/04/2025 04:17;0.0032091652466856397
258;16/04/2025 04:18;0.0032117682223684755
259;16/04/2025 04:19;0.003026625607768647
260;16/04/2025 04:20;0.003174229622613353
261;16/04/2025 04:21;0.003253491643965023
262;16/04/2025 04:22;0.002984149904072905
263;16/04/2025 04:23;0.003213511078337695
264;16/04/2025 04:24;0.003196842807253777
265;16/04/2025 04:25;0.0033245400369790647
266;16/04/2025 04:26;0.003087651986627583
267;16/04/2025 04:27;0.003035199068602932
268;16/04/2025 04:28;0.002935642851418772
269;16/04/2025 04:29;0.00334326241092845
270;16/04/2025 04:30;0.00318291581581382
271;16/04/2025 04:31;0.0031371380280200687
272;16/04/2025 04:32;0.0030118892649601166
273;16/04/2025 04:33;0.0033876428203654294
274;16/04/2025 04:34;0.0032045288197635018
275;16/04/2025 04:35;0.0031483600237234752
276;16/04/2025 04:36;0.003269523800999712
277;16/04/2025 04:37;0.002910675541008265
278;16/04/2025 04:38;0.0030028208435618274
279;16/04/2025 04:39;0.003163184324760124
280;16/04/2025 04:40;0.003057268511819296
281;16/04/2025 04:41;0.003019713830812567
282;16/04/2025 04:42;0.0030971283865770384
283;16/04/2025 04:43;0.0031746261362075793
284;16/04/2025 04:44;0.005100111890923532
285;16/04/2025 04:45;0.004978922640654761
286;16/04/2025 04:46;0.005128437043779565
287;16/04/2025 04:47;0.005160158020653603
288;16/04/2025 04:48;0.004793170322426514
289;16/04/2025 04:49;0.005317029492126477
290;16/04/2025 04:50;0.004609957597955676
291;16/04/2025 04:51;0.005088430668846985
292;16/04/2025 04:52;0.005562928007360362
293;16/04/2025 04:53;0.0056220869819428605
294;16/04/2025 04:54;0.0050432467013936675
295;16/04/2025 04:55;0.005361724548484116
296;16/04/2025 04:56;0.005261189698033017
297;16/04/2025 04:57;0.00510945869737637
298;16/04/2025 04:58;0.0052154822666914645
299;16/04/2025 04:59;0.005310420091678175
300;16/04/2025 05:00;0.004976657417632876
301;16/04/2025 05:01;0.00552791696619511
302;16/04/2025 05:02;0.005010471609888282
303;16/04/2025 05:03;0.00499456857945741
304;16/04/2025 05:04;0.005299689893871474
305;16/04/2025 05:05;0.0052617715479596995
306;16/04/2025 05:06;0.005271868919396415
307;16/04/2025 05:07;0.00550303810404655
308;16/04/2025 05:08;0.005352973282701648
309;16/04/2025 05:09;0.00495705550659569
310;16/04/2025 05:10;0.005183717669653261
311;16/04/2025 05:11;0.005533896760204378
312;16/04/2025 05:12;0.005231530590360555
313;16/04/2025 05:13;0.005211156651015884
314;16/04/2025 05:14;0.00530006950058783
315;16/04/2025 05:15;0.007021590519885943
316;16/04/2025 05:16;0.007247102871905035
317;16/04/2025 05:17;0.007085029771185891
318;16/04/2025 05:18;0.00673877059760604
319;16/04/2025 05:19;0.006974757670702688
320;16/04/2025 05:20;0.006685079306344406
321;16/04/2025 05:21;0.006384613098855673
322;16/04/2025 05:22;0.006562261251045737
323;16/04/2025 05:23;0.006921722476440416
324;16/04/2025 05:24;0.006663134719204272
325;16/04/2025 05:25;0.006785625395585042
326;16/04/2025 05:26;0.006750043152288206
327;16/04/2025 05:27;0.0072348077936920385
328;16/04/2025 05:28;0.007142899713091236
329;16/04/2025 05:29;0.007195365084006552
330;16/04/2025 05:30;0.007147104250465789
331;16/04/2025 05:31;0.0069600778748419145
332;16/04/2025 05:32;0.006870488350246309
333;16/04/2025 05:33;0.007556139086882421
334;16/04/2025 05:34;0.007401872174562528
335;16/04/2025 05:35;0.00742122419808489
336;16/04/2025 05:36;0.007271284264378048
337;16/04/2025 05:37;0.0073978024616558466
338;16/04/2025 05:38;0.007493844205451842
339;16/04/2025 05:39;0.0072068921213463205
340;16/04/2025 05:40;0.007591366972019111
341;16/04/2025 05:41;0.007235479830375586
342;16/04/2025 05:42;0.007825801723879535
343;16/04/2025 05:43;0.00792843277487088
344;16/04/2025 05:44;0.007538206619611983
345;16/04/2025 05:45;0.007819555161706328
346;16/04/2025 05:46;0.007251924043372285
347;16/04/2025 05:47;0.0070927587215089275
348;16/04/2025 05:48;0.00768855325015753
349;16/04/2025 05:49;0.007569637823054245
350;16/04/2025 05:50;0.007532221037002991
351;16/04/2025 05:51;0.008009728290986961
352;16/04/2025 05:52;0.007533980513439973
353;16/04/2025 05:53;0.005316725033102521
354;16/04/2025 05:54;0.005594163563889789
355;16/04/2025 05:55;0.005443065984646149
356;16/04/2025 05:56;0.0056139915827189265
357;16/04/2025 05:57;0.005490564400498717
358;16/04/2025 05:58;0.005670755526356029
359;16/04/2025 05:59;0.005517334843494432
360;16/04/2025 06:00;0.004995236199227192
361;16/04/2025 06:01;0.005425955859369819
362;16/04/2025 06:02;0.00551843609430495
363;16/04/2025 06:03;0.005407667938343912
364;16/04/2025 06:04;0.005468290441855467
365;16/04/2025 06:05;0.005710335221027123
366;16/04/2025 06:06;0.005593644533356082
367;16/04/2025 06:07;0.005461123081268503
368;16/04/2025 06:08;0.005431863977259399
369;16/04/2025 06:09;0.0053754804085231825
370;16/04/2025 06:10;0.0033746763815675615
371;16/04/2025 06:11;0.003070041196306981
372;16/04/2025 06:12;0.003503849040109748
373;16/04/2025 06:13;0.001644250927605258
374;16/04/2025 06:14;0.0017094853964801555
375;16/04/2025 06:15;0.0016649954704872863
376;16/04/2025 06:16;0.0016912664173806598
377;16/04/2025 06:17;0.0016786678578522376
378;16/04/2025 06:18;0.0015938482417406164
379;16/04/2025 06:19;0.0015972328688258067
380;16/04/2025 06:20;0.0016472102990002999
381;16/04/2025 06:21;0.001679035399861607
382;16/04/2025 06:22;0.001599202153113484
383;16/04/2025 06:23;0.001756680202327557
384;16/04/2025 06:24;0.0016467874369483027
385;16/04/2025 06:25;0.001630685176232111
386;16/04/2025 06:26;0.0017216486552845522
387;16/04/2025 06:27;0.0017376074133086143
388;16/04/2025 06:28;0.001652381743803632
389;16/04/2025 06:29;0.0017174879724339096
390;16/04/2025 06:30;0.0016950032834248518
391;16/04/2025 06:31;0.0016798017093743289
392;16/04/2025 06:32;0.0016594843138815058
393;16/04/2025 06:33;0.001707835455367455
394;16/04/2025 06:34;0.0017322958181092405
395;16/04/2025 06:35;0.0017181096611471917
396;16/04/2025 06:36;0.0016620889755257513
397;16/04/2025 06:37;0.0016187737436093024
398;16/04/2025 06:38;0.0017587231129124294
399;16/04/2025 06:39;0.0017788520096652836
400;16/04/2025 06:40;0.0017035920685279048
401;16/04/2025 06:41;0.0016673955519480351
402;16/04/2025 06:42;0.001680746879321255
403;16/04/2025 06:43;0.0016986713607586815
404;16/04/2025 06:44;0.0016399567688319824
405;16/04/2025 06:45;0.001606241752884216
406;16/04/2025 06:46;0.0016827408457914834
407;16/04/2025 06:47;0.001620405282203195
408;16/04/2025 06:48;0.0016357576223214874
409;16/04/2025 06:49;0.0016703745378562063
410;16/04/2025 06:50;0.00903825405279036
411;16/04/2025 06:51;0.007264206715244119
412;16/04/2025 06:52;0.007462245023977491
413;16/04/2025 06:53;0.008244664567610489
414;16/04/2025 06:54;0.007881348503565581
415;16/04/2025 06:55;0.008670584979535918
416;16/04/2025 06:56;0.008443835299772069
417;16/04/2025 06:57;0.009164297798974007
418;16/04/2025 06:58;0.007748351428646323
419;16/04/2025 06:59;0.007788595792912031
420;16/04/2025 07:00;0.007874133297415131
421;16/04/2025 07:01;0.008275105277329718
422;16/04/2025 07:02;0.008412219670309026
423;16/04/2025 07:03;0.008845086282773421
424;16/04/2025 07:04;0.008144439116863841
425;16/04/2025 07:05;0.00916993744207132
426;16/04/2025 07:06;0.008158915527674025
427;16/04/2025 07:07;0.009136635753996841
428;16/04/2025 07:08;0.008822608464269206
429;16/04/2025 07:09;0.0090362035307679
430;16/04/2025 07:10;0.00825493683982766
431;16/04/2025 07:11;0.007912456600724293
432;16/04/2025 07:12;0.007171470539135506
433;16/04/2025 07:13;0.007708450129201956
434;16/04/2025 07:14;0.008599212352808878
435;16/04/2025 07:15;0.00826767924058199
436;16/04/2025 07:16;0.00878983952884971
437;16/04/2025 07:17;0.009476659659551655
438;16/04/2025 07:18;0.008365023309638349
439;16/04/2025 07:19;0.008450353903701937
440;16/04/2025 07:20;0.007668979435561844
441;16/04/2025 07:21;0.009324871466308827
442;16/04/2025 07:22;0.00892989003767062
443;16/04/2025 07:23;0.009277553439339574
444;16/04/2025 07:24;0.007824425143710893
445;16/04/2025 07:25;0.00941972924349963
446;16/04/2025 07:26;0.008828512056433967
447;16/04/2025 07:27;0.008699520382431998
448;16/04/2025 07:28;0.009042380714536665
449;16/04/2025 07:29;0.008376833803742519
450;16/04/2025 07:30;0.008740159578385476
451;16/04/2025 07:31;0.009147808724117943
452;16/04/2025 07:32;0.007972339527346868
453;16/04/2025 07:33;0.007757180924030398
454;16/04/2025 07:34;0.008283996072186562
455;16/04/2025 07:35;0.008542128022979996
456;16/04/2025 07:36;0.007499138259234181
457;16/04/2025 07:37;0.00862495488146817
458;16/04/2025 07:38;0.008272382768079106
459;16/04/2025 07:39;0.007938352136541272
460;16/04/2025 07:40;0.008140643573399492
461;16/04/2025 07:41;0.007570644884831305
462;16/04/2025 07:42;0.008730559786072938
463;16/04/2025 07:43;0.008179744538511412
464;16/04/2025 07:44;0.008336151508623817
465;16/04/2025 07:45;0.00817448868938898
466;16/04/2025 07:46;0.007652011041923427
467;16/04/2025 07:47;0.008351448208958598
468;16/04/2025 07:48;0.009807286567993815
469;16/04/2025 07:49;0.0076069251065195706
470;16/04/2025 07:50;0.009230945237849354
471;16/04/2025 07:51;0.007895419467752707
472;16/04/2025 07:52;0.009090143931013862
473;16/04/2025 07:53;0.008051548261530869
474;16/04/2025 07:54;0.008762267907988248
475;16/04/2025 07:55;0.007757384249205258
476;16/04/2025 07:56;0.008505012392161197
477;16/04/2025 07:57;0.008925047433791234
478;16/04/2025 07:58;0.008781827899662599
479;16/04/2025 07:59;0.008092848406789433
480;16/04/2025 08:00;0.009125205337950767
481;16/04/2025 08:01;0.008022442387615951
482;16/04/2025 08:02;0.00768232699016886
483;16/04/2025 08:03;0.009131971192214474
484;16/04/2025 08:04;0.008594115805097502
485;16/04/2025 08:05;0.009557013948797509
486;16/04/2025 08:06;0.008174068527329286
487;16/04/2025 08:07;0.008631598152887667
488;16/04/2025 08:08;0.008380312393871487
489;16/04/2025 08:09;0.009630153409906812
490;16/04/2025 08:10;0.007646030376569637
491;16/04/2025 08:11;0.0094426877013815
492;16/04/2025 08:12;0.008358379745090447
493;16/04/2025 08:13;0.0077772542614662965
494;16/04/2025 08:14;0.007544394613480365
495;16/04/2025 08:15;0.009370913932157275
496;16/04/2025 08:16;0.009426542981352037
497;16/04/2025 08:17;0.008600509138582627
498;16/04/2025 08:18;0.00928152247300677
499;16/04/2025 08:19;0.0082272391336506
500;16/04/2025 08:20;0.009040224132899182
501;16/04/2025 08:21;0.008502464091225778
502;16/04/2025 08:22;0.007745421249962672
503;16/04/2025 08:23;0.009543339812503772
504;16/04/2025 08:24;0.009402424798282204
505;16/04/2025 08:25;0.007951939436750785
506;16/04/2025 08:26;0.008417168437339818
507;16/04/2025 08:27;0.009011746089612718
508;16/04/2025 08:28;0.00901719122915647
509;16/04/2025 08:29;0.00929454211747672
510;16/04/2025 08:30;0.008853274800190658
511;16/04/2025 08:31;0.00893557853151022
512;16/04/2025 08:32;0.009341445216465813
513;16/04/2025 08:33;0.008123868348453274
514;16/04/2025 08:34;0.007802223387195382
515;16/04/2025 08:35;0.00898783206225155
516;16/04/2025 08:36;0.04493383839540427
517;16/04/2025 08:37;0.044249070673343584
518;16/04/2025 08:38;0.043432733459968544
519;16/04/2025 08:39;0.04337740415319669
520;16/04/2025 08:40;0.04439168442631818
521;16/04/2025 08:41;0.04284015096305736
522;16/04/2025 08:42;0.037762322885548726
523;16/04/2025 08:43;0.037638504716786196
524;16/04/2025 08:44;0.03791766337847682
525;16/04/2025 08:45;0.03791011768367711
526;16/04/2025 08:46;0.03764028433236038
527;16/04/2025 08:47;0.038016192196865806
528;16/04/2025 08:48;0.03784643647215891
529;16/04/2025 08:49;0.03797683643911155
530;16/04/2025 08:50;0.03756176395696114
531;16/04/2025 08:51;0.03782078111058253
532;16/04/2025 08:52;0.03792606607979903
533;16/04/2025 08:53;0.037692304009212155
534;16/04/2025 08:54;0.037894398796748996
535;16/04/2025 08:55;0.03800989816028475
536;16/04/2025 08:56;0.0030103950487294596
537;16/04/2025 08:57;0.002893720330387476
538;16/04/2025 08:58;0.0027802207777544636
539;16/04/2025 08:59;0.0027750949591772243
540;16/04/2025 09:00;0.0028677602224888017
541;16/04/2025 09:01;0.0030355611568251557
542;16/04/2025 09:02;0.002695319425364822
543;16/04/2025 09:03;0.0025933713609129112
544;16/04/2025 09:04;0.0026650084185499178
545;16/04/2025 09:05;0.0029724874922572274
546;16/04/2025 09:06;0.0026172860039430806
547;16/04/2025 09:07;0.002787245524944872
548;16/04/2025 09:08;0.002664625873474889
549;16/04/2025 09:09;0.002688034474150168
550;16/04/2025 09:10;0.0027479315855486568
551;16/04/2025 09:11;0.0029641831123357366
552;16/04/2025 09:12;0.002872855250700904
553;16/04/2025 09:13;0.0027359710485722736
554;16/04/2025 09:14;0.002711397786320347
555;16/04/2025 09:15;0.0028784378951323686
556;16/04/2025 09:16;0.0027963008551254906
557;16/04/2025 09:17;0.0027682278011103983
558;16/04/2025 09:18;0.0025594581921140696
559;16/04/2025 09:19;0.06099994924837781
560;16/04/2025 09:20;0.06722931317110489
561;16/04/2025 09:21;0.0618396955342764
562;16/04/2025 09:22;0.05799482592706491
563;16/04/2025 09:23;0.061906272064396785
564;16/04/2025 09:24;0.06172979273016836
565;16/04/2025 09:25;0.05116619345758194
566;16/04/2025 09:26;0.05180918327443522
567;16/04/2025 09:27;0.07245221876260752
568;16/04/2025 09:28;0.0681431744764333
569;16/04/2025 09:29;0.06678257801844452
570;16/04/2025 09:30;0.04350020337081203
571;16/04/2025 09:31;0.04077835178152742
572;16/04/2025 09:32;0.03160683035184581
573;16/04/2025 09:33;0.03558584862484562
574;16/04/2025 09:34;0.0029731703077382847
575;16/04/2025 09:35;0.002781511471270544
576;16/04/2025 09:36;0.003026740010353884
577;16/04/2025 09:37;0.0028657119608295127
578;16/04/2025 09:38;0.002825843760938239
579;16/04/2025 09:39;0.0028868428102084803
580;16/04/2025 09:40;0.0028763157681622937
581;16/04/2025 09:41;0.003091892671176972
582;16/04/2025 09:42;0.0029350939020361694
583;16/04/2025 09:43;0.002931877847468435
584;16/04/2025 09:44;0.002977022089365717
585;16/04/2025 09:45;0.0030552615391715274
586;16/04/2025 09:46;0.0030789995037670977
587;16/04/2025 09:47;0.0031201121979664245
588;16/04/2025 09:48;0.003015364955072863
589;16/04/2025 09:49;0.02886943348420783
590;16/04/2025 09:50;0.02817383576615832
591;16/04/2025 09:51;0.034075882705212834
592;16/04/2025 09:52;0.03570491980408359
593;16/04/2025 09:53;0.03601747537045564
594;16/04/2025 09:54;0.035401930058622244
595;16/04/2025 09:55;0.02690426882078993
596;16/04/2025 09:56;0.030167935387638106
597;16/04/2025 09:57;0.03621491315723603
598;16/04/2025 09:58;0.035008703833488475
599;16/04/2025 09:59;0.03643999276593359
600;16/04/2025 10:00;0.0029979708853905013
601;16/04/2025 10:01;0.0031048214367862823
602;16/04/2025 10:02;0.003247470137226607
603;16/04/2025 10:03;0.003090207031203511
604;16/04/2025 10:04;0.003191407471907275
605;16/04/2025 10:05;0.002896361248861652
606;16/04/2025 10:06;0.004537742458685541
607;16/04/2025 10:07;0.00475188258615385
608;16/04/2025 10:08;0.004523365717654478
609;16/04/2025 10:09;0.00466002212421513
610;16/04/2025 10:10;0.004438780229886681
611;16/04/2025 10:11;0.0046509748139702935
612;16/04/2025 10:12;0.004493232528090717
613;16/04/2025 10:13;0.004645906170377593
614;16/04/2025 10:14;0.004647200583424445
615;16/04/2025 10:15;0.004493013479156678
616;16/04/2025 10:16;0.004753063650930663
617;16/04/2025 10:17;0.005213725594752612
618;16/04/2025 10:18;0.0044091869027824
619;16/04/2025 10:19;0.00446403911536132
620;16/04/2025 10:20;0.0041787362047831286
621;16/04/2025 10:21;0.004346059760215479
622;16/04/2025 10:22;0.004121685265251224
