Reactive.Timestep;Time;Sum [kWh]
43;16/04/2025 00:43;0.0008986032631161353
44;16/04/2025 00:44;0.0009245675779401735
45;16/04/2025 00:45;0.0009183039853720396
46;16/04/2025 00:46;0.0008597462205574484
47;16/04/2025 00:47;0.00082124300726341
48;16/04/2025 00:48;0.0008652885822685303
49;16/04/2025 00:49;0.0008000905275954806
50;16/04/2025 00:50;0.0007204593763474849
51;16/04/2025 00:51;0.0009263810686749614
52;16/04/2025 00:52;0.0008914247981046956
53;16/04/2025 00:53;0.0008276297186355068
54;16/04/2025 00:54;0.0008930920736668397
55;16/04/2025 00:55;0.0008318900094551593
56;16/04/2025 00:56;0.0008323947651747848
57;16/04/2025 00:57;0.000926257921450755
58;16/04/2025 00:58;0.0009135058615109744
59;16/04/2025 00:59;0.0009133160670045622
60;16/04/2025 01:00;0.0008807250727246824
61;16/04/2025 01:01;0.0008421589093581373
62;16/04/2025 01:02;0.0008676239899672834
63;16/04/2025 01:03;0.0008160842964615581
64;16/04/2025 01:04;0.0009207758926887062
65;16/04/2025 01:05;0.0008185762519069891
66;16/04/2025 01:06;0.0008861774473774574
67;16/04/2025 01:07;0.0008902682216925611
68;16/04/2025 01:08;0.000994784946374439
69;16/04/2025 01:09;0.0009086942042773312
70;16/04/2025 01:10;0.0008997161390563005
71;16/04/2025 01:11;0.0008693906229006826
72;16/04/2025 01:12;0.0009160137492531165
73;16/04/2025 01:13;0.0008951236232027007
74;16/04/2025 01:14;0.0009061015284705272
75;16/04/2025 01:15;0.0007644252425331618
76;16/04/2025 01:16;0.0008128719229580232
77;16/04/2025 01:17;0.0008582157068752863
78;16/04/2025 01:18;0.0007853138863515548
79;16/04/2025 01:19;0.0008737213668867696
80;16/04/2025 01:20;0.0008335309523746239
81;16/04/2025 01:21;0.0008647500209829063
82;16/04/2025 01:22;0.000928660880641713
83;16/04/2025 01:23;0.0008970437876524429
84;16/04/2025 01:24;0.0003618424485472649
85;16/04/2025 01:25;0.0003773415486159273
86;16/04/2025 01:26;0.00034909774441113666
87;16/04/2025 01:27;0.0003636108502357277
88;16/04/2025 01:28;0.0003409050653515744
89;16/04/2025 01:29;0.0003006993993750118
90;16/04/2025 01:30;0.00036634289399835746
91;16/04/2025 01:31;0.0003417060939038885
92;16/04/2025 01:32;0.00031056054578089117
93;16/04/2025 01:33;0.0003518159214964602
94;16/04/2025 01:34;0.0003468088279527331
95;16/04/2025 01:35;0.00036544564352328755
96;16/04/2025 01:36;0.00034198523995580967
97;16/04/2025 01:37;0.0003415465843204119
98;16/04/2025 01:38;0.0003821238978822238
99;16/04/2025 01:39;0.00036156353107361387
100;16/04/2025 01:40;0.00035983661724804444
101;16/04/2025 01:41;0.0003208829719421238
102;16/04/2025 01:42;0.00035015229033604823
103;16/04/2025 01:43;0.0003473610585847145
104;16/04/2025 01:44;0.000344789133629293
105;16/04/2025 01:45;0.0003569273235453792
106;16/04/2025 01:46;0.0003672851208320147
107;16/04/2025 01:47;0.0003759272710972302
108;16/04/2025 01:48;0.0003163652175023225
109;16/04/2025 01:49;0.00034478675299695106
110;16/04/2025 01:50;0.000332236548278274
111;16/04/2025 01:51;0.00030520352956301777
112;16/04/2025 01:52;0.00037423368114472197
113;16/04/2025 01:53;0.00032718621294179715
114;16/04/2025 01:54;0.00034831056795980706
115;16/04/2025 01:55;0.00031286404383312955
116;16/04/2025 01:56;0.0003526278180815305
117;16/04/2025 01:57;0.0003475472439299667
118;16/04/2025 01:58;0.0003322919263397988
119;16/04/2025 01:59;0.0003324282439915053
120;16/04/2025 02:00;0.00032089894886821465
121;16/04/2025 02:01;0.00032341308032896347
122;16/04/2025 02:02;0.00035096269605593546
123;16/04/2025 02:03;0.00035296242013769277
124;16/04/2025 02:04;0.0003639811797029315
125;16/04/2025 02:05;0.0003693214976988599
126;16/04/2025 02:06;0.0003414551906081011
127;16/04/2025 02:07;0.0003607587635331806
128;16/04/2025 02:08;0.00035952078519456903
129;16/04/2025 02:09;0.00033172188190064256
130;16/04/2025 02:10;0.00034578678288317696
131;16/04/2025 02:11;0.00033831896323590694
132;16/04/2025 02:12;0.0003528846220242842
133;16/04/2025 02:13;0.0003829617237723822
134;16/04/2025 02:14;0.00035806389513307383
135;16/04/2025 02:15;0.00038331195430464475
136;16/04/2025 02:16;0.0003620940122419301
137;16/04/2025 02:17;0.00038682401925179164
138;16/04/2025 02:18;0.0003710829976980546
139;16/04/2025 02:19;0.0003892242346446435
140;16/04/2025 02:20;0.0003596846193384796
141;16/04/2025 02:21;0.00034109876913075916
142;16/04/2025 02:22;0.00037555593841193525
143;16/04/2025 02:23;0.00035367693373307554
144;16/04/2025 02:24;0.00034906237066210325
145;16/04/2025 02:25;0.00035701952788837167
146;16/04/2025 02:26;0.0003490368870414765
147;16/04/2025 02:27;0.00034476398981977003
148;16/04/2025 02:28;0.0003708175484704337
149;16/04/2025 02:29;0.00039124732661541397
150;16/04/2025 02:30;0.0003769982335383888
151;16/04/2025 02:31;0.0003423008665666418
152;16/04/2025 02:32;0.00036783619387168977
153;16/04/2025 02:33;0.0003416240258946108
154;16/04/2025 02:34;0.0003496476694511149
155;16/04/2025 02:35;0.00034876890877410204
156;16/04/2025 02:36;0.0003755800010169601
157;16/04/2025 02:37;0.0003525774053252319
158;16/04/2025 02:38;0.00038068236082391445
159;16/04/2025 02:39;0.00039355472216890075
160;16/04/2025 02:40;0.0003804430233456268
161;16/04/2025 02:41;0.00033926981294100207
162;16/04/2025 02:42;0.0003668080134959653
163;16/04/2025 02:43;0.0003433644380503479
164;16/04/2025 02:44;0.0003823864610709019
165;16/04/2025 02:45;0.00037545697169186177
166;16/04/2025 02:46;0.000385962356145464
167;16/04/2025 02:47;0.0003520293664480055
168;16/04/2025 02:48;0.0003398604917445593
169;16/04/2025 02:49;0.00036046415678219634
170;16/04/2025 02:50;0.00032365126976815236
171;16/04/2025 02:51;0.0003316768923742057
172;16/04/2025 02:52;0.0003389252321618972
173;16/04/2025 02:53;0.0003519220978950002
174;16/04/2025 02:54;0.00033955599426287224
175;16/04/2025 02:55;0.00036326325617129154
176;16/04/2025 02:56;0.00031243287646882977
177;16/04/2025 02:57;0.00038832640288688285
178;16/04/2025 02:58;0.00037154420338011176
179;16/04/2025 02:59;0.0003830560899725747
180;16/04/2025 03:00;0.0003363219710586129
181;16/04/2025 03:01;0.00032520392278518397
182;16/04/2025 03:02;0.00033773430200957595
183;16/04/2025 03:03;0.00036647056715272797
184;16/04/2025 03:04;0.00029655892229447185
185;16/04/2025 03:05;0.0003702563424357848
186;16/04/2025 03:06;0.00032472896452186086
187;16/04/2025 03:07;0.00032890947955725567
188;16/04/2025 03:08;0.0003342047247296828
189;16/04/2025 03:09;0.0003383365814594724
190;16/04/2025 03:10;0.0003752127176794004
191;16/04/2025 03:11;0.0003791740602787469
192;16/04/2025 03:12;0.0003726500323269167
193;16/04/2025 03:13;0.0003553208133167369
194;16/04/2025 03:14;0.00032371256098438485
195;16/04/2025 03:15;0.00039493528858455275
196;16/04/2025 03:16;0.00034806083093117247
197;16/04/2025 03:17;0.0003277736589561721
198;16/04/2025 03:18;0.000295339726941603
199;16/04/2025 03:19;0.0003203442230810349
200;16/04/2025 03:20;0.0003352138855830418
201;16/04/2025 03:21;0.00033622385444648494
202;16/04/2025 03:22;0.00037534535697631506
203;16/04/2025 03:23;0.0003400244269600322
204;16/04/2025 03:24;0.00034134286361401744
205;16/04/2025 03:25;0.0003575312826056665
206;16/04/2025 03:26;0.00034081811828344624
207;16/04/2025 03:27;0.0003418468763273729
208;16/04/2025 03:28;0.00037278104962169334
209;16/04/2025 03:29;0.0003336041664155797
210;16/04/2025 03:30;0.00032812201105556263
211;16/04/2025 03:31;0.000319830214762362
212;16/04/2025 03:32;0.00034184969870277904
213;16/04/2025 03:33;0.00036820820547149374
214;16/04/2025 03:34;0.00036174876773815496
215;16/04/2025 03:35;0.0003814641476137327
216;16/04/2025 03:36;0.0003393962886634392
217;16/04/2025 03:37;0.00036311831094532754
218;16/04/2025 03:38;0.00036624201267538295
219;16/04/2025 03:39;0.000370562462950243
220;16/04/2025 03:40;0.00037118423600486023
221;16/04/2025 03:41;0.0003590702872297944
222;16/04/2025 03:42;0.00036834697803749645
223;16/04/2025 03:43;0.00034859457287773443
224;16/04/2025 03:44;0.00036541558611777086
225;16/04/2025 03:45;0.0003331345082157529
226;16/04/2025 03:46;0.00036205144018926135
227;16/04/2025 03:47;0.00035255066064289583
228;16/04/2025 03:48;0.00036712214565781946
229;16/04/2025 03:49;0.00036226915138712974
230;16/04/2025 03:50;0.00036021901706869574
231;16/04/2025 03:51;0.00036785421745077915
232;16/04/2025 03:52;0.0003768457643172079
233;16/04/2025 03:53;0.00035425520022720243
234;16/04/2025 03:54;0.00036717092410040313
235;16/04/2025 03:55;0.00035873067896389235
236;16/04/2025 03:56;0.0003464467059692377
237;16/04/2025 03:57;0.00034114470924288755
238;16/04/2025 03:58;0.00035428969461583803
239;16/04/2025 03:59;0.00035841941607483557
240;16/04/2025 04:00;0.00033458138439538285
241;16/04/2025 04:01;0.00035460057377670784
242;16/04/2025 04:02;0.000353254719027322
243;16/04/2025 04:03;0.0003450880879351872
244;16/04/2025 04:04;0.0003910235531053639
245;16/04/2025 04:05;0.0003623393948398904
246;16/04/2025 04:06;0.00037135085628838455
247;16/04/2025 04:07;0.0003762197655808774
248;16/04/2025 04:08;0.0009605994559416323
249;16/04/2025 04:09;0.0009957590720505907
250;16/04/2025 04:10;0.0009834633119502507
251;16/04/2025 04:11;0.0009492419909183323
252;16/04/2025 04:12;0.000986513225527155
253;16/04/2025 04:13;0.0008190663151390636
254;16/04/2025 04:14;0.0007690869988048236
255;16/04/2025 04:15;0.0007699540846964112
256;16/04/2025 04:16;0.0008288331437455842
257;16/04/2025 04:17;0.00083003106546898
258;16/04/2025 04:18;0.0008324049018597892
259;16/04/2025 04:19;0.0007653596633007895
260;16/04/2025 04:20;0.0008097490171384603
261;16/04/2025 04:21;0.0008444694640060975
262;16/04/2025 04:22;0.0007569383098277958
263;16/04/2025 04:23;0.0008310788374508514
264;16/04/2025 04:24;0.000817137630163675
265;16/04/2025 04:25;0.0008629534296503091
266;16/04/2025 04:26;0.0007928076363865281
267;16/04/2025 04:27;0.0007720150076886795
268;16/04/2025 04:28;0.0007419403374806807
269;16/04/2025 04:29;0.0008714623660340104
270;16/04/2025 04:30;0.0008220445040912526
271;16/04/2025 04:31;0.0008085429725361114
272;16/04/2025 04:32;0.0007691598771614237
273;16/04/2025 04:33;0.0008747495198863661
274;16/04/2025 04:34;0.0008203352164342777
275;16/04/2025 04:35;0.0008109896889271124
276;16/04/2025 04:36;0.0008330602768001178
277;16/04/2025 04:37;0.0007372535891827347
278;16/04/2025 04:38;0.0007593472297460883
279;16/04/2025 04:39;0.0008046830192928976
280;16/04/2025 04:40;0.0007787234967522198
281;16/04/2025 04:41;0.0007448932752185988
282;16/04/2025 04:42;0.0007687369168484377
283;16/04/2025 04:43;0.0007942684502314937
284;16/04/2025 04:44;0.0013944622257794242
285;16/04/2025 04:45;0.0013418606160098543
286;16/04/2025 04:46;0.0014098565206811698
287;16/04/2025 04:47;0.0014246049219552232
288;16/04/2025 04:48;0.0013215510700946094
289;16/04/2025 04:49;0.0014787302491409637
290;16/04/2025 04:50;0.0012587418475899792
291;16/04/2025 04:51;0.0014030400421783796
292;16/04/2025 04:52;0.0015482319705597321
293;16/04/2025 04:53;0.0015777912843935537
294;16/04/2025 04:54;0.0014053213515179538
295;16/04/2025 04:55;0.0014809319739811462
296;16/04/2025 04:56;0.0014491169485974858
297;16/04/2025 04:57;0.0014076858916289591
298;16/04/2025 04:58;0.0014410764681110652
299;16/04/2025 04:59;0.0015025410846920757
300;16/04/2025 05:00;0.0013947206974546037
301;16/04/2025 05:01;0.0015671242836471809
302;16/04/2025 05:02;0.0014002435846590493
303;16/04/2025 05:03;0.001398003731561495
304;16/04/2025 05:04;0.0014941465046031997
305;16/04/2025 05:05;0.0014812406401914023
306;16/04/2025 05:06;0.0014861294361657982
307;16/04/2025 05:07;0.0015565423983744241
308;16/04/2025 05:08;0.0015111403353649997
309;16/04/2025 05:09;0.0013872459338729788
310;16/04/2025 05:10;0.001454143818264492
311;16/04/2025 05:11;0.0015661832229759889
312;16/04/2025 05:12;0.0014662288514127218
313;16/04/2025 05:13;0.0014629666030998767
314;16/04/2025 05:14;0.0014925512001156666
315;16/04/2025 05:15;0.0020309774281983693
316;16/04/2025 05:16;0.0020999427841320705
317;16/04/2025 05:17;0.0020502078266720716
318;16/04/2025 05:18;0.0019387686416235614
319;16/04/2025 05:19;0.0020116321263233985
320;16/04/2025 05:20;0.0019229807600000168
321;16/04/2025 05:21;0.0018275605972828022
322;16/04/2025 05:22;0.001883259171918554
323;16/04/2025 05:23;0.0019963493976279767
324;16/04/2025 05:24;0.001918407473090119
325;16/04/2025 05:25;0.0019530039539387468
326;16/04/2025 05:26;0.001939309186215074
327;16/04/2025 05:27;0.00209099488879751
328;16/04/2025 05:28;0.002048917790284393
329;16/04/2025 05:29;0.0020792944204164757
330;16/04/2025 05:30;0.0020568792021557997
331;16/04/2025 05:31;0.001991374660617208
332;16/04/2025 05:32;0.001966366138756177
333;16/04/2025 05:33;0.0021865992701040103
334;16/04/2025 05:34;0.0021375977880811903
335;16/04/2025 05:35;0.002134993870947004
336;16/04/2025 05:36;0.0021010652579342357
337;16/04/2025 05:37;0.002136259312881161
338;16/04/2025 05:38;0.0021588067100093006
339;16/04/2025 05:39;0.002073228061045661
340;16/04/2025 05:40;0.0021973726707897757
341;16/04/2025 05:41;0.002083687736084683
342;16/04/2025 05:42;0.002273031614115578
343;16/04/2025 05:43;0.002304281216045258
344;16/04/2025 05:44;0.0021839209618894307
345;16/04/2025 05:45;0.002258774946197576
346;16/04/2025 05:46;0.002082510381461453
347;16/04/2025 05:47;0.0020286505124302925
348;16/04/2025 05:48;0.0022299494645504746
349;16/04/2025 05:49;0.0021854309662203125
350;16/04/2025 05:50;0.002168174022808034
351;16/04/2025 05:51;0.002323936130078981
352;16/04/2025 05:52;0.0021528035138725886
353;16/04/2025 05:53;0.0014605455118715232
354;16/04/2025 05:54;0.001532838838071992
355;16/04/2025 05:55;0.0015085684666739636
356;16/04/2025 05:56;0.0015652692959027908
357;16/04/2025 05:57;0.0015314779809705067
358;16/04/2025 05:58;0.001588538662721665
359;16/04/2025 05:59;0.0015369486853590265
360;16/04/2025 06:00;0.0013711876273337516
361;16/04/2025 06:01;0.0015171129934245617
362;16/04/2025 06:02;0.001530268906324882
363;16/04/2025 06:03;0.0015110217184481957
364;16/04/2025 06:04;0.001526234435416724
365;16/04/2025 06:05;0.001623620232461269
366;16/04/2025 06:06;0.001584081450738787
367;16/04/2025 06:07;0.001541261067066218
368;16/04/2025 06:08;0.001535347014080579
369;16/04/2025 06:09;0.0015182038450315865
370;16/04/2025 06:10;0.0008915849694966387
371;16/04/2025 06:11;0.0007980355909876076
372;16/04/2025 06:12;0.0009314985483915632
373;16/04/2025 06:13;0.00035269634904838796
374;16/04/2025 06:14;0.00036939383553619295
375;16/04/2025 06:15;0.00035854040213409004
376;16/04/2025 06:16;0.0003608159597239701
377;16/04/2025 06:17;0.0003607817782729708
378;16/04/2025 06:18;0.00033452270334848245
379;16/04/2025 06:19;0.000335297767084294
380;16/04/2025 06:20;0.0003527184789243827
381;16/04/2025 06:21;0.00036156997389263283
382;16/04/2025 06:22;0.00033447457780530173
383;16/04/2025 06:23;0.0003835773295659024
384;16/04/2025 06:24;0.00034901927236004484
385;16/04/2025 06:25;0.00034228628349167775
386;16/04/2025 06:26;0.0003738701136486946
387;16/04/2025 06:27;0.0003763497591469121
388;16/04/2025 06:28;0.00034778443261964016
389;16/04/2025 06:29;0.00036836387967097893
390;16/04/2025 06:30;0.0003481746797955662
391;16/04/2025 06:31;0.0003478881760049935
392;16/04/2025 06:32;0.00033614309908401796
393;16/04/2025 06:33;0.00035481505394578054
394;16/04/2025 06:34;0.0003691055253573565
395;16/04/2025 06:35;0.00036431461533869403
396;16/04/2025 06:36;0.00034734543452550714
397;16/04/2025 06:37;0.00032984568658092194
398;16/04/2025 06:38;0.0003771273535559668
399;16/04/2025 06:39;0.0003778147534401759
400;16/04/2025 06:40;0.0003597788546045288
401;16/04/2025 06:41;0.0003470307832346203
402;16/04/2025 06:42;0.0003538445054633405
403;16/04/2025 06:43;0.0003580222076102648
404;16/04/2025 06:44;0.00032914322354211093
405;16/04/2025 06:45;0.00032098961819052995
406;16/04/2025 06:46;0.00033862851912399086
407;16/04/2025 06:47;0.00033159516794222134
408;16/04/2025 06:48;0.0003328377422478413
409;16/04/2025 06:49;0.0003474856220719775
410;16/04/2025 06:50;0.002626600902898536
411;16/04/2025 06:51;0.0020687567845318815
412;16/04/2025 06:52;0.00211646470457802
413;16/04/2025 06:53;0.002387403090844787
414;16/04/2025 06:54;0.0022858469782245953
415;16/04/2025 06:55;0.002525117162816298
416;16/04/2025 06:56;0.0024506611276829265
417;16/04/2025 06:57;0.0026743726625659083
418;16/04/2025 06:58;0.0022491728732692024
419;16/04/2025 06:59;0.0022403211717885265
420;16/04/2025 07:00;0.0022730910724810013
421;16/04/2025 07:01;0.0023978811769361282
422;16/04/2025 07:02;0.002463155682765398
423;16/04/2025 07:03;0.002598153066281038
424;16/04/2025 07:04;0.0023844866668680667
425;16/04/2025 07:05;0.002702193253562
426;16/04/2025 07:06;0.0023851917375785118
427;16/04/2025 07:07;0.0026906898121035858
428;16/04/2025 07:08;0.002591680607589861
429;16/04/2025 07:09;0.0026608868055017568
430;16/04/2025 07:10;0.0024158543286769427
431;16/04/2025 07:11;0.002309229406471483
432;16/04/2025 07:12;0.0020785788307368853
433;16/04/2025 07:13;0.0022426527615771324
434;16/04/2025 07:14;0.00252428729629575
435;16/04/2025 07:15;0.00241418939003379
436;16/04/2025 07:16;0.002583829049958544
437;16/04/2025 07:17;0.0027930583644499452
438;16/04/2025 07:18;0.0024491287820223237
439;16/04/2025 07:19;0.002474542795860491
440;16/04/2025 07:20;0.002231860008105333
441;16/04/2025 07:21;0.002749853952025185
442;16/04/2025 07:22;0.002623311791194263
443;16/04/2025 07:23;0.002731874921242479
444;16/04/2025 07:24;0.0022794300628455086
445;16/04/2025 07:25;0.0027768857920588068
446;16/04/2025 07:26;0.002589630630702654
447;16/04/2025 07:27;0.0025498130767851565
448;16/04/2025 07:28;0.0026576130392123344
449;16/04/2025 07:29;0.002448205491360904
450;16/04/2025 07:30;0.0025621932154219315
451;16/04/2025 07:31;0.0026875074263487553
452;16/04/2025 07:32;0.002307468246498203
453;16/04/2025 07:33;0.0022529875933055884
454;16/04/2025 07:34;0.0024128156855018103
455;16/04/2025 07:35;0.0024848594647391017
456;16/04/2025 07:36;0.0021749279194528824
457;16/04/2025 07:37;0.002521633567590909
458;16/04/2025 07:38;0.0024115117244547023
459;16/04/2025 07:39;0.0022982622901171032
460;16/04/2025 07:40;0.002372729493795435
461;16/04/2025 07:41;0.002192918792494567
462;16/04/2025 07:42;0.0025438702047119077
463;16/04/2025 07:43;0.0023784133810830412
464;16/04/2025 07:44;0.002432948287591291
465;16/04/2025 07:45;0.0023783236535906195
466;16/04/2025 07:46;0.0022161630318910833
467;16/04/2025 07:47;0.002435853740231361
468;16/04/2025 07:48;0.002892573298697315
469;16/04/2025 07:49;0.0021919646630459665
470;16/04/2025 07:50;0.0027014039504094658
471;16/04/2025 07:51;0.00229197265581211
472;16/04/2025 07:52;0.0026495817363933693
473;16/04/2025 07:53;0.0023344023720096936
474;16/04/2025 07:54;0.002551052794107392
475;16/04/2025 07:55;0.0022443876457495125
476;16/04/2025 07:56;0.002457916192391684
477;16/04/2025 07:57;0.0025947347624909137
478;16/04/2025 07:58;0.002532510054772352
479;16/04/2025 07:59;0.002338744239866144
480;16/04/2025 08:00;0.002661571135430542
481;16/04/2025 08:01;0.002329779009248911
482;16/04/2025 08:02;0.002218950034852165
483;16/04/2025 08:03;0.0026723364787106033
484;16/04/2025 08:04;0.0024983452822739238
485;16/04/2025 08:05;0.0028095645545226167
486;16/04/2025 08:06;0.0023843952253859556
487;16/04/2025 08:07;0.0025045918864102243
488;16/04/2025 08:08;0.0024317654831316803
489;16/04/2025 08:09;0.002822688288936814
490;16/04/2025 08:10;0.0022255976019270028
491;16/04/2025 08:11;0.002788019360972182
492;16/04/2025 08:12;0.002448594185621476
493;16/04/2025 08:13;0.0022650311810630285
494;16/04/2025 08:14;0.002194079717729806
495;16/04/2025 08:15;0.0027640616773719727
496;16/04/2025 08:16;0.002781797597999717
497;16/04/2025 08:17;0.00252129157172869
498;16/04/2025 08:18;0.002735444599001716
499;16/04/2025 08:19;0.0024043605080140405
500;16/04/2025 08:20;0.002659659732058042
501;16/04/2025 08:21;0.0024934223144107877
502;16/04/2025 08:22;0.0022567666474648733
503;16/04/2025 08:23;0.0028137363524818235
504;16/04/2025 08:24;0.0027716425764102402
505;16/04/2025 08:25;0.002311791555716326
506;16/04/2025 08:26;0.0024652969510020554
507;16/04/2025 08:27;0.0026485741226745254
508;16/04/2025 08:28;0.002651460865878638
509;16/04/2025 08:29;0.002738503086051348
510;16/04/2025 08:30;0.0025982482822993077
511;16/04/2025 08:31;0.0026253340347891017
512;16/04/2025 08:32;0.0027548342298714897
513;16/04/2025 08:33;0.002371368089459358
514;16/04/2025 08:34;0.002271026381087022
515;16/04/2025 08:35;0.002641150696165908
516;16/04/2025 08:36;0.013864433079136361
517;16/04/2025 08:37;0.013651490367280628
518;16/04/2025 08:38;0.013395227464780689
519;16/04/2025 08:39;0.01337963720168366
520;16/04/2025 08:40;0.013698902624893329
521;16/04/2025 08:41;0.013209700557042582
522;16/04/2025 08:42;0.01162486429613567
523;16/04/2025 08:43;0.011589003129011934
524;16/04/2025 08:44;0.011674304610486982
525;16/04/2025 08:45;0.01165852410388511
526;16/04/2025 08:46;0.011585747270898977
527;16/04/2025 08:47;0.011695700369811381
528;16/04/2025 08:48;0.01163558858729316
529;16/04/2025 08:49;0.011679024540837845
530;16/04/2025 08:50;0.011562040254643826
531;16/04/2025 08:51;0.011637961385685422
532;16/04/2025 08:52;0.011670397606072762
533;16/04/2025 08:53;0.01158865105634175
534;16/04/2025 08:54;0.011662162309636657
535;16/04/2025 08:55;0.011693644032199134
536;16/04/2025 08:56;0.0007659727824586383
537;16/04/2025 08:57;0.0007207862170611732
538;16/04/2025 08:58;0.0006950655791549975
539;16/04/2025 08:59;0.0006947262793689516
540;16/04/2025 09:00;0.0007214974746568928
541;16/04/2025 09:01;0.0007777506165721953
542;16/04/2025 09:02;0.000671623175551606
543;16/04/2025 09:03;0.0006418346557676275
544;16/04/2025 09:04;0.000651687145860735
545;16/04/2025 09:05;0.0007488442506038511
546;16/04/2025 09:06;0.0006471900956392797
547;16/04/2025 09:07;0.0006835334017557244
548;16/04/2025 09:08;0.0006594481007876613
549;16/04/2025 09:09;0.0006608307050655483
550;16/04/2025 09:10;0.0006744309562125236
551;16/04/2025 09:11;0.0007494068414300854
552;16/04/2025 09:12;0.0006999832702878683
553;16/04/2025 09:13;0.0006544741828685467
554;16/04/2025 09:14;0.0006464205288352229
555;16/04/2025 09:15;0.0006852960180708318
556;16/04/2025 09:16;0.0006817129902357244
557;16/04/2025 09:17;0.0006785505663983939
558;16/04/2025 09:18;0.0006238649794918197
559;16/04/2025 09:19;0.018865818574615098
560;16/04/2025 09:20;0.0208099603894151
561;16/04/2025 09:21;0.019123962556332388
562;16/04/2025 09:22;0.01792195200369443
563;16/04/2025 09:23;0.019152385072397114
564;16/04/2025 09:24;0.01910475516294926
565;16/04/2025 09:25;0.01578283400366033
566;16/04/2025 09:26;0.01599182541993503
567;16/04/2025 09:27;0.01756272802249401
568;16/04/2025 09:28;0.01610246371580145
569;16/04/2025 09:29;0.01568812346232659
570;16/04/2025 09:30;0.008418607984299392
571;16/04/2025 09:31;0.01256966838918268
572;16/04/2025 09:32;0.0097075803459302
573;16/04/2025 09:33;0.010948833821337146
574;16/04/2025 09:34;0.0007673334415445883
575;16/04/2025 09:35;0.0007071008948967113
576;16/04/2025 09:36;0.0007842713345463611
577;16/04/2025 09:37;0.0007302497300556012
578;16/04/2025 09:38;0.0007188184263317469
579;16/04/2025 09:39;0.0007392306538634753
580;16/04/2025 09:40;0.0007366006655789129
581;16/04/2025 09:41;0.0007992626039052552
582;16/04/2025 09:42;0.0007533009458706205
583;16/04/2025 09:43;0.0007462259285575895
584;16/04/2025 09:44;0.0007654016564881
585;16/04/2025 09:45;0.0007863904738198835
586;16/04/2025 09:46;0.000795985507370656
587;16/04/2025 09:47;0.0008193343224976263
588;16/04/2025 09:48;0.0007812661908077114
589;16/04/2025 09:49;0.00885602342940353
590;16/04/2025 09:50;0.008635304833275044
591;16/04/2025 09:51;0.010475128798548639
592;16/04/2025 09:52;0.010983331032249657
593;16/04/2025 09:53;0.011081917597001369
594;16/04/2025 09:54;0.010890544112859956
595;16/04/2025 09:55;0.008237618915918026
596;16/04/2025 09:56;0.009254944620279577
597;16/04/2025 09:57;0.011144245996368235
598;16/04/2025 09:58;0.01076913861502728
599;16/04/2025 09:59;0.011213282061187959
600;16/04/2025 10:00;0.0007686339111002248
601;16/04/2025 10:01;0.0008038089600661911
602;16/04/2025 10:02;0.0008480351327697123
603;16/04/2025 10:03;0.0007868482900154186
604;16/04/2025 10:04;0.0008308524088947997
605;16/04/2025 10:05;0.0007301943090296564
606;16/04/2025 10:06;0.0012344765175734407
607;16/04/2025 10:07;0.001303903262921304
608;16/04/2025 10:08;0.0012445607682301735
609;16/04/2025 10:09;0.0012836378370274448
610;16/04/2025 10:10;0.0012152817229599965
611;16/04/2025 10:11;0.0012712011428936394
612;16/04/2025 10:12;0.0012329958143368353
