Electricity.Time;Time span;Kitchen Light (100W) [Watt];Living Room Light (Energy Saving Lamp, 20W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (60W) [Watt];Children Room Light (200W) [Watt];Children Room Light Device (20W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [Watt];Coffee Machine / Braun Impression KF 600 [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];PC / Acer 8400 [Watt];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [Watt];Epson Stylus Color 860 [Watt];TASKalfa 180 [Watt];Canon CanoScan LIDE 110 [Watt];External Harddrive Iomega 3.5" [Watt];Laptop / ACER BT.00603.043 Replacement laptop battery [Watt];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [Watt];Fancy Ceiling Lights with at least 3 Bulbs [Watt];CD/DVD Player / Phillips HDR3810/31 [Watt];Panasonic TX-P58V10E [Watt];SAT Receiver / Kathrein UFS913 [Watt];Miele H 5241 B [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [Watt];Microwave / Panasonic NN-V 359 W Inverter [Watt];Extractor Hood / Miele DA 429-4 [Watt];Miele DA 61 [Watt];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [Watt];Ricecooker / Tristar RK-6112 [Watt];Steam Cooker / Phillips HD9140 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [Watt];Braun Multiquick 3 MR 300 Soup [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [Watt];Fondue / Unold 48746 Asia [Watt];Dishwashers / Bosch SGI 4662 Silence Comfort [Watt];Dryer / Miele T 8626 WP [Watt];Washing Machine Samsung P1405J [Watt];Home Cinema System / Samsung HT-D5550 [Watt];Hifi System / Sharp XL-HF300PH [Watt];AEG NM 2701 Premium [Watt];Hair Dryer Babyliss 2000 [Watt];Canister Vacuum Cleaner / Siemens Z6.0 VSZ61260 [Watt];TV Medion MD20123_DE_A [Watt];Microsoft Xbox 360 [Watt];TV / Phillips Goya 9770 VT [Watt];Liebherr CBP 4056-20A [Watt];Router O2 Box 6431 [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Tooth Brush / Phillips HX9332 [Watt];Phone Siemens Gigaset C320 [Watt];Yamaha RX-V667 [Watt];Liebherr GP 2756-20A [Watt];
14;00:14:00;0;0;0;0;0;0;0;0;0;0,9376413880002736;0;0;0;0;1,1152160710329528;0,8932557857544348;0,17087445772478788;1,818315867311499;0;0;4,997293624575755;0;0;0,5685427095289537;7,931263541384429;3,4259356973425406;0;0;0;15,561296325048563;0;0;0;0;0;0;0;0;0;0;0;0;1,4960848711428052;2,1149076481702584;0;0;0;0,20563193803236002;2,5177903607568446;1,8543824471750001;0;6,11708049180328;0,926795163934426;1,4210615773119797;2,72044196721312;8,75857332065435;0;
15;00:15:00;0;0;0;0;0;0;0;0;0;0,9395705011068001;0;0;0;0;1,1218063495062112;0,8935896435976997;0,17134030545913673;1,8283705741130691;0;0;4,998021977171994;0;0;0,5701438392687801;7,995083123146513;3,4338279462219914;0;0;0;15,5921288722721;0;0;0;0;0;0;0;0;0;0;0;0;1,5005087141840017;2,1228894494890564;0;0;0;0,2061346639249132;2,533600056496954;1,8560493125336812;0;6,11708049180328;0,926795163934426;1,4426829727980632;2,72044196721312;8,820804156834345;0;
16;00:16:00;0;0;0;0;0;0;0;0;0;0,946296530749721;0;0;0;0;1,1368104502360523;0,9024476660405163;0,17236009500416616;1,8330175968954343;0;0;5,020140209802387;0;0;0,5716832749201659;8,001301050256453;3,4412484696927375;0;0;0;15,60139397566197;0;0;0;0;0;0;0;0;0;0;0;0;1,5040075170730947;2,1328648866720106;0;0;0;0,20640815509720706;2,535117955857624;1,8625551844205517;0;6,11708049180328;0,926795163934426;1,4446823123692563;2,72044196721312;8,834773192928727;0;
17;00:17:00;0;0;0;0;0;0;0;0;0;0,9486611992157624;0;0;0;0;1,1370798017224046;0,9033500617732605;0,17241662039638986;1,8361551978634119;0;0;5,036032980217086;0;0;0,5727711777777006;8,032839711164812;3,4419527219810986;0;0;0;15,614945655304519;0;0;0;0;0;0;0;0;0;0;0;0;1,5168341803489975;2,1495781168671924;0;0;0;0,2066456378298322;2,5445904069602374;1,8651387602238805;0;6,11708049180328;0,926795163934426;1,4469235147247064;2,72044196721312;8,837662852634452;0;
18;00:18:00;0;0;0;0;0;0;0;0;0;0,9492285892091425;0;0;0;0;1,139437478084242;0,9039590545868372;0,173812098468678;1,84524563913396;0;0;5,055657178269559;0;0;0,5752724244263396;8,040256001383613;3,4430693119975215;0;0;0;15,64943287228536;0;0;0;0;0;0;0;0;0;0;0;0;1,5171845698349473;2,1532101738927842;0;0;0;0,20680998342750279;2,5482685603067785;1,8695224783996625;0;6,11708049180328;0,926795163934426;1,4472555445204303;2,72044196721312;8,882465408113603;0;
19;00:19:00;0;0;0;0;0;0;0;0;0;0,9569887542402812;0;0;0;0;1,1434162180471625;0,9094767593167351;0,17414452248205448;1,8456128004284267;0;0;5,058257295830123;0;0;0,5765714810161962;8,053437780418843;3,44541685385653;0;0;0;15,717554673873627;0;0;0;0;0;0;0;0;0;0;0;0;1,5322142246707264;2,1598539846496996;0;0;0;0,20688893287071447;2,5488817863912283;1,8714341159532848;0;6,11708049180328;0,926795163934426;1,4492212613450974;2,72044196721312;8,919818858291597;0;
20;00:20:00;0;0;0;0;0;0;0;0;0;0,9571129172319089;0;0;0;0;1,1468823394590133;0,9135531954128745;0,17428456328310743;1,8498286233278587;0;0;5,067033734322278;0;0;0,5779867969897641;8,05932219039519;3,4525286367715022;0;0;0;15,759514242940309;0;0;0;0;0;0;0;0;0;0;0;0;1,5324556278289196;2,1620553932563054;0;0;0;0,20720353574601091;2,569816439128788;1,8752228684248566;0;6,11708049180328;0,926795163934426;1,455237964329879;2,72044196721312;8,93300753546018;0;
21;00:21:00;0;0;0;0;0;0;0;0;0;0,9656241725390868;0;0;0;0;1,1586839934154909;0,9135715089075769;0,17451794154026562;1,85522272665122;0;0;5,096941693740416;0;0;0,5783786639375212;8,06530748149083;3,4631110821327153;0;0;0;15,770009371502384;0;0;0;0;0;0;0;0;0;0;0;0;1,5343916897554377;2,163677372705256;0;0;0;0,20725209181441823;2,573233683646499;1,876950129110706;0;6,11708049180328;0,926795163934426;1,455825905528136;2,72044196721312;8,944432152080761;0;
22;00:22:00;0;0;0;0;0;0;0;0;0;0,9673026564662156;0;0;0;0;1,163004527296302;0,9138698606925791;0,17518508841992203;1,8626998031694453;0;0;5,1226188588636;0;0;0,5789751996889975;8,092596304841551;3,4660440201601235;0;0;0;15,78604172038472;0;0;0;0;0;0;0;0;0;0;0;0;1,5404788758297883;2,1669128290205144;0;0;0;0,20732233553396798;2,5803325410621354;1,879586302611985;0;6,11708049180328;0,926795163934426;1,45907885161294;2,72044196721312;8,952986637325154;0;
23;00:23:00;0;0;0;0;0;0;0;0;0;0,9761095057543229;0;0;0;0;1,1648766446640273;0,9147307940224617;0,1752088654887097;1,8651961293587158;0;0;5,179999692853898;0;0;0,5790414001964794;8,125112002723226;3,4661203383429893;0;0;0;15,84319131640245;0;0;0;0;0;0;0;0;0;0;0;0;1,5430361587756005;2,169684236698656;0;0;0;0,20766702195249997;2,591913477228974;1,8810812248877793;0;6,11708049180328;0,926795163934426;1,4700251868201362;2,72044196721312;8,95851546220316;0;
24;00:24:00;0;0;0;0;0;0;0;0;0;0,9784214653817981;0;0;0;0;1,1704421254636155;0,9168135254063202;0,17544715797853627;1,8728489813051874;0;0;5,183255023956764;0;0;0,5796623706459899;8,12883349273933;3,4663186234098404;0;0;0;15,871558790140812;0;0;0;0;0;0;0;0;0;0;0;0;1,5451951463382965;2,1839163935789805;0;0;0;0,20842556885196797;2,6060879606381504;1,8894695359508282;0;6,11708049180328;0,926795163934426;1,470167193357994;2,72044196721312;8,962216033989709;0;
25;00:25:00;0;0;0;0;0;0;0;0;0;0,9793016045674772;0;0;0;0;1,1766055275378793;0,9216313427293717;0,1763665486292026;1,8774003950517741;0;0;5,183672747117935;0;0;0,5800154704313636;8,162926351062904;3,4678871091089247;0;0;0;15,911970352389998;0;0;0;0;0;0;0;0;0;0;0;0;1,5465743445547124;2,187473669817278;0;0;0;0,20895963781726914;2,6074311376198556;1,8895675993576948;0;6,11708049180328;0,926795163934426;1,4750242593271383;2,72044196721312;8,963340107453527;0;
26;00:26:00;0;0;0;0;0;0;0;0;0;0,9794225302612966;0;0;0;0;1,1782207369356088;0,9236326178599348;0,17645122557855902;1,8786879444659716;0;0;5,1952853345182755;0;0;0,580329809071044;8,185876491574255;3,4711087881538027;0;0;0;15,928528012623278;0;0;0;0;0;0;0;0;0;0;0;0;1,547375597101827;2,193261971749097;0;0;0;0,20920235926570993;2,6085889494339938;1,8910052291296648;0;6,11708049180328;0,926795163934426;1,4772631617593417;2,72044196721312;8,970893226098816;0;
27;00:27:00;0;0;0;0;0;0;0;0;0;0,9802161591489166;0;0;0;0;1,1790110147506194;0,9244253769641174;0,1764828571833811;1,8797405489784453;0;0;5,202091100565989;0;0;0,5803886105968441;8,20030889340268;3,474324124668448;0;0;0;15,956962180690125;0;0;0;0;0;0;0;0;0;0;0;0;1,554122937722884;2,1980706924416675;0;0;0;0,20922395144516198;2,6112312282599133;1,8913226638557568;0;6,11708049180328;0,926795163934426;1,4780788658389943;2,72044196721312;8,97770682457066;0;
28;00:28:00;0;0;0;0;0;0;0;0;0;0,9807772389685315;0;0;0;0;1,17960625951863;0,9279203215968757;0,1772800430184135;1,8801584330253227;0;0;5,218727726093433;0;0;0,5806417927214542;8,201567694101037;3,4754055556728156;0;0;0;15,970487034697204;0;0;0;0;0;0;0;0;0;0;0;0;1,5544782340891619;2,1989648753531963;0;0;0;0,20930498096595618;2,6131520005889075;1,8937338879020786;0;6,11708049180328;0,926795163934426;1,4840115087653385;2,72044196721312;8,979764266556614;0;
29;00:29:00;0;0;0;0;0;0;0;0;0;0,9856120422448708;0;0;0;0;1,187378726629457;0,9309882453960158;0,1774441085340363;1,8822723355310984;0;0;5,232376171594739;0;0;0,5822901445097252;8,222192514282714;3,4754832281370676;0;0;0;15,975694598813512;0;0;0;0;0;0;0;0;0;0;0;0;1,5611000704386642;2,2019612545340403;0;0;0;0,2097324590492525;2,6131757686804176;1,8985788082224944;0;6,11708049180328;0,926795163934426;1,4871663726934339;2,72044196721312;8,986874624675806;0;
30;00:30:00;0;0;0;0;0;0;0;0;0;0,9872307590085531;0;0;0;0;1,19189197672085;0,9336858131079959;0,17752917036741467;1,88545510227855;0;0;5,237690953486196;0;0;0,5830774068873787;8,265246028051159;3,479068170864664;0;0;0;15,996789709751969;0;0;0;0;0;0;0;0;0;0;0;0;1,5612622389430422;2,2091733963760674;0;0;0;0,20984581258545418;2,616819115116054;1,9008987383096638;0;6,11708049180328;0,926795163934426;1,487379616942869;2,72044196721312;9,017919218718019;0;
31;00:31:00;0;0;0;0;0;0;0;0;0;0,9877455868607756;0;0;0;0;1,1937990206348796;0,9356507911392339;0,17775673405638304;1,885504951393158;0;0;5,24083270833093;0;0;0,5877684769991527;8,284373516865875;3,485427295633877;0;0;0;16,026264948031983;0;0;0;0;0;0;0;0;0;0;0;0;1,5651119137960396;2,2177354430787415;0;0;0;0,21007480990727118;2,617567222580741;1,9101632819372298;0;6,11708049180328;0,926795163934426;1,4899339262192224;2,72044196721312;9,020719473036635;0;
32;00:32:00;0;0;0;0;0;0;0;0;0;0,9901145316606299;0;0;0;0;1,194703092283386;0,9373832023232432;0,17776211517863;1,8888223351408826;0;0;5,267455300269096;0;0;0,5886469531369061;8,295491653002657;3,4887369402615236;0;0;0;16,052004413065696;0;0;0;0;0;0;0;0;0;0;0;0;1,567505539862517;2,2204647797523456;0;0;0;0,21015708003087194;2,6217329676811203;1,9167066652288158;0;6,11708049180328;0,926795163934426;1,4905135141177048;2,72044196721312;9,022377505570141;0;
33;00:33:00;0;0;0;0;0;0;0;0;0;0,9907890028832812;0;0;0;0;1,1954454460163333;0,9414448495720773;0,17817725491702993;1,8890062149993314;0;0;5,268406186908434;0;0;0,5886501227277878;8,29727953851843;3,489724561576982;0;0;0;16,061661149454046;0;0;0;0;0;0;0;0;0;0;0;0;1,5679242205418955;2,2210501974600287;0;0;0;0,21026209638277832;2,623096486799401;1,9245786217862828;0;6,11708049180328;0,926795163934426;1,4918403775072941;2,72044196721312;9,038774966864413;0;
34;00:34:00;0;0;0;0;0;0;0;0;0;0,9923823296428896;0;0;0;0;1,196355075682807;0,9424288132161991;0,17827754791088885;1,8917817194714655;0;0;5,2742643670294775;0;0;0,5890805698467204;8,299649669127096;3,4907802878260488;0;0;0;16,097540375993074;0;0;0;0;0;0;0;0;0;0;0;0;1,5694259389555967;2,221751977966373;0;0;0;0,21029816041963034;2,6301253566548968;1,9256333835758042;0;6,11708049180328;0,926795163934426;1,4919249677018658;2,72044196721312;9,045385405119607;0;
35;00:35:00;0;0;0;0;0;0;0;0;0;0,9956282602687616;0;0;0;0;1,200178831199533;0,9424927519189938;0,17838802224674596;1,8928096028790613;0;0;5,275688217390975;0;0;0,5894880709087699;8,303788839490567;3,4922365901609886;0;0;0;16,117303784150494;0;0;0;0;0;0;0;0;0;0;0;0;1,5703963949254105;2,222772175756993;0;0;0;0,21067237531360433;2,6405636897183116;1,9267906052412187;0;6,11708049180328;0,926795163934426;1,49238822621732;2,72044196721312;9,064058379544914;0;
36;00:36:00;0;0;0;0;0;0;0;0;0;0,9969589230843091;0;0;0;0;1,2019951358579437;0,9425419512676138;0,1784199425349616;1,8943790532438929;0;0;5,283371541626064;0;0;0,589549963829356;8,326993446350116;3,4936209147647936;0;0;0;16,118837090903067;0;0;0;0;0;0;0;0;0;0;0;0;1,5707836311646197;2,2260209067376184;0;0;0;0,21085627460721829;2,6408947837055265;1,9293814199057484;0;6,11708049180328;0,926795163934426;1,4953389014996974;2,72044196721312;9,067375258527196;0;
37;00:37:00;0;0;0;0;0;0;0;0;0;0,998141754571066;0;0;0;0;1,2034932966243168;0,9435247162988394;0,1787194684458168;1,8975466387415043;0;0;5,288428229677552;0;0;0,5902128157610883;8,333638590942252;3,497253141988301;0;0;0;16,14941969251542;0;0;0;0;0;0;0;0;0;0;0;0;1,5754527243970002;2,2372137323582857;0;0;0;0,21093904698542354;2,6524656369858564;1,9326841465038165;0;6,11708049180328;0,926795163934426;1,4957927203411598;2,72044196721312;9,082906554424664;0;
38;00:38:00;0;0;0;0;0;0;0;0;0;0,9985947123641248;0;0;0;0;1,2073354830498169;0,9480020162788455;0,17891688333432865;1,8983043055343292;0;0;5,290839781398312;0;0;0,5913173279530323;8,343185535188047;3,5005615178747957;0;0;0;16,208309530217463;0;0;0;0;0;0;0;0;0;0;0;0;1,5756651693582613;2,23949571820454;0;0;0;0,2110755066851432;2,6576788973194745;1,9360491739246557;0;6,11708049180328;0,926795163934426;1,4967004876854353;2,72044196721312;9,092133180317267;0;
39;00:39:00;0;0;0;0;0;0;0;0;0;1,00547617745008;0;0;0;0;1,2080368259267469;0,9484599097389967;0,17926296826636653;1,9000090554434432;0;0;5,2974092961621695;0;0;0,5914988105675308;8,352937740234555;3,501451195708452;0;0;0;16,2133062431595;0;0;0;0;0;0;0;0;0;0;0;0;1,575852281492806;2,242273914355053;0;0;0;0,2111244318779172;2,6616877331292526;1,9363780650816764;0;6,11708049180328;0,926795163934426;1,4977049780561902;2,72044196721312;9,093652191851676;0;
40;00:40:00;0;0;0;0;0;0;0;0;0;1,0065913778428814;0;0;0;0;1,2087333238613454;0,9500408253062994;0,17962219346998923;1,9010133358082486;0;0;5,30648667817338;0;0;0,5920702907823169;8,36223216837279;3,5023497207021546;0;0;0;16,264455571809847;0;0;0;0;0;0;0;0;0;0;0;0;1,5767243576293524;2,246118734844358;0;0;0;0,21130069143414212;2,66418760476116;1,939265944177416;0;6,11708049180328;0,926795163934426;1,4981406587894648;2,72044196721312;9,096875139688905;0;
41;00:41:00;0;0;0;0;0;0;0;0;0;1,0069207680754164;0;0;0;0;1,2099233884410259;0,9502624710059191;0,17974597916190202;1,902155127075766;0;0;5,308402550167854;0;0;0,5923534549759395;8,383815172652985;3,504491070715485;0;0;0;16,300278496240416;0;0;0;0;0;0;0;0;0;0;0;0;1,5792279830364357;2,246830376999971;0;0;0;0,21140412661837812;2,666691053968609;1,9394418509723625;0;6,11708049180328;0,926795163934426;1,5000127261406322;2,72044196721312;9,099063559896479;0;
42;00:42:00;0;0;0;0;0;0;0;0;0;1,0111601991879082;0;0;0;0;1,2113850009522993;0,9506522254995343;0,1800015719121735;1,903398978162682;0;0;5,314313702972442;0;0;0,5924135647583547;8,403246559976003;3,505645991762746;0;0;0;16,354393826669614;0;0;0;0;0;0;0;0;0;0;0;0;1,5796303077812126;2,247276931540982;0;0;0;0,21155832002155467;2,6678437274657063;1,9402182224388747;0;6,11708049180328;0,926795163934426;1,5019192135416237;2,72044196721312;9,104280637500509;0;
43;00:43:00;0;0;0;0;0;0;0;0;0;1,0128478682693616;0;0;0;0;1,2141710279241726;0,9512349193090568;0,18007578892490933;1,9045708548883655;0;0;5,322951758636779;0;0;0,592844035384076;8,418723385072274;3,5096326856607667;0;0;0;16,359258449267152;0;0;0;0;0;0;0;0;0;0;0;0;1,5800086335008683;2,257204774272039;0;0;0;0,21167830190246828;2,667844655180798;1,9414571409846915;0;6,11708049180328;0,926795163934426;1,5020577952853658;2,72044196721312;9,106093379071389;0;
