Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;Energieagentur.NRW Tags;
CD/DVD Player / Phillips HDR3810/31;0,07166610595405129;13,07906433661436;0;0;Education and Entertainment equipment / Hifi devices / CD/DVD Player;TV/Audio;
SAT Receiver / Kathrein UFS913;0,1139258940960715;20,79147567253305;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;TV/Audio;
Panasonic TX-P58V10E;0,6647846270660273;121,32319443954998;0;0;Education and Entertainment equipment / Entertainment device / Television set;TV/Audio;
Yamaha RX-V667;1,439525083602458;262,7133277574486;0;0;(no category);TV/Audio;
Liebherr GP 2756-20A;2,190956383860968;399,84954005462663;0;0;(no category);Freezing;
Microwave / Panasonic NN-V 359 W Inverter;2,6403601801049827;481,86573286915933;0;0;Kitchen equipment / Microwave;Cooking;
Home Cinema System / Samsung HT-D5550;0,22712910339450726;41,45106136949757;0;0;Education and Entertainment equipment / Hifi devices / Home cinema system;TV/Audio;
Hifi System / Sharp XL-HF300PH;0,3605812670366834;65,80608123419472;0;0;Education and Entertainment equipment / Hifi devices / Compact System;TV/Audio;
SAT Receiver / Kathrein UFS913;0,1504291351944229;27,45331717298218;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;TV/Audio;
TV Medion MD20123_DE_A;0,031243748061895137;5,701984021295862;0;0;Education and Entertainment equipment / Entertainment device / Television set;TV/Audio;
Microsoft Xbox 360;0,3963449566119865;72,33295458168753;0;0;Education and Entertainment equipment / Video game console / Xbox360;TV/Audio;
SAT Receiver / Kathrein UFS913;0,13164484252649278;24,025183761084932;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;TV/Audio;
TV / Phillips Goya 9770 VT;0,24813503965429953;45,28464473690966;0;0;Education and Entertainment equipment / Entertainment device / Television set;TV/Audio;
Sums;85,94400193175586;15684,78035254545;2384
