Reactive.Time;Time span;Kitchen Light (100W) [var];Living Room Light (Energy Saving Lamp, 20W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (60W) [var];Children Room Light (200W) [var];Children Room Light Device (20W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [var];Coffee Machine / Braun Impression KF 600 [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Epson Stylus Color 860 [var];TASKalfa 180 [var];Canon CanoScan LIDE 110 [var];External Harddrive Iomega 3.5" [var];Laptop / ACER BT.00603.043 Replacement laptop battery [var];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [var];Fancy Ceiling Lights with at least 3 Bulbs [var];CD/DVD Player / Phillips HDR3810/31 [var];Panasonic TX-P58V10E [var];SAT Receiver / Kathrein UFS913 [var];Miele H 5241 B [var];Handmixer / Phillips Robust HR 1581 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [var];Microwave / Panasonic NN-V 359 W Inverter [var];Extractor Hood / Miele DA 429-4 [var];Miele DA 61 [var];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [var];Ricecooker / Tristar RK-6112 [var];Steam Cooker / Phillips HD9140 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Braun Multiquick 3 MR 300 Soup [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [var];Fondue / Unold 48746 Asia [var];Dishwashers / Bosch SGI 4662 Silence Comfort [var];Dryer / Miele T 8626 WP [var];Washing Machine Samsung P1405J [var];Home Cinema System / Samsung HT-D5550 [var];Hifi System / Sharp XL-HF300PH [var];AEG NM 2701 Premium [var];Hair Dryer Babyliss 2000 [var];Canister Vacuum Cleaner / Siemens Z6.0 VSZ61260 [var];TV Medion MD20123_DE_A [var];Microsoft Xbox 360 [var];TV / Phillips Goya 9770 VT [var];Liebherr CBP 4056-20A [var];Router O2 Box 6431 [var];Electric Razor Braun Cruzer 5 [var];Electric Tooth Brush / Phillips HX9332 [var];Phone Siemens Gigaset C320 [var];Yamaha RX-V667 [var];Liebherr GP 2756-20A [var];
10;00:10:00;0;0;0;0;0;0;0;0;0;0,30401616174128265;0;0;0;-38,8099229508197;0,3541511325164667;0,29072634067023656;0,055789826746845406;0,5933372300213843;0;0;1,6271642233466;0;0;0,1822212050449794;2,546035617436158;1,1160355709348262;0;0;0;5,053812712222888;0;0;0;0;0;0;0;0;0;0;0;0;0,48155278180323846;0,6806415215807791;0;0;0;-49,8022803278688;0,802215307661342;0,5821278468437827;0;-9,95073016393443;-0,227673278688525;0,4622399787877423;3,33918672131147;2,8318846697304667;0;
11;00:11:00;0;0;0;0;0;0;0;0;0;0,30634324795195933;0;0;0;-38,8099229508197;0,35870774051405385;0,29140124326472167;0,05582412025845586;0,5958093154536399;0;0;1,6318720747214166;0;0;0,18397807623045637;2,570795871182909;1,1177504386570365;0;0;0;5,088725694319245;0;0;0;0;0;0;0;0;0;0;0;0;0,48728103332678957;0,6833229100730841;0;0;0;-49,8022803278688;0,8123471937186675;0,5848194262303366;0;-9,95073016393443;-0,227673278688525;0,4631904019277516;3,33918672131147;2,8348758673631975;0;
12;00:12:00;0;0;0;0;0;0;0;0;0;0,30706216664817093;0;0;0;-38,8099229508197;0,3612359564305517;0,292052195285658;0,056057081054321785;0,5970500363040686;0;0;1,6383321138895177;0;0;0,18413444283149888;2,572729785019621;1,1224231754357474;0;0;0;5,091697396680336;0;0;0;0;0;0;0;0;0;0;0;0;0,49107564275478155;0,6860979206095075;0;0;0;-49,8022803278688;0,8208539062975645;0,58602689587384;0;-9,95073016393443;-0,227673278688525;0,46446082259172305;3,33918672131147;2,854703712794705;0;
13;00:13:00;0;0;0;0;0;0;0;0;0;0,3076707199482435;0;0;0;-38,7271737704918;0,362801818547462;0,2930286037661404;0,05614883038444885;0,5976266058984455;0;0;1,6407412053098998;0;0;0,18467512921964346;2,5760295741892727;1,1229838172568412;0;0;0;5,097269024295045;0;0;0;0;0;0;0;0;0;0;0;0;0,49144355591992955;0,6938806748929742;0;0;0;-49,8022803278688;0,8265179313667201;0,5906809359255049;0;-9,95073016393443;-0,227673278688525;0,46479950710307827;3,33918672131147;2,873065994369997;0;
14;00:14:00;0;0;0;0;0;0;0;0;0;0,30818782059353744;0;0;0;-38,7271737704918;0,36655379638855395;0,293598978636539;0,056163718235195344;0,5976515237798086;0;0;1,642530983309721;0;0;0,18687095173749035;2,6068802600376824;1,1260506090813585;0;0;0;5,1147507580217235;0;0;0;0;0;0;0;0;0;0;0;0;0,491739317143208;0,6951365278747758;0;0;0;-49,8022803278688;0,8275576717533307;0,6095060353091053;0;-9,95073016393443;-0,227673278688525;0,4670803529428515;3,33918672131147;2,878803834542741;0;
15;00:15:00;0;0;0;0;0;0;0;0;0;0,3088218894087449;0;0;0;-38,7271737704918;0,36871991617141636;0,29370871240300944;0,05631683498090939;0,6009563460877185;0;0;1,6427703812310703;0;0;0,18739721763330042;2,6278567421620425;1,1286446658421496;0;0;0;5,124884926216277;0;0;0;0;0;0;0;0;0;0;0;0;0,4931933640346554;0,6977600190989603;0;0;0;-49,8022803278688;0,8327540674508188;0,610053907457977;0;-9,95073016393443;-0,227673278688525;0,4741869619709132;3,33918672131147;2,899258121247095;0;
16;00:16:00;0;0;0;0;0;0;0;0;0;0,31103262844333485;0;0;0;-38,7271737704918;0,37365152559381776;0,2966202035832809;0,05665202359498815;0,602483748612686;0;0;1,6500402927313291;0;0;0,18790320566285662;2,6299004759702402;1,1310836739590902;0;0;0;5,127930218433367;0;0;0;0;0;0;0;0;0;0;0;0;0,4943433649314542;0,7010387867432076;0;0;0;-49,8014147540984;0,8332529768439321;0,6121922841375215;0;-9,95073016393443;-0,227673278688525;0,47484411310881947;3,33918672131147;2,9038495213759883;0;
17;00:17:00;0;0;0;0;0;0;0;0;0;0,31180985738214034;0;0;0;-38,7271737704918;0,37374005714608804;0,29691680671721515;0,056670602592951085;0,6035150281792541;0;0;1,6552639937538978;0;0;0,18826078204010693;2,6402667325094438;1,1313151504923107;0;0;0;5,132384440130348;0;0;0;0;0;0;0;0;0;0;0;0;0,4985592852727249;0,7065321598545594;0;0;0;-49,8014147540984;0,8363664209584452;0,6130414644386003;0;-9,95073016393443;-0,227673278688525;0,47558076069954536;3,33918672131147;2,9047993065906357;0;
18;00:18:00;0;0;0;0;0;0;0;0;0;0,31199634945440197;0;0;0;-38,7271737704918;0,3745149878913799;0,297116972975206;0,05712927405443784;0,6065029117339451;0;0;1,6617141557306279;0;0;0,1890829020566465;2,642704349223757;1,1316821558827104;0;0;0;5,143719840183804;0;0;0;0;0;0;0;0;0;0;0;0;0,49867445272737837;0,7077259592679745;0;0;0;-49,8014147540984;0,8375753714998636;0,6144823229245635;0;-9,95073016393443;-0,227673278688525;0,47568989361584557;3,33918672131147;2,9195251944480267;0;
19;00:19:00;0;0;0;0;0;0;0;0;0;0,3145469923537021;0;0;0;-38,7271737704918;0,3758227364758318;0,29893055481699365;0,057238536543814444;0,6066235918154732;0;0;1,6625687730443817;0;0;0,18950988130946017;2,6470369904706175;1,1324537555780085;0;0;0;5,1661103935820165;0;0;0;0;0;0;0;0;0;0;0;0;0,5036144613782236;0,7099096742615891;0;0;0;-49,8014147540984;0,8377769291667033;0,6151106478033022;0;-9,95073016393443;-0,227673278688525;0,4763359934913963;3,33918672131147;2,9318026797951244;0;
20;00:20:00;0;0;0;0;0;0;0;0;0;0,3145878027555016;0;0;0;-38,7271737704918;0,3769619954905273;0,3002704145675721;0,057284565729197066;0,6080092657927656;0;0;1,6654534488768327;0;0;0,1899750731737777;2,648971102498198;1,1347912855816424;0;0;0;5,17990183699439;0;0;0;0;0;0;0;0;0;0;0;0;0,5036938067592618;0,7106332422795844;0;0;0;-49,8014147540984;0,8446578167689783;0,616355950519165;0;-9,95073016393443;-0,227673278688525;0,47831358812807623;3,33918672131147;2,936137588348773;0;
21;00:21:00;0;0;0;0;0;0;0;0;0;0,3173853170900902;0;0;0;-38,7271737704918;0,38084101156084277;0,300276433922191;0,05736127345281931;0,6097822218168469;0;0;1,6752837197559094;0;0;0,19010387361085046;2,650938372546204;1,138269567165797;0;0;0;5,183351418934553;0;0;0;0;0;0;0;0;0;0;0;0;0,5043301595411501;0,711166361143381;0;0;0;-49,8014147540984;0,8457810107254595;0,616923673652104;0;-9,95073016393443;-0,227673278688525;0,47850683505472313;3,33918672131147;2,9398926782397203;0;
22;00:22:00;0;0;0;0;0;0;0;0;0;0,31793700807773556;0;0;0;-38,7271737704918;0,3822611023733521;0,300374497411673;0,057580554027982046;0,6122398180215937;0;0;1,683723395797953;0;0;0,1902999454305316;2,65990777503062;1,1392335772768805;0;0;0;5,188620997180858;0;0;0;0;0;0;0;0;0;0;0;0;0,5063309208490553;0,7122298042072072;0;0;0;-49,8014147540984;0,8481142923229105;0,6177901419804681;0;-9,95073016393443;-0,227673278688525;0,47957602672780203;3,33918672131147;2,9427044015675388;0;
23;00:23:00;0;0;0;0;0;0;0;0;0;0,3208316794554422;0;0;0;-38,7271737704918;0,3828764375951527;0,3006574725128241;0,0575883691725603;0,6130603207613486;0;0;1,702583563872471;0;0;0,19032170448509572;2,6705951680931244;1,139258661850525;0;0;0;5,20740516100928;0;0;0;0;0;0;0;0;0;0;0;0;0,5071714591057888;0,7131407218599829;0;0;0;-49,8014147540984;0,8519207619640412;0,6182814991709995;0;-9,95073016393443;-0,227673278688525;0,48317391312036717;3,33918672131147;2,9445216384252575;0;
24;00:24:00;0;0;0;0;0;0;0;0;0;0,3215915838368086;0;0;0;-38,7271737704918;0,3847057226716555;0,30134203321405556;0,05766669212634978;0,615575691555441;0;0;1,7036535394630774;0;0;0,19052580760163557;2,6718183627089993;1,139323835000293;0;0;0;5,216729098731158;0;0;0;0;0;0;0;0;0;0;0;0;0,5078810840009258;0,7178186056089576;0;0;0;-49,7987213114754;0,856579689359759;0,6210386036867197;0;-9,95073016393443;-0,227673278688525;0,48322058841219256;3,33918672131147;2,9457379575515694;0;
25;00:25:00;0;0;0;0;0;0;0;0;0;0,3218808715974864;0;0;0;-38,7271737704918;0,3867315349672924;0,30292557318979796;0,057968881219673855;0,6170716689100366;0;0;1,7037908384265195;0;0;0,19064186588862997;2,683024143340073;1,1398393713187824;0;0;0;5,230011736907912;0;0;0;0;0;0;0;0;0;0;0;0;0,5083344045325527;0,7189878257662164;0;0;0;-49,7987213114754;0,8570211702840878;0,6210708355698564;0;-9,95073016393443;-0,227673278688525;0,4848170287940554;3,33918672131147;2,9461074226321795;0;
26;00:26:00;0;0;0;0;0;0;0;0;0;0,3219206179509525;0;0;0;-38,7271737704918;0,3872624286228616;0,3035833605153038;0,05799671318700236;0,6174948659371158;0;0;1,7076077113250114;0;0;0,1907451840031365;2,6905674897377763;1,1408982860128214;0;0;0;5,235453976645543;0;0;0;0;0;0;0;0;0;0;0;0;0,5085977635090234;0,7208903486071815;0;0;0;-49,7987213114754;0,8574017246241832;0,6215433616250349;0;-9,95073016393443;-0,227673278688525;0,485552920436567;3,33918672131147;2,9485900126754165;0;
27;00:27:00;0;0;0;0;0;0;0;0;0;0,322181471151724;0;0;0;-38,7271737704918;0,3875221803793311;0,30384392783208447;0,05800710999272867;0,6178408403094054;0;0;1,709844658448461;0;0;0,19076451113002724;2,6953111908183334;1,1419551160179868;0;0;0;5,2447998357331;0;0;0;0;0;0;0;0;0;0;0;0;0,5108155071233925;0,7224708986650741;0;0;0;-49,7987213114754;0,8582701996757137;0,6216476973739331;0;-9,95073016393443;-0,227673278688525;0,48582102940207833;3,33918672131147;2,9508295341921826;0;
28;00:28:00;0;0;0;0;0;0;0;0;0;0,3223658891701681;0;0;0;-38,7271737704918;0,38771782787326714;0,3049926605813523;0,05826913230557756;0,6179781921534218;0;0;1,7153128528231447;0;0;0,190847728070102;2,6957249385994717;1,14231056519997;0;0;0;5,249245240270092;0;0;0;0;0;0;0;0;0;0;0;0;0,5109322873916159;0,7227648023752162;0;0;0;-49,7987213114754;0,8589015270099214;0,6224402283919842;0;-9,95073016393443;-0,227673278688525;0,4877709948336695;3,33918672131147;2,9515057826702935;0;
29;00:29:00;0;0;0;0;0;0;0;0;0;0,3239550121587675;0;0;0;0;0,39027251427062143;0,3060010383700296;0,05832305803277075;0,618672998306968;0;0;1,719798879919824;0;0;0,1913895151026498;2,702503989165361;1,1423360949043797;0;0;0;5,250956883821822;0;0;0;0;0;0;0;0;0;0;0;0;0,5131087797467929;0,7237496645850484;0;0;0;-49,7987213114754;0,8589093392038111;0,6240326766921629;0;-9,95073016393443;-0,227673278688525;0,4888079484608366;3,33918672131147;2,953842844366201;0;
30;00:30:00;0;0;0;0;0;0;0;0;0;0,3244870586297764;0;0;0;0;0,3917559478383593;0,3068876859996012;0,05835101650535959;0,6197191231473472;0;0;1,7215457642500385;0;0;0,19164827573278986;2,716654994813148;1,1435144085969173;0;0;0;5,257890511484277;0;0;0;0;0;0;0;0;0;0;0;0;0,5131620819565426;0,7261201809728182;0;0;0;-49,7987213114754;0,860106849266865;0,6247952008369417;0;-9,95073016393443;-0,227673278688525;0,48887803845614675;3,33918672131147;2,9640467089796068;0;
31;00:31:00;0;0;0;0;0;0;0;0;0;0,32465627436170535;0;0;0;0;0,392382762860779;0,30753354304549474;0,05842581307283936;0,6197355077589761;0;0;1,722578409129871;0;0;0,19319015591480956;2,722941896358532;1,1456045518314066;0;0;0;5,267578553803278;0;0;0;0;0;0;0;0;0;0;0;0;0,5144274088908296;0,7289343896317863;0;0;0;-49,7987213114754;0,8603527402994733;0,6278403090690589;0;-9,95073016393443;-0,227673278688525;0,489717599314995;3,33918672131147;2,9649671080645943;0;
32;00:32:00;0;0;0;0;0;0;0;0;0;0,32543490886346355;0;0;0;0;0,3926799168415858;0,30810295906531276;0,05842758176218996;0,6208258790676319;0;0;1,731328831938609;0;0;0,19347889705806803;2,7265962509859065;1,146692379414305;0;0;0;5,276038706835666;0;0;0;0;0;0;0;0;0;0;0;0;0,5152141557326225;0,7298314792140816;0;0;0;-49,7912672131147;0,8617219545001946;0,6299910151510961;0;-9,95073016393443;-0,227673278688525;0,4899081006447802;3,33918672131147;2,9655120770042274;0;
33;00:33:00;0;0;0;0;0;0;0;0;0;0,3256565968337496;0;0;0;0;0,3929239167140258;0,309437957956848;0,05856403159563013;0,6208863174543665;0;0;1,7316413732627867;0;0;0,1934799388522108;2,727183900536821;1,1470169948426319;0;0;0;5,279212722594419;0;0;0;0;0;0;0;0;0;0;0;0;0,5153517694170797;0,7300238967094874;0;0;0;-49,7912672131147;0,8621701215614811;0,632578402148194;0;-9,95073016393443;-0,227673278688525;0,49034421955068197;3,33918672131147;2,97090166189694;0;
34;00:34:00;0;0;0;0;0;0;0;0;0;0,32618029801398907;0;0;0;0;0,3932228975269949;0,3097613711667447;0,05859699630857236;0,6217985816582098;0;0;1,7335668639538484;0;0;0,19362141997832397;2,727962924795087;1,1473639952801202;0;0;0;5,29100565406391;0;0;0;0;0;0;0;0;0;0;0;0;0,5158453603901177;0,730254560807247;0;0;0;-49,7912672131147;0,8644803993603533;0,6329250855831597;0;-9,95073016393443;-0,227673278688525;0,49037202300309163;3,33918672131147;2,9730744078796887;0;
35;00:35:00;0;0;0;0;0;0;0;0;0;0,32724718381722645;0;0;0;0;0,3944797051874327;0,30978238680205905;0,05863330746679879;0,6221364305962637;0;0;1,7340348609358258;0;0;0,19375535910026312;2,7293234043021877;1,1478426587099497;0;0;0;5,297501572189415;0;0;0;0;0;0;0;0;0;0;0;0;0,5161643338421715;0,7305898836051624;0;0;0;-49,7912672131147;0,8679113135228607;0,6333054459507501;0;-9,95073016393443;-0,227673278688525;0,49052428871371023;3,33918672131147;2,9792119177696983;0;
36;00:36:00;0;0;0;0;0;0;0;0;0;0,32768455153404946;0;0;0;0;0,39507669565881465;0,3097985578459356;0,05864379915816799;0,622652283985051;0;0;1,7365602474868351;0;0;0,1937757023194829;2,736950389743846;1,1482976642036284;0;0;0;5,298005545747349;0;0;0;0;0;0;0;0;0;0;0;0;0,5162916122389488;0,7316576898404962;0;0;0;-49,7912672131147;0,8680201388537785;0,6341570055504453;0;-9,95073016393443;-0,227673278688525;0,4914941287785718;3,33918672131147;2,9803021231699764;0;
37;00:37:00;0;0;0;0;0;0;0;0;0;0,32807332944285156;0;0;0;0;0,395569117289724;0,31012157709082505;0,05874224856415532;0,6236934189899109;0;0;1,7382223004742072;0;0;0,1939935712135304;2,7391345431478964;1,149491519558393;0;0;0;5,3080575607923475;0;0;0;0;0;0;0;0;0;0;0;0;0,5178262689700305;0,7353365937140484;0;0;0;-49,7912672131147;0,8718232944103796;0,6352425592869817;0;-9,95073016393443;-0,227673278688525;0,4916432918183912;3,33918672131147;2,985407013264304;0;
38;00:38:00;0;0;0;0;0;0;0;0;0;0,32822220946974684;0;0;0;0;0,3968319828969199;0,3115931944283707;0,05880713570013482;0,6239424520217344;0;0;1,7390149391936376;0;0;0,19435660681499864;2,742272471974518;1,1505789301262412;0;0;0;5,3274137144015725;0;0;0;0;0;0;0;0;0;0;0;0;0,5178960962520224;0,7360866461899553;0;0;0;-49,7912672131147;0,8735368102181994;0,6363485903137026;0;-9,95073016393443;-0,227673278688525;0,49194166051565497;3,33918672131147;2,988439658539634;0;
39;00:39:00;0;0;0;0;0;0;0;0;0;0,33048403766384365;0;0;0;0;0,3970625031528472;0,31174369673058777;0,05892088831633758;0,6245027762201653;0;0;1,7411742342752554;0;0;0,19441625726575062;2,7454778667637503;1,150871353088894;0;0;0;5,329056054523762;0;0;0;0;0;0;0;0;0;0;0;0;0,5179575970365332;0,7369997951056978;0;0;0;-49,7912672131147;0,8748544508291453;0,6364566916093491;0;-9,95073016393443;-0,227673278688525;0,49227182053432733;3,33918672131147;2,988938933486578;0;
40;00:40:00;0;0;0;0;0;0;0;0;0;0,33085058630704667;0;0;0;0;0,3972914309532396;0,31226331854919;0,059038959930947994;0,62483286721322;0;0;1,744157825458977;0;0;0,194604093728775;2,7485327975595153;1,15116668397243;0;0;0;5,3458680258417;0;0;0;0;0;0;0;0;0;0;0;0;0,5182442346011218;0,7382635264877985;0;0;0;-49,7912672131147;0,8756761188995409;0,6374058915657971;0;-9,95073016393443;-0,227673278688525;0,4924150218662874;3,33918672131147;2,989998265212496;0;
41;00:41:00;0;0;0;0;0;0;0;0;0;0,3309588516408821;0;0;0;0;0,397682586264717;0,31233616996763625;0,0590796463203283;0,6252081558542849;0;0;1,7447875421311176;0;0;0,19469716529837455;2,755626788008423;1,151870511685436;0;0;0;5,357642451703052;0;0;0;0;0;0;0;0;0;0;0;0;0,519067136477752;0,7384974319529237;0;0;0;-49,7764;0,8764989628621519;0,637463709333289;0;-9,95073016393443;-0,227673278688525;0,49303034064844037;3,33918672131147;2,9907175641501773;0;
42;00:42:00;0;0;0;0;0;0;0;0;0;0,33235228526255894;0;0;0;0;0,3981629950651031;0,3124642760746096;0,05916365559474149;0,6256169899357638;0;0;1,7467304441012694;0;0;0,1947169224284202;2,762013576163073;1,1522501158764076;0;0;0;5,375429300661632;0;0;0;0;0;0;0;0;0;0;0;0;0,5191993742264804;0,7386442073326495;0;0;0;-49,7764;0,8768778283191088;0,6377188902940459;0;-9,95073016393443;-0,227673278688525;0,49365697275387005;3,33918672131147;2,992432334634106;0;
