Reactive.Time;Time span;Bedroom Light (200W) [var];Living Room Light (Energy Saving Lamp, 20W) [var];Kitchen Light (60W) [var];Bathroom Light (200W) [var];Bathroom Mirror Light 30W (CFL) [var];Children Room Light Device (20W) [var];Bread Baking Machine Unold 6595 [var];Toaster Salco MT 400 [var];Single Stove Plate [var];Electric Kettle / Petra WK288 1.5L [var];Oven / AEG B 33512-5-M [var];Handmixer / Phillips Robust HR 1581 [var];PC / Acer Aspire T310 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Epson Stylus Color 860 [var];TASKalfa 180 [var];Canon CanoScan LIDE 110 [var];External Harddrive Iomega 3.5" [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Miele DA 61 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Dehumidifier / Trotec TTK 50 S [var];Dryer / Miele T 8626 WP [var];Christopeit Treadmill TM 2 Pro [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Lawn Mower / Sabo 32-EL [var];Laptop / ACER BT.00603.043 Replacement laptop battery [var];SAT Receiver / Kathrein UFS913 [var];Steam Iron / Phillips GC 4410 [var];TV / Phillips Goya 9770 VT [var];Washing Machine Samsung P1405J [var];Asviva High End Wellness Massage Seat [var];CD/DVD Player / Phillips HDR3810/31 [var];Home Cinema System / Samsung HT-D5550 [var];Digitalpiano / Kawai CN-23 [var];Hifi System / Sharp XL-HF300PH [var];Hair Dryer / Braun Satin Pro 2200 Ion Care [var];LED Lamp Globe E 14 Ambient 3W matt [var];Nintendo Wii [var];Microsoft Xbox 360 [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Kitchen radio / AEG KRC 4323 CD [var];Nespresso Coffee Machine, Single Cup [var];Moulinex electronic 833 [var];Dishwasher NEFF SD6P1F (2011) [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Liebherr CBNPes 3956 [var];Router O2 Box 6431 [var];Electric Tooth Brush / Phillips HX9332 [var];Phone Siemens Gigaset C320 [var];Smartphone Samung S4 [var];Electric Razor / Phillips PT860/16 Razor PowerTouch Plus [var];
10;00:10:00;0;0;0;0;-6,762286051181022;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7029149332723356;0,28937349378173044;0,05599396551953957;0,5884324206956644;0;0;0;0;0;0;0;0;0;0;0;1,6646246982927673;0,3111810325557168;0;0,5924864664540902;0;0;0,18102844252473854;0,4892908602097906;0;0,6841598473785688;0;0;0,4504936478651025;0,8256799624314599;0;0,31180028898120804;0;0;-159,733409836066;0;0;-9,95073016393443;0,46819237738823444;3,33918672131147;0;0,04869702842044206;
11;00:11:00;0;0;0;0;-6,688188938183659;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7033285335309177;0,2895518255478777;0,05608988984414897;0,590246285624386;0;0;0;0;0;0;0;0;0;0;0;1,6692518008401311;0,3113621927187738;0;0,5968304426400816;0;0;0,182069791671154;0,4894414649942389;0;0,6862272259712258;0;0;0,4507543502434468;0,827138756608409;0;0,3150058318065545;0;0;-159,733409836066;0;0;-9,95073016393443;0,46930815003898446;3,33918672131147;0;0,04938373932655777;
12;00:12:00;0;0;0;0;-5,2121596981603675;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7034431318269408;0,2898750062988247;0,056461135141834554;0,5918025265739976;0;0;0;0;0;0;0;0;0;0;0;1,6695957133819095;0,31268717442196386;0;0,5975543183609936;0;0;0,18252882938256385;0,4903377709378296;0;0,6888848073435981;0;0;0,45573874403938985;0,8281605456283688;0;0,3154967439783792;0;0;-159,079557377049;0;0;-9,95073016393443;0,47110341605326145;3,33918672131147;0;0,049484275643242766;
13;00:13:00;0;0;0;0;-5,177011970284479;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7059921480011454;0,29205232577525947;0,05703782358009489;0,5972015939084583;0;0;0;0;0;0;0;0;0;0;0;1,6736529358609469;0,3135763632999554;0;0,5989008454373334;0;0;0,18332440171726758;0,4911577596594944;0;0,6889995829656009;0;0;0,4571793395671753;0,8327400752463089;0;0,3167361836970585;0;0;-159,079557377049;0;0;-9,95073016393443;0,47162291086631775;3,33918672131147;0;0,05010348105852734;
14;00:14:00;0;0;0;0;-4,942177746502134;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7101239081682269;0,29216169364252775;0,057497787941693676;0,5997367200400708;0;0;0;0;0;0;0;0;0;0;0;1,6790776732407262;0,31420098498557447;0;0,6026913266071044;0;0;0,18373481946013193;0,4920331096022711;0;0,6925248909203303;0;0;0,4596203411637921;0,8378054425525191;0;0,3168483845032404;0;0;-158,966639344262;0;0;-9,95073016393443;0,4737095079240932;3,33918672131147;0;0,05022816064156369;
15;00:15:00;0;0;0;0;-4,815218233659482;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7101597492048217;0,29218024347200394;0,05753066180962468;0,605369010729231;0;0;0;0;0;0;0;0;0;0;0;1,6819635065393848;0,31497905655885533;0;0,6033103199835694;0;0;0,18484395641945814;0,4921647870764993;0;0,6928011956015728;0;0;0,46038167442156397;0,8381214160910797;0;0,3176290334458721;0;0;-158,545524590164;0;0;-9,95073016393443;0,47706275434164336;3,33918672131147;0;0,050412450231752524;
16;00:16:00;0;0;0;0;-4,189877612174248;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7132354043955123;0,29285911082236316;0,05761687059644998;0,6055341229864141;0;0;0;0;0;0;0;0;0;0;0;1,683088051889271;0,3152124162620352;0;0,6049570532755812;0;0;0,1854645321852076;0,4944467422519478;0;0,703024679897073;0;0;0,46073437016947305;0,8412958550020783;0;0,3179256673341832;0;0;-158,545524590164;0;0;-9,95073016393443;0,47974188368552945;3,33918672131147;0;0,050520149634157505;
17;00:17:00;0;0;0;0;-4,083400701977934;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7145563082051578;0,29351724299175386;0,05775677845983842;0,6059200578426289;0;0;0;0;0;0;0;0;0;0;0;1,6831178887133624;0,3155259297315388;0;0,6063772321923041;0;0;0,1866995528687329;0,49823573055502784;0;0,7031088982435483;0;0;0,46227200518943384;0,8443452002847288;0;0,3180740542892524;0;0;-158,100278688525;0;0;-9,95073016393443;0,47994203011088193;3,33918672131147;0;0,05062589858817559;
18;00:18:00;0;0;0;0;-3,9160842176945834;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7160914769874847;0,2945892230229217;0,05798879745049972;0,6059623755737056;0;0;0;0;0;0;0;0;0;0;0;1,6885606535692255;0,31735284681966697;0;0,6071408951701288;0;0;0,186906084488345;0,4993322227680546;0;0,7044595660169595;0;0;0,46264817400844355;0,8454113006252142;0;0,3181665299211615;0;0;-158,100278688525;0;0;-9,95073016393443;0,47994383738480856;3,33918672131147;0;0,05078117754718463;
19;00:19:00;0;0;0;0;-3,862816608665828;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7171040447527087;0,29615286427555737;0,058108551061669435;0,6085626621716989;0;0;0;0;0;0;0;0;0;0;0;1,6914348781392936;0,31782868859754526;0;0,607928735698099;0;0;0,1869557371231508;0,49962390807986934;0;0,7045131692825112;0;0;0,46523664911900275;0,8472323667000486;0;0,31886029830054435;0;0;-157,861049180328;0;0;-9,95073016393443;0,48088653708088985;3,33918672131147;0;0,0508106826319056;
20;00:20:00;0;0;0;0;-3,5842748330349345;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,7185512577558588;0,2961778415826977;0,05814361308365426;0,6120649012897313;0;0;0;0;0;0;0;0;0;0;0;1,6998247720497621;0,31925397954705276;0;0,6081481560249491;0;0;0,1871200196772903;0,5001237089695226;0;0,7070287018693157;0;0;0,4660349764237223;0,8488681783174796;0;0,3188972527473136;0;0;-157,855868852459;0;0;-9,95073016393443;0,4810802104446744;3,33918672131147;0;0,050848044279579625;
21;00:21:00;0;0;0;0;-3,513370877704241;0;0;-38,8099229508197;-25,4035836065574;-44,9918409836066;0;0;0,719308333790984;0,29623605901543065;0,05823695451854868;0,6142316669991941;0;0;0;0;0;0;0;0;0;0;0;1,700271000977312;0,31986036171548604;0;0,609639722173295;0;0;0,18748332511954657;0,50339012827371;0;0,7095826801594982;0;0;0,4666787008234662;0,854679842344382;0;0,3198773126410282;0;0;-157,855868852459;0;0;-9,95073016393443;0,48127584327284184;3,33918672131147;0;0,05094304991574045;
22;00:22:00;0;0;0;0;-3,4765628629702503;0;0;-38,7271737704918;-25,306737704918;-44,8028016393443;0;0;0,720731560197006;0,29652507605995043;0,05839965750745923;0,6186028779471825;0;0;0;0;0;0;0;0;0;0;0;1,7009240081174437;0,31995302072569587;0;0,6097461093633667;0;0;0,18823159243755921;0,508717562398366;0;0,7102344798782292;0;0;0,46677054113217054;0,8551391819858947;0;0,32004541459508623;0;0;-157,716836065574;0;0;-9,95073016393443;0,48337571388137984;3,33918672131147;0;0,05107949110273862;
23;00:23:00;0;0;0;0;-2,964629946766316;0;0;-38,7271737704918;-25,306737704918;-44,8028016393443;0;0;0,7216920372197876;0,2968377703007883;0,05853363073518211;0,6201213606191831;0;0;0;0;0;0;0;0;0;0;0;1,7021509598438227;0,3204280125557879;0;0,6110021842874387;0;0;0,18859760666630124;0,5088252544195379;0;0,7104262128467386;0;0;0,46693167590313855;0,8561459359013803;0;0,3205722632293629;0;0;-157,716836065574;0;0;-9,95073016393443;0,485993960035778;3,33918672131147;0;0,05113388495219199;
24;00:24:00;0;0;0;0;-2,862657198623068;0;0;-38,7271737704918;-25,306737704918;-44,8028016393443;0;0;0,7231657136762225;0,2971171059393624;0,058647381374907624;0,6226685349471465;0;0;0;0;0;0;0;0;0;0;0;1,709569409176501;0,32109791340211186;0;0,612206237770793;0;0;0,1888915634122806;0,5098300089267307;0;0,7106320336429367;0;0;0,4673436587707758;0,8592461047048723;0;0,32142917541818233;0;0;-157,614426229508;0;0;-9,95073016393443;0,4874680148884207;3,33918672131147;0;0,05114478276031252;
25;00:25:00;0;0;0;0;-2,5898379089092614;0;0;-38,7271737704918;-25,306737704918;-44,8028016393443;0;0;0,7265312184677649;0,2980724660262554;0,05872086332286083;0,622880941796222;0;0;0;0;0;0;0;0;0;0;0;1,7190145309251237;0,32135035108790777;0;0,6134890799570306;0;0;0,18911073845791995;0,5098364764159986;0;0,7117737894836427;0;0;0,4679439632498067;0,8614481675764637;0;0,32302142263101463;0;0;-157,614426229508;0;0;-9,95073016393443;0,48775159245352706;3,33918672131147;0;0,05119694013308843;
26;00:26:00;0;0;0;0;-2,444594209060557;0;0;-38,7271737704918;-25,306737704918;-44,8028016393443;0;0;0,7266356876167146;0,298104641864386;0,05883648202925374;0,6235879411653701;0;0;0;0;0;0;0;0;0;0;0;1,7229814606749383;0,32175913304844006;0;0,6166185334928409;0;0;0,1893080806520496;0,5098925493457651;0;0,7119807627730574;0;0;0,468324476233862;0,8619459236902433;0;0,3232572337522741;0;0;-157,239590163934;0;0;-9,95073016393443;0,4878223781581287;3,33918672131147;0;0,05120102919765756;
27;00:27:00;0;0;0;0;-2,438595259704629;0;0;-38,7271737704918;-25,0629573770492;-44,8028016393443;0;0;0,7272677645244655;0,29810535854977677;0,05888783151006963;0,6236296751268255;0;0;0;0;0;0;0;0;0;0;0;1,724825777231855;0,3218319944081552;0;0,6189806502797988;0;0;0,1895120294188863;0,5104860577016864;0;0,7131042282826121;0;0;0,46853779075144536;0,8623898410307431;0;0,32344012549869283;0;0;-157,239590163934;0;0;-9,95073016393443;0,4882509248853613;3,33918672131147;0;0,0514982174334073;
28;00:28:00;0;0;0;0;-2,1373457014545383;0;0;-38,7271737704918;-25,0629573770492;-44,8028016393443;0;0;0,7277074717403146;0,2990102274480373;0,05899432777578551;0,6249956001654546;0;0;0;0;0;0;0;0;0;0;0;1,7257682622088797;0,322221145452177;0;0,6191346154616383;0;0;0,18977276810804783;0,5105970805746883;0;0,7131166032737011;0;0;0,4710539778139062;0,8629813352652835;0;0,3244835705023469;0;0;-157,138016393443;0;0;-9,95073016393443;0,49041085864182143;3,33918672131147;0;0,051632584060835054;
29;00:29:00;0;0;0;0;-2,1137661810186;0;0;-38,7271737704918;-25,0629573770492;-44,8028016393443;0;0;0,7284872101548473;0,2991802378793037;0,05904525476265456;0,625618138974416;0;0;0;0;0;0;0;0;0;0;0;1,7257809275848486;0,3226741983275898;0;0,6198594516501407;0;0;0,19015647097366697;0,5112575146369747;0;0,7139534876502667;0;0;0,47153493293455545;0,863081631342448;0;0,3259236653745485;0;0;-157,138016393443;0;0;-9,95073016393443;0,49057127722427796;3,33918672131147;0;0,05164913280252052;
30;00:30:00;0;0;0;0;-1,9271418852551043;0;0;-38,7271737704918;-25,0629573770492;-44,8028016393443;0;0;0,7320983701995386;0,29959772830640047;0,059087821981167805;0,6267647655275427;0;0;0;0;0;0;0;0;0;0;0;1,737929108833717;0,32304516639723446;0;0,6202196867819216;0;0;0,19038288142673726;0,5136352244109792;0;0,7155104818803532;0;0;0,47192699608505284;0,8639992787157533;0;0,325936646806488;0;0;-156,644049180328;0;0;-9,95073016393443;0,49061166692942787;3,33918672131147;0;0,05168580949829864;
31;00:31:00;0;0;0;0;-1,783408686957165;0;0;-38,7271737704918;-25,0629573770492;-44,8028016393443;0;0;0,7333850055948352;0,29966938846683144;0,05919675724639911;0,6278203286886987;0;0;0;0;0;0;0;0;0;0;0;1,739395276517633;0,3233894961451231;0;0,6202802102437279;0;0;0,19085883114281468;0,5138662098020967;0;0,7164511033599235;0;0;0,4733923432408876;0,8643508122657313;0;0,32639879896236157;0;0;-156,644049180328;0;0;-9,95073016393443;0,49074172091889035;3,33918672131147;0;0,05175006121695957;
32;00:32:00;0;0;0;0;-1,6227613241737824;0;0;-38,7271737704918;-24,8219327868852;-44,8028016393443;0;0;0,7337560160176445;0,30033534235263176;0,059203662788989586;0,6280197183279622;0;0;0;0;0;0;0;0;0;0;0;1,7403323872502827;0,32422843085431857;0;0,6217184941879521;0;0;0,1911742313566395;0,5146042611328249;0;0,7170361193651341;0;0;0,4742760299416615;0,8643974738801501;0;0,32675118194911623;0;0;-149,326836065574;0;0;-9,95073016393443;0,4918385185524131;3,33918672131147;0;0,05176273930908932;
33;00:33:00;0;0;0;0;-1,505840506723801;0;0;-38,7271737704918;-24,8219327868852;-44,8028016393443;0;0;0,7385510133167528;0,3005483987441267;0,05920962487597519;0,6280348607891185;0;0;0;0;0;0;0;0;0;0;0;1,7446170036522985;0,32477803749999284;0;0,6222690810819982;0;0;0,19194446006503868;0,5151283779226961;0;0,7197793877127303;0;0;0,4744366379816705;0,8654855210034373;0;0,326918631359521;0;0;-149,326836065574;0;0;-9,95073016393443;0,49324392800143735;3,33918672131147;0;0,051787079303579106;
34;00:34:00;0;0;0;0;-1,2473353988019498;0;0;-38,7271737704918;-24,8219327868852;-44,8028016393443;0;0;0,740490062087249;0,3008078067664846;0,05926964022634468;0,6282532348221893;0;0;0;0;0;0;0;0;0;0;0;1,7470859212686745;0,32543257828853145;0;0,6230139111758579;0;0;0,19198206821149205;0,5156012321037435;0;0,7212572653979902;0;0;0,4759739564563257;0,8675790743779402;0;0,32703601682059114;0;0;-147,808983606557;0;0;-9,95073016393443;0,49373282761379655;3,33918672131147;0;0,051793823011473616;
35;00:35:00;0;0;0;0;-1,2105283569516698;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7423046196791825;0,30129908454645715;0,059276572479200436;0,6311773130799618;0;0;0;0;0;0;0;0;0;0;0;1,7508724709348533;0,32578825238518466;0;0,6235319746020593;0;0;0,19250487376192024;0,5163889993146731;0;0,7220246800633952;0;0;0,47604275832955245;0,8712810835612067;0;0,32705176171149297;0;0;-147,808983606557;0;0;-9,95073016393443;0,49422294322124916;3,33918672131147;0;0,05179966154926465;
36;00:36:00;0;0;0;0;-1,1923056313419231;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7451236783820032;0,3016068125038368;0,05930553135340774;0,631267344708396;0;0;0;0;0;0;0;0;0;0;0;1,7521584590521293;0,3258217099379162;0;0,6247179844913883;0;0;0,19263222664335708;0,5168086503655203;0;0,7220922308868428;0;0;0,47645146074489775;0,8735319045870977;0;0,3270780203061956;0;0;-147,77137704918;0;0;-9,95073016393443;0,49438539600204995;3,33918672131147;0;0,05186062712145668;
37;00:37:00;0;0;0;0;-1,1760806094485665;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7456538798611152;0,30208485855103606;0,05939187702489578;0,6314579220282109;0;0;0;0;0;0;0;0;0;0;0;1,7574538824552757;0,3272833037291739;0;0,6249414429256133;0;0;0,19270609857719473;0,5171211445308959;0;0,7226651899971793;0;0;0,4771624137037433;0,8740798926098798;0;0,3275784453691005;0;0;-147,77137704918;0;0;-9,95073016393443;0,4954795139766249;3,33918672131147;0;0,051941175354098895;
38;00:38:00;0;0;0;0;-0,8566837252436347;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7482029441820176;0,30261289164324123;0,05941726251578889;0,6329709570281473;0;0;0;0;0;0;0;0;0;0;0;1,7603302844670325;0,3283856902867265;0;0,6259967833696296;0;0;0,19299654592748572;0,5171537065578167;0;0,7238353436808662;0;0;0,4773873652444535;0,8773328049846569;0;0,3280862544645062;0;0;-147,77137704918;0;0;-9,95073016393443;0,49565582149805965;3,33918672131147;0;0,05200686441415309;
39;00:39:00;0;0;0;0;-0,7587062068282739;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7495213260639074;0,30276938964073813;0,05953632320756516;0,6333466030855506;0;0;0;0;0;0;0;0;0;0;0;1,7605595438420705;0,32853157214439865;0;0,6266126610913499;0;0;0,19301338149217662;0,5173602729172011;0;0,7239423173094939;0;0;0,4775011931926447;0,878861382019887;0;0,3284454889483948;0;0;-147,425475409836;0;0;-9,95073016393443;0,4972688640517397;3,33918672131147;0;0,05222979199039716;
40;00:40:00;0;0;0;0;-0,5274331419904565;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7498517170480571;0,302788110333951;0,05963305391221312;0,6350014472049328;0;0;0;0;0;0;0;0;0;0;0;1,768422345525409;0,32855288864151666;0;0,6268879644887146;0;0;0,1934484891662444;0,51752404976232;0;0,7254526152471129;0;0;0,47784199304750336;0,8794118380237931;0;0,3286125000819502;0;0;-147,425475409836;0;0;-9,95073016393443;0,4972979202764105;3,33918672131147;0;0,05236080704791681;
41;00:41:00;0;0;0;0;-0,3917647388544738;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7499036687986185;0,30311919388189773;0,05972306438596277;0,6356940125691576;0;0;0;0;0;0;0;0;0;0;0;1,774667181867563;0,3289865243705006;0;0,6269074909447522;0;0;0,19361887634478353;0,5188503373472984;0;0,7258956221280298;0;0;0,4788407804423565;0,8803874635951954;0;0,3296206658964175;0;0;-144,670652459016;0;0;-9,95073016393443;0,4975125051245372;3,33918672131147;0;0,05238870610693164;
42;00:42:00;0;0;0;0;-0,13283987804344222;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7528207449354805;0,3033977129405954;0,059803176800391364;0,6370926679499624;0;0;0;0;0;0;0;0;0;0;0;1,7757990090686566;0,3291320756879091;0;0,6286129152636286;0;0;0,19372442402057302;0,5189524251730766;0;0,7273511645475951;0;0;0,47958242612944274;0,8804965134537811;0;0,32974497030881095;0;0;-144,670652459016;0;0;-9,95073016393443;0,4989365707792608;3,33918672131147;0;0,05239989822618789;
43;00:43:00;0;0;0;0;0;0;0;-38,7271737704918;-24,8219327868852;-44,7583;0;0;0,7535903255975887;0,30473477371029345;0,05986441777142316;0,6374811907632508;0;0;0;0;0;0;0;0;0;0;0;1,776023706027057;0,3293672613478242;0;0,6286458433064525;0;0;0,19377568524366925;0,5192837598165364;0;0,7284615634989717;0;0;0,481135831223538;0,8810290919320599;0;0,3305501334295426;0;0;-143,553260655738;0;0;-9,95073016393443;0,4989757103427319;3,33918672131147;0;0,052566150984334675;
