Apparent.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
17;00:17:00;'00:17:00;53,05733110140109;;;230,72354100689782;50,43700161864951;236,71720068150603;50,78971976740754;
18;00:18:00;'00:18:00;50,734953168684534;;;239,0313063773488;52,94470500443971;264,77128552465575;52,26105327782142;
19;00:19:00;'00:19:00;50,779993450317846;;;225,99852541391616;52,08422868837154;282,8263068923844;52,097692242082225;
20;00:20:00;'00:20:00;51,32679171670296;;;236,83400457880416;51,1939800388291;258,9605796961685;52,37893203837065;
21;00:21:00;'00:21:00;52,967106243963116;;;242,3397679942275;51,561535829098354;240,76746428108547;49,83864092332973;
22;00:22:00;'00:22:00;51,922204427563635;;;233,6614701439255;51,91174909881391;234,45785913790158;53,09621518625858;
23;00:23:00;'00:23:00;52,32976286526513;;;243,9950045006619;50,540132169218936;253,88652037951607;51,065429581900496;
24;00:24:00;'00:24:00;52,17996028253434;;;231,20424313346425;51,54946528230784;260,6424083570961;53,04220352607565;
25;00:25:00;'00:25:00;51,11466412873922;;;229,83802526911714;51,13740537313004;252,4203526707797;54,339990200037015;
26;00:26:00;'00:26:00;52,23516174384411;;;242,42800909938535;53,23310457894589;261,42052496986884;51,27371559635785;
27;00:27:00;'00:27:00;51,31703060645725;;;233,9203356237159;50,73630330258351;271,39038269959445;51,14806804473782;
28;00:28:00;'00:28:00;52,18687002731036;;;231,79111611038556;52,27462168265227;269,5478712287838;51,54007871002113;
29;00:29:00;'00:29:00;52,07875598196884;;;248,16198826851246;50,53899742183258;258,39585017461263;54,51624346079264;
30;00:30:00;'00:30:00;53,749614120170946;;;239,02004457578312;53,056306537444996;265,6672131948345;53,89264519342445;
31;00:31:00;'00:31:00;53,2559220903549;;;242,40826507535016;52,71662658748622;243,89614628134177;52,57752089543786;
32;00:32:00;'00:32:00;51,917536671653664;;;224,90521974004986;52,7494075740743;261,1880156087441;51,57654744026529;
33;00:33:00;'00:33:00;51,956715016085674;;;240,8784292005931;51,618874653521566;261,30429827574085;54,134347913882955;
34;00:34:00;'00:34:00;52,35414811917837;;;239,8087873093329;51,61551368298411;264,2763639687353;49,857299683878786;
35;00:35:00;'00:35:00;49,39248011107861;;;240,7358504505452;53,23993336367782;244,4398114214801;50,59639170671519;
36;00:36:00;'00:36:00;51,92392957972646;;;228,49625890537177;52,44987748922807;294,4101451721186;52,809093632695244;
37;00:37:00;'00:37:00;51,28876364361964;;;232,32046358821296;50,656270555328305;251,84297744677355;51,51797956920749;
38;00:38:00;'00:38:00;52,63182340004797;;;236,15012630898067;52,13594605978787;251,67857009890946;51,24051945119799;
39;00:39:00;'00:39:00;54,05355704007864;;;234,04108588285564;50,827021483768085;245,7325356293206;52,10291634737071;
40;00:40:00;'00:40:00;52,26518419128144;;;234,37508929525754;49,170410715412345;236,67033943992288;52,86698977910874;
41;00:41:00;'00:41:00;49,378995918189524;;;237,50354720366613;50,910792335537245;251,2541758204248;52,89110561906953;
42;00:42:00;'00:42:00;50,35003362484174;;;225,42058441406868;51,79741953009459;273,4617892243643;52,27188601346627;
43;00:43:00;'00:43:00;51,95781305425276;;;238,75818042161654;51,10100137952864;252,06154332047643;50,644257083359186;
44;00:44:00;'00:44:00;51,853597640953474;;;229,33063807678775;50,86838151064123;251,1250433165798;54,6075081254136;
45;00:45:00;'00:45:00;51,37768799817653;;;232,80001904878134;52,29799135451482;258,58081514011235;52,308643345152326;
46;00:46:00;'00:46:00;51,80643415090376;;;231,1923893528909;49,60215365109079;252,6154576101584;52,097820213708054;
47;00:47:00;'00:47:00;51,620006197684;;;234,3631443331015;50,16319623382295;263,9887818232346;50,33521726020269;
48;00:48:00;'00:48:00;51,74867741225421;;;235,84284149541267;50,921950883370755;255,87792877591139;52,616646878185215;
49;00:49:00;'00:49:00;53,045217331648686;;;243,43742535052058;51,52250260186353;264,9709075125898;52,85930748929403;
50;00:50:00;'00:50:00;51,25406905935341;;;472,90147558629906;51,21457217455463;252,78291454070896;53,29885008330458;
51;00:51:00;'00:51:00;51,57601080011783;;;484,11989341641623;50,96377586917871;234,82085322507777;49,90783452369274;
52;00:52:00;'00:52:00;50,32402654735072;;;460,0345754951314;51,03154537896766;249,4526864391646;52,055220759608495;
53;00:53:00;'00:53:00;52,60630571525806;;;464,51274054698007;52,876810339971684;263,5578624600137;51,32575454057863;
54;00:54:00;'00:54:00;50,92778131244756;;;464,7674642612253;50,31690594076241;263,72426836037755;50,7834954976658;
55;00:55:00;'00:55:00;50,42712362019714;;;468,9483833247142;51,37211078354817;248,49185480324036;53,37236158684024;
56;00:56:00;'00:56:00;53,40557233313044;;;481,13155727733624;53,4826223097865;259,1715044210065;52,23627022136116;
57;00:57:00;'00:57:00;51,24951050765724;;;458,14068179990585;51,40486390315211;274,25802862070117;50,363886174596374;
58;00:58:00;'00:58:00;52,842216918618526;;;435,49401617142667;51,096786863762816;277,41622111949056;51,274246330514075;
59;00:59:00;'00:59:00;52,22028244830863;;;457,81642072718375;50,748062779880385;258,0127463466682;53,362565809503636;
60;01:00:00;'01:00:00;50,080955974432435;;;453,5191056718652;52,98766316904189;272,33647176431475;51,8243030849179;
61;01:01:00;'01:01:00;54,07214494563269;;;467,9929982992046;51,59191543961564;262,5046982791225;51,11751682033816;
62;01:02:00;'01:02:00;52,31090305465354;;;233,13559603281834;51,16894884152807;253,93322489180733;52,10912665986667;
63;01:03:00;'01:03:00;51,42021490108026;;;236,48443070894663;51,625623235760166;263,0974282443034;51,55963140672068;
64;01:04:00;'01:04:00;51,87672667960145;;;233,58348238169697;49,96782835115019;253,02152277799166;51,36473394890532;
65;01:05:00;'01:05:00;52,43110991744292;;;232,38958129940016;50,71138307204962;246,29520026495587;50,40591106727881;
66;01:06:00;'01:06:00;53,91080800519293;;;201,3213904666708;52,965785173011064;262,8390172429425;53,133207628842904;
67;01:07:00;'01:07:00;51,03635495421083;;;198,82840257952705;50,71898300681556;257,45947182876466;53,195554598304184;
68;01:08:00;'01:08:00;51,28245169453263;;;198,45399760836764;50,36027273707484;245,12594989164464;51,95777463833787;
69;01:09:00;'01:09:00;51,657107098447625;;;194,65104732220107;53,95489115193407;246,38525899332114;54,086205486947954;
70;01:10:00;'01:10:00;52,38142325643912;;;194,04433059071897;51,398028957812734;232,2220546735439;51,07809916755194;
71;01:11:00;'01:11:00;51,81741558600777;;;200,08623764589862;52,5744955627069;252,71320160524394;50,610983176000445;
72;01:12:00;'01:12:00;51,559670985727145;;;193,68759050682056;53,05081607276624;233,98490286881855;52,58902455169548;
73;01:13:00;'01:13:00;50,44065435412863;;;192,15921184718738;50,17201560025727;242,99739791678573;53,52142007970371;
74;01:14:00;'01:14:00;49,996719191162484;;;202,85590107057348;51,15944323574123;231,78638383994505;50,90299391462634;
75;01:15:00;'01:15:00;52,830126495370536;;;198,63942540606075;52,53328311677183;269,5607677133802;53,116233395580394;
76;01:16:00;'01:16:00;53,163501371005964;;;193,86468844585048;52,68027458353639;252,59402451966773;51,52940079870533;
77;01:17:00;'01:17:00;51,69860670846217;;;196,82179845571125;50,609771535410616;244,93378939528162;50,94417289740905;
78;01:18:00;'01:18:00;51,69797985717679;;;194,59418897152702;51,36701975041813;247,749485025385;53,33608713522762;
79;01:19:00;'01:19:00;52,54577228756364;;;197,68699554222394;52,24300398793355;279,57787014395416;51,92145190936441;
80;01:20:00;'01:20:00;50,27741946143444;;;210,3008622386636;52,659467754441216;285,9437977739211;50,937111744865454;
81;01:21:00;'01:21:00;53,58107189226209;;;195,59953468255856;49,31704845762638;254,35906186385745;52,786757757673705;
82;01:22:00;'01:22:00;50,72251517652719;;;197,50471303080545;53,29721072264983;253,57518806428257;52,21303394588069;
83;01:23:00;'01:23:00;52,06406955539581;;;191,28358385959442;55,4448608709906;265,6168192934432;50,40242234294545;
84;01:24:00;'01:24:00;50,36229227092831;;;196,03086998514763;49,838769761411605;243,85106076568454;52,476107477337884;
85;01:25:00;'01:25:00;51,06498905072823;;;195,37521335548308;52,005549181588606;252,170596735072;51,94007775836273;
86;01:26:00;'01:26:00;50,76059708674374;;;195,5203832914857;53,3441626862019;256,8497027280216;51,79665691664765;
87;01:27:00;'01:27:00;51,12710405450926;;;205,66604050755117;50,70780195126416;266,78332000021413;51,79801149772419;
88;01:28:00;'01:28:00;50,396269680712884;;;201,26106167112948;51,338742913361536;250,567990577494;52,562059287450566;
89;01:29:00;'01:29:00;52,012736330917534;;;209,29010833388543;52,722929976363936;252,38818485756642;54,294727736904434;
90;01:30:00;'01:30:00;50,98313806373919;;;198,8445875179756;49,87265725048265;254,39705464747217;51,84028325809928;
91;01:31:00;'01:31:00;51,600373587797954;;;204,98579925339536;48,09824006732391;262,86177690703283;51,48200086746147;
92;01:32:00;'01:32:00;50,33996528991759;;;200,73298212181987;49,934168259340545;274,187470235423;52,469461673168155;
93;01:33:00;'01:33:00;53,82854179035541;;;203,1009600256734;52,07051836823863;243,51046606359995;53,09424196508685;
94;01:34:00;'01:34:00;53,8862215908605;;;202,71760239341577;52,58989136620004;258,98872821583586;51,75922312027176;
95;01:35:00;'01:35:00;51,14966357339499;;;195,38943197500058;49,3435932381031;253,34546142848396;52,18053727458814;
96;01:36:00;'01:36:00;49,80421663934403;;;200,7769311904118;51,9072442478357;250,1984710559809;53,00073371090693;
97;01:37:00;'01:37:00;51,79763327516549;;;200,67062306802273;53,847072410803555;50,10448153194324;51,54398402963071;
98;01:38:00;'01:38:00;51,65554440666143;;;188,29016566100637;49,72486057290873;53,255576867765136;51,96991699754872;
99;01:39:00;'01:39:00;52,12236989259452;;;197,3585792941395;54,90198856686041;52,23740369728304;52,496683451315235;
100;01:40:00;'01:40:00;49,87253375880767;;;198,50605437354386;49,52002155415633;53,86647355821197;50,22488749432475;
101;01:41:00;'01:41:00;51,55501632114805;;;197,76199301544673;51,0912086481299;52,272339604463795;51,618981081287615;
102;01:42:00;'01:42:00;52,47582662816856;;;199,8077289464588;51,03441314157219;53,24838077990805;52,21517348295064;
103;01:43:00;'01:43:00;50,83473147646931;;;199,519897877895;52,77608594462833;53,53984895567521;52,9532420445861;
104;01:44:00;'01:44:00;51,692669984429955;;;194,45057481686078;52,940123625441665;51,79549966540551;53,14112002445607;
105;01:45:00;'01:45:00;50,941569914681544;;;195,8180466747089;51,953328882495406;51,80245830790732;49,74796800934296;
106;01:46:00;'01:46:00;51,18635190122818;;;188,51978455570855;52,27051418184397;52,889644386451195;50,591183452310304;
107;01:47:00;'01:47:00;52,68148974005442;;;198,3121616390289;49,78079405469271;52,20816004921308;51,94707087540222;
108;01:48:00;'01:48:00;52,32413658572883;;;198,8277437068978;51,445232189599395;50,27580069120552;49,24079920116588;
109;01:49:00;'01:49:00;52,28533297935858;;;196,052733190855;51,83722198115534;51,46550355641924;50,35745485859287;
110;01:50:00;'01:50:00;51,66180953444323;;;193,85297595379248;52,100839463551445;52,37319316404915;51,36429785337216;
111;01:51:00;'01:51:00;51,12162663524569;;;199,7104072900581;51,504794725288214;51,79015117022556;52,385394169807924;
112;01:52:00;'01:52:00;51,68002906747333;;;196,05527916996766;51,00598622614232;50,19909059691081;51,895866215327636;
113;01:53:00;'01:53:00;51,860668751069184;;;204,57969840522622;52,224401357795834;52,906350013167604;51,958786488285455;
114;01:54:00;'01:54:00;52,09322494611493;;;198,3133292791165;54,26549763605792;50,29916314131114;53,116208890237694;
115;01:55:00;'01:55:00;51,060699624553;;;193,6184339760962;49,93028185256531;51,21477026806432;51,594446597045064;
116;01:56:00;'01:56:00;51,25878020006657;;;195,8554113773519;54,40537284569568;50,641271995438046;50,52332482944622;
117;01:57:00;'01:57:00;52,326500390262076;;;407,37384472350317;53,413033493434966;50,785773774147245;52,176018978867084;
118;01:58:00;'01:58:00;52,67165911131622;;;439,5540317838412;52,158146728030225;51,35582901458499;50,528167230727064;
119;01:59:00;'01:59:00;52,29950772639166;;;403,59051864671716;52,77661456489867;50,38158011694416;54,31458128737669;
120;02:00:00;'02:00:00;50,35135525431453;;;394,55459809177603;49,70825048983934;52,74227843706049;50,95707233118865;
121;02:01:00;'02:01:00;53,46578030120793;;;383,1330215924205;52,02927546384525;52,74997820584223;51,57537729087271;
122;02:02:00;'02:02:00;52,790532842160225;;;348,1296705215055;50,99340854001844;52,4324919888566;51,583606655228266;
123;02:03:00;'02:03:00;52,770338218126476;;;368,28180256488486;51,51038889567569;51,5268469090883;52,34150863579048;
124;02:04:00;'02:04:00;52,806825268014826;;;426,87191025959487;51,858183954371235;52,150229723764895;50,58382998102374;
125;02:05:00;'02:05:00;53,490227941917894;;;390,22582707475715;51,287131089274716;52,70200218315408;52,208014125808475;
126;02:06:00;'02:06:00;50,99857756964992;;;388,1630185071377;52,02948105971766;52,14651320483251;54,41007140951373;
127;02:07:00;'02:07:00;53,54273995613416;;;389,60890618334076;51,75617691379569;49,479922146361034;50,83783661032675;
128;02:08:00;'02:08:00;50,838905774839084;;;165,41725815541312;53,8028638310284;49,7300878384628;53,444624037287554;
129;02:09:00;'02:09:00;51,81017098883211;;;161,58432960927746;51,438170229754434;49,8861198870256;51,66738718172324;
130;02:10:00;'02:10:00;52,98827999838743;;;164,03369048671115;52,07431312547052;52,06854347820367;53,4955954853475;
131;02:11:00;'02:11:00;51,996822003201316;;;156,82596966377986;52,7837450315068;50,654458341963846;52,11570462080777;
132;02:12:00;'02:12:00;50,83863746418682;;;155,07425295701532;51,919078200870395;52,358109434675164;52,93021973780324;
133;02:13:00;'02:13:00;48,992055307801046;;;154,25020814027434;53,24593198932259;51,42149848570533;50,45472231324198;
134;02:14:00;'02:14:00;53,5376078331197;;;155,95621626040065;52,425960885402034;53,25611074389331;49,97787100185856;
135;02:15:00;'02:15:00;52,83371478689124;;;155,98106478219532;114,08470788858055;52,49049140309546;53,04849568121263;
136;02:16:00;'02:16:00;51,20025981110298;;;155,6321006425933;121,95258273541575;52,40128907499587;52,774895627472226;
137;02:17:00;'02:17:00;52,105470514482136;;;157,9837297464909;125,02551654576874;51,94441897960773;51,20022329397829;
138;02:18:00;'02:18:00;52,75679759428435;;;153,89715534912432;131,9175839675299;52,11305274771932;52,06212123816168;
139;02:19:00;'02:19:00;52,25733921146353;;;155,9113332760558;128,07050237928527;52,141018447821715;51,89299868490692;
140;02:20:00;'02:20:00;51,5268838794068;;;155,77775171269786;129,76421851638113;51,80993922132144;53,545127792227646;
141;02:21:00;'02:21:00;51,998077670091206;;;155,57106485982288;133,58861203482093;51,26540317439902;52,77580585835942;
142;02:22:00;'02:22:00;53,53817742723123;;;156,82708845099154;139,867915104078;50,94690317051622;52,072051207033866;
143;02:23:00;'02:23:00;50,67068080187654;;;154,22696299931434;120,84513651037629;51,62840833230791;52,271661305047296;
144;02:24:00;'02:24:00;51,59286797452271;;;156,2158544237243;119,35220910465246;52,20870084516776;51,338522198392106;
145;02:25:00;'02:25:00;52,7522638894047;;;155,69330536786933;115,71034091391198;50,63551993413203;52,27749630026231;
146;02:26:00;'02:26:00;50,937704600075406;;;157,63772325704545;125,6430435541481;52,775731371935976;50,89806098772981;
147;02:27:00;'02:27:00;52,783693365105236;;;156,9721197753542;133,6599586691051;53,79044097423233;51,704585488876106;
148;02:28:00;'02:28:00;51,604805612531294;;;156,76248383295447;118,54766262472995;50,5894542286711;50,77250729081546;
149;02:29:00;'02:29:00;51,928446972029064;;;154,85964892688463;133,18002470810242;50,73970392599708;49,949497454372164;
150;02:30:00;'02:30:00;52,04735236633402;;;159,56434580738613;126,63159320694518;52,223981618082405;53,56891333951657;
151;02:31:00;'02:31:00;50,895875645936094;;;154,84529058339777;124,8609221202073;51,31155751030667;53,24197519423488;
152;02:32:00;'02:32:00;52,17757596829707;;;156,7004300305465;129,4339563412937;52,56048132073853;50,90017980064541;
153;02:33:00;'02:33:00;49,947604311527684;;;157,5212549009223;120,28480206954846;53,39092398074738;52,331755240953356;
154;02:34:00;'02:34:00;53,04869904917908;;;160,4329107762148;143,57861240058276;51,62702526412897;51,565961880206785;
155;02:35:00;'02:35:00;50,29609636929364;;;160,48554987587582;129,43839763836743;52,763000994513796;53,755578711527846;
156;02:36:00;'02:36:00;53,556921513182644;;;160,97407821111946;116,35370912395045;51,96536436117291;51,75143686277637;
157;02:37:00;'02:37:00;51,837837197976505;;;159,3636011013859;125,45972120853399;50,53342047332534;51,38365499609686;
158;02:38:00;'02:38:00;50,60946159709312;;;159,3629937119359;121,36414341193436;52,31328055998903;52,48024134533155;
159;02:39:00;'02:39:00;53,70502268608545;;;158,77476857654665;126,82660808945559;50,95938723612232;51,16108577410783;
160;02:40:00;'02:40:00;51,59359489728282;;;160,11944125372716;118,1432922272656;50,454800913165336;51,41248086642461;
161;02:41:00;'02:41:00;52,3785770495607;;;161,69289815245637;121,42881918605049;51,96788181028637;50,93457713264072;
162;02:42:00;'02:42:00;52,508314004074755;;;162,3289282223007;123,582683404151;50,791005684324794;51,50452769109924;
163;02:43:00;'02:43:00;52,58227478479817;;;161,65436439191615;138,66462372605145;51,23568342132063;52,62775021426666;
164;02:44:00;'02:44:00;52,492443934785385;;;155,55286298322613;113,87061051337304;53,312014443147724;51,80721464449151;
165;02:45:00;'02:45:00;52,089720831019626;;;158,98216586319788;124,52551311426984;52,65057273785084;52,31883841460353;
166;02:46:00;'02:46:00;50,94206668617653;;;155,94606087668106;111,46747521112013;51,32847403733381;51,96313531067116;
167;02:47:00;'02:47:00;52,0038459870068;;;156,91946536110063;116,47036585460745;51,52564633604813;52,5704408582324;
168;02:48:00;'02:48:00;52,453802859850164;;;158,86517590402784;134,56383790662437;50,31546016067029;50,8165472524525;
169;02:49:00;'02:49:00;52,472751985743365;;;156,0625096883955;119,90672165814004;51,908225907929356;50,62739580304527;
170;02:50:00;'02:50:00;51,09171110556426;;;157,41612064413292;123,44166103735195;51,54040694696313;51,767121469102804;
171;02:51:00;'02:51:00;51,84650337182785;;;155,50711866102176;140,16627906713632;53,056875435824544;51,624404897703585;
172;02:52:00;'02:52:00;51,545828599295184;;;152,6195076965016;131,29815465612336;52,13889853731125;52,540249273196395;
173;02:53:00;'02:53:00;52,50707697102107;;;156,5239019245664;126,57110747431854;51,698505186335275;51,6587141469771;
174;02:54:00;'02:54:00;51,958198361868085;;;157,8284591353323;121,55680121017505;52,826252819497284;51,26248740046356;
175;02:55:00;'02:55:00;51,59034700713467;;;155,42293490181856;121,99342578841856;52,2093332391894;50,61219256441555;
176;02:56:00;'02:56:00;51,18432101040023;;;191,8698804602521;129,55149021640963;52,565720275314185;51,47016978429965;
177;02:57:00;'02:57:00;51,79410624811282;;;192,305516105644;134,33848816908616;53,526366164135986;50,69157777603438;
178;02:58:00;'02:58:00;51,58654687372914;;;155,5925221283406;114,53359166446666;54,065366547381416;52,15161248880441;
179;02:59:00;'02:59:00;52,36043981729568;;;154,12747666616121;122,46697359140518;51,13305211209511;50,87051300038184;
180;03:00:00;'03:00:00;50,91863525154088;;;157,75224767951502;127,92642249569158;52,13405541011692;50,98727625149335;
181;03:01:00;'03:01:00;52,28891960156938;;;153,44611364507327;120,47593049219893;53,18349799353178;50,68311090913068;
182;03:02:00;'03:02:00;51,55541123768357;;;158,07228583262852;128,2891053512221;51,77824933376;50,31075741110628;
183;03:03:00;'03:03:00;53,283280963774786;;;362,7253336626416;128,5480275709208;50,494354326869995;50,154011166987104;
184;03:04:00;'03:04:00;51,74101129978989;;;359,03393531609424;127,18996348359902;51,40739012668763;50,49249434594147;
185;03:05:00;'03:05:00;51,87286945907319;;;366,908047931317;129,95094591239032;51,23721745695122;51,24963581647073;
186;03:06:00;'03:06:00;52,129206815292676;;;356,535422820714;125,68705717604956;50,657432408574;49,47195337783904;
187;03:07:00;'03:07:00;50,79671600737373;;;346,95523870565535;115,10569952375124;52,246265545757865;52,13950555102255;
188;03:08:00;'03:08:00;49,577177204323014;;;379,4413220304331;122,83941479330853;51,628765843079755;50,134941568793195;
189;03:09:00;'03:09:00;52,196220869818944;;;366,88808654972377;135,18916444194684;53,050679255540494;51,54880409621449;
190;03:10:00;'03:10:00;53,07817513456467;;;375,43806237397683;120,2995324497973;49,87661497695541;52,37318738834337;
191;03:11:00;'03:11:00;51,198957061817374;;;335,1539753878315;126,10190708224225;50,52615031954011;49,189674718563204;
192;03:12:00;'03:12:00;53,466234334856736;;;402,0658875338608;116,14721248723451;49,769273848838935;50,26529184275083;
193;03:13:00;'03:13:00;48,808980283080274;;;334,29199968553945;140,66456016259707;51,22253089476637;48,550520895782604;
194;03:14:00;'03:14:00;52,57260134064147;;;154,3633028131567;50,780738591492;52,346998600274006;50,74197264579389;
195;03:15:00;'03:15:00;52,759828443688605;;;165,47045109728282;51,818052046263944;52,60708462593093;49,041351976170915;
196;03:16:00;'03:16:00;52,850828790638445;;;165,59816739950486;50,99891695852757;50,127426161751885;53,01704390487761;
197;03:17:00;'03:17:00;52,1776825102926;;;166,75586727579113;53,186108225160076;51,184424408453054;52,596438066305765;
198;03:18:00;'03:18:00;49,954091067082494;;;162,02340143171028;50,148691791341676;51,94874040778744;51,4099563068069;
199;03:19:00;'03:19:00;51,191202639842885;;;163,05520817492803;52,57361750826938;51,69764145861821;51,34139949071405;
200;03:20:00;'03:20:00;51,302097281501716;;;164,49738292951318;51,62623049034312;52,37224353238028;52,10424263076014;
201;03:21:00;'03:21:00;49,86716773954529;;;166,00458291024847;52,95089569646382;50,98900648329371;51,78403203544214;
202;03:22:00;'03:22:00;51,31298976387913;;;162,84447960501493;51,061890418603284;52,61586644206876;50,67100646372889;
203;03:23:00;'03:23:00;51,236814202447164;;;162,6390545238315;51,9060550293591;50,71395860302146;51,11157738105987;
204;03:24:00;'03:24:00;53,316763292280555;;;165,92372210277355;48,96021386702467;51,40110026329753;53,88116244518462;
205;03:25:00;'03:25:00;50,13059669939753;;;165,61924659516785;53,32978949166651;51,3660702630036;51,16603302248638;
206;03:26:00;'03:26:00;50,54860382567404;;;162,71492160702067;51,616864776476966;49,778500005222575;52,37738120426416;
207;03:27:00;'03:27:00;52,97560936632942;;;165,4757128116555;52,13443629333066;51,771761339098646;52,15232641101828;
208;03:28:00;'03:28:00;50,9849545617262;;;164,81746607891594;53,84776507080017;54,81940409977576;52,1776502951591;
209;03:29:00;'03:29:00;51,22904000396577;;;162,2397824552783;52,42065941525661;51,387808616379665;53,250846524214175;
210;03:30:00;'03:30:00;52,31630756572808;;;164,87340010490826;52,83254761083264;51,104593847629616;52,15493335439699;
211;03:31:00;'03:31:00;50,61543321162382;;;164,07946162173133;52,06938400080827;50,58195469300886;50,81158349365504;
212;03:32:00;'03:32:00;52,17209241917594;;;163,7704459131773;53,64083376154734;51,22205996890825;52,66313405395686;
213;03:33:00;'03:33:00;53,827671416407775;;;167,27524369062237;53,0729543715795;50,06101558719919;52,508381849578306;
214;03:34:00;'03:34:00;50,97303767650566;;;166,20085859380092;52,941134907436236;51,66927056245078;51,565929898341196;
215;03:35:00;'03:35:00;51,39218650988276;;;168,17091547116752;52,58324351157531;52,03969898126484;51,25429896338694;
216;03:36:00;'03:36:00;52,26036102570901;;;165,97462385230472;53,58676481998732;52,48474798014721;50,61237323277102;
217;03:37:00;'03:37:00;52,01330214549928;;;166,5048391319137;53,43094344726861;52,60565388880098;52,363655843366494;
218;03:38:00;'03:38:00;52,56623579352226;;;167,77781011748425;50,602549965025105;52,279123422167984;50,759040280549186;
219;03:39:00;'03:39:00;49,3977158585652;;;166,36080768954318;50,86763651610123;50,787264067937386;51,37751694949361;
220;03:40:00;'03:40:00;52,46810903332686;;;169,1587109998574;50,60222334115848;114,93637086130948;50,35110779117057;
221;03:41:00;'03:41:00;53,278840276825136;;;170,06310401661682;51,79651041761645;120,83029383507032;51,965426578049104;
222;03:42:00;'03:42:00;53,616014260758156;;;168,9954752846094;53,8886600815561;122,05655277086002;52,814043145342374;
223;03:43:00;'03:43:00;52,95385609432979;;;166,44012622135463;54,188167820049486;128,3047318639015;51,79313357747851;
224;03:44:00;'03:44:00;52,23653570980138;;;167,19016529331418;51,411406170728945;122,40364756117835;52,3754081846296;
225;03:45:00;'03:45:00;51,57537475893289;;;162,34529832854702;52,14673772490725;125,4215329074927;51,45511470122973;
226;03:46:00;'03:46:00;51,646776504843366;;;164,80282040507933;51,20795232518714;119,2178378989987;53,99607529931683;
227;03:47:00;'03:47:00;51,914053516219816;;;164,34914136270288;52,40552806685709;121,91450792871014;51,32358350419322;
228;03:48:00;'03:48:00;52,994732595557394;;;163,3383430454825;50,542270984263105;139,425683308846;52,829162163919776;
229;03:49:00;'03:49:00;51,94873569562462;;;167,1402970407485;52,7508284807546;126,41351363437136;139,5149871453961;
230;03:50:00;'03:50:00;49,75632778293371;;;164,1055498212736;52,337972544862936;120,96707060683595;127,0642141806293;
231;03:51:00;'03:51:00;53,150813660398896;;;165,63271118337042;55,339828985524534;117,95416356622144;121,30219135666387;
232;03:52:00;'03:52:00;52,437751012184556;;;163,74890793385546;51,35182760375408;126,04464343511067;121,79014933615629;
233;03:53:00;'03:53:00;50,15487146482164;;;162,7162142096587;53,980716119833296;130,33210504033576;125,31525702662749;
234;03:54:00;'03:54:00;50,638897360863666;;;165,61648895019428;50,67881697984032;122,76473316906775;119,58211488671427;
235;03:55:00;'03:55:00;53,05699519002349;;;166,15924091890162;51,84925672245316;130,16004592551195;125,7078456942726;
236;03:56:00;'03:56:00;51,964987063121676;;;166,32189916779438;51,15824885825821;136,1707681649581;131,80989927781317;
237;03:57:00;'03:57:00;52,965187335293805;;;167,0502091008594;52,854820230395894;122,821740513793;131,00277517009076;
238;03:58:00;'03:58:00;52,71002077554505;;;162,9794890806754;51,81742226779693;123,36031240134308;130,53922478797435;
