Reactive.Time;Time span;Living Room Light (200W) [var];Kitchen Light (300W) [var];Bathroom Light (60W) [var];Bathroom Mirror Light 100W (Conventional) [var];Bedroom Light (60W) [var];Bedroom Light (20W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [var];Coffee Machine / Braun Impression KF 600 [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster / Bosch TAT8SL1 [var];Miele H 5241 B [var];Handmixer / Phillips Robust HR 1581 [var];Extractor Hood / Miele DA 429-4 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [var];Microwave / Panasonic NN-CD757W [var];Electronic hometrainer / Kettler Track Perfomance [var];Laptop Lenovo Thinkpad x220 [var];Washing Machine Samsung P1405J [var];CD/DVD Player / Philips DVDR 725 H [var];Home Cinema System / Samsung HT-D5550 [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Hifi System / Sharp XL-HF300PH [var];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [var];Energy Saving Lamp / EL-REF 11 E27 [var];Vacuum Cleaner FiF [var];Nintendo Wii [var];Coffee Machine / Braun KF 580E [var];Electric Kettle / Petra WK288 1.5L [var];Hair Dryer / Braun Satin Pro 2200 Ion Care [var];Heater / Honeywell BH-888E [var];Liebherr CBNPes 3956 [var];Electric Razor Braun Cruzer 5 [var];Electric Tooth Brush / Phillips HX9332 [var];Phone Siemens Gigaset C320 [var];Router O2 Box 6431 [var];Yamaha RX-V667 [var];
14;00:14:00;0;0;0;-19,15687964395946;0;0;0;0;0,31708092230090207;0;0;0;0;0;0;0;0;5,731237493815303;0;1,4000000000000001;0;0,2509019953315242;0,48896597478600284;-49,8641131147541;0,32100778003996167;0,7108530230159753;0;0;0;0,4636625638605645;0;0;0;0;0;-0,227673278688525;0,4700010702622096;3,33918672131147;-9,95073016393443;2,8063912779288103;
15;00:15:00;0;0;0;-18,365460366339757;0;0;0;0;0,3186863274472504;0;0;0;0;0;0;0;0;5,7378709556248495;0;1,4000000000000001;0;0,2511978582471142;0,492642474978858;-49,8641131147541;0,3221754915438516;0,712927972425122;0;0;0;0,4642761515800063;0;0;0;0;0;-0,227673278688525;0,4714561238215321;3,33918672131147;-9,95073016393443;2,8068189494894864;
16;00:16:00;0;0;0;-17,758704066014975;0;0;0;0;0,320469541286895;0;0;0;0;0;0;0;0;5,74181138437202;0;1,4000000000000001;0;0,2514837886178142;0,49464415793913535;-49,8641131147541;0,3225075076727208;0,7139125057143348;0;0;0;0,46490433857420405;0;0;0;0;0;-0,227673278688525;0,4739544841684605;3,33918672131147;-9,95073016393443;2,8090010393693956;
17;00:17:00;0;0;0;-17,628414433177902;0;0;0;0;0,32239872599011804;0;0;0;0;0;0;0;0;5,745289998115316;0;1,4000000000000001;0;0,25250330716415914;0,4957297994205213;-49,8641131147541;0,32266062230015824;0,7140438284129699;0;0;0;0,4650923222356364;0;0;0;0;0;-0,227673278688525;0,474009991146559;3,33918672131147;-9,95073016393443;2,814872717418553;
18;00:18:00;0;0;0;-16,06598233437279;0;0;0;0;0,3225798773467196;0;0;0;0;0;0;0;0;5,749495638224235;0;1,4000000000000001;0;0,25260783713802404;0,49823992107961157;-49,8641131147541;0,3226646174152481;0,7141199113785375;0;0;0;0,46614887787038306;0;0;0;0;0;-0,227673278688525;0,4742072865882753;3,33918672131147;-9,95073016393443;2,823296173734084;
19;00:19:00;0;0;0;-15,868717601582139;0;0;0;0;0,32266568774529303;0;0;0;0;0;0;0;0;5,758751046890127;0;1,4000000000000001;0;0,25308819484627443;0,49846511706240926;-49,8641131147541;0,3235669803395012;0,7142838599864157;0;0;0;0,4672102749400644;0;0;0;0;0;-0,227673278688525;0,47462904591462574;3,33918672131147;-9,95073016393443;2,8312611159894083;
20;00:20:00;0;0;0;-15,352524372430201;0;0;0;0;0,32419047477776597;0;0;0;0;0;0;0;0;5,760108844256593;0;1,4000000000000001;0;0,2532242463216092;0,49947658019177993;-49,8540049180328;0,32418638605771766;0,7147862036554646;0;0;0;0,4675070589087854;0;0;0;0;0;-0,227673278688525;0,4777137932804523;3,33918672131147;-9,95073016393443;2,838702733474371;
21;00:21:00;0;0;0;-15,20716210775074;0;0;0;0;0,32422064436451237;0;0;0;0;0;0;0;0;5,763671646205988;0;1,4000000000000001;0;0,25382545021715053;0,5000623426468064;-49,8540049180328;0,32482423382940667;0,7153312394599864;0;0;0;0,4682066746049928;0;0;0;0;0;-0,227673278688525;0,47773172923274837;3,33918672131147;-9,95073016393443;2,8413952641072613;
22;00:22:00;0;0;0;-14,419941556208649;0;0;0;0;0,3242965351913341;0;0;0;0;0;0;0;0;5,76393559168112;0;1,4000000000000001;0;0,2549557249535977;0,5003207957334912;-49,8540049180328;0,32507579730983427;0,7175236290618449;0;0;0;0,4691963937156191;0;0;0;0;0;-0,227673278688525;0,47902315738311746;3,33918672131147;-9,95073016393443;2,8526516921794594;
23;00:23:00;0;0;0;-14,379841782454506;0;0;0;0;0,32464069372978804;0;0;0;0;0;0;0;0;5,76532805686746;0;1,4000000000000001;0;0,25623500255023235;0,5043871566270249;-49,8540049180328;0,32702547960709427;0,7179157955701011;0;0;0;0,4692318332735316;0;0;0;0;0;-0,227673278688525;0,4792786653731828;3,33918672131147;-9,95073016393443;2,8606660349440336;
24;00:24:00;0;0;0;-13,57031516328874;0;0;0;0;0,32499254612990636;0;0;0;0;0;0;0;0;5,768213301546519;0;1,4000000000000001;0;0,25645827947581284;0,5050522960214585;-49,8540049180328;0,32733605137937266;0,7192437822832088;0;0;0;0,4719816650813507;0;0;0;0;0;-0,227673278688525;0,4796960982446347;3,33918672131147;-9,95073016393443;2,875192045803685;
25;00:25:00;0;0;0;-11,80671228267404;0;0;0;0;0,3254368781209822;0;0;0;0;0;0;0;0;5,784065318482427;0;1,4000000000000001;0;0,25707898434280274;0,5050758490568621;-49,8106475409836;0,3279878857654022;0,7229770193392664;0;0;0;0,4732132322411185;0;0;0;0;0;-0,227673278688525;0,4801752440676877;3,33918672131147;-9,95073016393443;2,8756323081726034;
26;00:26:00;0;0;0;-11,159293749869244;0;0;0;0;0,32558653716421904;0;0;0;0;0;0;0;0;5,80318715569282;0;1,4000000000000001;0;0,2588332143441064;0,5056561079109758;-49,8106475409836;0,32858541782375517;0,7230371134106801;0;0;0;0,4735776368841111;0;0;0;0;0;-0,227673278688525;0,48075094799219265;3,33918672131147;-9,95073016393443;2,87956689876381;
27;00:27:00;0;0;0;-9,904589720346156;0;0;0;0;0,3255979188123112;0;0;0;0;0;0;0;0;5,804069735035905;0;1,4000000000000001;0;0,25894971285789026;0,5060583251991505;-49,8106475409836;0,3287646869984418;0,7275292628829894;0;0;0;0,47483949852468454;0;0;0;0;0;-0,227673278688525;0,48149422425325195;3,33918672131147;-9,95073016393443;2,885355698224665;
28;00:28:00;0;0;0;-9,175796373466985;0;0;0;0;0,325932755231105;0;0;0;0;0;0;0;0;5,804528477550024;0;1,4000000000000001;0;0,2591852529407918;0,5063091816736413;-49,8106475409836;0,3291800707781751;0,7280803741050882;0;0;0;0,47508978018988945;0;0;0;0;0;-0,227673278688525;0,4816488688414041;3,33918672131147;-9,95073016393443;2,8857068937979062;
29;00:29:00;0;0;0;-8,00217835890337;0;0;0;0;0,3262983093082077;0;0;0;0;0;0;0;0;5,805207911458482;0;1,4000000000000001;0;0,2594839570434588;0,5088088443838389;-49,8106475409836;0,3296208766516408;0,7297297244089124;0;0;0;0,4755172180300156;0;0;0;0;0;-0,227673278688525;0,48186745809941745;3,33918672131147;-9,95073016393443;2,89251323015425;
30;00:30:00;0;0;0;-7,812421547257257;0;0;0;0;0,3271730162326596;0;0;0;0;0;0;0;0;5,814270970910094;0;1,4000000000000001;0;0,2606637861164413;0,5091109340132347;-49,8022803278688;0,3306221365607483;0,7304445543562662;0;0;0;0,47555641355377315;0;0;0;0;0;-0,227673278688525;0,48193227864606664;3,33918672131147;-9,95073016393443;2,8928385324914316;
31;00:31:00;0;0;0;-7,793949630356799;0;0;0;0;0,3276410037369259;0;0;0;0;0;0;0;0;5,847813415159696;0;1,4000000000000001;0;0,2608139382262924;0,5099279245836122;-49,8022803278688;0,33110506906444037;0,7305630615798061;0;0;0;0,4759605373421467;0;0;0;0;0;-0,227673278688525;0,4824537852356489;3,33918672131147;-9,95073016393443;2,896470994310344;
32;00:32:00;0;0;0;-7,7730921406479165;0;0;0;0;0,3285757197345695;0;0;0;0;0;0;0;0;5,860655299780012;0;1,4000000000000001;0;0,26132353990850055;0,5100465939601398;-49,8022803278688;0,3312693118995318;0,732111963162916;0;0;0;0,476682088371874;0;0;0;0;0;-0,227673278688525;0,4827154346137329;3,33918672131147;-9,95073016393443;2,8977797963283134;
33;00:33:00;0;0;0;-5,893937907758211;0;0;0;0;0,32979773927336936;0;0;0;0;0;0;0;0;5,862500130978952;0;1,4000000000000001;0;0,26145696225171955;0,5103492113492841;-49,8022803278688;0,3313138576553932;0,7331355213605744;0;0;0;0,4768969908909233;0;0;0;0;0;-0,227673278688525;0,48366373559642906;3,33918672131147;-9,95073016393443;2,8988396965962577;
34;00:34:00;0;0;0;-5,281632685175564;0;0;0;0;0,3298906153537928;0;0;0;0;0;0;0;0;5,863528131717406;0;1,4000000000000001;0;0,26165458843078876;0,5105925937376447;-49,8022803278688;0,3320755973418919;0,7335040339607815;0;0;0;0,4769451362365326;0;0;0;0;0;-0,227673278688525;0,48431541302090614;3,33918672131147;-9,95073016393443;2,907645382897683;
35;00:35:00;0;0;0;-4,517437941095087;0;0;0;0;0,33019261776537107;0;0;0;0;0;0;0;0;5,863884215167489;0;1,4000000000000001;0;0,2623214998392799;0,5111885836829678;-49,8022803278688;0,3326062945132604;0,7370946460024227;0;0;0;0,47946646752919386;0;0;0;0;0;-0,227673278688525;0,485701660578796;3,33918672131147;-9,95073016393443;2,9117393511259286;
36;00:36:00;0;0;0;-4,499320209229459;0;0;0;0;0,3305015446520377;0;0;0;0;0;0;0;0;5,866810479933356;0;1,4000000000000001;0;0,26239278950682965;0,5114994446100833;-49,8022803278688;0,3329057509067688;0,7378307884316017;0;0;0;0,48007104820954544;0;0;0;0;0;-0,227673278688525;0,4864445716267275;3,33918672131147;-9,95073016393443;2,912229177104103;
37;00:37:00;0;0;0;-4,1085654789914505;0;0;0;0;0,33080368165686796;0;0;0;0;0;0;0;0;5,872905837536276;0;1,4000000000000001;0;0,26262447004229333;0,5131029263447986;-49,8022803278688;0,33326876723890847;0,7378845061332523;0;0;0;0,4801921251346037;0;0;0;0;0;-0,227673278688525;0,4864499435962624;3,33918672131147;-9,95073016393443;2,920608304246687;
38;00:38:00;0;0;0;-4,04412789451102;0;0;0;0;0,3309240503471227;0;0;0;0;0;0;0;0;5,875678836641893;0;1,4000000000000001;0;0,26287192883935206;0,5132944872792229;-49,8022803278688;0,33369064680716815;0,7380057559984607;0;0;0;0,4819199493181445;0;0;0;0;0;-0,227673278688525;0,48662328045071007;3,33918672131147;-9,95073016393443;2,921230190518997;
39;00:39:00;0;0;0;-3,699177559521896;0;0;0;0;0,33153119106355367;0;0;0;0;0;0;0;0;5,88666837777306;0;1,4000000000000001;0;0,2628986427962235;0,5134780772424219;-49,8022803278688;0,33398812196751576;0,7384688691457841;0;0;0;0,4832743661141212;0;0;0;0;0;-0,227673278688525;0,4867739038895188;3,33918672131147;-9,95073016393443;2,9306850221302723;
40;00:40:00;0;0;0;-3,2121570677637132;0;0;0;0;0,33201148348820725;0;0;0;0;0;0;0;0;5,891014504964086;0;1,4000000000000001;0;0,26300237225547923;0,5144137139481986;-49,8022803278688;0,33415276367953256;0,7397001322170761;0;0;0;0,4833681715533452;0;0;0;0;0;-0,227673278688525;0,48824985836162854;3,33918672131147;-9,95073016393443;2,9310002534446085;
41;00:41:00;0;0;0;-3,200677911599584;0;0;0;0;0,3320615574063903;0;0;0;0;0;0;0;0;5,904913682495101;0;1,4000000000000001;0;0,2630124449911611;0,5144739942746513;-49,8022803278688;0,33427459119265857;0,7403918310052701;0;0;0;0,4835123989356246;0;0;0;0;0;-0,227673278688525;0,48865009001684057;3,33918672131147;-9,95073016393443;2,9323038205278458;
42;00:42:00;0;0;0;-2,9134892545459787;0;0;0;0;0,33231562944448584;0;0;0;0;0;0;0;0;5,9066662454326515;0;1,4000000000000001;0;0,2642467027354656;0,5149334186162635;-49,8014147540984;0,3347741703635673;0,7428604063238535;0;0;0;0,4849511886750984;0;0;0;0;0;-0,227673278688525;0,48919994312087856;3,33918672131147;-9,95073016393443;2,9401673914044633;
43;00:43:00;0;0;0;-2,630898304967753;0;0;0;0;0,3323949343735987;0;0;0;0;0;0;0;0;5,917169200241741;0;1,4000000000000001;0;0,2643071083659542;0,5153293755643269;-49,8014147540984;0,3354127800370306;0,7433619774529762;0;0;0;0,48516916759791556;0;0;0;0;0;-0,227673278688525;0,4897178127494069;3,33918672131147;-9,95073016393443;2,9440558562856447;
44;00:44:00;0;0;0;-2,157092819091392;0;0;0;0;0,3328567334596586;0;0;0;0;0;0;0;0;5,9294999877391;0;1,4000000000000001;0;0,26555785986427966;0,515659075238173;-49,8014147540984;0,3354979892514631;0,7435554086166293;0;0;0;0,4856800687261646;0;0;0;0;0;-0,227673278688525;0,4907966630905254;3,33918672131147;-9,95073016393443;2,9447455551824047;
45;00:45:00;0;0;0;-1,899898494441603;0;0;0;0;0,3328819606913915;0;0;0;0;0;0;0;0;5,9464530927159736;0;1,4000000000000001;0;0,26583252050072415;0,5165062726813581;-49,8014147540984;0,33575922080694637;0,7439408939788157;0;0;0;0,4863362553610591;0;0;0;0;0;-0,227673278688525;0,49147232608012337;3,33918672131147;-9,95073016393443;2,9451337515248155;
46;00:46:00;0;0;0;-1,8554672925988622;0;0;0;0;0,3329432491830739;0;0;0;0;0;0;0;0;5,946475745349062;0;1,4000000000000001;0;0,2667052785300804;0,5166571331369609;-49,8014147540984;0,3367552516225792;0,7443505514446486;0;0;0;0,4863858800798327;0;0;0;0;0;-0,227673278688525;0,49235013019919643;3,33918672131147;-9,95073016393443;2,9522428689980806;
47;00:47:00;0;0;0;-1,6092075072672702;0;0;0;0;0,33338493522193907;0;0;0;0;0;0;0;0;5,94851318748537;0;1,4000000000000001;0;0,26672647395693294;0,5167648805874556;-49,8014147540984;0,33677657365757885;0,7443668664058465;0;0;0;0,4866180554034155;0;0;0;0;0;-0,227673278688525;0,4923619410119897;3,33918672131147;-9,95073016393443;2,9526211611478335;
48;00:48:00;0;0;0;-1,4251678752747898;0;0;0;0;0,3335394992570279;0;0;0;0;0;0;0;0;5,957645690015969;0;1,4000000000000001;0;0,2672151401941198;0,5183186297680378;-49,8014147540984;0,33702675736943916;0,7447094747443138;0;0;0;0,48668380462993244;0;0;0;0;0;-0,227673278688525;0,49241434592249644;3,33918672131147;-9,95073016393443;2,953780086748904;
49;00:49:00;0;0;0;-1,1007211818156475;0;0;0;0;0,33410883129966124;0;0;0;0;0;0;0;0;5,9695845765226005;0;1,4000000000000001;0;0,2674331003257164;0,5190635762353847;-49,8014147540984;0,3372420136763408;0,7449689629870013;0;0;0;0,48687880179413745;0;0;0;0;0;-0,227673278688525;0,4930691130179449;3,33918672131147;-9,95073016393443;2,9550668319614917;
50;00:50:00;0;0;0;-0,7263681715397388;0;0;0;0;0,33430706867676535;0;0;0;0;0;0;0;0;5,9715085383800925;0;1,4000000000000001;0;0,26791819631572206;0,5202911901261644;-49,8014147540984;0,33734422056316904;0,7451668279943201;0;0;0;0,48702448453239466;0;0;0;0;0;-0,227673278688525;0,49411462481881757;3,33918672131147;-9,95073016393443;2,961624230301459;
51;00:51:00;0;0;0;-0,6647376810903701;0;0;0;0;0,3350921205106415;0;0;0;0;0;0;0;0;5,981115283004015;0;1,4000000000000001;0;0,2682520345380907;0,5205591270918651;-49,8014147540984;0,3374879002161674;0,7452023829338225;0;0;0;0,4876972339697482;0;0;0;0;0;-0,227673278688525;0,49438581801454734;3,33918672131147;-9,95073016393443;2,966252020192849;
52;00:52:00;0;0;0;-0,664677142345778;0;0;0;0;0,3351091944003633;0;0;0;0;0;0;0;0;5,999449830108126;0;1,4000000000000001;0;0,2682769826681966;0,5213887137453803;-49,7987213114754;0,3375831045515445;0,7452282624346244;0;0;0;0,4880972774955611;0;0;0;0;0;-0,227673278688525;0,4945541617341492;3,33918672131147;-9,95073016393443;2,966838157230558;
53;00:53:00;0;0;0;-0,3238756562456502;0;0;0;0;0,33527283428631477;0;0;0;0;0;0;0;0;6,013493845425014;0;1,4000000000000001;0;0,2683509364588935;0,5216861573995597;-49,7987213114754;0,3377392052099731;0,7453011325637672;0;0;0;0,48833338040990076;0;0;0;0;0;-0,227673278688525;0,4951532456523357;3,33918672131147;-9,95073016393443;2,9754146756168063;
54;00:54:00;0;0;0;-0,1254958638861234;0;0;0;0;0,33597740505148904;0;0;0;0;0;0;0;0;6,016572128121205;0;1,4000000000000001;0;0,2688919576266355;0,521816343383708;-49,7987213114754;0,33863839520956945;0,7455882281651034;0;0;0;0,48861763665566693;0;0;0;0;0;-0,227673278688525;0,49544124337078127;3,33918672131147;-9,95073016393443;2,9769240582908663;
55;00:55:00;0;0;0;0;0;0;0;0;0,33635599661656296;0;0;0;0;0;0;0;0;6,025587177022239;0;1,4000000000000001;0;0,26959880871305586;0,5221709129056543;-49,7987213114754;0,338837928784342;0,746273349360338;0;0;0;0,48940682020774845;0;0;0;0;0;-0,227673278688525;0,4955644632281737;3,33918672131147;-9,95073016393443;2,9805392009970717;
56;00:56:00;0;0;0;0;0;0;0;0;0,3366295563346833;0;0;0;0;0;0;0;0;6,033275671998184;0;1,4000000000000001;0;0,26966943762811724;0,5236590043541811;-49,7987213114754;0,33970715322762757;0,746378870164296;0;0;0;0,489492068104439;0;0;0;0;0;-0,227673278688525;0,4967398453259138;3,33918672131147;-9,95073016393443;2,9812456819817155;
57;00:57:00;0;0;0;0;0;0;0;0;0,33673601431511074;0;0;0;0;0;0;0;0;6,034893724348712;0;1,4000000000000001;0;0,2699558621665272;0,523727235675384;-49,7987213114754;0,33970914022894444;0,7466277861921712;0;0;0;0,4895797857387139;0;0;0;0;0;-0,227673278688525;0,49698431094686574;3,33918672131147;-9,95073016393443;2,982740304946113;
58;00:58:00;0;0;0;0;0;0;0;0;0,33694665881407004;0;0;0;0;0;0;0;0;6,053135302970759;0;1,4000000000000001;0;0,27007019464455734;0,5246377879938333;-49,7987213114754;0,34005241706597983;0,7475539044670564;0;0;0;0,4900853260625213;0;0;0;0;0;-0,227673278688525;0,4971087567069649;3,33918672131147;-9,95073016393443;2,9828450699167544;
59;00:59:00;0;0;0;0;0;0;0;0;0,33772513990476966;0;0;0;0;0;0;0;0;6,053470498032309;0;1,4000000000000001;0;0,27007946482791323;0,524990587284738;-49,7987213114754;0,34009108701828816;0,7478153516333104;0;0;0;0,49013306552314095;0;0;0;0;0;-0,227673278688525;0,4971775312336223;3,33918672131147;-9,95073016393443;2,9884119190979725;
60;01:00:00;0;0;0;0;0;0;0;0;0,3378648156899514;0;0;0;0;0;0;0;0;6,059236913393172;0;1,4000000000000001;0;0,2701554276937868;0,5250673072635744;-49,7987213114754;0,34012728677227444;0,7478358471652881;0;0;0;0,4901410315423057;0;0;0;0;0;-0,227673278688525;0,4972295243529633;3,33918672131147;-9,95073016393443;2,992030784696347;
61;01:01:00;0;0;0;0;0;0;0;0;0,3379371750463857;0;0;0;0;0;0;0;0;6,077223127203266;0;1,4000000000000001;0;0,2707802323034312;0,5256480718177837;-49,7912672131147;0,3402925289586691;0,7484095650822354;0;0;0;0,49083313455273936;0;0;0;0;0;-0,227673278688525;0,49816040710267917;3,33918672131147;-9,95073016393443;2,9923497512521435;
62;01:02:00;0;0;0;0;0;0;0;0;0,33821848089161155;0;0;0;0;0;0;0;0;6,081909643889532;0;1,4000000000000001;0;0,2710003451342064;0,5258605881312173;-49,7912672131147;0,341093147854251;0,7485500809206512;0;0;0;0,4911347967355202;0;0;0;0;0;-0,227673278688525;0,4982614835296126;3,33918672131147;-9,95073016393443;2,9931697358463087;
63;01:03:00;0;0;0;0;0;0;0;0;0,3384056145537623;0;0;0;0;0;0;0;0;6,083574334463581;0;1,4000000000000001;0;0,27114638403688013;0,5267272406836536;-49,7912672131147;0,34127930105574666;0,7488832197822919;0;0;0;0,4912546374849636;0;0;0;0;0;-0,227673278688525;0,49854819692240615;3,33918672131147;-9,95073016393443;2,998083126174471;
