Inner Device Heat Gains.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
42;00:42:00;'00:42:00;64,30224607625729;;;220,36781870851678;59,50668403116754;64,39310410638471;61,93664743441482;
43;00:43:00;'00:43:00;63,686111785666355;;;213,43022798667255;60,80945578728621;66,24434323041615;65,55965916256488;
44;00:44:00;'00:44:00;64,02629273020818;;;216,65356473155302;63,42086334801715;60,64125616263612;65,01638036946972;
45;00:45:00;'00:45:00;65,75250348661925;;;216,39852387314613;64,77832469764648;67,07898746111337;62,7904282715361;
46;00:46:00;'00:46:00;65,256107916662;;;219,12961635266086;64,8105032273508;67,32437248421948;62,24612767518738;
47;00:47:00;'00:47:00;62,2359994860732;;;217,04902741018;61,31212068857825;60,45439177516814;60,04981079213762;
48;00:48:00;'00:48:00;62,576393872917954;;;215,65332177678;62,950843074405526;62,24205239499884;59,842601416037674;
49;00:49:00;'00:49:00;64,73430370194001;;;213,69674715262687;59,31856229750582;62,085841724032804;67,47979876822765;
50;00:50:00;'00:50:00;59,21222769180697;;;213,41963079506323;60,727528012072774;62,17098982591827;58,534571856952944;
51;00:51:00;'00:51:00;65,94871050122045;;;210,49318788196965;55,695568162547794;57,82218492166757;63,73156854320013;
52;00:52:00;'00:52:00;62,673725128809544;;;219,14772138043307;67,57036498784092;62,82178572844363;66,45962313859071;
53;00:53:00;'00:53:00;62,24438669691661;;;217,59942270210993;61,334208583166344;62,922880132306936;63,77582646371083;
54;00:54:00;'00:54:00;59,788567888176;;;211,52036343915947;62,600144931836354;62,70215995579041;63,23966321040748;
55;00:55:00;'00:55:00;61,059100121367074;;;212,422894559192;57,138179948246005;64,57303324033234;64,75617721047018;
56;00:56:00;'00:56:00;67,35934644263001;;;224,23739305629599;63,17733732712012;60,32477569914546;62,69829502482834;
57;00:57:00;'00:57:00;67,26266176033492;;;206,3217296979424;64,90707709359305;60,23971678147896;60,84375569125668;
58;00:58:00;'00:58:00;60,17576537146941;;;214,59531511059595;62,28923373780344;65,14242576617066;61,30900225954437;
59;00:59:00;'00:59:00;65,20931412260569;;;218,87402469404307;62,58693399390599;57,25719451040277;67,45755070945513;
60;01:00:00;'01:00:00;64,44505310345873;;;210,0570768021767;62,349110494236854;63,10456009914764;64,269832377342;
61;01:01:00;'01:01:00;62,64347926992431;;;215,9303513759491;62,9015992785324;61,61018664145594;60,66935682119553;
62;01:02:00;'01:02:00;64,45984267908467;;;212,89399116881697;58,65676749480271;63,4029810223772;63,33629088002493;
63;01:03:00;'01:03:00;60,58364584529679;;;209,46223695625966;58,49096474445439;59,76512137994579;61,43562007122619;
64;01:04:00;'01:04:00;65,95446926292253;;;219,30237360514758;64,7969808948495;63,230974044272685;63,44239846145463;
65;01:05:00;'01:05:00;67,30021364668038;;;214,09982523822927;63,00157374055491;59,98332639150071;64,85030280373391;
66;01:06:00;'01:06:00;63,762271348359846;;;210,82576205049486;64,18279956088688;61,11394800988728;60,99988538957744;
67;01:07:00;'01:07:00;65,00375611730227;;;217,60056338895663;61,81951956647212;61,77074888518571;62,96191561926254;
68;01:08:00;'01:08:00;64,77102601506404;;;211,01875235961066;59,45096347890978;59,15924498809771;63,79876870554473;
69;01:09:00;'01:09:00;64,17070563860469;;;178,44148522076617;61,221084112896065;65,4162887297771;67,41601734634472;
70;01:10:00;'01:10:00;61,32961002223588;;;180,10560024759786;61,12735607327858;62,01741805001739;65,489530444141;
71;01:11:00;'01:11:00;69,66884065497814;;;182,3966423938367;63,50308183933822;63,93011695583331;66,0023702578976;
72;01:12:00;'01:12:00;62,9399348613932;;;177,43383667743163;58,977501351211465;61,84303120145443;66,05277458973374;
73;01:13:00;'01:13:00;62,45346571348925;;;178,95551540940346;61,545893016610016;61,3654491925592;59,74605535273917;
74;01:14:00;'01:14:00;65,69759585100697;;;177,92017872810612;60,53166854307811;66,05087171156417;62,81824023810687;
75;01:15:00;'01:15:00;62,43424683649285;;;177,24049217749376;69,78301689624908;59,983509699682784;65,34194491427402;
76;01:16:00;'01:16:00;64,3718221972815;;;180,49210748495412;64,11188372223282;63,50641393765321;65,9532216826938;
77;01:17:00;'01:17:00;60,35498377669144;;;182,81498338680439;61,977577980790834;61,52268098796148;66,31737606108857;
78;01:18:00;'01:18:00;68,46929784700217;;;178,72256224466594;69,54649337640163;60,07519916035449;65,91751601530339;
79;01:19:00;'01:19:00;64,20690625874104;;;183,70605366171412;57,15493004945493;63,924232566469115;62,168009519671244;
80;01:20:00;'01:20:00;59,00788531001677;;;178,8880971401407;61,944800141844425;59,66330462407283;62,12850819970032;
81;01:21:00;'01:21:00;60,53173091778994;;;182,8743162813574;62,01754764573607;64,13064927711997;65,82998716730927;
82;01:22:00;'01:22:00;69,1623697289688;;;181,57279624584024;67,7907975021127;61,6843748896797;66,0736700280554;
83;01:23:00;'01:23:00;61,780548854676965;;;180,9457466028227;62,10034184544142;62,248264673616134;63,705115445046445;
84;01:24:00;'01:24:00;63,90349380956688;;;179,07796502262212;61,64088105174133;65,17644602729226;61,92595660117021;
85;01:25:00;'01:25:00;69,41771882649142;;;177,84949783246904;67,83595699746736;68,94554212080202;63,568885884343544;
86;01:26:00;'01:26:00;60,44200677363594;;;179,02910226899914;56,8869148576447;60,85625013828747;60,78279541893737;
87;01:27:00;'01:27:00;61,40621369450229;;;178,94251995912663;67,11594287916444;67,51823028636286;63,90028809299066;
88;01:28:00;'01:28:00;65,56026825961753;;;178,0810642309824;63,18759528820132;62,88654059540071;62,38434356854946;
89;01:29:00;'01:29:00;65,11961987567125;;;179,5372308068324;61,47160280618323;59,70400712968748;61,36894679526164;
90;01:30:00;'01:30:00;68,87294547593966;;;179,91497802688036;67,49105037331466;63,24530784193537;63,07898812994821;
91;01:31:00;'01:31:00;63,338411805092974;;;180,90645646107043;61,131604442394774;61,81378137507916;64,51593082992505;
92;01:32:00;'01:32:00;59,61628729937208;;;179,0940181415363;68,3187186634377;69,46471141690267;64,50701085440173;
93;01:33:00;'01:33:00;62,930050620213876;;;177,07569124548513;62,30711583592195;64,66017916972088;63,66760597905081;
94;01:34:00;'01:34:00;60,37303278364027;;;182,83934375563138;64,5469408525249;67,28390393708264;63,41029224700561;
95;01:35:00;'01:35:00;58,051690791187326;;;184,74857654785885;64,25447427901223;65,71174797411665;63,67361222278695;
96;01:36:00;'01:36:00;60,24045306285991;;;181,3524567492801;65,94066494812182;67,33005882857097;62,48142341360999;
97;01:37:00;'01:37:00;66,24542703952028;;;181,7997141282137;58,350197618951114;64,75041427043747;131,80047041859066;
98;01:38:00;'01:38:00;64,25349787056841;;;180,79359094643576;63,55596681042564;65,72360104404429;135,64334178232968;
99;01:39:00;'01:39:00;61,6977836066623;;;180,8452416874453;62,0447426524052;66,87852523233796;134,5333871020551;
100;01:40:00;'01:40:00;59,34473394695858;;;179,53818457634858;63,724516709035385;64,25276995006782;127,0779825423493;
101;01:41:00;'01:41:00;63,57298831192966;;;182,34169230471048;62,29477931098778;65,10472992897967;129,09016635676556;
102;01:42:00;'01:42:00;64,05431811678869;;;180,23281394608793;58,60691660808284;67,1294406139038;127,35564107546712;
103;01:43:00;'01:43:00;63,97746119942182;;;177,23036488124004;61,271079583047964;65,8403761161953;129,23624022945316;
104;01:44:00;'01:44:00;67,12766872884401;;;179,26308475909133;59,413042409689545;62,72273797160379;132,48661854371576;
105;01:45:00;'01:45:00;60,68041923093611;;;179,62890615128947;62,619023900395185;64,22684926483714;132,9839092790474;
106;01:46:00;'01:46:00;67,41666506828889;;;181,9576037550034;66,49598652671743;63,95107199214488;123,7491143223164;
107;01:47:00;'01:47:00;64,83886359622814;;;179,96983471280421;60,77606943483045;64,22907311350082;139,43746882606288;
108;01:48:00;'01:48:00;62,76456621594713;;;185,03083533208766;65,68051397999417;60,000427947099396;143,91427123404225;
109;01:49:00;'01:49:00;63,81242871185843;;;179,452931694171;64,45468775565632;66,00852335553607;119,86054322336022;
110;01:50:00;'01:50:00;67,12050754015121;;;200,86190100258096;63,58080398388872;65,77719638266323;138,65718965335913;
111;01:51:00;'01:51:00;64,09159913093785;;;199,0579643818264;65,30709704832898;62,36455598397458;134,75509071338345;
112;01:52:00;'01:52:00;65,05933679457843;;;202,82885564273818;69,10637378837879;61,29255048051329;134,37655187123738;
113;01:53:00;'01:53:00;63,405656177389034;;;196,45063959563353;60,485682479755205;66,47305883218678;137,05422768380646;
114;01:54:00;'01:54:00;62,017361120987545;;;202,72253736894646;65,6606642794228;61,337656229084246;144,08816048116842;
115;01:55:00;'01:55:00;66,51636917283642;;;199,91858273081974;59,830141478206244;67,97187257804771;136,89244538891117;
116;01:56:00;'01:56:00;65,16067702941521;;;199,7839294298196;66,45538384148017;62,15549006262241;134,7096277702329;
117;01:57:00;'01:57:00;141,8334591129543;;;196,79268792296068;60,62448316704447;61,15033753685778;145,16845244672123;
118;01:58:00;'01:58:00;137,33189236284377;;;203,4187041712351;65,05726865240811;59,41932001285315;127,16290329487562;
119;01:59:00;'01:59:00;133,88459430090842;;;202,4820758295385;66,26643497629118;58,94060450743526;124,84048888993232;
120;02:00:00;'02:00:00;121,79024270770378;;;197,6011971268896;57,01244636250697;60,87977513714628;143,532725002663;
121;02:01:00;'02:01:00;125,90988556630448;;;201,77418328378593;59,954744650403725;60,921343885183305;147,17596994402638;
122;02:02:00;'02:02:00;135,54191061144584;;;203,32476944463963;61,973918332661086;63,03767096262868;130,98775180630872;
123;02:03:00;'02:03:00;116,4963822430781;;;200,50163271939675;66,8787279513205;65,30884824815196;136,41937522353481;
124;02:04:00;'02:04:00;131,89163095604565;;;195,1268982609895;64,52878145316808;65,1472749942723;126,20513793322893;
125;02:05:00;'02:05:00;120,55341773150253;;;180,5277532151527;63,77294104487662;63,856640634065776;135,57565197410946;
126;02:06:00;'02:06:00;138,7751068639929;;;177,2714283228627;60,92479172361661;63,38330386984656;138,80213218406104;
127;02:07:00;'02:07:00;131,6117390492254;;;180,71973550945032;64,2351709936602;69,5508990842266;140,20662198108587;
128;02:08:00;'02:08:00;136,0687251621914;;;180,71813125244572;60,127824637411415;64,18817689865622;138,05915006244476;
129;02:09:00;'02:09:00;128,36614074475958;;;180,32650434841167;61,27786830131552;54,0796371181279;135,00380555745235;
130;02:10:00;'02:10:00;155,07917051994028;;;179,7536620221901;57,50679886107484;68,40569985400501;144,7286133553069;
131;02:11:00;'02:11:00;138,07394472094475;;;180,97278603056517;58,54868622899712;64,4476503446653;122,35128756800665;
132;02:12:00;'02:12:00;137,71164959224944;;;183,97694429128865;65,81773365296974;56,97470559660194;129,2774863364595;
133;02:13:00;'02:13:00;132,71087897100938;;;180,62122891604054;62,219946921653815;59,99494850976615;131,77607928391907;
134;02:14:00;'02:14:00;137,62044457140132;;;177,66680250436156;65,76998028517566;62,0233082519285;135,21072359286705;
135;02:15:00;'02:15:00;129,6769221033188;;;176,7848452760506;61,82335030667741;57,021646753078016;147,0706500070195;
136;02:16:00;'02:16:00;150,74120862888756;;;180,28992324451644;64,55119785182278;63,95835422296202;136,08621066205865;
137;02:17:00;'02:17:00;149,64251744706146;;;178,00470138655484;61,544469837732926;64,3497324255347;140,40435153493831;
138;02:18:00;'02:18:00;133,8086524178093;;;175,3810034662325;64,906644642518;59,87097655585792;131,668527788912;
139;02:19:00;'02:19:00;128,76273003775842;;;181,33169567444304;62,760091618106166;61,16154254628178;128,3723379912992;
140;02:20:00;'02:20:00;129,77571410310102;;;179,85352696786248;63,025049009895525;58,77850637556299;130,5239857126889;
141;02:21:00;'02:21:00;136,9824402694319;;;175,1495938118394;64,55599549831904;64,05431274479795;137,5018994010745;
142;02:22:00;'02:22:00;124,8954340408281;;;182,04710863996655;62,114756397279734;65,51135080600022;134,70810763391765;
143;02:23:00;'02:23:00;125,8633153036274;;;184,64218227404538;63,568012739574044;59,65744722406789;136,86147535624977;
144;02:24:00;'02:24:00;125,98502994456226;;;179,80167082822206;63,72627759931733;61,04573686452774;135,37124551941895;
145;02:25:00;'02:25:00;126,42192141074727;;;176,23076328739663;62,85293102201558;65,46322698762937;144,3756739156186;
146;02:26:00;'02:26:00;128,93135769633207;;;182,31106627518673;58,738872881452714;66,87879008758104;134,88824243262337;
147;02:27:00;'02:27:00;129,83743201627314;;;178,40308189167496;62,14795660612077;60,382481574451326;134,6138526386221;
148;02:28:00;'02:28:00;142,32038599472136;;;183,7330280161864;62,26363743258885;63,58432123947397;133,62653000906255;
149;02:29:00;'02:29:00;134,46036675354057;;;182,42307651176802;66,88864034017767;60,142627499513566;125,69644052251641;
150;02:30:00;'02:30:00;130,38956017723845;;;179,77951818596773;57,451450477033994;63,22847948554215;126,36506072377591;
151;02:31:00;'02:31:00;135,12168486498265;;;184,22387405462842;58,368047596294865;60,150732928574534;128,8081154175899;
152;02:32:00;'02:32:00;140,96186735664116;;;180,21738308667483;59,36551377864235;65,2341211774905;141,30399465298575;
153;02:33:00;'02:33:00;132,7974999175988;;;181,8225268612266;65,09718635486384;62,42572233633888;132,9187526417386;
154;02:34:00;'02:34:00;127,13487749430053;;;180,73049165180421;57,77684233388594;59,723104620247355;130,47722988192058;
155;02:35:00;'02:35:00;135,00762507159823;;;178,70846231737784;63,75078247390225;65,79909198791964;63,00527662347419;
156;02:36:00;'02:36:00;138,11313713682787;;;182,26401709014465;65,10375580356384;66,47655044118832;66,44777398319962;
157;02:37:00;'02:37:00;137,2545678275719;;;182,35115645737352;65,0938911086491;64,81157276959978;63,122887875983224;
158;02:38:00;'02:38:00;135,69784763651478;;;182,43739053612575;65,53812872081662;63,397389325998724;59,592258747125186;
159;02:39:00;'02:39:00;127,67158659754908;;;183,81261463834898;59,782420197323745;62,35972565717307;68,26105966018403;
160;02:40:00;'02:40:00;131,07906264672306;;;180,80428508972898;64,21882925468289;60,46793578249821;61,19649356177703;
161;02:41:00;'02:41:00;126,00720510780982;;;182,5857476651261;58,96114803208717;61,43196147065854;62,708996437301366;
162;02:42:00;'02:42:00;136,97947001735557;;;180,0562436264351;65,64568147521821;68,16726199228441;63,709822667971366;
163;02:43:00;'02:43:00;125,54692514356884;;;182,75713733812103;59,94876484947654;64,91057593879222;64,90951530264098;
164;02:44:00;'02:44:00;134,5076546752769;;;177,09587768178963;64,74602789649957;57,38405340722828;65,63582041541719;
165;02:45:00;'02:45:00;119,98427732854681;;;179,72493557673704;66,66122206556005;66,93327702030156;64,17079011035543;
166;02:46:00;'02:46:00;133,51893638196952;;;180,67543087103198;62,53929578493543;63,10425403926923;65,52627909514035;
167;02:47:00;'02:47:00;124,4933343744603;;;180,630327923895;60,44587110902853;67,51728531844006;63,06737974513841;
168;02:48:00;'02:48:00;138,90817185771814;;;181,41883903734757;65,09189738156226;65,21450588096518;67,93154141798055;
169;02:49:00;'02:49:00;121,46741955319058;;;181,47376010769833;66,6045619664515;61,53905255874793;61,699145025269786;
170;02:50:00;'02:50:00;142,92578522981972;;;180,93911457962162;60,90919947980808;64,81544108745953;59,635404426563625;
171;02:51:00;'02:51:00;141,14682330908323;;;177,48973640199003;65,21643348497757;64,25206519185085;61,67934593461021;
172;02:52:00;'02:52:00;127,10786202725319;;;180,0207892702912;60,883185550190085;60,485223818274264;67,83186556834114;
173;02:53:00;'02:53:00;123,07166376402495;;;185,4057548988026;56,76345457781858;61,96685105731243;66,71535093246294;
174;02:54:00;'02:54:00;130,8600983611564;;;179,4837224967912;59,31228107150969;62,750294698248766;61,594301536319;
175;02:55:00;'02:55:00;135,16756954937742;;;182,41642526827954;64,75938474237014;65,63915209395317;60,876867753713476;
176;02:56:00;'02:56:00;144,05382238133748;;;181,88143051998972;65,65783562576266;63,60553221023962;62,555816798702864;
177;02:57:00;'02:57:00;67,4807808056136;;;180,94371012048578;65,5057258700133;64,14836097041493;65,82081780494687;
178;02:58:00;'02:58:00;59,58467995079311;;;180,52734756259454;64,24091039926634;64,8188572211109;63,36432162824192;
179;02:59:00;'02:59:00;59,98814649328655;;;179,53247078578985;65,9026298502065;65,45156925565414;65,4133530858177;
180;03:00:00;'03:00:00;64,73429367418444;;;180,9849584945803;60,90944282509565;62,16408470676674;65,47247085396522;
181;03:01:00;'03:01:00;60,36931579390542;;;178,73972276836636;68,45836798500225;63,23594867887334;61,144538858329675;
182;03:02:00;'03:02:00;62,27647868067116;;;182,33133459570448;64,95540867196866;72,31971563229928;65,00549059576451;
183;03:03:00;'03:03:00;63,57769462779018;;;180,07887294080749;63,12304449872804;64,6065042415368;59,275398635497446;
184;03:04:00;'03:04:00;68,35748247463603;;;180,68434295256714;54,989468949642564;59,497652313511175;60,52342714776077;
185;03:05:00;'03:05:00;63,99180283868901;;;180,1662980598827;60,39073984544528;67,00824053197154;66,42175510513982;
186;03:06:00;'03:06:00;63,240818227327104;;;178,799586167599;62,90137269741558;62,66965523834386;58,9470959336138;
187;03:07:00;'03:07:00;62,68167789364283;;;183,43505592367038;63,66112060966482;67,42740208507001;69,8764676886786;
188;03:08:00;'03:08:00;63,81007327366525;;;176,1365144468943;61,41224237835227;65,17862120534949;61,328381592072105;
189;03:09:00;'03:09:00;56,92286650139581;;;179,25244886636537;63,52732508968714;59,68914080427761;61,19147605809621;
190;03:10:00;'03:10:00;60,12646672354904;;;178,31287271948437;62,86533380918941;60,3104638344547;57,40626519677037;
191;03:11:00;'03:11:00;64,54012148778874;;;178,0888536415642;59,32433093002452;67,30926929378319;62,739600367852;
192;03:12:00;'03:12:00;67,48226437334984;;;177,50154813914716;62,2775310854044;65,46193154795591;60,21408132378188;
193;03:13:00;'03:13:00;62,2649571152331;;;183,47313527055343;64,94804900409567;61,578963635956065;68,6243230659498;
194;03:14:00;'03:14:00;62,70543354457263;;;179,8301386500849;66,2674981228317;61,96669187920922;59,27670147159171;
195;03:15:00;'03:15:00;59,40549841701182;;;173,08894059181057;63,65695491898838;62,054937630494095;69,52027799001387;
196;03:16:00;'03:16:00;62,128777062147336;;;177,43076462998732;67,27188046375804;62,77164648637515;61,95385878465173;
197;03:17:00;'03:17:00;67,16890179586457;;;183,33258323875066;62,615008174246825;58,635715079770776;65,69957437680362;
198;03:18:00;'03:18:00;59,93197490661426;;;179,71247751203052;64,17430843856481;60,05232306958895;62,309338120806714;
199;03:19:00;'03:19:00;61,745469916472864;;;180,23795459409408;68,0923521655227;64,67676482145521;60,3163072434847;
200;03:20:00;'03:20:00;61,676087455340124;;;179,4016925097461;63,74477130290776;59,077473048230985;59,95728613912608;
201;03:21:00;'03:21:00;61,60385993186161;;;181,1502572750676;61,84413092868323;60,84840427583114;66,28647605089743;
202;03:22:00;'03:22:00;61,177131411808155;;;173,88265798816252;64,95888389897462;61,5715454279284;62,40992745656612;
203;03:23:00;'03:23:00;60,72661876157545;;;176,29913956836023;66,43460857566927;63,846922016509424;65,123448693409;
204;03:24:00;'03:24:00;62,44459755629086;;;186,46507282801483;66,17046066908755;62,9272183930123;60,34024675383472;
205;03:25:00;'03:25:00;59,77471483855548;;;181,16991674133826;62,74437747217404;62,954889148744826;63,839645369533415;
206;03:26:00;'03:26:00;65,23018626294844;;;184,3368719768154;59,958831003032245;63,46409814459453;58,420436510652685;
207;03:27:00;'03:27:00;62,83716612088257;;;182,39951975208868;64,91293330096617;63,69753177147404;61,337047898056916;
208;03:28:00;'03:28:00;61,563826643660704;;;180,86308713815458;61,269817448178586;66,15724210007251;60,202043983319925;
209;03:29:00;'03:29:00;63,4921689255947;;;179,64769856769408;60,698862764286716;63,203102882879485;63,63972459628572;
210;03:30:00;'03:30:00;61,633363838681404;;;181,4427552552871;67,44100084220594;60,55165412653145;64,65570714802575;
211;03:31:00;'03:31:00;58,46347489400945;;;175,91315167251338;65,56260512423948;66,47222244924964;64,92140190871342;
212;03:32:00;'03:32:00;63,371167223667165;;;176,91863229000265;58,828242740489685;61,722688076136635;67,8610236327791;
213;03:33:00;'03:33:00;59,975908358989244;;;181,01794776703366;58,3418106476516;61,125435689301355;64,89925150430216;
214;03:34:00;'03:34:00;62,150543985156915;;;183,71946356673666;64,79099473565888;66,6805402144451;61,7108756743323;
215;03:35:00;'03:35:00;61,02431567867373;;;183,89880038460547;64,43021999845675;64,19718160910934;69,74912673119113;
216;03:36:00;'03:36:00;58,85636397866162;;;177,97519807875523;61,96916389472444;58,52717940303138;63,006467596664415;
217;03:37:00;'03:37:00;64,62057746946088;;;181,3502537923195;66,40933249895835;135,86454672130117;57,23567649854666;
218;03:38:00;'03:38:00;60,80815822272653;;;178,2524489627702;63,381155144237994;135,05905063596805;60,26071440450379;
219;03:39:00;'03:39:00;62,64151974157693;;;182,31894468353616;61,15309177748499;126,30935975795516;64,01413692083877;
220;03:40:00;'03:40:00;58,40320071417021;;;178,7328607582839;62,60159678006472;130,50225485375395;68,97713040869934;
221;03:41:00;'03:41:00;65,60551045578902;;;183,74134237385536;61,164161380041314;137,7012792765309;63,1721937949726;
222;03:42:00;'03:42:00;65,00218812204284;;;181,28570279741405;133,79627750223528;129,95157026699383;60,022449013445964;
223;03:43:00;'03:43:00;68,96481999351396;;;177,41233664428205;131,6305331903351;142,63327674259222;67,63806041377889;
224;03:44:00;'03:44:00;68,66978183892823;;;178,27316647367397;123,76413042289695;129,66967891938293;63,181509622503526;
225;03:45:00;'03:45:00;60,59993670750775;;;181,4665605882922;130,45375211459077;130,46097241650887;61,440778627020414;
226;03:46:00;'03:46:00;61,75384380733996;;;177,23277598233616;125,99118388044161;135,99446584803198;69,37626432290821;
227;03:47:00;'03:47:00;62,43006927222412;;;178,335419749499;129,5707621791204;120,62767128901636;61,59634305482215;
228;03:48:00;'03:48:00;63,41482066359611;;;184,5182233743639;141,46109250815616;129,52979649391898;61,506528482111136;
229;03:49:00;'03:49:00;62,71176122976179;;;177,40918218099895;128,28599482205954;134,30006001464045;61,81340089447693;
230;03:50:00;'03:50:00;68,05293067409703;;;178,39872545084117;132,28359788066484;140,74936067354912;64,91142776388808;
231;03:51:00;'03:51:00;62,096088463868554;;;184,04218881814538;119,90569786218649;126,52719474143137;65,00539800816293;
232;03:52:00;'03:52:00;66,97825740579619;;;177,3077412295464;141,70534974316092;142,0513833145196;61,55746413117423;
233;03:53:00;'03:53:00;62,15358371910324;;;178,1124139464603;137,27338957950386;130,71610954415718;61,42904195430288;
234;03:54:00;'03:54:00;58,988104404099545;;;185,66011416895103;125,61099221315706;130,2342099369518;61,97439981682951;
235;03:55:00;'03:55:00;61,349507737994166;;;179,74236777056814;141,84276314880577;132,79078305220895;66,98691390316887;
236;03:56:00;'03:56:00;65,11101800517005;;;181,33579231898267;144,15175526586899;134,38021285048396;61,03145372933815;
237;03:57:00;'03:57:00;62,524507987793015;;;178,27885811624813;128,09456573742372;130,80122232370485;62,22107760506673;
238;03:58:00;'03:58:00;62,705107117098386;;;177,4249690714068;132,33900830559185;132,39630453323264;65,49423673779845;
