Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;
SAT Receiver / Kathrein UFS913;0,05598434468457046;10,217142904934109;31;0,3295852549978745;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
Hifi System / Sharp XL-HF300PH;0;0;0;0;Education and Entertainment equipment / Hifi devices / Compact System;
Electric Kettle / Phillips Essential HD 4685/90 Schwarz;0;0;30;0;Kitchen equipment / Electric kettle;
Energy Saving Lamp / EL-REF 11 E27;0;0;48;0;Light;
Vacuum Cleaner FiF;0;0;0;0;Appliances / Vacuum cleaner / Canister vacuum cleaner;
Nintendo Wii;0,010452196499850025;1,9075258612226296;20;0,09537629306113148;Education and Entertainment equipment / Video game console / Nintendo Wii;
Coffee Machine / Braun KF 580E;0;0;17;0;Kitchen equipment / Coffee equipment / Coffee machine;
Electric Kettle / Petra WK288 1.5L;0;0;0;0;Kitchen equipment / Electric kettle;
Hair Dryer / Braun Satin Pro 2200 Ion Care;0,9622319107056742;175,60732370378554;54;3,2519874759960286;Bath devices / Hair dryer;
Heater / Honeywell BH-888E;1,324229729851272;241,67192569785712;120;2,0139327141488095;Devices for enviromental improvement / Heater;
Liebherr CBNPes 3956;0,5560008533661746;101,47015573932686;0;0;(no category);
Kitchen radio / AEG KRC 4323 CD;0,04730690418830625;8,633510014365891;0;0;Education and Entertainment equipment / Hifi devices / Kitchen radio;
Microwave / Panasonic NN-CD757W;0,9396542502316857;171,48690066728264;0;0;Kitchen equipment / Microwave;
Laptop Lenovo Thinkpad x220;0,08402333333333235;15,334258333333155;0;0;Computers and Components / Computer / Laptop;
Electric Razor Braun Cruzer 5;0,26038626774999657;47,52049386437437;0;0;(no category);
Electric Tooth Brush / Phillips HX9332;0,07871445001575797;14,36538712787583;0;0;(no category);
Phone Siemens Gigaset C320;0,4107103849814171;74,95464525910862;0;0;(no category);
Router O2 Box 6431;-1,1787166308743187;-215,11578513456314;0;0;(no category);
CD/DVD Player / Philips DVDR 725 H;0,04142030427817829;7,559205530767538;0;0;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
Home Cinema System / Samsung HT-D5550;0,07354445470186811;13,42186298309093;0;0;Education and Entertainment equipment / Hifi devices / Home cinema system;
SAT Receiver / Kathrein UFS913;0,04820333099045163;8,797107905757423;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
TV Medion MD20123_DE_A;0,0010381666666666029;0,18946541666665503;0;0;Education and Entertainment equipment / Entertainment device / Television set;
Hifi System / Sharp XL-HF300PH;0,11817242790179683;21,566468092077923;0;0;Education and Entertainment equipment / Hifi devices / Compact System;
Nintendo Wii;0,07636265861306514;13,936185196884388;0;0;Education and Entertainment equipment / Video game console / Nintendo Wii;
Yamaha RX-V667;0,47256250913673725;86,24265791745455;0;0;(no category);
Sums;16,019384041322954;2923,53758754144;1345
