Apparent.Time;Calender;Living Room Light (200W);Kitchen Light (300W);Bathroom Light (60W);Bathroom Mirror Light 100W (Conventional);Bedroom Light (60W);Bedroom Light (20W);Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left;Coffee Machine / Braun Impression KF 600;Food Slicer / DOMO Schneidemaschine DO521S;Toaster / Bosch TAT8SL1;Miele H 5241 B;Handmixer / Phillips Robust HR 1581;Extractor Hood / Miele DA 429-4;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv;Microwave / Panasonic NN-CD757W;Electronic hometrainer / Kettler Track Perfomance;Laptop Lenovo Thinkpad x220;Washing Machine Samsung P1405J;CD/DVD Player / Philips DVDR 725 H;Home Cinema System / Samsung HT-D5550;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Hifi System / Sharp XL-HF300PH;Electric Kettle / Phillips Essential HD 4685/90 Schwarz;Energy Saving Lamp / EL-REF 11 E27;Vacuum Cleaner FiF;Nintendo Wii;Coffee Machine / Braun KF 580E;Electric Kettle / Petra WK288 1.5L;Hair Dryer / Braun Satin Pro 2200 Ion Care;Heater / Honeywell BH-888E;Liebherr CBNPes 3956;Electric Razor Braun Cruzer 5;Electric Tooth Brush / Phillips HX9332;Phone Siemens Gigaset C320;Router O2 Box 6431;Yamaha RX-V667;
31;00:31:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4455613316892557;0;0;0;0;0;0;0;0;24,021821204762944;0;22,120000000000005;0;1,1714632825577325;2,1942540227395853;0,5700000000000001;1,4323065697538295;3,151026077349279;0;0;0;2,0481014774050896;0;0;0;0;14,12603672650059;2,9511917704918043;2,0737882563531373;4,388553213114753;11,730215409836081;13,26911889262631;
32;00:32:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,5264922842605455;0;0;0;0;0;0;0;0;26,516459042216933;0;22,120000000000005;0;1,2030620331713284;2,341659532529487;0,5700000000000001;1,459326366794011;3,0449059618533925;0;0;0;2,206257479358184;0;0;0;0;13,92192966661479;2,953684721311474;2,077211602568976;4,372448327868852;11,71813147540984;13,197140930446793;
33;00:33:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,451828276924787;0;0;0;0;0;0;0;0;25,63135963780661;0;22,120000000000005;0;1,0983353558269402;2,171137661267048;0,5700000000000001;1,4494712524099502;2,90300196954743;0;0;0;2,093996574466858;0;0;0;0;14,653344338550284;2,952233147540984;2,0418086370511235;4,4139841967213105;11,71717868852458;13,196213000379794;
34;00:34:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4175639364641346;0;0;0;0;0;0;0;0;26,569100850133974;0;22,120000000000005;0;1,0934086651238009;2,243754863728577;0,5700000000000001;1,3562859085683487;3,325168803140413;0;0;0;1,959253489642973;0;0;0;0;13,042444534571914;2,955479081967212;2,081644274755713;4,42750455737705;11,72477508196722;12,0087751505217;
35;00:35:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,5642964120879124;0;0;0;0;0;0;0;0;27,876819413650715;0;22,120000000000005;0;1,1879337884936325;2,1601040799675806;0,5700000000000001;1,395821665046776;2,9822159193300726;0;0;0;2,0483973297497213;0;0;0;0;15,815691545208404;2,95968055737705;2,1099154778506364;4,4454473114754105;11,71244327868852;12,894715178831285;
36;00:36:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4162145279513632;0;0;0;0;0;0;0;0;27,43200213606861;0;22,120000000000005;0;1,1487697421255672;2,110489734213311;0,5700000000000001;1,570235313160396;3,022603787337309;0;0;0;2,0153586990463617;0;0;0;0;15,800976775462576;2,960067803278688;2,1492803194450794;4,443351377049182;11,71678655737704;12,711735592007807;
37;00:37:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,5692468303565283;0;0;0;0;0;0;0;0;25,463017212074718;0;22,120000000000005;0;1,1570635337941066;2,2566222417237203;0,5700000000000001;1,3687586460545056;3,3682767960166573;0;0;0;2,0469073920126193;0;0;0;0;14,217753432469072;2,974193360655738;2,0885933945966846;4,453308360655738;11,7265019672131;13,551422349086858;
38;00:38:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4112249153628882;0;0;0;0;0;0;0;0;25,467314236844953;0;22,120000000000005;0;1,0358919514145686;2,2264994416410873;0,5700000000000001;1,359253239828394;3,458706787930243;0;0;0;2,144562600763536;0;0;0;0;12,454386198586938;2,974569163934428;2,0866756623192564;4,41607662295082;11,753369508196721;13,260675935007182;
39;00:39:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4015069342892201;0;0;0;0;0;0;0;0;25,03905837911874;0;22,120000000000005;0;1,0827137239532107;2,3707818045145586;0,5700000000000001;1,4195018646488013;3,1972199889890094;0;0;0;1,960769493262902;0;0;0;0;12,207048352144824;2,9565411475409844;2,137255758717033;4,41160731147541;11,73941311475412;11,945220259534931;
40;00:40:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,522375100881249;0;0;0;0;0;0;0;0;24,998374718137512;0;22,120000000000005;0;1,2317886533546252;2,2511393253223453;0,5700000000000001;1,4160457227742884;2,9787698542015812;0;0;0;1,9663984122859604;0;0;0;0;15,119515659499422;2,9586256065573777;2,0106325419132687;4,40189413114754;11,6404881967213;12,369281876795691;
41;00:41:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,376841572044936;0;0;0;0;0;0;0;0;24,267418687316287;0;22,120000000000005;0;1,1450964583468821;2,2512411627620126;0,5700000000000001;1,3330632755547454;2,888683128892839;0;0;0;2,020048815153557;0;0;0;0;15,740123300375279;2,9573310491803264;2,211534304997578;4,409225508196721;11,683641639344259;12,294470446893522;
42;00:42:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4328962632219726;0;0;0;0;0;0;0;0;24,543910372361424;0;22,120000000000005;0;1,130261967871617;1,969062863550732;0,5700000000000001;1,334929962070445;3,159646940960125;0;0;0;2,1212110526354384;0;0;0;0;17,757010186778654;2,958648196721312;2,2452330137230603;4,420886360655738;11,706918032786879;12,478700183873617;
43;00:43:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3148286498386992;0;0;0;0;0;0;0;0;25,83171285643227;0;22,120000000000005;0;1,195222410377556;2,1603488316389377;0,5700000000000001;1,2812373891629965;3,00112227487235;0;0;0;1,9615226463744857;0;0;0;0;13,141271615708368;2,9599800000000003;2,0727251889886125;4,423768491803278;11,737742622950819;13,125429711426122;
44;00:44:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3122488517999802;0;0;0;0;0;0;0;0;24,766470674699214;0;22,120000000000005;0;1,069208148908462;2,105325646811813;0,5700000000000001;1,4507921507202315;3,181203846909041;0;0;0;1,989256541910327;0;0;0;0;17,032201364222008;2,9579893442622955;2,1232795292973803;4,419309606557379;11,7501944262295;12,756581424587939;
45;00:45:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4513770043053296;0;0;0;0;0;0;0;0;26,433324510463695;0;22,120000000000005;0;1,1612123594841424;2,2936255351774744;0,5700000000000001;1,3942428363404047;3,3232508043633033;0;0;0;1,9872291035199972;0;0;0;0;15,041777324748754;2,9558435409836057;2,1006521587476086;4,452443278688525;11,7515993442623;12,878394964675426;
46;00:46:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3745884532736388;0;0;0;0;0;0;0;0;25,0649041937453;0;22,120000000000005;0;1,1496824384660758;2,429094982671729;0,5700000000000001;1,3868796833244939;3,179230760389243;0;0;0;2,1427529684911955;0;0;0;0;16,05722232017915;2,955579639344262;2,111848236709209;4,460088360655736;11,74384786885246;13,629391633220171;
47;00:47:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4107350372703644;0;0;0;0;0;0;0;0;23,40579458464625;0;22,120000000000005;0;1,1674558474848;2,1871194074388987;0,5700000000000001;1,4677032715665261;3,088417494449447;0;0;0;2,1486001790121696;0;0;0;0;15,48686329494645;2,958758000000004;2,222627561930431;4,437977836065572;11,754208196721319;12,2236387741643;
48;00:48:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4271625003449975;0;0;0;0;0;0;0;0;24,832296969022856;0;22,120000000000005;0;1,0943042679044366;2,0597462956433845;0,5700000000000001;1,4688062366712589;3,080300220567353;0;0;0;2,0202386089382904;0;0;0;0;14,91185356036119;2,9550614426229522;2,186617075941631;4,41372068852459;11,72823344262296;12,709888052379487;
49;00:49:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3811001195203934;0;0;0;0;0;0;0;0;25,90420283038869;0;22,120000000000005;0;1,153061178551863;2,354051669192941;0,5700000000000001;1,4237327699184157;3,187889188613359;0;0;0;1,8968875634432105;0;0;0;0;14,41999808186599;2,9554018688524617;2,0552079417328755;4,4002798360655735;11,746432459016381;12,134744704431574;
50;00:50:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3955547093127472;0;0;0;0;0;0;0;0;21,72562609714202;0;22,120000000000005;0;1,1276456308713505;2,2472003254599295;0,5700000000000001;1,429963445449595;3,4836620443984843;0;0;0;2,248716621614643;0;0;0;0;13,76124188319719;2,95580449180328;2,2247005986684245;4,3906957377049185;11,766322950819701;12,939845255895857;
51;00:51:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4019564243381932;0;0;0;0;0;0;0;0;23,56017299539977;0;22,120000000000005;0;1,0819793865638598;2,1973710008558647;0,5700000000000001;1,4125213054496435;2,8653604563535873;0;0;0;1,9723068298909514;0;0;0;0;14,86795550494168;2,95291049180328;2,16756931315226;4,405545901639345;11,768380000000018;12,041423541696224;
52;00:52:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,346833117990454;0;0;0;0;0;0;0;0;26,457909313110854;0;22,120000000000005;0;1,1864478601522876;1,9937764461903371;0,5700000000000001;1,2612058883807107;3,006807123978598;0;0;0;2,240800947075969;0;0;0;0;16,291474353761636;2,9680349016393444;1,9394447804203487;4,39893357377049;11,72975475409836;13,302629830096786;
53;00:53:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4330462324348399;0;0;0;0;0;0;0;0;24,817386003974292;0;22,120000000000005;0;1,143368086893207;2,2979879281881295;0,5700000000000001;1,571023390813324;3,2393763673821474;0;0;0;2,116022008380551;0;0;0;0;15,773528165045255;2,9538622622950816;2,216005080445784;4,389647409836064;11,70427606557376;11,633438912896334;
54;00:54:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3383134576326958;0;0;0;0;0;0;0;0;23,603424752910986;0;22,120000000000005;0;1,1779183570286054;2,1363489819796215;0,5700000000000001;1,327558522740111;3,160695577924315;0;0;0;2,1466207613948836;0;0;0;0;12,997360291498524;2,954295344262296;2,1054048879143856;4,41288950819672;11,729779344262301;12,9709384960376;
55;00:55:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4285756925374873;0;0;0;0;0;0;0;0;23,502705028734937;0;22,120000000000005;0;1,106598697026386;2,256190032273144;0,5700000000000001;1,407372796546137;3,0481664557119914;0;0;0;1,9659640586239846;0;0;0;0;14,48214236780091;2,95449419672131;2,239179769190492;4,434200032786886;11,73557967213112;13,123410316610109;
56;00:56:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,4645868515858669;0;0;0;0;0;0;0;0;25,730804228738727;0;22,120000000000005;0;1,1613082946861248;2,265240915496028;0,5700000000000001;1,4200473246865306;3,2760403564646174;0;0;0;1,9616703886034301;0;0;0;0;18,82032987339497;2,9513996721311484;2,039487150640442;4,419968163934426;11,743773114754099;12,756516797911512;
57;00:57:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,372536647406989;0;0;0;0;0;0;0;0;25,063682543596446;0;22,120000000000005;0;1,1924389158917301;2,281089067970854;0,5700000000000001;1,3245696338434392;3,0236437811044032;0;0;0;1,9875375871013177;0;0;0;0;11,869387792828778;2,9504749180327856;2,225896668358767;4,4348630491803265;11,73524918032788;13,058983772654638;
58;00:58:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3784643801313856;0;0;0;0;0;0;0;0;24,52462083652686;0;22,120000000000005;0;1,1531083440922358;2,285009959878996;0,5700000000000001;1,4212272756867996;2,9701397352241945;0;0;0;2,1202973421746636;0;0;0;0;15,450955730164983;2,952316229508198;2,1889031347559227;4,42312718032787;11,73643409836066;12,691188745447269;
59;00:59:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3350087372455104;0;0;0;0;0;0;0;0;25,796649877285944;0;22,120000000000005;0;1,052369912409365;2,0618494277638804;0,5700000000000001;1,4193539896229517;3,010249487583114;0;0;0;2,0990451000367463;0;0;0;0;14,953325247421878;2,949684688524588;1,9409048794906056;4,399493740983606;11,72174295081966;12,650058190054624;
60;01:00:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,397400614816489;0;0;0;0;0;0;0;0;25,608285118557944;0;22,120000000000005;0;1,1231383073698455;2,208938486166489;0,5700000000000001;1,3869768017984372;3,052826724716687;0;0;0;2,0136604892799714;0;0;0;0;12,102766133832523;2,9507718032786903;2,0305437014341408;4,382196032786884;11,7503626229508;12,735268302132983;
61;01:01:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,396661632097393;0;0;0;0;0;0;0;0;24,878678694685068;0;22,120000000000005;0;1,0803357480399918;2,2001367850848412;0,5700000000000001;1,3539396134722117;3,07679397443998;0;0;0;1,9147599189350473;0;0;0;0;14,383208222352408;2,950923901639344;2,1272969583908123;4,349818852459016;11,714796721311481;12,149928134568484;
62;01:02:00;42,10526315789474;0;0;0;12,631578947368421;0;0;0;1,3446035453968141;0;0;0;0;0;0;0;0;23,635906531313235;0;22,120000000000005;0;1,098083010290439;2,1966238704433;0,5700000000000001;1,4625384593042345;3,058340774122535;0;0;0;2,011770700719251;0;0;0;0;13,54011417270859;2,9539025573770497;2,267018883307341;4,364950295081966;11,70087278688524;13,021028189970952;
